ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride
SyndicateSeal_Occultist,@SyndicateSeal_Occultist_MasterName,Resource,@ui_itemtypedescription_resource,@SyndicateSeal_Occultist_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/SyndicateSeal_Occultist.png,lyshineui/images/icons/items_hires/SyndicateSeal_Occultist.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
SyndicateSeal_Cleric,@SyndicateSeal_Cleric_MasterName,Resource,@ui_itemtypedescription_resource,@SyndicateSeal_Cleric_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/SyndicateSeal_Cleric.png,lyshineui/images/icons/items_hires/SyndicateSeal_Cleric.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
MarauderSeal_Soldier,@MarauderSeal_Soldier_MasterName,Resource,@ui_itemtypedescription_resource,@MarauderSeal_Soldier_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/MarauderSeal_Barbarian.png,lyshineui/images/icons/items_hires/MarauderSeal_Barbarian.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
MarauderSeal_Ranger,@MarauderSeal_Ranger_MasterName,Resource,@ui_itemtypedescription_resource,@MarauderSeal_Ranger_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/MarauderSeal_Brigand.png,lyshineui/images/icons/items_hires/MarauderSeal_Brigand.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
MarauderSeal_Scholar,@MarauderSeal_Scholar_MasterName,Resource,@ui_itemtypedescription_resource,@MarauderSeal_Scholar_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/MarauderSeal_Occultist.png,lyshineui/images/icons/items_hires/MarauderSeal_Occultist.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
MarauderSeal_Sage,@MarauderSeal_Sage_MasterName,Resource,@ui_itemtypedescription_resource,@MarauderSeal_Sage_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/MarauderSeal_Cleric.png,lyshineui/images/icons/items_hires/MarauderSeal_Cleric.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
CovenantSeal_Soldier,@CovenantSeal_Soldier_MasterName,Resource,@ui_itemtypedescription_resource,@CovenantSeal_Soldier_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/CovenantSeal_Barbarian.png,lyshineui/images/icons/items_hires/CovenantSeal_Barbarian.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
CovenantSeal_Ranger,@CovenantSeal_Ranger_MasterName,Resource,@ui_itemtypedescription_resource,@CovenantSeal_Ranger_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/CovenantSeal_Brigand.png,lyshineui/images/icons/items_hires/CovenantSeal_Brigand.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
CovenantSeal_Scholar,@CovenantSeal_Scholar_MasterName,Resource,@ui_itemtypedescription_resource,@CovenantSeal_Scholar_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/CovenantSeal_Occultist.png,lyshineui/images/icons/items_hires/CovenantSeal_Occultist.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
CovenantSeal_Sage,@CovenantSeal_Sage_MasterName,Resource,@ui_itemtypedescription_resource,@CovenantSeal_Sage_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/CovenantSeal_Cleric.png,lyshineui/images/icons/items_hires/CovenantSeal_Cleric.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
SyndicateSeal_Soldier,@SyndicateSeal_Soldier_MasterName,Resource,@ui_itemtypedescription_resource,@SyndicateSeal_Soldier_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/SyndicateSeal_Barbarian.png,lyshineui/images/icons/items_hires/SyndicateSeal_Barbarian.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
SyndicateSeal_Ranger,@SyndicateSeal_Ranger_MasterName,Resource,@ui_itemtypedescription_resource,@SyndicateSeal_Ranger_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/SyndicateSeal_Brigand.png,lyshineui/images/icons/items_hires/SyndicateSeal_Brigand.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
SyndicateSeal_Scholar,@SyndicateSeal_Scholar_MasterName,Resource,@ui_itemtypedescription_resource,@SyndicateSeal_Scholar_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/SyndicateSeal_Occultist.png,lyshineui/images/icons/items_hires/SyndicateSeal_Occultist.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
SyndicateSeal_Sage,@SyndicateSeal_Sage_MasterName,Resource,@ui_itemtypedescription_resource,@SyndicateSeal_Sage_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/SyndicateSeal_Cleric.png,lyshineui/images/icons/items_hires/SyndicateSeal_Cleric.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
MarauderSeal_Sentry,@MarauderSeal_Sentry_MasterName,Resource,@ui_itemtypedescription_resource,@MarauderSeal_Sentry_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/MarauderSeal_Sentry.png,lyshineui/images/icons/items_hires/MarauderSeal_Sentry.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
CovenantSeal_Sentry,@CovenantSeal_Sentry_MasterName,Resource,@ui_itemtypedescription_resource,@CovenantSeal_Sentry_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/CovenantSeal_Sentry.png,lyshineui/images/icons/items_hires/CovenantSeal_Sentry.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
SyndicateSeal_Sentry,@SyndicateSeal_Sentry_MasterName,Resource,@ui_itemtypedescription_resource,@SyndicateSeal_Sentry_Description,,Resource,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Material,,,,,,,0,,,lyshineui/images/icons/items/Resource/SyndicateSeal_Sentry.png,lyshineui/images/icons/items_hires/SyndicateSeal_Sentry.png,,10000,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,3,,Play_UI_Pickup_Stone,Play_UI_Drop_Stone,Play_UI_Use_Stone,Play_UI_Created_Stone,,,,,,,,,,,,,,,,
MinorMastery_LoggingXP,@MinorMastery_LoggingXP_MasterName,Resource,@ui_itemtypedescription_resource,@MinorMastery_LoggingXP_Description,,Resource+LootContainer,,,,1,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasteryLoggingT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapLoggingT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MinorMastery_LoggingXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
MinorMastery_HarvestingXP,@MinorMastery_HarvestingXP_MasterName,Resource,@ui_itemtypedescription_resource,@MinorMastery_HarvestingXP_Description,,Resource+LootContainer,,,,1,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasteryHarvestingT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapHarvestingT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MinorMastery_HarvestingXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
MinorMastery_MiningXP,@MinorMastery_MiningXP_MasterName,Resource,@ui_itemtypedescription_resource,@MinorMastery_MiningXP_Description,,Resource+LootContainer,,,,1,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasteryMiningT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapMiningT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MinorMastery_MiningXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
MinorMastery_SkinningXP,@MinorMastery_SkinningXP_MasterName,Resource,@ui_itemtypedescription_resource,@MinorMastery_SkinningXP_Description,,Resource+LootContainer,,,,1,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasterySkinningT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapSkinningT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MinorMastery_SkinningXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
MinorMastery_FishingXP,@MinorMastery_FishingXP_MasterName,Resource,@ui_itemtypedescription_resource,@MinorMastery_FishingXP_Description,,Resource+LootContainer,,,,1,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasteryFishingT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapFishingT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MinorMastery_FishingXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
MajorMastery_LoggingXP,@MajorMastery_LoggingXP_MasterName,Resource,@ui_itemtypedescription_resource,@MajorMastery_LoggingXP_Description,,Resource+LootContainer,,,,1,,,,,2,,,,,,0,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasteryLoggingT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapLoggingT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MajorMastery_LoggingXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
MajorMastery_HarvestingXP,@MajorMastery_HarvestingXP_MasterName,Resource,@ui_itemtypedescription_resource,@MajorMastery_HarvestingXP_Description,,Resource+LootContainer,,,,1,,,,,2,,,,,,0,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasteryHarvestingT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapHarvestingT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MajorMastery_HarvestingXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
MajorMastery_MiningXP,@MajorMastery_MiningXP_MasterName,Resource,@ui_itemtypedescription_resource,@MajorMastery_MiningXP_Description,,Resource+LootContainer,,,,1,,,,,2,,,,,,0,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasteryMiningT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapMiningT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MajorMastery_MiningXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
MajorMastery_SkinningXP,@MajorMastery_SkinningXP_MasterName,Resource,@ui_itemtypedescription_resource,@MajorMastery_SkinningXP_Description,,Resource+LootContainer,,,,1,,,,,2,,,,,,0,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasterySkinningT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapSkinningT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MajorMastery_SkinningXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
MajorMastery_FishingXP,@MajorMastery_FishingXP_MasterName,Resource,@ui_itemtypedescription_resource,@MajorMastery_FishingXP_Description,,Resource+LootContainer,,,,1,,,,,2,,,,,,0,,,,,,,,,,,,,,,,,2,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasteryFishingT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapFishingT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,MajorMastery_FishingXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
GreaterMastery_LoggingXP,@GreaterMastery_LoggingXP_MasterName,Resource,@ui_itemtypedescription_resource,@GreaterMastery_LoggingXP_Description,,Resource+LootContainer,,,,1,,,,,3,,,,,,0,,,,,,,,,,,,,,,,,3,,0,0,0,UI_Rewards,,,,,,,,,,lyshineui/images/icons/items/Resource/MasteryLoggingT1.png,LyShineUI/Images/Icons/Items_HiRes/RewardPostCapLoggingT1.png,,10000,0,0,,,,,,,,1,0,0,0,,,,GreaterMastery_LoggingXP,,,,,,,,,,,,,,0,0.5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,
