ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker
1hLongsword_ForgottenMemoryT2_V2,@1hLongsword_ForgottenMemoryT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_ForgottenMemoryT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandSoldier,,PerkID_Weapon_EmpowerOnCrit,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordLostT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_FrigidGaleT2_V2,@1hLongsword_FrigidGaleT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_FrigidGaleT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandRanger,PerkID_Gem_EmptyGemSlot,,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordAngryEarthT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_MoonlitDanceT2_V2,@1hLongsword_MoonlitDanceT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_MoonlitDanceT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandRanger,,PerkID_Weapon_DodgeSuccess_NatureDMG,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordAncientT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_MountainThornT2_V2,@1hLongsword_MountainThornT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_MountainThornT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandRanger,,PerkID_Weapon_OnKillHeal,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordAngryEarthT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_OneLastBreathT2_V2,@1hLongsword_OneLastBreathT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_OneLastBreathT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandSentry,,PerkID_Weapon_HealOnDmg,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordLostT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_PhoenixAshesT2_V2,@1hLongsword_PhoenixAshesT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_PhoenixAshesT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandSoldier,,PerkID_Weapon_OnKillEmpower,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordLostT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_PrismaticVistaT2_V2,@1hLongsword_PrismaticVistaT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_PrismaticVistaT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandSoldier,perkid_gem_gambitgem2,,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordAngryEarthT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_PureOfHeartT2_V2,@1hLongsword_PureOfHeartT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_PureOfHeartT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandSentry,perkid_gem_naturedmg2,,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongsword_PureOfHeartT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_RunecarvedBladeT2_V2,@1hLongsword_RunecarvedBladeT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_RunecarvedBladeT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandSentry,,perkid_ability_sword_whirlingblade,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordAncientT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_SanguineCrookT2_V2,@1hLongsword_SanguineCrookT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_SanguineCrookT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandSentry,,PerkID_Weapon_Attunement_Fire,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordCorruptedT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_SubservienceT2_V2,@1hLongsword_SubservienceT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_SubservienceT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandRanger,,PerkID_Weapon_OnKillFortify,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongsword_SubservienceT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_ValorsBeginningsT2_V2,@1hLongsword_ValorsBeginningsT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_ValorsBeginningsT2_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,275,275,275,2,SwordT2,,1,,1,1,PerkID_Stat_OneHandSoldier,,PerkID_Weapon_OnKillCDR,,,,,,,,,5,1,1,1,UI_Weapon,,,1hLongSwordAncientT2,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,2000,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_MorningDewT3_V2,@1hLongsword_MorningDewT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_MorningDewT3_Description,Weapon+EquippableMainHand+Sword+Melee+Named,,,,1,,350,350,350,3,SwordT3,,1,,1,1,PerkID_Stat_OneHandRanger,PerkID_Gem_EmptyGemSlot,,PerkID_Weapon_OnKillHeal,,,,,,,,15,1,1,1,UI_Weapon,,,1hLongswordFaeT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,2500,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_CaptainsCommandT3_V2,@1hLongsword_CaptainsCommandT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_CaptainsCommandT3_Description,Weapon+EquippableMainHand+Sword+Melee+Named,,,,1,,350,350,350,3,SwordT3,,1,,1,1,PerkID_Stat_OneHandSentry,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_CritChance,,,,,,,,,15,1,1,1,UI_Weapon,,,1hLongswordElegantT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,2500,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_VileLongbladeT3_V2,@1hLongsword_VileLongbladeT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_VileLongbladeT3_Description,Weapon+EquippableMainHand+Sword+Melee+Named,,,,1,,350,350,350,3,SwordT3,,1,,1,1,PerkID_Stat_OneHandSentry,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_DmgCrit,,,,,,,,,15,1,1,1,UI_Weapon,,,1hLongswordVoidbentT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,2500,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_SwordboundMalikorT3_V2,@1hLongsword_SwordboundMalikorT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_SwordboundMalikorT3_Description,Weapon+EquippableMainHand+Sword+Melee+Named,,,,1,,370,370,370,3,SwordT3,,1,,1,1,PerkID_Stat_OneHandRanger,,,PerkID_Weapon_CritChance,perkid_ability_sword_reversestab,,,,,,,15,1,1,1,UI_Weapon,,,1hLongSwordLostT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,2500,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_TidalReaverT3_V2,@1hLongsword_TidalReaverT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_TidalReaverT3_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,370,370,370,3,SwordT3,,1,,1,1,PerkID_Stat_OneHandRanger,PerkID_Gem_EmptyGemSlot,,PerkID_Weapon_OnKillCDR,,,,,,,,15,1,1,1,UI_Weapon,,,1hLongswordWaveborneT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,2500,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_TheFirstOfManyT3_V2,@1hLongsword_TheFirstOfManyT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_TheFirstOfManyT3_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,390,390,390,3,SwordT3,,1,,1,1,PerkID_Stat_OneHandRanger,,PerkID_Weapon_CritChance,,PerkID_Ability_Sword_LeapingStrike,,,,,,,15,1,1,1,UI_Weapon,,,1hLongswordFaeT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,2500,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_FlutterT4_V2,@1hLongsword_FlutterT4_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_FlutterT4_Description,Weapon+EquippableMainHand+Sword+Melee+Named,,,,1,,400,400,400,4,SwordT4,,1,,1,1,PerkID_Stat_OneHandRanger,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_EmpowerOnCrit,PerkID_Weapon_CritChance,,,,,,,,30,1,1,1,UI_Weapon,,,1hLongswordFaeT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,2750,0.12,0,48,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
1hLongsword_BalanceOfTimeT3_V2,@1hLongsword_BalanceOfTimeT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_BalanceOfTimeT3_Description,Weapon+EquippableMainHand+Sword+Melee+Named,Weapons,1Handed,Swords,,1,410,410,410,3,SwordT3,,1,,1,1,PerkID_Stat_OneHandSoldier,PerkID_Gem_EmptyGemSlot,PerkID_Weapon_EmpowerOnCrit,,,,,,,,,15,1,1,1,UI_Weapon,,,1hLongsword_BalanceOfTimeT3,,0,0,Items/Weapons/weapon,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,2500,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,
