ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,MaxCraftGS,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,PerPerkScalingMultiplier,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,RetiredInReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId,RequiredWorldTags
ConquerorsXItem_MediumFeet_Soldier_PVP,@Playtest_MediumFeet_MasterName,Armor,@ui_itemtypedescription_normal_feet_slot,@Playtest_MediumFeet_Description,,SeasonalConqueror+EquippableFeet+Armor+Medium,,,,1,,0,725,725,725,725,5,MediumFeet_Balanced,,1,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,,,,,,,,,,,1,1,1,UI_Armor,Leather_SetA_Boots_T5,F_Leather_SetA_Boots_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,,0,4,SalvageSmall_LeatherT5,SalvageSmall_LeatherT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.34,1,30,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsXItem_LightHead_Soldier_PVP,@Playtest_LightHead_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@Playtest_LightHead_Description,,SeasonalConqueror+EquippableHead+Armor+Light,,,,1,,0,725,725,725,725,5,LightHead_Balanced,,1,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,,,,,,,,,,,1,1,1,UI_Armor,Cloth_Hat_T5,F_Cloth_Hat_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,,0,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.34,1,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsXItem_LightChest_Soldier_PVP,@Playtest_LightChest_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@Playtest_LightChest_Description,,SeasonalConqueror+EquippableChest+Armor+Light,,,,1,,0,725,725,725,725,5,LightChest_Balanced,,1,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,,,,,,,,,,,1,1,1,UI_Armor,Cloth_Shirt_T5,F_Cloth_Shirt_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,,0,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.34,1,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsXItem_LightHands_Soldier_PVP,@Playtest_LightHands_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@Playtest_LightHands_Description,,SeasonalConqueror+EquippableHands+Armor+Light,,,,1,,0,725,725,725,725,5,LightHands_Balanced,,1,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,,,,,,,,,,,1,1,1,UI_Armor,Cloth_Gloves_T5,F_Cloth_Gloves_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,,0,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.34,1,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsXItem_LightLegs_Soldier_PVP,@Playtest_LightLegs_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@Playtest_LightLegs_Description,,SeasonalConqueror+EquippableLegs+Armor+Light,,,,1,,0,725,725,725,725,5,LightLegs_Balanced,,1,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,,,,,,,,,,,1,1,1,UI_Armor,Cloth_Pants_T5,F_Cloth_Pants_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,,0,4,SalvageLarge_ClothT5,SalvageLarge_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.34,1,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsXItem_LightFeet_Soldier_PVP,@Playtest_LightFeet_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@Playtest_LightFeet_Description,,SeasonalConqueror+EquippableFeet+Armor+Light,,,,1,,0,725,725,725,725,5,LightFeet_Balanced,,1,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_WildernessWard4,PerkID_Armor_Health,PerkID_Armor_DurCC,,,,,,,,,,,1,1,1,UI_Armor,Cloth_Boots_T5,F_Cloth_Boots_T5,,,,0,0,,,,,,1,0,,,,,,,,,1,,0,4,SalvageSmall_ClothT5,SalvageSmall_ClothT5,,SalvageCoinGrantT5,,,,,,,,,,,,750,0.34,1,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsXItem_ShieldRound_PVP,@Playtest_ShieldRound_MasterName,Weapon,@ui_itemtypedescription_roundshield,@Playtest_ShieldRound_Description,,SeasonalConqueror+Weapon+EquippableOffHand+Shield+RoundShield,,,,1,,0,725,725,725,725,5,1hShieldAT5,,1,,,1,1,PerkID_Stat_RoundShield,PerkID_Weapon_EmpowerOnCrit,,PerkID_WeaponMelee_BlockingStam,PerkID_Common_CDR,PerkID_Stat_RoundShield,PerkID_Weapon_EmpowerOnCrit,PerkID_WeaponMelee_BlockingStam,PerkID_Common_CDR,,,,,,,,,,,,1,1,1,UI_Weapon,,,1hRoundShieldCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,0,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.34,1,48,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsXItem_ShieldKite_PVP,@Playtest_ShieldKite_MasterName,Weapon,@ui_itemtypedescription_kiteshield,@Playtest_ShieldKite_Description,,SeasonalConqueror+Weapon+EquippableOffHand+Shield+KiteShield,,,,1,,0,725,725,725,725,5,1hShieldBT5,,1,,,1,1,PerkID_Stat_KiteShield,PerkID_Weapon_EmpowerOnCrit,,PerkID_WeaponMelee_BlockingStam,PerkID_Common_CDR,PerkID_Stat_KiteShield,PerkID_Weapon_EmpowerOnCrit,PerkID_WeaponMelee_BlockingStam,PerkID_Common_CDR,,,,,,,,,,,,1,1,1,UI_Weapon,,,1hKiteShieldLostT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,,0,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.34,1,54,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Box_All,@ConquerorsItem_Box_Weapons_MasterName,Resource,@ui_itemtypedescription_resource,@ConquerorsItem_Box_Weapons_Description,,Resource+LootContainer,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,1,,,,1,1,0,,[LTID]ConquerorsItemAll,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_Bow_PoisonShot_PoisonCloud,@ConquerorsItem_Bow_PoisonCloud_MasterName,Weapon,@ui_itemtypedescription_bow,@ConquerorsItem_Bow_PoisonCloud_Description,,SeasonalConqueror+Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,,0,725,725,725,725,5,BowT5,,1,,,1,1,PerkID_Stat_TwoHandRanger,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_GambitGem4,PerkID_Weapon_CritChance,PerkID_Weapon_DmgCrit,PerkID_Stat_TwoHandRanger,PerkID_Conqueror_Bow_PoisonAOE,PerkID_Ability_Bow_PoisonShot,PerkID_Weapon_HercyneRaid_1,PerkID_Weapon_EmpowerOnCrit,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hBowAngryEarthT5,2hBowT5,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedWoodLarge_Dust,SalvageSmall_TimberT5,,,,,,,,,,,,,,3000,0.34,1,126,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
ConquerorsItem_LifeStaff_HolyShield_Blocking,@ConquerorsItem_LifeStaff_HolyShield_MasterName,Weapon,@ui_itemtypedescription_lifestaff,@ConquerorsItem_LifeStaff_HolyShield_Description,,SeasonalConqueror+Weapon+EquippableMainHand+LifeStaff+Magic,Weapons,Magical,StavesLife,,,0,725,725,725,725,5,LifeStaffT5,,1,,,1,1,PerkID_Stat_TwoHandSage,PerkID_Weapon_EmpowerOnCrit,PerkID_Gem_RallyGem4,PerkID_Weapon_CritChance,PerkID_WeaponLife_HealOutgoing,PerkID_Stat_TwoHandSage,PerkID_Conqueror_HolyShield_Blocking,PerkID_Ability_LifeStaff_SacredGround,PerkID_Weapon_CDRBasic,PerkID_WeaponLife_HealOutgoing,,,,,,,,,20,,1,1,1,UI_Weapon,,,2hStaffLife_CovenantT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,1,0,4,[LTID]MasterSalvageCraftedWoodLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,3000,0.34,1,128,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,,,,,,,,Seasonal_Item,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
