ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Feet_Jan2023_2,@Skin_Feet_Jan2023_2_MasterName,Armor,,@Skin_Feet_Jan2023_2_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterDragonDouble_feet,f_winterDragonDouble_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Jan2023_2,@Skin_Hands_Jan2023_2_MasterName,Armor,,@Skin_Hands_Jan2023_2_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterDragonDouble_gloves,f_winterDragonDouble_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Jan2023_Deluxe,@Skin_Chest_Jan2023_Deluxe_MasterName,Armor,,@Skin_Chest_Jan2023_Deluxe_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterDragonDeluxe_chest,f_WinterDragonDeluxe_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Jan2023_Deluxe,@Skin_Head_Jan2023_Deluxe_MasterName,Armor,,@Skin_Head_Jan2023_Deluxe_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterDragonDeluxe_head,f_WinterDragonDeluxe_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Jan2023_Deluxe,@Skin_Legs_Jan2023_Deluxe_MasterName,Armor,,@Skin_Legs_Jan2023_Deluxe_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterDragonDeluxe_legs,f_WinterDragonDeluxe_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Jan2023_Deluxe,@Skin_Feet_Jan2023_Deluxe_MasterName,Armor,,@Skin_Feet_Jan2023_Deluxe_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterDragonDeluxe_feet,f_WinterDragonDeluxe_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Jan2023_Deluxe,@Skin_Hands_Jan2023_Deluxe_MasterName,Armor,,@Skin_Hands_Jan2023_Deluxe_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WinterDragonDeluxe_gloves,f_WinterDragonDeluxe_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_GreatSword_Jan2023,@Skin_GreatSword_Jan2023_MasterName,Weapon,,@Skin_GreatSword_Jan2023_Description,Weapon+EquippableTwoHand+GreatSword+Melee,,,,,,,,,,Skin_Greatsword,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatswordWinterDragonT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_IceGauntlet_Jan2023,@Skin_IceGauntlet_Jan2023_MasterName,Weapon,,@Skin_IceGauntlet_Jan2023_Description,EquippableMainHand+IceMagic+Magic,,,,,,,,,,Skin_IceGauntlet,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hIceGauntletWinterDragonT5,2hIceGauntletWinterDragonT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Musket_Jan2023,@Skin_Musket_Jan2023_MasterName,Weapon,,@Skin_Musket_Jan2023_Description,EquippableTwoHand+Musket+Ranged,,,,,,,,,,Skin_Musket,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hMusketWinterDragonT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_GreatAxe_Jan2023,@Skin_GreatAxe_Jan2023_MasterName,Weapon,,@Skin_GreatAxe_Jan2023_Description,Weapon+EquippableTwoHand+GreatAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatAxeWinterDragonT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
