ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Hands_Jun2023_FrontWasteGambeson,@Skin_Hands_Jun2023_FrontWasteGambeson_MasterName,Armor,,@Skin_Hands_Jun2023_FrontWasteGambeson_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteGambeson_gloves,f_FrontWasteGambeson_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Jun2023_FrontWasteDeluxe,@Skin_Chest_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Chest_Jun2023_FrontWasteDeluxe_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteDeluxe_chest,f_FrontWasteDeluxe_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Jun2023_FrontWasteDeluxe,@Skin_Head_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Head_Jun2023_FrontWasteDeluxe_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteDeluxe_head,f_FrontWasteDeluxe_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Jun2023_FrontWasteDeluxe,@Skin_Legs_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Legs_Jun2023_FrontWasteDeluxe_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteDeluxe_legs,f_FrontWasteDeluxe_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Jun2023_FrontWasteDeluxe,@Skin_Feet_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Feet_Jun2023_FrontWasteDeluxe_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteDeluxe_feet,f_FrontWasteDeluxe_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Jun2023_FrontWasteDeluxe,@Skin_Hands_Jun2023_FrontWasteDeluxe_MasterName,Armor,,@Skin_Hands_Jun2023_FrontWasteDeluxe_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteDeluxe_gloves,f_FrontWasteDeluxe_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Jun2023_FrontWasteTwitch,@Skin_Chest_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Chest_Jun2023_FrontWasteTwitch_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteTwitch_chest,f_FrontWasteTwitch_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Jun2023_FrontWasteTwitch,@Skin_Head_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Head_Jun2023_FrontWasteTwitch_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteTwitch_head,f_FrontWasteTwitch_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Jun2023_FrontWasteTwitch,@Skin_Legs_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Legs_Jun2023_FrontWasteTwitch_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteTwitch_legs,f_FrontWasteTwitch_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Jun2023_FrontWasteTwitch,@Skin_Feet_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Feet_Jun2023_FrontWasteTwitch_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteTwitch_feet,f_FrontWasteTwitch_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Jun2023_FrontWasteTwitch,@Skin_Hands_Jun2023_FrontWasteTwitch_MasterName,Armor,,@Skin_Hands_Jun2023_FrontWasteTwitch_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FrontWasteTwitch_gloves,f_FrontWasteTwitch_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldT_FrontierWastelander,@Skin_ShieldT_FrontierWastelander_MasterName,Weapon,,@Skin_ShieldT_FrontierWastelander_Description,EquippableOffHand+Shield+TowerShield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hTowerShieldFrontierWastelandT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Warhammer_FrontierWastelander,@Skin_Warhammer_FrontierWastelander_MasterName,Weapon,,@Skin_Warhammer_FrontierWastelander_Description,EquippableTwoHand+2HHammer+Melee,,,,,,,,,,Skin_WarHammer,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hWarhammerFrontierWastelandT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Bow_FrontierWastelander,@Skin_Bow_FrontierWastelander_MasterName,Weapon,,@Skin_Bow_FrontierWastelander_Description,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hBowFrontierWastelandT5,2hBowT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Greatsword_FrontierWastelander,@Skin_Greatsword_FrontierWastelander_MasterName,Weapon,,@Skin_Greatsword_FrontierWastelander_Description,Weapon+EquippableTwoHand+GreatSword+Melee,,,,,,,,,,Skin_Greatsword,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatswordFrontierWastelandT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LifeStaff_FrontierWastelander,@Skin_LifeStaff_FrontierWastelander_MasterName,Weapon,,@Skin_LifeStaff_FrontierWastelander_Description,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hLifeStaffFrontierWastelandT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_IceGauntlet_FrontierWastelander,@Skin_IceGauntlet_FrontierWastelander_MasterName,Weapon,,@Skin_IceGauntlet_FrontierWastelander_Description,EquippableMainHand+IceMagic+Magic,,,,,,,,,,Skin_IceGauntlet,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hIceGauntletFrontierWastelandT5,2hIceGauntletFrontierWastelandT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_FishingPole_FrontierWastelander,@Skin_FishingPole_FrontierWastelander_MasterName,Weapon,,@Skin_FishingPole_FrontierWastelander_Description,EquippableTool+FishingPole,,,,,,,,,,Skin_FishingPole,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hFishingPoleFrontierWastelanderT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_AzothStaff_FrontierWastelander,@Skin_AzothStaff_FrontierWastelander_MasterName,Weapon,,@Skin_AzothStaff_FrontierWastelander_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,,,,,,,Skin_AzothStaff,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hAzothScepterFrontierWastelanderT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LoggingAxe_FrontierWastelander,@Skin_LoggingAxe_FrontierWastelander_MasterName,Weapon,,@Skin_LoggingAxe_FrontierWastelander_Description,EquippableTool+Axe+LoggingAxe,,,,,,,,,,Skin_LoggingAxe,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hLoggingAxeFrontierWastelanderT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Pickaxe_FrontierWastelander,@Skin_Pickaxe_FrontierWastelander_MasterName,Weapon,,@Skin_Pickaxe_FrontierWastelander_Description,EquippableTool+Axe+Pickaxe,,,,,,,,,,Skin_Pick,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hPickaxeFrontierWastelanderT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Sickle_FrontierWastelander,@Skin_Sickle_FrontierWastelander_MasterName,Weapon,,@Skin_Sickle_FrontierWastelander_Description,EquippableTool+Axe+Sickle,,,,,,,,,,Skin_Sickle,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hSickleFrontierWastelanderT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_SkinningKnife_FrontierWastelander,@Skin_SkinningKnife_FrontierWastelander_MasterName,Weapon,,@Skin_SkinningKnife_FrontierWastelander_Description,EquippableTool+Axe+SkinningKnife,,,,,,,,,,Skin_SkinningKnife,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hSkinningKnifeFrontierWastelanderT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampSkin_FrontierWaste01_A,@CampSkin_FrontierWaste01_A_MasterName,Blueprint,,@CampSkin_FrontierWaste01_A_Description,Blueprint,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,0,0,UI_Consumable,,,,,,0,1,Structures/Camps/CampVariants/CampSkin_FrontierWaste01_A,,LyShineUI/Images/Icons/Items/CampSkins/CampSkin_FrontierWaste01_A,LyShineUI/Images/Icons/Items_HiRes/CampSkin_FrontierWaste01_A,10000,0,,,,,,,,1,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Blueprint,Play_UI_Drop_Blueprint,Play_UI_Use_Blueprint,Play_UI_Created_Blueprint,,,,,,,,
