ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup
Omega_Box_Armor_Soldier_Medium,@Omega_Box_Armor_Soldier_Medium_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Soldier_Medium_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestMedium.png,lyshineui/images/icons/items_hires/Omega_ChestMedium.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSoldierMedium,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Soldier_Light,@Omega_Box_Armor_Soldier_Light_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Soldier_Light_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestLight.png,lyshineui/images/icons/items_hires/Omega_ChestLight.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSoldierLight,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Soldier_Trinket,@Omega_Box_Armor_Soldier_Trinket_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Soldier_Trinket_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png,lyshineui/images/icons/items_hires/QuestRewardArmorT3.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSoldierTrinket,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Ranger,@Omega_Box_Armor_Ranger_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Ranger_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/SprigganRewardContainer1.png,lyshineui/images/icons/items_hires/SprigganRewardContainer1.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorRanger,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Ranger_Heavy,@Omega_Box_Armor_Ranger_Heavy_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Ranger_Heavy_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestHeavy.png,lyshineui/images/icons/items_hires/Omega_ChestHeavy.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorRangerHeavy,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Ranger_Medium,@Omega_Box_Armor_Ranger_Medium_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Ranger_Medium_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestMedium.png,lyshineui/images/icons/items_hires/Omega_ChestMedium.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorRangerMedium,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Ranger_Light,@Omega_Box_Armor_Ranger_Light_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Ranger_Light_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestLight.png,lyshineui/images/icons/items_hires/Omega_ChestLight.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorRangerLight,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Ranger_Trinket,@Omega_Box_Armor_Ranger_Trinket_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Ranger_Trinket_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png,lyshineui/images/icons/items_hires/QuestRewardArmorT3.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorRangerTrinket,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Scholar,@Omega_Box_Armor_Scholar_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Scholar_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/SprigganRewardContainer1.png,lyshineui/images/icons/items_hires/SprigganRewardContainer1.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorScholar,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Scholar_Heavy,@Omega_Box_Armor_Scholar_Heavy_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Scholar_Heavy_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestHeavy.png,lyshineui/images/icons/items_hires/Omega_ChestHeavy.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorScholarHeavy,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Scholar_Medium,@Omega_Box_Armor_Scholar_Medium_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Scholar_Medium_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestMedium.png,lyshineui/images/icons/items_hires/Omega_ChestMedium.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorScholarMedium,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Scholar_Light,@Omega_Box_Armor_Scholar_Light_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Scholar_Light_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestLight.png,lyshineui/images/icons/items_hires/Omega_ChestLight.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorScholarLight,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Scholar_Trinket,@Omega_Box_Armor_Scholar_Trinket_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Scholar_Trinket_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png,lyshineui/images/icons/items_hires/QuestRewardArmorT3.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorScholarTrinket,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sage,@Omega_Box_Armor_Sage_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sage_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/SprigganRewardContainer1.png,lyshineui/images/icons/items_hires/SprigganRewardContainer1.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSage,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sage_Heavy,@Omega_Box_Armor_Sage_Heavy_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sage_Heavy_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestHeavy.png,lyshineui/images/icons/items_hires/Omega_ChestHeavy.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSageHeavy,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sage_Medium,@Omega_Box_Armor_Sage_Medium_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sage_Medium_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestMedium.png,lyshineui/images/icons/items_hires/Omega_ChestMedium.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSageMedium,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sage_Light,@Omega_Box_Armor_Sage_Light_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sage_Light_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestLight.png,lyshineui/images/icons/items_hires/Omega_ChestLight.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSageLight,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sage_Trinket,@Omega_Box_Armor_Sage_Trinket_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sage_Trinket_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png,lyshineui/images/icons/items_hires/QuestRewardArmorT3.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSageTrinket,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sentry,@Omega_Box_Armor_Sentry_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sentry_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/SprigganRewardContainer1.png,lyshineui/images/icons/items_hires/SprigganRewardContainer1.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSentry,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sentry_Heavy,@Omega_Box_Armor_Sentry_Heavy_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sentry_Heavy_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestHeavy.png,lyshineui/images/icons/items_hires/Omega_ChestHeavy.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSentryHeavy,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sentry_Medium,@Omega_Box_Armor_Sentry_Medium_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sentry_Medium_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestMedium.png,lyshineui/images/icons/items_hires/Omega_ChestMedium.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSentryMedium,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sentry_Light,@Omega_Box_Armor_Sentry_Light_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sentry_Light_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/Omega_ChestLight.png,lyshineui/images/icons/items_hires/Omega_ChestLight.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSentryLight,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_Box_Armor_Sentry_Trinket,@Omega_Box_Armor_Sentry_Trinket_MasterName,Resource,@ui_itemtypedescription_resource,@Omega_Box_Armor_Sentry_Trinket_Description,Resource+LootContainer,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,0,0,0,,UI_Rewards,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png,lyshineui/images/icons/items_hires/QuestRewardArmorT3.png,10000,0,,,,1,,,,1,1,0,,[LTID]OmegaArmorSentryTrinket,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Omega_HeavyHead_Soldier,@Omega_HeavyHead_MasterName,Armor,@ui_itemtypedescription_heavy_head_slot,@Omega_HeavyHead_Description,EquippableHead+Armor+Heavy,,,,1,0,600,600,600,5,HeavyHead_Balanced,,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_EmptyGemSlot,,,,,,,,,,1,1,1,,UI_Armor,Metal_Hat_T5,F_Metal_Hat_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,
Omega_HeavyChest_Soldier,@Omega_HeavyChest_MasterName,Armor,@ui_itemtypedescription_heavy_chest_slot,@Omega_HeavyChest_Description,EquippableChest+Armor+Heavy,,,,1,0,600,600,600,5,HeavyChest_Balanced,,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_EmptyGemSlot,,,,,,,,,,1,1,1,,UI_Armor,Metal_Shirt_T5,F_Metal_Shirt_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,120,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,
Omega_HeavyHands_Soldier,@Omega_HeavyHands_MasterName,Armor,@ui_itemtypedescription_heavy_glove_slot,@Omega_HeavyHands_Description,EquippableHands+Armor+Heavy,,,,1,0,600,600,600,5,HeavyHands_Balanced,,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_EmptyGemSlot,,,,,,,,,,1,1,1,,UI_Armor,Metal_Gloves_T5,F_Metal_Gloves_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,
Omega_HeavyLegs_Soldier,@Omega_HeavyLegs_MasterName,Armor,@ui_itemtypedescription_heavy_legs_slot,@Omega_HeavyLegs_Description,EquippableLegs+Armor+Heavy,,,,1,0,600,600,600,5,HeavyLegs_Balanced,,,,1,1,PerkID_Stat_ArmorSoldier,PerkID_Common_CDR,PerkID_Gem_EmptyGemSlot,,,,,,,,,,1,1,1,,UI_Armor,Metal_Pants_T5,F_Metal_Pants_T5,,,0,0,,,,,1,0,,,,,,,,1,,1,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,
