ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Hands_MedievalHistoric_DarkHorns,@Skin_Hands_MedievalHistoric_DarkHorns_MasterName,Armor,,@Skin_Hands_MedievalHistoric_DarkHorns_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDarkHorns_gloves,f_HistoricMedDarkHorns_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_MedievalHistoric_Twitch01,@Skin_Chest_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Chest_MedievalHistoric_Twitch01_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWings_chest,f_HistoricMedDragonWings_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_MedievalHistoric_Twitch01,@Skin_Head_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Head_MedievalHistoric_Twitch01_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWings_head,f_HistoricMedDragonWings_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_MedievalHistoric_Twitch01,@Skin_Legs_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Legs_MedievalHistoric_Twitch01_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWings_legs,f_HistoricMedDragonWings_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_MedievalHistoric_Twitch01,@Skin_Feet_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Feet_MedievalHistoric_Twitch01_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWings_feet,f_HistoricMedDragonWings_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_MedievalHistoric_Twitch01,@Skin_Hands_MedievalHistoric_Twitch01_MasterName,Armor,,@Skin_Hands_MedievalHistoric_Twitch01_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWings_gloves,f_HistoricMedDragonWings_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_MedievalHistoric_Twitch02,@Skin_Chest_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Chest_MedievalHistoric_Twitch02_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWingsDirty_chest,f_HistoricMedDragonWingsDirty_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_MedievalHistoric_Twitch02,@Skin_Head_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Head_MedievalHistoric_Twitch02_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWingsDirty_head,f_HistoricMedDragonWingsDirty_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_MedievalHistoric_Twitch02,@Skin_Legs_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Legs_MedievalHistoric_Twitch02_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWingsDirty_legs,f_HistoricMedDragonWingsDirty_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_MedievalHistoric_Twitch02,@Skin_Feet_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Feet_MedievalHistoric_Twitch02_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWingsDirty_feet,f_HistoricMedDragonWingsDirty_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_MedievalHistoric_Twitch02,@Skin_Hands_MedievalHistoric_Twitch02_MasterName,Armor,,@Skin_Hands_MedievalHistoric_Twitch02_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_HistoricMedDragonWingsDirty_gloves,f_HistoricMedDragonWingsDirty_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MedievalHistoric_Longsword,@Skin_MedievalHistoric_Longsword_MasterName,Weapon,,@Skin_MedievalHistoric_Longsword_Description,EquippableMainHand+Sword+Melee,,,,,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hSwordMedievalT5,,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MedievalHistoric_Greataxe,@Skin_MedievalHistoric_Greataxe_MasterName,Weapon,,@Skin_MedievalHistoric_Greataxe_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_Greataxe,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatAxeMedievalT5,,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MedievalHistoric_FireStaff,@Skin_MedievalHistoric_FireStaff_MasterName,Weapon,,@Skin_MedievalHistoric_FireStaff_Description,EquippableMainHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hFireStaffMedievalT5,,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MedievalHistoric_Blunderbuss,@Skin_MedievalHistoric_Blunderbuss_MasterName,Weapon,,@Skin_MedievalHistoric_Blunderbuss_Description,EquippableTwoHand+Blunderbuss+Ranged,,,,,,,,,,Skin_Blunderbuss,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hBlunderbussMedievalT5,,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MedievalHistoric_Greatsword,@Skin_MedievalHistoric_Greatsword_MasterName,Weapon,,@Skin_MedievalHistoric_Greatsword_Description,EquippableTwoHand+GreatSword+Melee,,,,,,,,,,Skin_Greatsword,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatswordMedievalT5,,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MedievalHistoric_Spear,@Skin_MedievalHistoric_Spear_MasterName,Weapon,,@Skin_MedievalHistoric_Spear_Description,EquippableTwoHand+Spear+Melee,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hSpearMedievalT5,,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
