ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier
1hLongsword_ForgottenMemoryT2,@1hLongsword_ForgottenMemoryT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_ForgottenMemoryT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandRanger,,PerkID_Common_CDRonHit,,,PerkID_Stat_OneHandRanger,,PerkID_Common_CDRonHit,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordLostT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_FrigidGaleT2,@1hLongsword_FrigidGaleT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_FrigidGaleT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandRanger,PerkID_Gem_VoidDMG1,,,,PerkID_Stat_OneHandRanger,PerkID_Gem_VoidDMG1,,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordAngryEarthT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_MoonlitDanceT2,@1hLongsword_MoonlitDanceT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_MoonlitDanceT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandFighter,,PerkID_Weapon_CDRBasic,,,PerkID_Stat_OneHandFighter,,PerkID_Weapon_CDRBasic,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordAncientT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_MountainThornT2,@1hLongsword_MountainThornT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_MountainThornT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandRanger,,PerkID_Weapon_DmgBeast,,,PerkID_Stat_OneHandRanger,,PerkID_Weapon_DmgBeast,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordAngryEarthT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_OneLastBreathT2,@1hLongsword_OneLastBreathT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_OneLastBreathT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandSentry,,PerkID_Weapon_OnKillCDR,,,PerkID_Stat_OneHandSentry,,PerkID_Weapon_OnKillCDR,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordLostT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_PhoenixAshesT2,@1hLongsword_PhoenixAshesT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_PhoenixAshesT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandSoldier,PerkID_Gem_FireDMG1,,,,PerkID_Stat_OneHandSoldier,PerkID_Gem_FireDMG1,,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordLostT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_PrismaticVistaT2,@1hLongsword_PrismaticVistaT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_PrismaticVistaT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandSoldier,,PerkID_Weapon_ThreatAdd,,,PerkID_Stat_OneHandSoldier,,PerkID_Weapon_ThreatAdd,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordAngryEarthT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_PureOfHeartT2,@1hLongsword_PureOfHeartT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_PureOfHeartT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandRanger,,PerkID_Weapon_OnKillHeal,,,PerkID_Stat_OneHandRanger,,PerkID_Weapon_OnKillHeal,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongsword_SubservienceT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_RunecarvedBladeT2,@1hLongsword_RunecarvedBladeT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_RunecarvedBladeT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandFighter,PerkID_Gem_ArcaneDMG1,,,,PerkID_Stat_OneHandFighter,PerkID_Gem_ArcaneDMG1,,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordAncientT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_SanguineCrookT2,@1hLongsword_SanguineCrookT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_SanguineCrookT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandSentry,,PerkID_Ability_Sword_WhirlingBlade,,,PerkID_Stat_OneHandSentry,,PerkID_Ability_Sword_WhirlingBlade,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordCorruptedT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_SubservienceT2,@1hLongsword_SubservienceT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_SubservienceT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandFighter,,PerkID_Common_Luck,,,PerkID_Stat_OneHandFighter,,PerkID_Common_Luck,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongsword_SubservienceT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_ValorsBeginningsT2,@1hLongsword_ValorsBeginningsT2_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_ValorsBeginningsT2_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,200,300,2,SwordT2,,1,,,1,1,PerkID_Stat_OneHandSoldier,,PerkID_Common_CDR,,,PerkID_Stat_OneHandSoldier,,PerkID_Common_CDR,,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordAncientT2,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT2,,SalvageCoinGrantT2,,,,,,,,,,,,1500,0.12,0,36,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_MorningDewT3,@1hLongsword_MorningDewT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_MorningDewT3_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,335,300,400,3,SwordT3,,1,,,1,1,PerkID_Stat_OneHandBarbarian,,PerkID_Ability_Sword_LeapingStrike,PerkID_WeaponMelee_BlockingStam,,PerkID_Stat_OneHandBarbarian,,PerkID_Ability_Sword_LeapingStrike,PerkID_WeaponMelee_BlockingStam,,,,,,,,,1,1,1,UI_Weapon,,,1hLongswordFaeT3,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,,,,2000,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_CaptainsCommandT3,@1hLongsword_CaptainsCommandT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_CaptainsCommandT3_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,350,300,400,3,SwordT3,,1,,,1,1,PerkID_Stat_OneHandSoldier,,PerkID_Weapon_OnKillStamina,PerkID_Common_CDRonDodge,,PerkID_Stat_OneHandSoldier,,PerkID_Weapon_OnKillStamina,PerkID_Common_CDRonDodge,,,,,,,,,1,1,1,UI_Weapon,,,1hLongswordElegantT3,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,,,,2000,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_VileLongbladeT3,@1hLongsword_VileLongbladeT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_VileLongbladeT3_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,350,300,400,3,SwordT3,,1,,,1,1,PerkID_Stat_OneHandSentry,,PerkID_Common_CDRonHit,PerkID_Ability_Sword_WhirlingBlade,,PerkID_Stat_OneHandSentry,,PerkID_Common_CDRonHit,PerkID_Ability_Sword_WhirlingBlade,,,,,,,,,1,1,1,UI_Weapon,,,1hLongswordVoidbentT3,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,,,,2000,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
1hLongsword_SwordboundMalikorT3,@1hLongsword_SwordboundMalikorT3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongsword_SwordboundMalikorT3_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,360,300,400,3,SwordT3,,1,,,1,1,PerkID_Stat_OneHandMonk,,PerkID_Weapon_ChainVoid,PerkID_Weapon_OnKillMana,,PerkID_Stat_OneHandMonk,,PerkID_Weapon_ChainVoid,PerkID_Weapon_OnKillMana,,,,,,,,,1,1,1,UI_Weapon,,,1hLongSwordLostT3,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT3,,SalvageCoinGrantT3,,,,,,,,,,,,2000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,,,,
