ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,MaxCraftGS,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,RetiredInReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId,RequiredWorldTags
HeavyChest_EtherealT5,@HeavyChest_EtherealT5_MasterName,Armor,@ui_itemtypedescription_heavy_chest_slot,@HeavyChest_EtherealT5_Description,,SeasonalEthereal+EquippableChest+Armor+Heavy,Apparel,ArmorHeavy,SlotChest,,,1,,725,725,725,5,HeavyChest_Balanced,,,,,1,1,CraftingAttributeBucketT5,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT5,,PerkBucket_EtherealArmor1,PerkBucket_EtherealArmor2,PerkBucket_EtherealArmor3,,,15,,1,1,1,UI_Armor,Metal_Shirt_T5,F_Metal_Shirt_T5,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,750,0.12,1,120,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyHands_EtherealT2,@HeavyHands_EtherealT2_MasterName,Armor,@ui_itemtypedescription_heavy_glove_slot,@HeavyHands_EtherealT2_Description,,SeasonalEthereal+EquippableHands+Armor+Heavy,Apparel,ArmorHeavy,SlotHands,,,1,,350,350,350,2,HeavyHands_Balanced,,,,,1,1,CraftingAttributeBucketT2,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT2,,,,,,,15,,1,1,1,UI_Armor,Conquistador_Gloves_T1,F_Conquistador_Gloves_T1,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT2,,,,,,,,,,,,,,375,0.12,1,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyHands_EtherealT3,@HeavyHands_EtherealT3_MasterName,Armor,@ui_itemtypedescription_heavy_glove_slot,@HeavyHands_EtherealT3_Description,,SeasonalEthereal+EquippableHands+Armor+Heavy,Apparel,ArmorHeavy,SlotHands,,,1,,600,600,600,3,HeavyHands_Balanced,,,,,1,1,CraftingAttributeBucketT3,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT3,,PerkBucket_EtherealArmor1,,,,,15,,1,1,1,UI_Armor,Conquistador_Gloves_T2,F_Conquistador_Gloves_T2,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT3,,,,,,,,,,,,,,500,0.12,1,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyHands_EtherealT4,@HeavyHands_EtherealT4_MasterName,Armor,@ui_itemtypedescription_heavy_glove_slot,@HeavyHands_EtherealT4_Description,,SeasonalEthereal+EquippableHands+Armor+Heavy,Apparel,ArmorHeavy,SlotHands,,,1,,700,700,700,4,HeavyHands_Balanced,,,,,1,1,CraftingAttributeBucketT4,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT4,,PerkBucket_EtherealArmor1,PerkBucket_EtherealArmor2,,,,15,,1,1,1,UI_Armor,Conquistador_Gloves_T3,F_Conquistador_Gloves_T3,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT4,,,,,,,,,,,,,,625,0.12,1,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyHands_EtherealT5,@HeavyHands_EtherealT5_MasterName,Armor,@ui_itemtypedescription_heavy_glove_slot,@HeavyHands_EtherealT5_Description,,SeasonalEthereal+EquippableHands+Armor+Heavy,Apparel,ArmorHeavy,SlotHands,,,1,,725,725,725,5,HeavyHands_Balanced,,,,,1,1,CraftingAttributeBucketT5,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT5,,PerkBucket_EtherealArmor1,PerkBucket_EtherealArmor2,PerkBucket_EtherealArmor3,,,15,,1,1,1,UI_Armor,Metal_Gloves_T5,F_Metal_Gloves_T5,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT5,,,,,,,,,,,,,,750,0.12,1,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyLegs_EtherealT2,@HeavyLegs_EtherealT2_MasterName,Armor,@ui_itemtypedescription_heavy_legs_slot,@HeavyLegs_EtherealT2_Description,,SeasonalEthereal+EquippableLegs+Armor+Heavy,Apparel,ArmorHeavy,SlotLegs,,,1,,350,350,350,2,HeavyLegs_Balanced,,,,,1,1,CraftingAttributeBucketT2,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT2,,,,,,,15,,1,1,1,UI_Armor,Conquistador_Pants_T1,F_Conquistador_Pants_T1,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT2,,,,,,,,,,,,,,375,0.12,1,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyLegs_EtherealT3,@HeavyLegs_EtherealT3_MasterName,Armor,@ui_itemtypedescription_heavy_legs_slot,@HeavyLegs_EtherealT3_Description,,SeasonalEthereal+EquippableLegs+Armor+Heavy,Apparel,ArmorHeavy,SlotLegs,,,1,,600,600,600,3,HeavyLegs_Balanced,,,,,1,1,CraftingAttributeBucketT3,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT3,,PerkBucket_EtherealArmor1,,,,,15,,1,1,1,UI_Armor,Conquistador_Pants_T2,F_Conquistador_Pants_T2,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT3,,,,,,,,,,,,,,500,0.12,1,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyLegs_EtherealT4,@HeavyLegs_EtherealT4_MasterName,Armor,@ui_itemtypedescription_heavy_legs_slot,@HeavyLegs_EtherealT4_Description,,SeasonalEthereal+EquippableLegs+Armor+Heavy,Apparel,ArmorHeavy,SlotLegs,,,1,,700,700,700,4,HeavyLegs_Balanced,,,,,1,1,CraftingAttributeBucketT4,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT4,,PerkBucket_EtherealArmor1,PerkBucket_EtherealArmor2,,,,15,,1,1,1,UI_Armor,Conquistador_Pants_T3,F_Conquistador_Pants_T3,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT4,,,,,,,,,,,,,,625,0.12,1,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyLegs_EtherealT5,@HeavyLegs_EtherealT5_MasterName,Armor,@ui_itemtypedescription_heavy_legs_slot,@HeavyLegs_EtherealT5_Description,,SeasonalEthereal+EquippableLegs+Armor+Heavy,Apparel,ArmorHeavy,SlotLegs,,,1,,725,725,725,5,HeavyLegs_Balanced,,,,,1,1,CraftingAttributeBucketT5,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT5,,PerkBucket_EtherealArmor1,PerkBucket_EtherealArmor2,PerkBucket_EtherealArmor3,,,15,,1,1,1,UI_Armor,Metal_Pants_T5,F_Metal_Pants_T5,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalLarge_Dust,SalvageLarge_MetalT5,,,,,,,,,,,,,,750,0.12,1,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyFeet_EtherealT2,@HeavyFeet_EtherealT2_MasterName,Armor,@ui_itemtypedescription_heavy_feet_slot,@HeavyFeet_EtherealT2_Description,,SeasonalEthereal+EquippableFeet+Armor+Heavy,Apparel,ArmorHeavy,SlotFeet,,,1,,350,350,350,2,HeavyFeet_Balanced,,,,,1,1,CraftingAttributeBucketT2,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT2,,,,,,,15,,1,1,1,UI_Armor,Conquistador_Boots_T1,F_Conquistador_Boots_T1,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT2,,,,,,,,,,,,,,375,0.12,1,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyFeet_EtherealT3,@HeavyFeet_EtherealT3_MasterName,Armor,@ui_itemtypedescription_heavy_feet_slot,@HeavyFeet_EtherealT3_Description,,SeasonalEthereal+EquippableFeet+Armor+Heavy,Apparel,ArmorHeavy,SlotFeet,,,1,,600,600,600,3,HeavyFeet_Balanced,,,,,1,1,CraftingAttributeBucketT3,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT3,,PerkBucket_EtherealArmor1,,,,,15,,1,1,1,UI_Armor,Conquistador_Boots_T2,F_Conquistador_Boots_T2,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT3,,,,,,,,,,,,,,500,0.12,1,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyFeet_EtherealT4,@HeavyFeet_EtherealT4_MasterName,Armor,@ui_itemtypedescription_heavy_feet_slot,@HeavyFeet_EtherealT4_Description,,SeasonalEthereal+EquippableFeet+Armor+Heavy,Apparel,ArmorHeavy,SlotFeet,,,1,,700,700,700,4,HeavyFeet_Balanced,,,,,1,1,CraftingAttributeBucketT4,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT4,,PerkBucket_EtherealArmor1,PerkBucket_EtherealArmor2,,,,15,,1,1,1,UI_Armor,Conquistador_Boots_T3,F_Conquistador_Boots_T3,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT4,,,,,,,,,,,,,,625,0.12,1,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
HeavyFeet_EtherealT5,@HeavyFeet_EtherealT5_MasterName,Armor,@ui_itemtypedescription_heavy_feet_slot,@HeavyFeet_EtherealT5_Description,,SeasonalEthereal+EquippableFeet+Armor+Heavy,Apparel,ArmorHeavy,SlotFeet,,,1,,725,725,725,5,HeavyFeet_Balanced,,,,,1,1,CraftingAttributeBucketT5,PerkID_EtherealArmor,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,PerkBucket_GlobalPvPGuarantee,,PerkID_EtherealArmor,,,,CraftingAttributeBucketT5,,PerkBucket_EtherealArmor1,PerkBucket_EtherealArmor2,PerkBucket_EtherealArmor3,,,15,,1,1,1,UI_Armor,Metal_Boots_T5,F_Metal_Boots_T5,,,,0,0,,,,,,1,1,,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalSmall_Dust,SalvageSmall_MetalT5,,,,,,,,,,,,,,750,0.12,1,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,,,,,,,true,@ui_cantDropPvpServer,,,SeasonalServer
