ItemID,EquipmentSetId,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,MaxCraftGS,MaxCraftUpgradeGS,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,PerPerkScalingMultiplier,OverrideAttributeScaling,OverrideScalingStrength,OverrideScalingDexterity,OverrideScalingIntelligence,OverrideScalingFocus,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,RetiredInReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId,RequiredWorldTags,GrantMasteries
BattleRoyale_ShieldTower_Common,,@BattleRoyale_ShieldTower_MasterName,Weapon,@ui_itemtypedescription_towershield,@BattleRoyale_ShieldTower_Description,,BattleRoyaleOnly+Weapon+EquippableOffHand+Shield+TowerShield,,,,,,,700,500,700,,,5,1hShieldDT5,,,1,,1,1,PerkID_Stat_TowerShield,,,,,PerkID_Stat_TowerShield,,,,,,,,,,,,,,,,,0,,,1,1,1,UI_Weapon,,,1hTowerShieldCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,72,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,1H_ShieldA_metal,,,,,,,,,,,,,false,,,,,
BattleRoyale_ShieldTower_Uncommon,,@BattleRoyale_ShieldTower_MasterName,Weapon,@ui_itemtypedescription_towershield,@BattleRoyale_ShieldTower_Description,,BattleRoyaleOnly+Weapon+EquippableOffHand+Shield+TowerShield,,,,,,,700,500,700,,,5,1hShieldDT5,,,1,,1,1,PerkID_Stat_TowerShield,PerkID_Armor_DefBasic,,,,PerkID_Stat_TowerShield,PerkID_Armor_DefBasic,,,,,,,,,,,,,,,,1,,,1,1,1,UI_Weapon,,,1hTowerShieldCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,72,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,1H_ShieldA_metal,,,,,,,,,,,,,false,,,,,
BattleRoyale_ShieldTower_Rare,,@BattleRoyale_ShieldTower_MasterName,Weapon,@ui_itemtypedescription_towershield,@BattleRoyale_ShieldTower_Description,,BattleRoyaleOnly+Weapon+EquippableOffHand+Shield+TowerShield,,,,,,,700,500,700,,,5,1hShieldDT5,,,1,,1,1,PerkID_Stat_TowerShield,PerkID_Armor_DefBasic,PerkID_WeaponMelee_BlockingStam,,,PerkID_Stat_TowerShield,PerkID_Armor_DefBasic,PerkID_WeaponMelee_BlockingStam,,,,,,,,,,,,,,,2,,,1,1,1,UI_Weapon,,,1hTowerShieldCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,72,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,1H_ShieldA_metal,,,,,,,,,,,,,false,,,,,
BattleRoyale_ShieldTower_Epic,,@BattleRoyale_ShieldTower_MasterName,Weapon,@ui_itemtypedescription_towershield,@BattleRoyale_ShieldTower_Description,,BattleRoyaleOnly+Weapon+EquippableOffHand+Shield+TowerShield,,,,,,,700,500,700,,,5,1hShieldDT5,,,1,,1,1,PerkID_Stat_TowerShield,PerkID_Armor_DefBasic,PerkID_WeaponMelee_BlockingStam,PerkID_Weapon_FortifyOnCrit,,PerkID_Stat_TowerShield,PerkID_Armor_DefBasic,PerkID_WeaponMelee_BlockingStam,PerkID_Weapon_FortifyOnCrit,,,,,,,,,,,,,,3,,,1,1,1,UI_Weapon,,,1hTowerShieldCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,72,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,1H_ShieldA_metal,,,,,,,,,,,,,false,,,,,
BattleRoyale_ShieldTower_Legendary,,@BattleRoyale_ShieldTower_MasterName,Weapon,@ui_itemtypedescription_towershield,@BattleRoyale_ShieldTower_Description,,BattleRoyaleOnly+Weapon+EquippableOffHand+Shield+TowerShield,,,,,,,700,500,700,,,5,1hShieldDT5,,,1,,1,1,PerkID_Stat_TowerShield,PerkID_Armor_DefBasic,PerkID_WeaponMelee_BlockingStam,PerkID_Weapon_FortifyOnCrit,PerkID_Common_CDR,PerkID_Stat_TowerShield,PerkID_Armor_DefBasic,PerkID_WeaponMelee_BlockingStam,PerkID_Weapon_FortifyOnCrit,PerkID_Common_CDR,,,,,,,,,,,,,4,,,1,1,1,UI_Weapon,,,1hTowerShieldCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,72,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,1H_ShieldA_metal,,,,,,,,,,,,,false,,,,,
BattleRoyale_Longsword_Common,,@BattleRoyale_Longsword_MasterName,Weapon,@ui_itemtypedescription_sword,@BattleRoyale_Longsword_Description,,BattleRoyaleOnly+Weapon+EquippableMainHand+Sword+Melee,,,,,,,700,500,700,,,5,SwordT5,,,1,,1,1,PerkID_Stat_OneHandSoldier,,,,,PerkID_Stat_BattleRoyale_WeaponSTRDEX,,,,,,,,,,,,,,,,,0,,,1,1,1,UI_Weapon,,,1hSwordCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,false,,,,,
BattleRoyale_Longsword_Uncommon,,@BattleRoyale_Longsword_MasterName,Weapon,@ui_itemtypedescription_sword,@BattleRoyale_Longsword_Description,,BattleRoyaleOnly+Weapon+EquippableMainHand+Sword+Melee,,,,,,,700,500,700,,,5,SwordT5,,,1,,1,1,PerkID_Stat_OneHandSoldier,PerkID_RuneglassGem_StrikeAdd_Melee,,,,PerkID_Stat_BattleRoyale_WeaponSTRDEX,PerkID_RuneglassGem_StrikeAdd_Melee,,,,,,,,,,,,,,,,1,,,1,1,1,UI_Weapon,,,1hSwordCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,false,,,,,Ability_Sword_WhirlingBlade
BattleRoyale_Longsword_Rare,,@BattleRoyale_Longsword_MasterName,Weapon,@ui_itemtypedescription_sword,@BattleRoyale_Longsword_Description,,BattleRoyaleOnly+Weapon+EquippableMainHand+Sword+Melee,,,,,,,700,500,700,,,5,SwordT5,,,1,,1,1,PerkID_Stat_OneHandSoldier,PerkID_RuneglassGem_StrikeAdd_Melee,PerkID_Weapon_DmgCrit,,,PerkID_Stat_BattleRoyale_WeaponSTRDEX,PerkID_RuneglassGem_StrikeAdd_Melee,PerkID_Weapon_DmgCrit,,,,,,,,,,,,,,,2,,,1,1,1,UI_Weapon,,,1hSwordCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,false,,,,,"Ability_Sword_WhirlingBlade,Ability_Sword_Bash"
BattleRoyale_Longsword_Epic,,@BattleRoyale_Longsword_MasterName,Weapon,@ui_itemtypedescription_sword,@BattleRoyale_Longsword_Description,,BattleRoyaleOnly+Weapon+EquippableMainHand+Sword+Melee,,,,,,,700,500,700,,,5,SwordT5,,,1,,1,1,PerkID_Stat_OneHandSoldier,PerkID_RuneglassGem_StrikeAdd_Melee,PerkID_Weapon_DmgCrit,PerkID_PvP_Weapon_ArmorPenetration_OnBackstab,,PerkID_Stat_BattleRoyale_WeaponSTRDEX,PerkID_RuneglassGem_StrikeAdd_Melee,PerkID_Weapon_DmgCrit,PerkID_PvP_Weapon_ArmorPenetration_OnBackstab,,,,,,,,,,,,,,3,,,1,1,1,UI_Weapon,,,1hSwordCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,false,,,,,"Ability_Sword_WhirlingBlade,Ability_Sword_ReverseStab,Ability_Sword_Bash"
BattleRoyale_Longsword_Legendary,,@BattleRoyale_Longsword_MasterName,Weapon,@ui_itemtypedescription_sword,@BattleRoyale_Longsword_Description,,BattleRoyaleOnly+Weapon+EquippableMainHand+Sword+Melee,,,,,,,700,500,700,,,5,SwordT5,,,1,,1,1,PerkID_Stat_OneHandSoldier,PerkID_RuneglassGem_StrikeAdd_Melee,PerkID_Weapon_DmgCrit,PerkID_PvP_Weapon_ArmorPenetration_OnBackstab,PerkID_Ability_Sword_LeapingStrike,PerkID_Stat_BattleRoyale_WeaponSTRDEX,PerkID_RuneglassGem_StrikeAdd_Melee,PerkID_Weapon_DmgCrit,PerkID_PvP_Weapon_ArmorPenetration_OnBackstab,PerkID_Ability_Sword_LeapingStrike,,,,,,,,,,,,,4,,,1,1,1,UI_Weapon,,,1hSwordCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,false,,,,,"Ability_Sword_WhirlingBlade+Upgrade_Sword_WhirlingBlade_Rend+Upgrade_Sword_WhirlingBlade_CDR,Ability_Sword_Bash+Upgrade_Sword_Bash_Dmg+Upgrade_Sword_Bash_StunDur,Ability_Sword_Rush+Upgrade_Sword_Rush_Weak+Upgrade_Sword_Rush_Slow"
BattleRoyale_Longsword_Legendary_2,,@BattleRoyale_Longsword_MasterName,Weapon,@ui_itemtypedescription_sword,@BattleRoyale_Longsword_Description,,BattleRoyaleOnly+Weapon+EquippableMainHand+Sword+Melee,,,,,,,700,500,700,,,5,SwordT5,,,1,,1,1,PerkID_Stat_OneHandSoldier,PerkID_RuneglassGem_StrikeAdd_Melee,PerkID_Weapon_DmgCrit,PerkID_Weapon_BleedonCrit,PerkID_Weapon_CritChance,PerkID_Stat_BattleRoyale_WeaponSTRDEX,PerkID_RuneglassGem_StrikeAdd_Melee,PerkID_Weapon_DmgCrit,PerkID_Weapon_BleedonCrit,PerkID_Weapon_CritChance,,,,,,,,,,,,,4,,,1,1,1,UI_Weapon,,,1hSwordCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageSmall_MetalT5,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,,,,,,,,,,,,,,false,,,,,"Ability_Sword_WhirlingBlade+Upgrade_Sword_WhirlingBlade_Rend+Upgrade_Sword_WhirlingBlade_CDR,Ability_Sword_ReverseStab+Upgrade_Sword_ReverseStab_Grit+Upgrade_Sword_ReverseStab_CDRonHit,Ability_Sword_LeapingStrike+Upgrade_Sword_LeapingStrike_Extra+Upgrade_Sword_LeapingStrike_Slow"
BattleRoyale_Flail_Common,,@BattleRoyale_Flail_MasterName,Weapon,@ui_itemtypedescription_Flail,@BattleRoyale_Flail_Description,,BattleRoyaleOnly+Weapon+EquippableMainHand+Flail+Melee,,,,,,,700,500,700,,,5,FlailT5,,,1,,1,1,PerkID_Stat_OneHandSoldier,,,,,PerkID_Stat_BattleRoyale_WeaponSTRFOC,,,,,,,,,,,,,,,,,0,,,1,1,1,UI_Weapon,,,1hFlailCrystallineT5,,,0,0,Items/Weapons/weapon,,,,,1,1,,,,,,,,,1,,1,4,SalvageLarge_MetalT5,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,,,,3000,0.12,0,56,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,1H_Flail,,,,,,,,,,,,Expansion2023,false,,,,,
