ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Legs_Oct2023_SeanceLight,@Skin_Legs_Oct2023_SeanceLight_MasterName,Armor,,@Skin_Legs_Oct2023_SeanceLight_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceLight_legs,f_SeanceLight_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Oct2023_SeanceLight,@Skin_Feet_Oct2023_SeanceLight_MasterName,Armor,,@Skin_Feet_Oct2023_SeanceLight_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceLight_feet,f_SeanceLight_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Oct2023_SeanceMedium,@Skin_Head_Oct2023_SeanceMedium_MasterName,Armor,,@Skin_Head_Oct2023_SeanceMedium_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceMedium_head,f_SeanceMedium_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Oct2023_SeanceMedium,@Skin_Chest_Oct2023_SeanceMedium_MasterName,Armor,,@Skin_Chest_Oct2023_SeanceMedium_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceMedium_chest,f_SeanceMedium_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Oct2023_SeanceMedium,@Skin_Hands_Oct2023_SeanceMedium_MasterName,Armor,,@Skin_Hands_Oct2023_SeanceMedium_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceMedium_gloves,f_SeanceMedium_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Oct2023_SeanceMedium,@Skin_Legs_Oct2023_SeanceMedium_MasterName,Armor,,@Skin_Legs_Oct2023_SeanceMedium_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceMedium_legs,f_SeanceMedium_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Oct2023_SeanceMedium,@Skin_Feet_Oct2023_SeanceMedium_MasterName,Armor,,@Skin_Feet_Oct2023_SeanceMedium_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceMedium_feet,f_SeanceMedium_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Oct2023_SeanceHeavy,@Skin_Head_Oct2023_SeanceHeavy_MasterName,Armor,,@Skin_Head_Oct2023_SeanceHeavy_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_head,F_SeanceHeavy_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Oct2023_SeanceHeavy,@Skin_Chest_Oct2023_SeanceHeavy_MasterName,Armor,,@Skin_Chest_Oct2023_SeanceHeavy_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_chest,F_SeanceHeavy_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Oct2023_SeanceHeavy,@Skin_Hands_Oct2023_SeanceHeavy_MasterName,Armor,,@Skin_Hands_Oct2023_SeanceHeavy_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_gloves,F_SeanceHeavy_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Oct2023_SeanceHeavy,@Skin_Legs_Oct2023_SeanceHeavy_MasterName,Armor,,@Skin_Legs_Oct2023_SeanceHeavy_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_legs,F_SeanceHeavy_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Oct2023_SeanceHeavy,@Skin_Feet_Oct2023_SeanceHeavy_MasterName,Armor,,@Skin_Feet_Oct2023_SeanceHeavy_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_feet,F_SeanceHeavy_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Oct2023_SeanceDeluxe,@Skin_Head_Oct2023_SeanceDeluxe_MasterName,Armor,,@Skin_Head_Oct2023_SeanceDeluxe_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_head,f_SeanceHeavy_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Oct2023_SeanceDeluxe,@Skin_Chest_Oct2023_SeanceDeluxe_MasterName,Armor,,@Skin_Chest_Oct2023_SeanceDeluxe_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_chest,f_SeanceHeavy_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Oct2023_SeanceDeluxe,@Skin_Hands_Oct2023_SeanceDeluxe_MasterName,Armor,,@Skin_Hands_Oct2023_SeanceDeluxe_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_gloves,f_SeanceHeavy_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Oct2023_SeanceDeluxe,@Skin_Legs_Oct2023_SeanceDeluxe_MasterName,Armor,,@Skin_Legs_Oct2023_SeanceDeluxe_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_legs,f_SeanceHeavy_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Oct2023_SeanceDeluxe,@Skin_Feet_Oct2023_SeanceDeluxe_MasterName,Armor,,@Skin_Feet_Oct2023_SeanceDeluxe_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SeanceHeavy_feet,f_SeanceHeavy_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Oct2023_Seance_Bow,@Skin_Oct2023_Seance_Bow_MasterName,Weapon,,@Skin_Oct2023_Bow_Description,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hBowSeanceT5,2hBowT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Oct2023_Seance_Greataxe,@Skin_Oct2023_Seance_Greataxe_MasterName,Weapon,,@Skin_Oct2023_Greataxe_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatAxeSeanceT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Oct2023_Seance_FireStaff,@Skin_Oct2023_Seance_FireStaff_MasterName,Weapon,,@Skin_Oct2023_FireStaff_Description,EquippableMainHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hFireStaffSeanceT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Oct2023_Seance_ShieldT,@Skin_Oct2023_Seance_ShieldT_MasterName,Weapon,,@Skin_Oct2023_ShieldT_Description,EquippableOffHand+Shield+TowerShield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hTowerShieldSeanceT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Oct2023_Seance_Blunderbuss,@Skin_Oct2023_Seance_Blunderbuss_MasterName,Weapon,,@Skin_Oct2023_Blunderbuss_Description,EquippableTwoHand+Blunderbuss+Ranged,,,,,,,,,,Skin_Blunderbuss,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hBlunderbussSeanceT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Oct2023_Seance_Greatsword,@Skin_Oct2023_Seance_Greatsword_MasterName,Weapon,,@Skin_Oct2023_Greatsword_Description,Weapon+EquippableTwoHand+GreatSword+Melee,,,,,,,,,,Skin_Greatsword,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatswordSeanceT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampSkin_Seance01_A,@CampSkin_Seance01_A_MasterName,Blueprint,,@CampSkin_Seance01_A_Description,Blueprint,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,0,0,UI_Consumable,,,,,,0,1,Structures/Camps/CampVariants/CampSkin_Seance01_A,,LyShineUI/Images/Icons/Items/CampSkins/CampSkin_Seance_01_A.png,LyShineUI/Images/Icons/Items_HiRes/CampSkins/CampSkin_Seance_01_A.png,10000,0,,,,,,,,1,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Blueprint,Play_UI_Drop_Blueprint,Play_UI_Use_Blueprint,Play_UI_Created_Blueprint,,,,,,,,
