ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,MaxCraftGS,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,RetiredInReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId
QuestRewardWeaponsL11,@QuestRewardWeaponsL11_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,11,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL12,@QuestRewardWeaponsL12_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,12,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL13,@QuestRewardWeaponsL13_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,13,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL14,@QuestRewardWeaponsL14_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,14,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL15,@QuestRewardWeaponsL15_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,15,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL16,@QuestRewardWeaponsL16_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,16,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL17,@QuestRewardWeaponsL17_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,17,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL18,@QuestRewardWeaponsL18_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,18,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL19,@QuestRewardWeaponsL19_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT2.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT2.png,,10000,0,,,,,19,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL20,@QuestRewardWeaponsL20_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,20,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL21,@QuestRewardWeaponsL21_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,21,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL22,@QuestRewardWeaponsL22_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,22,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL23,@QuestRewardWeaponsL23_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,23,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL24,@QuestRewardWeaponsL24_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,24,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL25,@QuestRewardWeaponsL25_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,25,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL26,@QuestRewardWeaponsL26_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,26,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL27,@QuestRewardWeaponsL27_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,27,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL28,@QuestRewardWeaponsL28_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,28,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL29,@QuestRewardWeaponsL29_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,29,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL30,@QuestRewardWeaponsL30_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,30,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL31,@QuestRewardWeaponsL31_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,31,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL32,@QuestRewardWeaponsL32_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,32,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
QuestRewardWeaponsL33,@QuestRewardWeaponsL33_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,,Resource+LootContainer,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/QuestRewardWeaponsT3.png,lyshineui/images/icons/items_hires/QuestRewardWeaponsT3.png,,10000,0,,,,,33,,,,1,1,0,,[LTID]WeaponCase,,,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,,
