ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId,SalvageEntitlementId
InvasionRewardContainerRarity1LowL10,@InvasionRewardContainerRarity1LowL10_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,10,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL11,@InvasionRewardContainerRarity1LowL11_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,11,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL12,@InvasionRewardContainerRarity1LowL12_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,12,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL13,@InvasionRewardContainerRarity1LowL13_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,13,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL14,@InvasionRewardContainerRarity1LowL14_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,14,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL15,@InvasionRewardContainerRarity1LowL15_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,15,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL16,@InvasionRewardContainerRarity1LowL16_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,16,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL17,@InvasionRewardContainerRarity1LowL17_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,17,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL18,@InvasionRewardContainerRarity1LowL18_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,18,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL19,@InvasionRewardContainerRarity1LowL19_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer1.png,lyshineui/images/icons/items_hires/InvasionRewardContainer1.png,10000,0,,,,19,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL20,@InvasionRewardContainerRarity1LowL20_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,20,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL21,@InvasionRewardContainerRarity1LowL21_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,21,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL22,@InvasionRewardContainerRarity1LowL22_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,22,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL23,@InvasionRewardContainerRarity1LowL23_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,23,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL24,@InvasionRewardContainerRarity1LowL24_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,24,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL25,@InvasionRewardContainerRarity1LowL25_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,25,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL26,@InvasionRewardContainerRarity1LowL26_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,26,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL27,@InvasionRewardContainerRarity1LowL27_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,27,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL28,@InvasionRewardContainerRarity1LowL28_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,28,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL29,@InvasionRewardContainerRarity1LowL29_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,29,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL30,@InvasionRewardContainerRarity1LowL30_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,30,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL31,@InvasionRewardContainerRarity1LowL31_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,31,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL32,@InvasionRewardContainerRarity1LowL32_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,32,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL33,@InvasionRewardContainerRarity1LowL33_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,33,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL34,@InvasionRewardContainerRarity1LowL34_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,34,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL35,@InvasionRewardContainerRarity1LowL35_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,35,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL36,@InvasionRewardContainerRarity1LowL36_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,36,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL37,@InvasionRewardContainerRarity1LowL37_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,37,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
InvasionRewardContainerRarity1LowL38,@InvasionRewardContainerRarity1LowL38_MasterName,Resource,@ui_itemtypedescription_resource,@RewardContainerInfo,Resource+LootContainer,,,,1,,,,,0,,,,,,,,,,,,,,,,,,1,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/InvasionRewardContainer2.png,lyshineui/images/icons/items_hires/InvasionRewardContainer2.png,10000,0,,,,38,,,,1,1,0,,[LTID]Invasion1,,,,,,,,,,,,,,,0,5,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,
