ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_MTX_Valkyrie_Coiled_hands,@Skin_MTX_Valkyrie_Coiled_hands_Name,Armor,,@Skin_MTX_Valkyrie_Coiled_Desc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Valkyrie_Coiled_gloves,f_Valkyrie_Coiled_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_2hGreatAxe_Valkyrie,@Skin_MTX_2hGreatAxe_Valkyrie_Name,Weapon,,@Skin_MTX_2hGreatAxe_Valkyrie_Desc,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatAxe_ValkyriesT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_2hGreatsword_Valkyrie,@Skin_MTX_2hGreatsword_Valkyrie_Name,Weapon,,@Skin_MTX_2hGreatsword_Valkyrie_Desc,EquippableTwoHand+GreatSword+Melee,,,,,,,,,,Skin_Greatsword,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hGreatsword_ValkyriesT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_2hBow_Valkyrie,@Skin_MTX_2hBow_Valkyrie_Name,Weapon,,@Skin_MTX_2hBow_Valkyrie_Desc,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hBow_ValkyriesT5,2hBowT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_MTX_2hLifeStaff_Valkyrie,@Skin_MTX_2hLifeStaff_Valkyrie_Name,Weapon,,@Skin_MTX_2hLifeStaff_Valkyrie_Desc,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hLifeStaff_ValkyriesT5,,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_CatEar_FunnyHat,@MTX_CatEar_FunnyHat_Name,Armor,,@MTX_CatEar_FunnyHat_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_catears_head,f_catears_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_TopHat_FunnyHat,@MTX_TopHat_FunnyHat_Name,Armor,,@MTX_TopHat_FunnyHat_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_topHat_head,f_topHat_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Bucket_FunnyHat,@MTX_Bucket_FunnyHat_Name,Armor,,@MTX_Bucket_FunnyHat_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_WoodenBucket_head,f_WoodenBucket_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Beanie_FunnyHat,@MTX_Beanie_FunnyHat_Name,Armor,,@MTX_Beanie_FunnyHat_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Beanie_head,f_Beanie_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX_Frog_FunnyHat,@MTX_Frog_FunnyHat_Name,Armor,,@MTX_Frog_FunnyHat_Desc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_froghat_head,f_froghat_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
