ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPriAugy,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Chest_FirstLightElvenFlowingSilver,@Skin_Chest_FirstLightElvenFlowingSilver_PrimaryName,Armor,,@Skin_Chest_FirstLightElvenFlowingSilver_PrimaryDesc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenFlowingSilver_chest,f_FirstLightElvenFlowingSilver_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_FirstLightElvenFlowingSilver,@Skin_Hands_FirstLightElvenFlowingSilver_PrimaryName,Armor,,@Skin_Hands_FirstLightElvenFlowingSilver_PrimaryDesc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenFlowingSilver_gloves,f_FirstLightElvenFlowingSilver_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_FirstLightElvenFlowingSilver,@Skin_Legs_FirstLightElvenFlowingSilver_PrimaryName,Armor,,@Skin_Legs_FirstLightElvenFlowingSilver_PrimaryDesc,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenFlowingSilver_legs,f_FirstLightElvenFlowingSilver_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_FirstLightElvenFlowingSilver,@Skin_Feet_FirstLightElvenFlowingSilver_PrimaryName,Armor,,@Skin_Feet_FirstLightElvenFlowingSilver_PrimaryDesc,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenFlowingSilver_feet,f_FirstLightElvenFlowingSilver_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_FirstLightElven_2,@Skin_Head_FirstLightElven_2_PrimaryName,Armor,,@Skin_Head_FirstLightElven_2_PrimaryDesc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElven2_head,f_FirstLightElven2_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_FirstLightElven_2,@Skin_Chest_FirstLightElven_2_PrimaryName,Armor,,@Skin_Chest_FirstLightElven_2_PrimaryDesc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElven2_chest,f_FirstLightElven2_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_FirstLightElven_2,@Skin_Hands_FirstLightElven_2_PrimaryName,Armor,,@Skin_Hands_FirstLightElven_2_PrimaryDesc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElven2_gloves,f_FirstLightElven2_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_FirstLightElven_2,@Skin_Legs_FirstLightElven_2_PrimaryName,Armor,,@Skin_Legs_FirstLightElven_2_PrimaryDesc,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElven2_legs,f_FirstLightElven2_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_FirstLightElven_2,@Skin_Feet_FirstLightElven_2_PrimaryName,Armor,,@Skin_Feet_FirstLightElven_2_PrimaryDesc,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElven2_feet,f_FirstLightElven2_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_FirstLightElvenDeluxe1,@Skin_Head_FirstLightElvenDeluxe1_PrimaryName,Armor,,@Skin_Head_FirstLightElvenDeluxe1_PrimaryDesc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenDeluxe1_head,f_FirstLightElvenDeluxe1_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_FirstLightElvenDeluxe1,@Skin_Chest_FirstLightElvenDeluxe1_PrimaryName,Armor,,@Skin_Chest_FirstLightElvenDeluxe1_PrimaryDesc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenDeluxe1_chest,f_FirstLightElvenDeluxe1_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_FirstLightElvenDeluxe1,@Skin_Hands_FirstLightElvenDeluxe1_PrimaryName,Armor,,@Skin_Hands_FirstLightElvenDeluxe1_PrimaryDesc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenDeluxe1_gloves,f_FirstLightElvenDeluxe1_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_FirstLightElvenDeluxe1,@Skin_Legs_FirstLightElvenDeluxe1_PrimaryName,Armor,,@Skin_Legs_FirstLightElvenDeluxe1_PrimaryDesc,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenDeluxe1_legs,f_FirstLightElvenDeluxe1_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_FirstLightElvenDeluxe1,@Skin_Feet_FirstLightElvenDeluxe1_PrimaryName,Armor,,@Skin_Feet_FirstLightElvenDeluxe1_PrimaryDesc,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenDeluxe1_feet,f_FirstLightElvenDeluxe1_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_FirstLightElvenTwitch,@Skin_Head_FirstLightElvenTwitch_PrimaryName,Armor,,@Skin_Head_FirstLightElvenTwitch_PrimaryDesc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenTwitch_head,f_FirstLightElvenTwitch_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_FirstLightElvenTwitch,@Skin_Chest_FirstLightElvenTwitch_PrimaryName,Armor,,@Skin_Chest_FirstLightElvenTwitch_PrimaryDesc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenTwitch_chest,f_FirstLightElvenTwitch_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_FirstLightElvenTwitch,@Skin_Hands_FirstLightElvenTwitch_PrimaryName,Armor,,@Skin_Hands_FirstLightElvenTwitch_PrimaryDesc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenTwitch_gloves,f_FirstLightElvenTwitch_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_FirstLightElvenTwitch,@Skin_Legs_FirstLightElvenTwitch_PrimaryName,Armor,,@Skin_Legs_FirstLightElvenTwitch_PrimaryDesc,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenTwitch_legs,f_FirstLightElvenTwitch_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_FirstLightElvenTwitch,@Skin_Feet_FirstLightElvenTwitch_PrimaryName,Armor,,@Skin_Feet_FirstLightElvenTwitch_PrimaryDesc,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FirstLightElvenTwitch_feet,f_FirstLightElvenTwitch_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_sprigganheavygrowth,@Skin_Head_sprigganheavygrowth_PrimaryName,Armor,,@Skin_Head_sprigganheavygrowth_PrimaryDesc,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_sprigganheavygrowth_head,f_sprigganheavygrowth_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_sprigganheavygrowth,@Skin_Chest_sprigganheavygrowth_PrimaryName,Armor,,@Skin_Chest_sprigganheavygrowth_PrimaryDesc,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_sprigganheavygrowth_chest,f_sprigganheavygrowth_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_sprigganheavygrowth,@Skin_Hands_sprigganheavygrowth_PrimaryName,Armor,,@Skin_Hands_sprigganheavygrowth_PrimaryDesc,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_sprigganheavygrowth_gloves,f_sprigganheavygrowth_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_sprigganheavygrowth,@Skin_Legs_sprigganheavygrowth_PrimaryName,Armor,,@Skin_Legs_sprigganheavygrowth_PrimaryDesc,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_sprigganheavygrowth_legs,f_sprigganheavygrowth_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_sprigganheavygrowth,@Skin_Feet_sprigganheavygrowth_PrimaryName,Armor,,@Skin_Feet_sprigganheavygrowth_PrimaryDesc,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_sprigganheavygrowth_feet,f_sprigganheavygrowth_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
