CutsceneCameraId,CameraState,CameraStateOrigin,CameraStateLookAt,EnterBlendTime,ExitBlendTime,ForceInstantExitTransition,HideUIOnTrigger,OriginEnterBlendTime,OriginExitBlendTime,NpcLookAtInfo,PlayerFadeRate,HidePlayerAvatar,HideNearbyPlayerAvatars,HideNearbyAIAvatars,ForceInstantLookAts,DepthOfFieldOverride,LookAtSmoothTimeOverride,DummyPresetPos,DummyPresetRot,DummyIsArmed,DummyLookAtInfo,BlockPlayerInput,CancelInventory,InterruptInCombat,InterruptOnMovement,CanSkip,PlayFadeEffect,BannerTitleLabelText,BannerTitleText,BannerDescriptionText
NSR_MNP_EWD_2SHT_Primary,NPC_FOV60_CamState,-3 2.4 1.5,0.2 0.65 0.94,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.4,0.2,0,0,100",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_EWD_2SHT_Primary_reverse,NPC_FOV60_CamState,-3.4 -0.6 1.5,0.2 0.65 0.93,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.4,0.2,0,0,100",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_EWD_2SHT_Primary,NPC_FOV60_CamState,3.4 1.2 1.5,0.2 0.65 0.94,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"1.8,0.2,0,0,100",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_EWD_2SHT_Primary_reverse,NPC_FOV60_CamState,2.8 -1.5 1.5,.2 0.65 0.93,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"1.8,0.2,0,0,100",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_WID_2SHT_TOP_Primary,NPC_FOV40_CamState,-2.4 2.4 3.5,0.2 0.65 0.82,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.4,0.5,0,0,50",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_WID_2SHT_TOP_Primary_reverse,NPC_FOV40_CamState,-2.6 -0.3 3.5,0.2 0.65 0.83,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.4,0.5,0,0,50",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_WID_2SHT_TOP_Primary,NPC_FOV40_CamState,2.5 1.5 3.6,0.0 0.65 0.75,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.4,0.5,0,0,50",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_WID_2SHT_TOP_Primary_reverse,NPC_FOV40_CamState,2 -0.5 3.6,0.0 0.65 0.85,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.4,0.5,0,0,50",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_EWD_2SHT_Primary_alt,NPC_FOV60_CamState,2.6 -0.05 1.27,1.3 0.65 1.1,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.6,0.4,0,0,40",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_WID_2SHT_CROP_LA_Primary,NPC_FOV50_CamState,-1.4 2.4 0.6,0.2 0.65 1.2,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.4,0.3,0,0,90",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_WID_2SHT_CROP_LA_Primary_AIVis,NPC_FOV50_CamState,-1.4 2.4 0.6,0.2 0.65 1.2,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,,true,"2.4,0.3,0,0,90",,,,,,true,,,,,false,,,
NSR_MNP_WID_2SHT_CROP_LA_Primary_reverse,NPC_FOV50_CamState,-2 0 0.6,.2 0.65 1.2,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.4,0.3,0,0,90",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_WID_2SHT_CROP_LA_Primary,NPC_FOV50_CamState,2.0 1.6 0.6,0.0 0.65 1.25,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"1.6,0.3,0,0,90",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_WID_2SHT_CROP_LA_Primary_reverse,NPC_FOV50_CamState,1.5 -0.95 0.6,0.0 0.65 1.2,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"1.6,0.3,0,0,90",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_MED_2SHT_OTS_alt,NPC_FOV25_CamState,-0.18 2.45 1.77,0.31 0.1 1.4,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.45,0.8,2.3,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_MED_2SHT_OTS_alt_reverse,NPC_FOV25_CamState,s -0.78 -0.9 1.75,p -0.3 0.1 1.37,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.45,0.8,2.3,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_MCU_2SHT_OTS_alt,NPC_FOV20_CamState,-0.07 2.3 1.75,0.24 0.1 1.5,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.3,0.8,2.2,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_MCU_2SHT_OTS_alt_reverse,NPC_FOV20_CamState,s -0.6 -0.75 1.69,p -0.16 0.1 1.5,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.3,0.8,2.2,0.6,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_CUP_2SHT_OTS_alt,NPC_FOV16_CamState,0.01 2.05 1.67,0.12 0.1 1.585,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.05,0.8,2.2,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_CUP_2SHT_OTS_alt_reverse,NPC_FOV16_CamState,s -0.5 -0.65 1.7,p -0.09 0.1 1.57,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.05,0.8,2.2,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_MED_2SHT_OTS_alt,NPC_FOV25_CamState,1.41 2 1.77,-0.38 0.1 1.35,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.23,0.8,2.1,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_MED_2SHT_OTS_alt_reverse,NPC_FOV25_CamState,0.45 -1.2 1.67,0.18 0.1 1.5,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.23,0.8,2.1,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_MCU_2SHT_OTS_alt,NPC_FOV20_CamState,1.2 1.9 1.7,-0.25 0.1 1.47,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.15,0.8,2,1,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_MCU_2SHT_OTS_alt_reverse,NPC_FOV20_CamState,0.32 -0.95 1.7,0.19 0.1 1.585,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.15,0.8,2,1,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_CUP_2SHT_OTS_alt,NPC_FOV16_CamState,1.2 2 1.65,-.17 0.1 1.55,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"1.9,0.8,1.8,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_CUP_2SHT_OTS_alt_reverse,NPC_FOV16_CamState,0.2 -0.8 1.7,0.15 0.1 1.627,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"1.9,0.8,1.8,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_MNP_WBR_2SHT_OTS_Primary,NPC_FOV45_CamState,s -1.2 3.145 1.485,s 0.9 0.1 1.48,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.3,0.8,2.21,0.7,10",,s 0.25 2.045 0,s 0 0 180,false,s 0 0 1.945,true,,,,,false,,,
NSR_MNP_CUP_SNGL_reverse_solo,NPC_FOV16_CamState,s -0.6 -0.16 1.59,p 0.08 0.2 1.59,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"1.5,0.8,1.5,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSL_MNP_CUP_SNGL_reverse_solo,NPC_FOV16_CamState,s 0.4 -0.2 1.59,p 0.02 0.2 1.61,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"1.5,0.8,1.5,0.8,10",,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
WIP_CAMPRESET,NPC_FOV15_CamState,-.5 3 1.59,.26 .1 1.5,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .25 1.3 0,s 0 0 180,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_MED_2SHT_OTS_Primary,NPC_FOV13_CamState,.52 4.2 1.6,.28 0 1.46,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_MED_2SHT_OTS_Primary_reverse,NPC_FOV19_CamState,s -1.5 -.5 1.7,p -.5 .1 1.35,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_MCU_2SHT_OTS_Primary,NPC_FOV11_CamState,.75 3.4 1.6,.1 .1 1.53,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_MCU_2SHT_OTS_Primary_reverse,NPC_FOV15_CamState,s -1.3 -.6 1.7,p -.25 .05 1.45,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_CUP_2SHT_OTS_Primary,NPC_FOV09_CamState,.75 3.3 1.63,.15 .1 1.61,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_CUP_2SHT_OTS_Primary_reverse,NPC_FOV13_CamState,s -1 -.57 1.75,p -.18 .05 1.55,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_MED_2SHT_OTS_alt,NPC_FOV12_CamState,1 4.5 1.72,.3 .3 1.43,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_MED_2SHT_OTS_alt_reverse,NPC_FOV16_CamState,s -1.35 -1 1.65,p -.4 .1 1.4,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_MCU_2SHT_OTS_alt,NPC_FOV16_CamState,0.65 2.5 1.7,0.2 0.3 1.53,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.5,0.8,2.3,0.8,10",,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_MCU_2SHT_OTS_alt_reverse,NPC_FOV16_CamState,s -1.1 -0.74 1.7,p -0.26 0.1 1.47,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,"2.5,0.8,2.3,0.8,10",,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_CUP_2SHT_OTS_alt,NPC_FOV10_CamState,.76 3.15 1.68,.2 .3 1.6,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LNP_CUP_2SHT_OTS_alt_reverse,NPC_FOV10_CamState,s -1.65 -1.2 1.75,p -.1 .1 1.55,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_LFP_CUP_SNGL_reverse_solo,NPC_FOV18_CamState,s -.45 0 1.7,p 0 .1 1.55,0,0,false,false,0,0,p 0 0 1.57,-1,true,true,true,true,,,s .75 1.5 0,s 0 0 178,false,s 0 0 1.57,true,,,,,false,,,
NSR_CRT_EWD_SNGL,NPC_FOV25_CamState,3.4 -2.4 3,-0.05 -0.05 0.41,0,0,false,false,0,0,c .1 0 0,-1,true,true,true,true,"2.4,0.8,0,0,15",,,,,,true,,,,,false,,,
NSR_CRT_NOT_EWD_SNGL,NPC_FOV30_CamState,0.8 -1.6 3,0.19 0 1.49,0,0,false,false,0,0,c .1 0 0,-1,true,true,true,true,"1.6,0.8,0,0,13",,,,,,true,,,,,false,,,
