JourneyTaskId,Chapter,Task,RewardID,SortOrder
JourneyS8C4T12,Season8Chapter4,S8_Ch4_Task12,S8_Journey_Ch04_T12,12
JourneyS8C4T13,Season8Chapter4,S8_Ch4_Task13,S8_Journey_Ch04_T13,13
JourneyS8C5T1,Season8Chapter5,S8_Ch5_Task1,S8_Journey_Ch05_T01,1
JourneyS8C5T2,Season8Chapter5,S8_Ch5_Task2,S8_Journey_Ch05_T02,2
JourneyS8C5T3,Season8Chapter5,S8_Ch5_Task3,S8_Journey_Ch05_T03,3
JourneyS8C5T4,Season8Chapter5,S8_Ch5_Task4,S8_Journey_Ch05_T04,4
JourneyS8C5T5,Season8Chapter5,S8_Ch5_Task5,S8_Journey_Ch05_T05,5
JourneyS8C5T6,Season8Chapter5,S8_Ch5_Task6,S8_Journey_Ch05_T06,6
JourneyS8C5T8,Season8Chapter5,S8_Ch5_Task8,S8_Journey_Ch05_T08,7
JourneyS8C5T9,Season8Chapter5,S8_Ch5_Task9,S8_Journey_Ch05_T09,8
JourneyS8C5T10,Season8Chapter5,S8_Ch5_Task10,S8_Journey_Ch05_T10,9
JourneyS8C5T11,Season8Chapter5,S8_Ch5_Task11,S8_Journey_Ch05_T11,10
JourneyS8C5T12,Season8Chapter5,S8_Ch5_Task12,S8_Journey_Ch05_T12,11
JourneyS8C5T13,Season8Chapter5,S8_Ch5_Task13,S8_Journey_Ch05_T13,12
JourneyS8C5T14,Season8Chapter5,S8_Ch5_Task14,S8_Journey_Ch05_T14,13
JourneyS8ChallengeT1,Season8Challenge,S8_Challenge1,S8_Journey_Challenge_T01,1
JourneyS8ChallengeT2,Season8Challenge,S8_Challenge2,S8_Journey_Challenge_T02,2
JourneyS8ChallengeT3,Season8Challenge,S8_Challenge3,S8_Journey_Challenge_T03,3
JourneyS8ChallengeT4,Season8Challenge,S8_Challenge4,S8_Journey_Challenge_T04,4
JourneyS8ChallengeT5,Season8Challenge,S8_Challenge5,S8_Journey_Challenge_T05,5
JourneyS8ChallengeT6,Season8Challenge,S8_Challenge6,S8_Journey_Challenge_T06,6
JourneyS8ChallengeT7,Season8Challenge,S8_Challenge7,S8_Journey_Challenge_T07,7
JourneyS8ChallengeT8,Season8Challenge,S8_Challenge8,S8_Journey_Challenge_T08,8
JourneyS8ChallengeT9,Season8Challenge,S8_Challenge9,S8_Journey_Challenge_T09,9
JourneyS8ChallengeT10,Season8Challenge,S8_Challenge10,S8_Journey_Challenge_T10,10
JourneyS8SSC1T1,Season8SeasonalServerChapter1,S8_SSCh1_Task1,S8_Journey_SSCh01_T01,1
JourneyS8SSC1T2,Season8SeasonalServerChapter1,S8_SSCh1_Task2,S8_Journey_SSCh01_T02,2
JourneyS8SSC1T3,Season8SeasonalServerChapter1,S8_SSCh1_Task3,S8_Journey_SSCh01_T03,3
JourneyS8SSC1T4,Season8SeasonalServerChapter1,S8_SSCh1_Task4,S8_Journey_SSCh01_T04,4
JourneyS8SSC1T5,Season8SeasonalServerChapter1,S8_SSCh1_Task5,S8_Journey_SSCh01_T05,5
JourneyS8SSC2T1,Season8SeasonalServerChapter2,S8_SSCh2_Task1,S8_Journey_SSCh02_T01,1
JourneyS8SSC2T2,Season8SeasonalServerChapter2,S8_SSCh2_Task2,S8_Journey_SSCh02_T02,2
JourneyS8SSC2T3,Season8SeasonalServerChapter2,S8_SSCh2_Task3,S8_Journey_SSCh02_T03,3
JourneyS8SSC3T1,Season8SeasonalServerChapter3,S8_SSCh3_Task1,S8_Journey_SSCh03_T01,1
JourneyS8SSC3T2,Season8SeasonalServerChapter3,S8_SSCh3_Task2,S8_Journey_SSCh03_T02,2
JourneyS8SSC3T3,Season8SeasonalServerChapter3,S8_SSCh3_Task3,S8_Journey_SSCh03_T03,3
JourneyS8SSChallengeT1,Season8SeasonalServerChallenge,S8_SSChallenge1,S8_Journey_SSChallenge_T01,1
