JourneyTaskId,Chapter,Task,RewardID,SortOrder
JourneyS2C3T5,Season2Chapter3,S2_CompleteSeasonalChallenge_1,S2_Journey_Ch03_T05,5
JourneyS2C3T6,Season2Chapter3,S2_KillDunewalkers,S2_Journey_Ch03_T06,6
JourneyS2C3T7,Season2Chapter3,S2_KillPlayerOpenWorld_1,S2_Journey_Ch03_T07,7
JourneyS2C3T8,Season2Chapter3,S2_CraftGypsumOrbs_1,S2_Journey_Ch03_T08,8
JourneyS2C3T9,Season2Chapter3,S2_CompleteQuest_TheOrdealOfTheNineGates,S2_Journey_Ch03_T09,9
JourneyS2C3T10,Season2Chapter3,S2_CompleteQuest_PrecariousPosition,S2_Journey_Ch03_T10,10
JourneyS2C4T1,Season2Chapter4,S2_CollectGlyph_4,S2_Journey_Ch04_T01,1
JourneyS2C4T2,Season2Chapter4,S2_CompleteTrialHatchery,S2_Journey_Ch04_T02,2
JourneyS2C4T3,Season2Chapter4,S2_CraftGoldenScarab_2,S2_Journey_Ch04_T03,3
JourneyS2C4T4,Season2Chapter4,S2_KillSulfurElemental,S2_Journey_Ch04_T04,4
JourneyS2C4T5,Season2Chapter4,S2_KillRafflebones,S2_Journey_Ch04_T05,5
JourneyS2C4T6,Season2Chapter4,S2_LootEliteSulfurChests_1,S2_Journey_Ch04_T06,6
JourneyS2C4T7,Season2Chapter4,S2_CompleteStory_BrimstoneSands,S2_Journey_Ch04_T07,7
JourneyS2C4T8,Season2Chapter4,S2_CaptureFactionControlPoints_2,S2_Journey_Ch04_T08,8
JourneyS2C4T9,Season2Chapter4,S2_PlayOutpostRush_2,S2_Journey_Ch04_T09,9
JourneyS2C4T10,Season2Chapter4,S2_CompleteQuest_EmptyNest,S2_Journey_Ch04_T10,10
JourneyS2C4T11,Season2Chapter4,S2_GatherPrismabloom_15,S2_Journey_Ch04_T11,11
JourneyS2C4T12,Season2Chapter4,S2_KillHeka,S2_Journey_Ch04_T12,12
JourneyS2C5T1,Season2Chapter5,S2_CompleteTrialSandworm,S2_Journey_Ch05_T01,1
JourneyS2C5T2,Season2Chapter5,S2_CompleteM10Ennead,S2_Journey_Ch05_T02,2
JourneyS2C5T3,Season2Chapter5,S2_CollectGlyph_5,S2_Journey_Ch05_T03,3
JourneyS2C5T4,Season2Chapter5,S2_LootEliteSulfurChests_2,S2_Journey_Ch05_T04,4
JourneyS2C5T5,Season2Chapter5,S2_CraftRuneglass,S2_Journey_Ch05_T05,5
JourneyS2C5T6,Season2Chapter5,S2_CompleteFactionMissions_2,S2_Journey_Ch05_T06,6
JourneyS2C5T7,Season2Chapter5,S2_CatchLbsOfFish,S2_Journey_Ch05_T07,7
JourneyS2C5T8,Season2Chapter5,S2_KillNamedBrimstone,S2_Journey_Ch05_T08,8
JourneyS2C5T9,Season2Chapter5,S2_PvPXP,S2_Journey_Ch05_T09,9
JourneyS2C5T10,Season2Chapter5,S2_CompleteQuest_Rememberance,S2_Journey_Ch05_T10,10
JourneyS2C5T11,Season2Chapter5,S2_CloseBreaches_3,S2_Journey_Ch05_T11,11
JourneyS2C5T12,Season2Chapter5,S2_KillStubbles,S2_Journey_Ch05_T12,12
JourneyS2C5T13,Season2Chapter5,S2_KillDunewalkers_2,S2_Journey_Ch05_T13,13
JourneyS2ChallengeT1,Season2Challenge,S2_Challenge_CompleteTrialSandwormFlawless,S2_Journey_Challenge_T01,1
JourneyS2ChallengeT2,Season2Challenge,S2_Challenge_CompleteTrialHatchery10Minutes,S2_Journey_Challenge_T02,2
JourneyS2ChallengeT3,Season2Challenge,S2_Challenge_CompleteM10ExpeditionsFlawless,S2_Journey_Challenge_T03,3
JourneyS2ChallengeT4,Season2Challenge,S2_Challenge_KillRafflebones,S2_Journey_Challenge_T04,4
JourneyS2ChallengeT5,Season2Challenge,S2_Challenge_CompleteStory_BloodOfTheSands,S2_Journey_Challenge_T05,5
JourneyS2ChallengeT6,Season2Challenge,S2_Challenge_PlayerKillingBlows,S2_Journey_Challenge_T06,6
JourneyS2ChallengeT7,Season2Challenge,S2_Challenge_WinArenaMatchesNewMap,S2_Journey_Challenge_T07,7
JourneyS2ChallengeT8,Season2Challenge,S2_Challenge_CompleteActivityCards,S2_Journey_Challenge_T08,8
JourneyS2ChallengeT9,Season2Challenge,S2_Challenge_FishingAptitudeLevels,S2_Journey_Challenge_T09,9
JourneyS2ChallengeT10,Season2Challenge,S2_Challenge_CraftItemsGoldenScarabs,S2_Journey_Challenge_T10,10
