JourneyTaskId,Chapter,Task,RewardID,SortOrder
JourneyS5C4T3,Season5Chapter4,S5_Ch4_Task3,S5_Journey_Ch04_T03,3
JourneyS5C4T4,Season5Chapter4,S5_Ch4_Task4,S5_Journey_Ch04_T04,4
JourneyS5C4T5,Season5Chapter4,S5_Ch4_Task5,S5_Journey_Ch04_T05,5
JourneyS5C4T6,Season5Chapter4,S5_Ch4_Task6,S5_Journey_Ch04_T06,6
JourneyS5C4T7,Season5Chapter4,S5_Ch4_Task7,S5_Journey_Ch04_T07,7
JourneyS5C4T8,Season5Chapter4,S5_Ch4_Task8,S5_Journey_Ch04_T08,8
JourneyS5C4T9,Season5Chapter4,S5_Ch4_Task9,S5_Journey_Ch04_T09,9
JourneyS5C4T10,Season5Chapter4,S5_Ch4_Task10,S5_Journey_Ch04_T10,10
JourneyS5C4T11,Season5Chapter4,S5_Ch4_Task11,S5_Journey_Ch04_T11,11
JourneyS5C4T12,Season5Chapter4,S5_Ch4_Task12,S5_Journey_Ch04_T12,12
JourneyS5C4T13,Season5Chapter4,S5_Ch4_Task13,S5_Journey_Ch04_T13,13
JourneyS5C5T1,Season5Chapter5,S5_Ch5_Task1,S5_Journey_Ch05_T01,1
JourneyS5C5T2,Season5Chapter5,S5_Ch5_Task2,S5_Journey_Ch05_T02,2
JourneyS5C5T3,Season5Chapter5,S5_Ch5_Task3,S5_Journey_Ch05_T03,3
JourneyS5C5T4,Season5Chapter5,S5_Ch5_Task4,S5_Journey_Ch05_T04,4
JourneyS5C5T5,Season5Chapter5,S5_Ch5_Task5,S5_Journey_Ch05_T05,5
JourneyS5C5T6,Season5Chapter5,S5_Ch5_Task6,S5_Journey_Ch05_T06,6
JourneyS5C5T7,Season5Chapter5,S5_Ch5_Task7,S5_Journey_Ch05_T07,7
JourneyS5C5T8,Season5Chapter5,S5_Ch5_Task8,S5_Journey_Ch05_T08,8
JourneyS5C5T9,Season5Chapter5,S5_Ch5_Task9,S5_Journey_Ch05_T09,9
JourneyS5C5T10,Season5Chapter5,S5_Ch5_Task10,S5_Journey_Ch05_T10,10
JourneyS5C5T11,Season5Chapter5,S5_Ch5_Task11,S5_Journey_Ch05_T11,11
JourneyS5C5T12,Season5Chapter5,S5_Ch5_Task12,S5_Journey_Ch05_T12,12
JourneyS5C5T13,Season5Chapter5,S5_Ch5_Task13,S5_Journey_Ch05_T13,13
JourneyS5C5T14,Season5Chapter5,S5_Ch5_Task14,S5_Journey_Ch05_T14,14
JourneyS5ChallengeT1,Season5Challenge,S5_Challenge1,S5_Journey_Challenge_T01,1
JourneyS5ChallengeT2,Season5Challenge,S5_Challenge2,S5_Journey_Challenge_T02,2
JourneyS5ChallengeT3,Season5Challenge,S5_Challenge3,S5_Journey_Challenge_T03,3
JourneyS5ChallengeT4,Season5Challenge,S5_Challenge4,S5_Journey_Challenge_T04,4
JourneyS5ChallengeT5,Season5Challenge,S5_Challenge5,S5_Journey_Challenge_T05,5
JourneyS5ChallengeT6,Season5Challenge,S5_Challenge6,S5_Journey_Challenge_T06,6
JourneyS5ChallengeT7,Season5Challenge,S5_Challenge7,S5_Journey_Challenge_T07,7
JourneyS5ChallengeT8,Season5Challenge,S5_Challenge8,S5_Journey_Challenge_T08,8
JourneyS5ChallengeT9,Season5Challenge,S5_Challenge9,S5_Journey_Challenge_T09,9
JourneyS5ChallengeT10,Season5Challenge,S5_Challenge10,S5_Journey_Challenge_T10,10
