JourneyTaskId,Chapter,Task,RewardID,SortOrder
JourneyS6C3T4,Season6Chapter3,S6_Ch3_Task4,S6_Journey_Ch03_T04,4
JourneyS6C3T5,Season6Chapter3,S6_Ch3_Task5,S6_Journey_Ch03_T05,5
JourneyS6C3T6,Season6Chapter3,S6_Ch3_Task6,S6_Journey_Ch03_T06,6
JourneyS6C3T7,Season6Chapter3,S6_Ch3_Task7,S6_Journey_Ch03_T07,7
JourneyS6C3T8,Season6Chapter3,S6_Ch3_Task8,S6_Journey_Ch03_T08,8
JourneyS6C3T9,Season6Chapter3,S6_Ch3_Task9,S6_Journey_Ch03_T09,9
JourneyS6C3T10,Season6Chapter3,S6_Ch3_Task10,S6_Journey_Ch03_T10,10
JourneyS6C3T11,Season6Chapter3,S6_Ch3_Task11,S6_Journey_Ch03_T11,11
JourneyS6C3T12,Season6Chapter3,S6_Ch3_Task12,S6_Journey_Ch03_T12,12
JourneyS6C4T1,Season6Chapter4,S6_Ch4_Task1,S6_Journey_Ch04_T01,1
JourneyS6C4T2,Season6Chapter4,S6_Ch4_Task2,S6_Journey_Ch04_T02,2
JourneyS6C4T3,Season6Chapter4,S6_Ch4_Task3,S6_Journey_Ch04_T03,3
JourneyS6C4T4,Season6Chapter4,S6_Ch4_Task4,S6_Journey_Ch04_T04,4
JourneyS6C4T5,Season6Chapter4,S6_Ch4_Task5,S6_Journey_Ch04_T05,5
JourneyS6C4T6,Season6Chapter4,S6_Ch4_Task6,S6_Journey_Ch04_T06,6
JourneyS6C4T7,Season6Chapter4,S6_Ch4_Task7,S6_Journey_Ch04_T07,7
JourneyS6C4T8,Season6Chapter4,S6_Ch4_Task8,S6_Journey_Ch04_T08,8
JourneyS6C4T9,Season6Chapter4,S6_Ch4_Task9,S6_Journey_Ch04_T09,9
JourneyS6C4T10,Season6Chapter4,S6_Ch4_Task10,S6_Journey_Ch04_T10,10
JourneyS6C4T11,Season6Chapter4,S6_Ch4_Task11,S6_Journey_Ch04_T11,11
JourneyS6C4T12,Season6Chapter4,S6_Ch4_Task12,S6_Journey_Ch04_T12,12
JourneyS6C4T13,Season6Chapter4,S6_Ch4_Task13,S6_Journey_Ch04_T13,13
JourneyS6C5T1,Season6Chapter5,S6_Ch5_Task1,S6_Journey_Ch05_T01,1
JourneyS6C5T2,Season6Chapter5,S6_Ch5_Task2,S6_Journey_Ch05_T02,2
JourneyS6C5T3,Season6Chapter5,S6_Ch5_Task3,S6_Journey_Ch05_T03,3
JourneyS6C5T4,Season6Chapter5,S6_Ch5_Task4,S6_Journey_Ch05_T04,4
JourneyS6C5T5,Season6Chapter5,S6_Ch5_Task5,S6_Journey_Ch05_T05,5
JourneyS6C5T6,Season6Chapter5,S6_Ch5_Task6,S6_Journey_Ch05_T06,6
JourneyS6C5T7,Season6Chapter5,S6_Ch5_Task7,S6_Journey_Ch05_T07,7
JourneyS6C5T8,Season6Chapter5,S6_Ch5_Task8,S6_Journey_Ch05_T08,8
JourneyS6C5T9,Season6Chapter5,S6_Ch5_Task9,S6_Journey_Ch05_T09,9
JourneyS6C5T10,Season6Chapter5,S6_Ch5_Task10,S6_Journey_Ch05_T10,10
JourneyS6C5T11,Season6Chapter5,S6_Ch5_Task11,S6_Journey_Ch05_T11,11
JourneyS6C5T12,Season6Chapter5,S6_Ch5_Task12,S6_Journey_Ch05_T12,12
JourneyS6C5T13,Season6Chapter5,S6_Ch5_Task13,S6_Journey_Ch05_T13,13
JourneyS6C5T14,Season6Chapter5,S6_Ch5_Task14,S6_Journey_Ch05_T14,14
JourneyS6ChallengeT1,Season6Challenge,S6_Challenge1,S6_Journey_Challenge_T01,1
JourneyS6ChallengeT2,Season6Challenge,S6_Challenge2,S6_Journey_Challenge_T02,2
JourneyS6ChallengeT3,Season6Challenge,S6_Challenge3,S6_Journey_Challenge_T03,3
JourneyS6ChallengeT4,Season6Challenge,S6_Challenge4,S6_Journey_Challenge_T04,4
JourneyS6ChallengeT5,Season6Challenge,S6_Challenge5,S6_Journey_Challenge_T05,5
JourneyS6ChallengeT6,Season6Challenge,S6_Challenge6,S6_Journey_Challenge_T06,6
JourneyS6ChallengeT7,Season6Challenge,S6_Challenge7,S6_Journey_Challenge_T07,7
JourneyS6ChallengeT8,Season6Challenge,S6_Challenge8,S6_Journey_Challenge_T08,8
JourneyS6ChallengeT9,Season6Challenge,S6_Challenge9,S6_Journey_Challenge_T09,9
JourneyS6ChallengeT10,Season6Challenge,S6_Challenge10,S6_Journey_Challenge_T10,10
