JourneyTaskId,Chapter,Task,RewardID,SortOrder
JourneyS3C3T3,Season3Chapter3,S3_WinInfluenceRace,S3_Journey_Ch03_T03,3
JourneyS3C3T4,Season3Chapter3,S3_Flail12,S3_Journey_Ch03_T04,4
JourneyS3C3T5,Season3Chapter3,S3_RidingTradeskill_1,S3_Journey_Ch03_T05,5
JourneyS3C3T6,Season3Chapter3,S3_UpgradeMushroomFlask_1,S3_Journey_Ch03_T06,6
JourneyS3C3T7,Season3Chapter3,S3_AcquireBeastModeHeartrne,S3_Journey_Ch03_T07,7
JourneyS3C3T8,Season3Chapter3,S3_WinArena,S3_Journey_Ch03_T08,8
JourneyS3C3T9,Season3Chapter3,S3_CompleteFactionMissions_2,S3_Journey_Ch03_T09,9
JourneyS3C3T10,Season3Chapter3,S3_DiscoverPOI_Forellac,S3_Journey_Ch03_T10,10
JourneyS3C3T11,Season3Chapter3,S3_KillHercyne,S3_Journey_Ch03_T11,11
JourneyS3C3T12,Season3Chapter3,S3_FirstLightQuest_ExtractKim,S3_Journey_Ch03_T12,12
JourneyS3C4T1,Season3Chapter4,S3_CompleteOPR_1,S3_Journey_Ch04_T01,1
JourneyS3C4T2,Season3Chapter4,S3_CompleteTownProjects_2,S3_Journey_Ch04_T02,2
JourneyS3C4T3,Season3Chapter4,S3_RidingTradeskill_2,S3_Journey_Ch04_T03,3
JourneyS3C4T4,Season3Chapter4,S3_Tradeskill250,S3_Journey_Ch04_T04,4
JourneyS3C4T5,Season3Chapter4,S3_ExpeditionM2Crystalclaw,S3_Journey_Ch04_T05,5
JourneyS3C4T6,Season3Chapter4,S3_CraftGS700,S3_Journey_Ch04_T06,6
JourneyS3C4T7,Season3Chapter4,S3_AcquireMountGear,S3_Journey_Ch04_T07,7
JourneyS3C4T8,Season3Chapter4,S3_FlailNamed,S3_Journey_Ch04_T08,8
JourneyS3C4T9,Season3Chapter4,S3_DiscoverPOI_Scalefang,S3_Journey_Ch04_T09,9
JourneyS3C4T10,Season3Chapter4,S3_FlailMastery,S3_Journey_Ch04_T10,10
JourneyS3C4T11,Season3Chapter4,S3_CompleteActivityCards_3,S3_Journey_Ch04_T11,11
JourneyS3C4T12,Season3Chapter4,S3_KillPlants,S3_Journey_Ch04_T12,12
JourneyS3C4T13,Season3Chapter4,S3_FirstLightQuest_FightMedusa,S3_Journey_Ch04_T13,13
JourneyS3C5T1,Season3Chapter5,S3_CompleteOPR_2,S3_Journey_Ch05_T01,1
JourneyS3C5T2,Season3Chapter5,S3_UnlockAllMounts,S3_Journey_Ch05_T02,2
JourneyS3C5T3,Season3Chapter5,S3_CraftArtifact,S3_Journey_Ch05_T03,3
JourneyS3C5T4,Season3Chapter5,S3_KillPlayersFirstLight,S3_Journey_Ch05_T04,4
JourneyS3C5T5,Season3Chapter5,S3_ExpeditionM3Crystalclaw,S3_Journey_Ch05_T05,5
JourneyS3C5T6,Season3Chapter5,S3_AcquireArtifact,S3_Journey_Ch05_T06,6
JourneyS3C5T7,Season3Chapter5,S3_KillPlayersFlail,S3_Journey_Ch05_T07,7
JourneyS3C5T8,Season3Chapter5,S3_BeastModeT3,S3_Journey_Ch05_T08,8
JourneyS3C5T9,Season3Chapter5,S3_UpgradeMushroomFlask_2,S3_Journey_Ch05_T09,9
JourneyS3C5T10,Season3Chapter5,S3_CloseBreaches_1,S3_Journey_Ch05_T10,10
JourneyS3C5T11,Season3Chapter5,S3_DiscoverPOI_Elafry,S3_Journey_Ch05_T11,11
JourneyS3C5T12,Season3Chapter5,S3_PvPXP,S3_Journey_Ch05_T12,12
JourneyS3C5T13,Season3Chapter5,S3_KongIsland,S3_Journey_Ch05_T13,13
JourneyS3C5T14,Season3Chapter5,S3_FirstLightQuest_FightArtemis,S3_Journey_Ch05_T14,14
JourneyS3ChallengeT1,Season3Challenge,S3_Challenge_CraftGS700,S3_Journey_Challenge_T01,1
JourneyS3ChallengeT2,Season3Challenge,S3_Challenge_KillEnemiesFlail,S3_Journey_Challenge_T02,2
JourneyS3ChallengeT3,Season3Challenge,S3_Challenge_RidingTradeskill250,S3_Journey_Challenge_T03,3
JourneyS3ChallengeT4,Season3Challenge,S3_Challenge_DefeatEnemiesFirstLight,S3_Journey_Challenge_T04,4
JourneyS3ChallengeT5,Season3Challenge,S3_Challenge_ExpeditionM3CrystalclawFlawless,S3_Journey_Challenge_T05,5
JourneyS3ChallengeT6,Season3Challenge,S3_Challenge_DiscoverAllFirstLightPOI,S3_Journey_Challenge_T06,6
JourneyS3ChallengeT7,Season3Challenge,S3_Challenge_WinInflunceRace,S3_Journey_Challenge_T07,7
JourneyS3ChallengeT8,Season3Challenge,S3_Challenge_MushroomFlask,S3_Journey_Challenge_T08,8
JourneyS3ChallengeT9,Season3Challenge,S3_Challenge_DefeatNamedFirstLight,S3_Journey_Challenge_T09,9
JourneyS3ChallengeT10,Season3Challenge,S3_Challenge_Equip3Artifacts,S3_Journey_Challenge_T10,10
