SheetId,Instrument,SheetName,Pages,AudioEvent,ErrorEvent,Timeline
KingStanley_Guitar_Part1_Medium,instrument-guitar-slot,,"MP_KingStanley_Guitar_Part1_Page1,MP_KingStanley_Guitar_Part1_Page2",AG_YOUNG_KING_STANLEY_100,AG_MISTAKE,AG_YOUNG_KING_STANLEY_100
KingStanley_Guitar_Part1_Hard,instrument-guitar-slot,,"MP_KingStanley_Guitar_Part1_Page1,MP_KingStanley_Guitar_Part1_Page2",AG_YOUNG_KING_STANLEY_100,AG_MISTAKE,AG_YOUNG_KING_STANLEY_100
KingStanley_Mandolin_Part1_Easy,instrument-mandolin-slot,,"MP_KingStanley_Mandolin_Part1_Page1,MP_KingStanley_Mandolin_Part1_Page2",MAN_YOUNG_KING_STANLEY_100,MAN_MISTAKE,MAN_YOUNG_KING_STANLEY_100
KingStanley_Mandolin_Part1_Medium,instrument-mandolin-slot,,"MP_KingStanley_Mandolin_Part1_Page1,MP_KingStanley_Mandolin_Part1_Page2",MAN_YOUNG_KING_STANLEY_100,MAN_MISTAKE,MAN_YOUNG_KING_STANLEY_100
KingStanley_Mandolin_Part1_Hard,instrument-mandolin-slot,,"MP_KingStanley_Mandolin_Part1_Page1,MP_KingStanley_Mandolin_Part1_Page2",MAN_YOUNG_KING_STANLEY_100,MAN_MISTAKE,MAN_YOUNG_KING_STANLEY_100
KingStanley_Drums_Part1_Easy,instrument-drums-slot,,"MP_KingStanley_Drums_Part1_Page1,MP_KingStanley_Drums_Part1_Page2",DRM_YOUNG_KING_STANLEY_100,DRM_MISTAKE,DRM_YOUNG_KING_STANLEY_100
KingStanley_Drums_Part1_Medium,instrument-drums-slot,,"MP_KingStanley_Drums_Part1_Page1,MP_KingStanley_Drums_Part1_Page2",DRM_YOUNG_KING_STANLEY_100,DRM_MISTAKE,DRM_YOUNG_KING_STANLEY_100
KingStanley_Drums_Part1_Hard,instrument-drums-slot,,"MP_KingStanley_Drums_Part1_Page1,MP_KingStanley_Drums_Part1_Page2",DRM_YOUNG_KING_STANLEY_100,DRM_MISTAKE,DRM_YOUNG_KING_STANLEY_100
KingStanley_URBass_Part1_Easy,instrument-uprightbass-slot,,"MP_KingStanley_URBass_Part1_Page1,MP_KingStanley_URBass_Part1_Page2",URB_YOUNG_KING_STANLEY_100,URB_MISTAKE,URB_YOUNG_KING_STANLEY_100
KingStanley_URBass_Part1_Medium,instrument-uprightbass-slot,,"MP_KingStanley_URBass_Part1_Page1,MP_KingStanley_URBass_Part1_Page2",URB_YOUNG_KING_STANLEY_100,URB_MISTAKE,URB_YOUNG_KING_STANLEY_100
KingStanley_URBass_Part1_Hard,instrument-uprightbass-slot,,"MP_KingStanley_URBass_Part1_Page1,MP_KingStanley_URBass_Part1_Page2",URB_YOUNG_KING_STANLEY_100,URB_MISTAKE,URB_YOUNG_KING_STANLEY_100
OldBones_Guitar_Part1_Easy,instrument-guitar-slot,,"MP_OldBones_Guitar_Part1_Page1,MP_OldBones_Guitar_Part1_Page2",AG_THESE_OLD_BONES_104,AG_MISTAKE,AG_THESE_OLD_BONES_104
OldBones_Guitar_Part1_Medium,instrument-guitar-slot,,"MP_OldBones_Guitar_Part1_Page1,MP_OldBones_Guitar_Part1_Page2",AG_THESE_OLD_BONES_104,AG_MISTAKE,AG_THESE_OLD_BONES_104
OldBones_Guitar_Part1_Hard,instrument-guitar-slot,,"MP_OldBones_Guitar_Part1_Page1,MP_OldBones_Guitar_Part1_Page2",AG_THESE_OLD_BONES_104,AG_MISTAKE,AG_THESE_OLD_BONES_104
Chases_Guitar_Part1_Easy,instrument-guitar-slot,,"MP_Chases_Guitar_Part1_Page1,MP_Chases_Guitar_Part1_Page2,MP_Chases_Guitar_Part1_Page3",AG_CHASES_RANCH_110,AG_MISTAKE,AG_CHASES_RANCH_110
Chases_Guitar_Part1_Medium,instrument-guitar-slot,,"MP_Chases_Guitar_Part1_Page1,MP_Chases_Guitar_Part1_Page2,MP_Chases_Guitar_Part1_Page3",AG_CHASES_RANCH_110,AG_MISTAKE,AG_CHASES_RANCH_110
Chases_Guitar_Part1_Hard,instrument-guitar-slot,,"MP_Chases_Guitar_Part1_Page1,MP_Chases_Guitar_Part1_Page2,MP_Chases_Guitar_Part1_Page3",AG_CHASES_RANCH_110,AG_MISTAKE,AG_CHASES_RANCH_110
Chases_Mandolin_Part1_Easy,instrument-mandolin-slot,,"MP_Chases_Mandolin_Part1_Page1,MP_Chases_Mandolin_Part1_Page2,MP_Chases_Mandolin_Part1_Page3",MAN_CHASES_RANCH_110,MAN_MISTAKE,MAN_CHASES_RANCH_110
Chases_Mandolin_Part1_Medium,instrument-mandolin-slot,,"MP_Chases_Mandolin_Part1_Page1,MP_Chases_Mandolin_Part1_Page2,MP_Chases_Mandolin_Part1_Page3",MAN_CHASES_RANCH_110,MAN_MISTAKE,MAN_CHASES_RANCH_110
Chases_Mandolin_Part1_Hard,instrument-mandolin-slot,,"MP_Chases_Mandolin_Part1_Page1,MP_Chases_Mandolin_Part1_Page2,MP_Chases_Mandolin_Part1_Page3",MAN_CHASES_RANCH_110,MAN_MISTAKE,MAN_CHASES_RANCH_110
Chases_Drums_Part1_Easy,instrument-drums-slot,,"MP_Chases_Drums_Part1_Page1,MP_Chases_Drums_Part1_Page2,MP_Chases_Drums_Part1_Page3",DRM_CHASES_RANCH_110,DRM_MISTAKE,DRM_CHASES_RANCH_110
Chases_Drums_Part1_Medium,instrument-drums-slot,,"MP_Chases_Drums_Part1_Page1,MP_Chases_Drums_Part1_Page2,MP_Chases_Drums_Part1_Page3",DRM_CHASES_RANCH_110,DRM_MISTAKE,DRM_CHASES_RANCH_110
Chases_Drums_Part1_Hard,instrument-drums-slot,,"MP_Chases_Drums_Part1_Page1,MP_Chases_Drums_Part1_Page2,MP_Chases_Drums_Part1_Page3",DRM_CHASES_RANCH_110,DRM_MISTAKE,DRM_CHASES_RANCH_110
Chases_URBass_Part1_Easy,instrument-uprightbass-slot,,,URB_CHASES_RANCH_110,URB_MISTAKE,URB_CHASES_RANCH_110
Chases_URBass_Part1_Medium,instrument-uprightbass-slot,,,URB_CHASES_RANCH_110,URB_MISTAKE,URB_CHASES_RANCH_110
Chases_URBass_Part1_Hard,instrument-uprightbass-slot,,,URB_CHASES_RANCH_110,URB_MISTAKE,URB_CHASES_RANCH_110
Ancient_AzothFlute_Part1_Easy,instrument-flute-slot,@ui_music_flute_part_1,MP_Ancient_AzothFlute_Part1_Page1,AZF_ANCIENT_100,AZF_MISTAKE,AZF_ANCIENT_100
Ancient_AzothFlute_Part1_Medium,instrument-flute-slot,@ui_music_flute_part_1,MP_Ancient_AzothFlute_Part1_Page1,AZF_ANCIENT_100,AZF_MISTAKE,AZF_ANCIENT_100
Ancient_AzothFlute_Part1_Hard,instrument-flute-slot,@ui_music_flute_part_1,MP_Ancient_AzothFlute_Part1_Page1,AZF_ANCIENT_100,AZF_MISTAKE,AZF_ANCIENT_100
Ancient_AzothFlute_Part2_Easy,instrument-flute-slot,@ui_music_flute_part_2,"MP_Ancient_AzothFlute_Part2_Page1,MP_Ancient_AzothFlute_Part2_Page2",AZF_B_ANCIENT_100,AZF_MISTAKE,AZF_B_ANCIENT_100
Ancient_AzothFlute_Part2_Medium,instrument-flute-slot,@ui_music_flute_part_2,"MP_Ancient_AzothFlute_Part2_Page1,MP_Ancient_AzothFlute_Part2_Page2",AZF_B_ANCIENT_100,AZF_MISTAKE,AZF_B_ANCIENT_100
Ancient_AzothFlute_Part2_Hard,instrument-flute-slot,@ui_music_flute_part_2,"MP_Ancient_AzothFlute_Part2_Page1,MP_Ancient_AzothFlute_Part2_Page2",AZF_B_ANCIENT_100,AZF_MISTAKE,AZF_B_ANCIENT_100
Breathe_AzothFlute_Part1_Easy,instrument-flute-slot,,,AZF_BREATHE_100,AZF_MISTAKE,AZF_BREATHE_100
Breathe_AzothFlute_Part1_Medium,instrument-flute-slot,,,AZF_BREATHE_100,AZF_MISTAKE,AZF_BREATHE_100
Breathe_AzothFlute_Part1_Hard,instrument-flute-slot,,,AZF_BREATHE_100,AZF_MISTAKE,AZF_BREATHE_100
Flourish_AzothFlute_Part1_Easy,instrument-flute-slot,,MP_Flourish_AzothFlute_Part1_Page1,AZF_FLOURISH_100,AZF_MISTAKE,AZF_FLOURISH_100
Flourish_AzothFlute_Part1_Medium,instrument-flute-slot,,MP_Flourish_AzothFlute_Part1_Page1,AZF_FLOURISH_100,AZF_MISTAKE,AZF_FLOURISH_100
Flourish_AzothFlute_Part1_Hard,instrument-flute-slot,,MP_Flourish_AzothFlute_Part1_Page1,AZF_FLOURISH_100,AZF_MISTAKE,AZF_FLOURISH_100
Fog_AzothFlute_Part1_Easy,instrument-flute-slot,,MP_Fog_AzothFlute_Part1_Page1,AZF_FOG_100,AZF_MISTAKE,AZF_FOG_100
Fog_AzothFlute_Part1_Medium,instrument-flute-slot,,MP_Fog_AzothFlute_Part1_Page1,AZF_FOG_100,AZF_MISTAKE,AZF_FOG_100
Fog_AzothFlute_Part1_Hard,instrument-flute-slot,,MP_Fog_AzothFlute_Part1_Page1,AZF_FOG_100,AZF_MISTAKE,AZF_FOG_100
Grow_AzothFlute_Part1_Easy,instrument-flute-slot,,MP_Grow_AzothFlute_Part1_Page1,AZF_GROW_100,AZF_MISTAKE,AZF_GROW_100
Grow_AzothFlute_Part1_Medium,instrument-flute-slot,,MP_Grow_AzothFlute_Part1_Page1,AZF_GROW_100,AZF_MISTAKE,AZF_GROW_100
Grow_AzothFlute_Part1_Hard,instrument-flute-slot,,MP_Grow_AzothFlute_Part1_Page1,AZF_GROW_100,AZF_MISTAKE,AZF_GROW_100
Gift_AzothFlute_Part1_Easy,instrument-flute-slot,,"MP_Gift_AzothFlute_Part1_Page1,MP_Gift_AzothFlute_Part1_Page2",AZF_GIFT_100,AZF_MISTAKE,AZF_GIFT_100
Gift_AzothFlute_Part1_Medium,instrument-flute-slot,,"MP_Gift_AzothFlute_Part1_Page1,MP_Gift_AzothFlute_Part1_Page2",AZF_GIFT_100,AZF_MISTAKE,AZF_GIFT_100
Gift_AzothFlute_Part1_Hard,instrument-flute-slot,,"MP_Gift_AzothFlute_Part1_Page1,MP_Gift_AzothFlute_Part1_Page2",AZF_GIFT_100,AZF_MISTAKE,AZF_GIFT_100
Harvest_AzothFlute_Part1_Easy,instrument-flute-slot,,MP_Harvest_AzothFlute_Part1_Page1,AZF_HARVEST_100,AZF_MISTAKE,AZF_HARVEST_100
Harvest_AzothFlute_Part1_Medium,instrument-flute-slot,,MP_Harvest_AzothFlute_Part1_Page1,AZF_HARVEST_100,AZF_MISTAKE,AZF_HARVEST_100
Harvest_AzothFlute_Part1_Hard,instrument-flute-slot,,MP_Harvest_AzothFlute_Part1_Page1,AZF_HARVEST_100,AZF_MISTAKE,AZF_HARVEST_100
Midnight_Guitar_Part1_Easy,instrument-guitar-slot,,"MP_Midnight_Guitar_Part1_Page1,MP_Midnight_Guitar_Part1_Page2",AG_MIDNIGHT_HARMONY_120,AG_MISTAKE,AG_MIDNIGHT_HARMONY_120
Midnight_Guitar_Part1_Medium,instrument-guitar-slot,,"MP_Midnight_Guitar_Part1_Page1,MP_Midnight_Guitar_Part1_Page2",AG_MIDNIGHT_HARMONY_120,AG_MISTAKE,AG_MIDNIGHT_HARMONY_120
Midnight_Guitar_Part1_Hard,instrument-guitar-slot,,"MP_Midnight_Guitar_Part1_Page1,MP_Midnight_Guitar_Part1_Page2",AG_MIDNIGHT_HARMONY_120,AG_MISTAKE,AG_MIDNIGHT_HARMONY_120
Midnight_URBass_Part1_Easy,instrument-uprightbass-slot,,"MP_Midnight_URBass_Part1_Page1,MP_Midnight_URBass_Part1_Page2",URB_MIDNIGHT_HARMONY_120,URB_MISTAKE,URB_MIDNIGHT_HARMONY_120
Midnight_URBass_Part1_Medium,instrument-uprightbass-slot,,"MP_Midnight_URBass_Part1_Page1,MP_Midnight_URBass_Part1_Page2",URB_MIDNIGHT_HARMONY_120,URB_MISTAKE,URB_MIDNIGHT_HARMONY_120
Midnight_URBass_Part1_Hard,instrument-uprightbass-slot,,"MP_Midnight_URBass_Part1_Page1,MP_Midnight_URBass_Part1_Page2",URB_MIDNIGHT_HARMONY_120,URB_MISTAKE,URB_MIDNIGHT_HARMONY_120
Ponder_AzothFlute_Part1_Easy,instrument-flute-slot,,"MP_Ponder_AzothFlute_Part1_Page1,MP_Ponder_AzothFlute_Part1_Page2",AZF_PONDER_100,AZF_MISTAKE,AZF_PONDER_100
Ponder_AzothFlute_Part1_Medium,instrument-flute-slot,,"MP_Ponder_AzothFlute_Part1_Page1,MP_Ponder_AzothFlute_Part1_Page2",AZF_PONDER_100,AZF_MISTAKE,AZF_PONDER_100
Ponder_AzothFlute_Part1_Hard,instrument-flute-slot,,"MP_Ponder_AzothFlute_Part1_Page1,MP_Ponder_AzothFlute_Part1_Page2",AZF_PONDER_100,AZF_MISTAKE,AZF_PONDER_100
WindsBrightwood_Guitar_Part1_Easy,instrument-guitar-slot,,MP_WindsBrightwood_Guitar_Part1_Page1,AG_WINDS_OF_BRIGHTWOOD_132,AG_MISTAKE,AG_WINDS_OF_BRIGHTWOOD_132
WindsBrightwood_Guitar_Part1_Medium,instrument-guitar-slot,,MP_WindsBrightwood_Guitar_Part1_Page1,AG_WINDS_OF_BRIGHTWOOD_132,AG_MISTAKE,AG_WINDS_OF_BRIGHTWOOD_132
WindsBrightwood_Guitar_Part1_Hard,instrument-guitar-slot,,MP_WindsBrightwood_Guitar_Part1_Page1,AG_WINDS_OF_BRIGHTWOOD_132,AG_MISTAKE,AG_WINDS_OF_BRIGHTWOOD_132
Pyre_AzothFlute_Part1_Easy,instrument-flute-slot,,MP_Pyre_AzothFlute_Part1_Page1,AZF_PYRE_100,AZF_MISTAKE,AZF_PYRE_100
Pyre_AzothFlute_Part1_Medium,instrument-flute-slot,,MP_Pyre_AzothFlute_Part1_Page1,AZF_PYRE_100,AZF_MISTAKE,AZF_PYRE_100
Pyre_AzothFlute_Part1_Hard,instrument-flute-slot,,MP_Pyre_AzothFlute_Part1_Page1,AZF_PYRE_100,AZF_MISTAKE,AZF_PYRE_100
Rise_AzothFlute_Part1_Easy,instrument-flute-slot,,MP_Rise_AzothFlute_Part1_Page1,AZF_RISE_100,AZF_MISTAKE,AZF_RISE_100
Rise_AzothFlute_Part1_Medium,instrument-flute-slot,,MP_Rise_AzothFlute_Part1_Page1,AZF_RISE_100,AZF_MISTAKE,AZF_RISE_100
Rise_AzothFlute_Part1_Hard,instrument-flute-slot,,MP_Rise_AzothFlute_Part1_Page1,AZF_RISE_100,AZF_MISTAKE,AZF_RISE_100
Seed_AzothFlute_Part1_Easy,instrument-flute-slot,,MP_Seed_AzothFlute_Part1_Page1,AZF_SEED_100,AZF_MISTAKE,AZF_SEED_100
Seed_AzothFlute_Part1_Medium,instrument-flute-slot,,MP_Seed_AzothFlute_Part1_Page1,AZF_SEED_100,AZF_MISTAKE,AZF_SEED_100
Seed_AzothFlute_Part1_Hard,instrument-flute-slot,,MP_Seed_AzothFlute_Part1_Page1,AZF_SEED_100,AZF_MISTAKE,AZF_SEED_100
Set_AzothFlute_Part1_Easy,instrument-flute-slot,,"MP_Set_AzothFlute_Part1_Page1,MP_Set_AzothFlute_Part1_Page2",AZF_SET_100,AZF_MISTAKE,AZF_SET_100
Set_AzothFlute_Part1_Medium,instrument-flute-slot,,"MP_Set_AzothFlute_Part1_Page1,MP_Set_AzothFlute_Part1_Page2",AZF_SET_100,AZF_MISTAKE,AZF_SET_100
Set_AzothFlute_Part1_Hard,instrument-flute-slot,,"MP_Set_AzothFlute_Part1_Page1,MP_Set_AzothFlute_Part1_Page2",AZF_SET_100,AZF_MISTAKE,AZF_SET_100
Potters_Guitar_Part1_Easy,instrument-guitar-slot,,MP_Potters_Guitar_Part1_Page1,AG_POTTERS_SPRINT_112,AG_MISTAKE,AG_POTTERS_SPRINT_112
Potters_Guitar_Part1_Medium,instrument-guitar-slot,,MP_Potters_Guitar_Part1_Page1,AG_POTTERS_SPRINT_112,AG_MISTAKE,AG_POTTERS_SPRINT_112
Potters_Guitar_Part1_Hard,instrument-guitar-slot,,MP_Potters_Guitar_Part1_Page1,AG_POTTERS_SPRINT_112,AG_MISTAKE,AG_POTTERS_SPRINT_112
Potters_Mandolin_Part1_Easy,instrument-mandolin-slot,,MP_Potters_Mandolin_Part1_Page1,MAN_POTTERS_SPRINT_112,MAN_MISTAKE,MAN_POTTERS_SPRINT_112
Potters_Mandolin_Part1_Medium,instrument-mandolin-slot,,MP_Potters_Mandolin_Part1_Page1,MAN_POTTERS_SPRINT_112,MAN_MISTAKE,MAN_POTTERS_SPRINT_112
Potters_Mandolin_Part1_Hard,instrument-mandolin-slot,,MP_Potters_Mandolin_Part1_Page1,MAN_POTTERS_SPRINT_112,MAN_MISTAKE,MAN_POTTERS_SPRINT_112
Potters_Drums_Part1_Easy,instrument-drums-slot,,MP_Potters_Drums_Part1_Page1,DRM_POTTERS_SPRINT_112,DRM_MISTAKE,DRM_POTTERS_SPRINT_112
Potters_Drums_Part1_Medium,instrument-drums-slot,,MP_Potters_Drums_Part1_Page1,DRM_POTTERS_SPRINT_112,DRM_MISTAKE,DRM_POTTERS_SPRINT_112
Potters_Drums_Part1_Hard,instrument-drums-slot,,MP_Potters_Drums_Part1_Page1,DRM_POTTERS_SPRINT_112,DRM_MISTAKE,DRM_POTTERS_SPRINT_112
Potters_URBass_Part1_Easy,instrument-uprightbass-slot,,MP_Potters_URBass_Part1_Page1,URB_POTTERS_SPRINT_112,URB_MISTAKE,URB_POTTERS_SPRINT_112
Potters_URBass_Part1_Medium,instrument-uprightbass-slot,,MP_Potters_URBass_Part1_Page1,URB_POTTERS_SPRINT_112,URB_MISTAKE,URB_POTTERS_SPRINT_112
Potters_URBass_Part1_Hard,instrument-uprightbass-slot,,MP_Potters_URBass_Part1_Page1,URB_POTTERS_SPRINT_112,URB_MISTAKE,URB_POTTERS_SPRINT_112
MrHarrison_Guitar_Part1_Easy,instrument-guitar-slot,@ui_music_guitar_part_1,MP_MrHarrison_Guitar_Part1_Page1,AG_DEAR_MR_HARRISON_180,AG_MISTAKE,AG_DEAR_MR_HARRISON_180
MrHarrison_Guitar_Part1_Medium,instrument-guitar-slot,@ui_music_guitar_part_1,MP_MrHarrison_Guitar_Part1_Page1,AG_DEAR_MR_HARRISON_180,AG_MISTAKE,AG_DEAR_MR_HARRISON_180
MrHarrison_Guitar_Part1_Hard,instrument-guitar-slot,@ui_music_guitar_part_1,MP_MrHarrison_Guitar_Part1_Page1,AG_DEAR_MR_HARRISON_180,AG_MISTAKE,AG_DEAR_MR_HARRISON_180
MrHarrison_Guitar_Part2_Easy,instrument-guitar-slot,@ui_music_guitar_part_2,MP_MrHarrison_Guitar_Part2_Page1,AG_B_DEAR_MR_HARRISON_180,AG_MISTAKE,AG_B_DEAR_MR_HARRISON_180
MrHarrison_Guitar_Part2_Medium,instrument-guitar-slot,@ui_music_guitar_part_2,MP_MrHarrison_Guitar_Part2_Page1,AG_B_DEAR_MR_HARRISON_180,AG_MISTAKE,AG_B_DEAR_MR_HARRISON_180
