MountId,DisplayName,Description,MountType,RequiredAchievementId,IsEntitlement,Mesh,Material,MaskRColor,MaskROverride,MaskR,MaskGColor,MaskGOverride,MaskG,MaskBColor,MaskBOverride,MaskB,MaskASpecColor,MaskASpec,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,RDyeSlotDisabled,GDyeSlotDisabled,BDyeSlotDisabled,ADyeSlotDisabled,AudioPreloadSfx,AudioPreloadFoley,AudioPreloadFstp,IconPath,HiResIconPath,MTXIconPath,ConversionId,TooltipRelease,UnlockMethod,DisplayPriority,SortedOrder,RewardBoxRarity,SourceType
Mount_MTX_4_wolf_basic,@ui_mounts_MTX_4_wolf_name,@ui_mounts_wolf_description_4,DireWolf,,1,Objects/Characters/player/mounts/wolfSaddle/wolfSaddle.cdf,Objects/Characters/player/mounts/wolfSaddle/WolfMount_Pattern2a_matGroup.mtl,#d7d7d7,0.25,1,#FFFFFF,0.25,1,#bcbcbc,0.25,1,#FFFFFF,0.02,0.5,0,,,1,1,,1,MNT_Wolf,FLY_MNT_LeatherMetalLight,MNT_FTSP_Wolf,lyshineui/images/icons/items/mount/Mount_MTX_4_wolf_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_4_wolf_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_4_Wolf_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,2,14,,Store
Mount_MTX_4_lion_basic,@ui_mounts_MTX_4_lion_name,@ui_mounts_lion_description_4,Sabretooth,,1,objects/characters/player/mounts/LionMount/LionMount.cdf,objects/characters/player/mounts/LionMount/LionMount_pattern5a_matGroup.mtl,#d7d7d7,0.25,1,#FFFFFF,0.25,1,#bcbcbc,0.25,1,#FFFFFF,0.02,0.5,0,,,1,1,,1,MNT_BigCat,FLY_MNT_LeatherMetalLight,MNT_FTSP_BigCat,lyshineui/images/icons/items/mount/Mount_MTX_4_lion_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_4_lion_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_4_Lion_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,3,14,,Store
Mount_MTX_5_horse_basic,@ui_mounts_MTX_5_horse_name,@ui_mounts_horse_description_5,Horse,,1,objects/characters/player/mounts/horseSaddle/horse_saddle.cdf,objects/characters/player/mounts/horseSaddle/variantMaterials/mount_horse_patternMTX5_basic_matGroup.mtl,#000000,0,1,#000000,0,1,#000000,0,1,#000000,0.5,#000000,0.5,#000000,0.5,1,1,,1,MNT_Horse,FLY_MNT_LeatherMetalLight,MNT_FTSP_Horse,lyshineui/images/icons/items/mount/Mount_MTX_5_horse_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_5_horse_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_5_Horse_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,1,15,,Store
Mount_MTX_5_wolf_basic,@ui_mounts_MTX_5_wolf_name,@ui_mounts_wolf_description_5,DireWolf,,1,Objects/Characters/player/mounts/wolfSaddle/wolfSaddle.cdf,Objects/Characters/player/mounts/wolfSaddle/WolfMount_Pattern6a_matGroup.mtl,#000000,0,1,#000000,0,1,#000000,0,1,#000000,0.5,#000000,0.5,#000000,0.5,1,1,,1,MNT_Wolf,FLY_MNT_LeatherMetalLight,MNT_FTSP_Wolf,lyshineui/images/icons/items/mount/Mount_MTX_5_wolf_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_5_wolf_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_5_Wolf_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,2,15,,Store
Mount_MTX_5_lion_basic,@ui_mounts_MTX_5_lion_name,@ui_mounts_lion_description_5,Sabretooth,,1,objects/characters/player/mounts/LionMount/LionMount.cdf,objects/characters/player/mounts/LionMount/LionMount_pattern8a_matGroup.mtl,#000000,0,1,#000000,0,1,#000000,0,1,#000000,0.5,#000000,0.5,#000000,0.5,1,1,,1,MNT_BigCat,FLY_MNT_LeatherMetalLight,MNT_FTSP_BigCat,lyshineui/images/icons/items/mount/Mount_MTX_5_lion_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_5_lion_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_5_Lion_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,3,15,,Store
Mount_MTX_6_horse_basic,@ui_mounts_MTX_6_horse_name,@ui_mounts_horse_description_6,Horse,,1,objects/characters/player/mounts/horseSaddle/horse_saddle.cdf,Objects\Characters\player\mounts\horseSaddle\variantMaterials\Mount_Horse_patternMTX7_basic_matGroup.mtl,#FF0000,0,0.5,#0000ff,0,0.5,#0000ff,0,0.8,,,0,0,,,1,1,,1,MNT_Horse,FLY_MNT_LeatherMetalLight,MNT_FTSP_Horse,lyshineui/images/icons/items/mount/Mount_MTX_6_horse_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_6_horse_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_6_Horse_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,1,16,,Store
Mount_MTX_6_wolf_basic,@ui_mounts_MTX_6_wolf_name,@ui_mounts_wolf_description_6,DireWolf,,1,Objects/Characters/player/mounts/wolfSaddle/wolfSaddle.cdf,Objects/Characters/player/mounts/wolfSaddle/WolfMountFur_M_matGroup.mtl,#FF0000,0,0.5,#0000ff,0,0.5,#0000ff,0,0.8,,,0,0,,,1,1,,1,MNT_Wolf,FLY_MNT_LeatherMetalLight,MNT_FTSP_Wolf,lyshineui/images/icons/items/mount/Mount_MTX_6_wolf_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_6_wolf_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_6_Wolf_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,2,16,,Store
Mount_MTX_6_lion_basic,@ui_mounts_MTX_6_lion_name,@ui_mounts_lion_description_6,Sabretooth,,1,objects/characters/player/mounts/LionMount/LionMount.cdf,objects/characters/player/mounts/LionMount/LionMount_pattern9a_matGroup.mtl,#FF0000,0,0.5,#0000ff,0,0.5,#0000ff,0,0.8,,,0,0,,,1,1,,1,MNT_BigCat,FLY_MNT_LeatherMetalLight,MNT_FTSP_BigCat,lyshineui/images/icons/items/mount/Mount_MTX_6_lion_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_6_lion_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_6_Lion_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,3,16,,Store
Mount_MTX_7_horse_Ronin,@ui_mounts_MTX_7_horse_name,@ui_mounts_horse_description_7,Horse,,1,Objects/Characters/player/mounts/horseRonin/horseRonin.cdf,Objects/Characters/player/mounts/horseRonin/horseRonin_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_Horse,FLY_MNT_LeatherMetalHeavy,MNT_FTSP_Horse,lyshineui/images/icons/items/mount/Mount_MTX_7_horse_Ronin.png,lyshineui/images/icons/items_hires/Mount_MTX_7_horse_Ronin.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_Ronin_Horse.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,1,17,,Store
Mount_MTX_7_wolf_Ronin,@ui_mounts_MTX_7_wolf_name,@ui_mounts_wolf_description_7,DireWolf,,1,Objects/Characters/player/mounts/wolfRonin/wolfRonin.cdf,Objects/Characters/player/mounts/wolfRonin/wolfRonin_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_Wolf,FLY_MNT_LeatherMetalHeavy,MNT_FTSP_Wolf,lyshineui/images/icons/items/mount/Mount_MTX_7_wolf_Ronin.png,lyshineui/images/icons/items_hires/Mount_MTX_7_wolf_Ronin.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_Ronin_Wolf.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,2,17,,Store
Mount_MTX_7_lion_Ronin,@ui_mounts_MTX_7_lion_name,@ui_mounts_lion_description_7,Sabretooth,,1,Objects/Characters/player/mounts/lionRonin/lionRonin.cdf,Objects/Characters/player/mounts/lionRonin/lionRonin_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_BigCat,FLY_MNT_LeatherMetalHeavy,MNT_FTSP_BigCat,lyshineui/images/icons/items/mount/Mount_MTX_7_lion_Ronin.png,lyshineui/images/icons/items_hires/Mount_MTX_7_lion_Ronin.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_Ronin_Lion.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,3,17,,Store
Mount_MTX_8_horse_Reaper,@ui_mounts_MTX_8_horse_name,@ui_mounts_horse_description_8,Horse,,1,Objects/Characters/player/mounts/horseReaper/horseReaper.cdf,Objects/Characters/player/mounts/horseReaper/mnt_horseReaper_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_Horse,FLY_MNT_LeatherMetalHeavy,MNT_FTSP_Horse,lyshineui/images/icons/items/mount/Mount_MTX_8_horse_Reaper.png,lyshineui/images/icons/items_hires/Mount_MTX_8_horse_Reaper.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_GrimReaper_Horse.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,1,18,,Store
Mount_MTX_8_wolf_Reaper,@ui_mounts_MTX_8_wolf_name,@ui_mounts_wolf_description_8,DireWolf,,1,Objects/Characters/player/mounts/wolfReaper/mnt_wolfReaper.cdf,Objects/Characters/player/mounts/wolfReaper/mnt_wolfReaper_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_Wolf,FLY_MNT_LeatherMetalHeavy,MNT_FTSP_Wolf,lyshineui/images/icons/items/mount/Mount_MTX_8_wolf_Reaper.png,lyshineui/images/icons/items_hires/Mount_MTX_8_wolf_Reaper.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_GrimReaper_Wolf.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,2,18,,Store
Mount_MTX_8_lion_Reaper,@ui_mounts_MTX_8_lion_name,@ui_mounts_lion_description_8,Sabretooth,,1,Objects/Characters/player/mounts/lionReaper/mnt_lionReaper.cdf,Objects/Characters/player/mounts/lionReaper/mnt_lionReaper_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_BigCat,FLY_MNT_LeatherMetalHeavy,MNT_FTSP_BigCat,lyshineui/images/icons/items/mount/Mount_MTX_8_lion_Reaper.png,lyshineui/images/icons/items_hires/Mount_MTX_8_lion_Reaper.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_GrimReaper_Lion.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,3,18,,Store
Mount_MTX_2_bear_SilentDeath,@ui_mounts_MTX_2_bear_name,@ui_mounts_bear_description_2,Bear,,1,Objects/Characters/player/mounts/bearSilentDeath/bearSilentDeath.cdf,Objects/Characters/player/mounts/bearSilentDeath/mnt_bearSilentDeath_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_Bear,FLY_MNT_LeatherMetalLight,MNT_FTSP_Bear,lyshineui/images/icons/items/mount/Mount_MTX_2_bear_SilentDeath.png,lyshineui/images/icons/items_hires/Mount_MTX_2_bear_SilentDeath.png,LyShineUI/Images/mtx/mtx_product_images/Mount_Rectangle_SilentDeath_Bear.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_bear_message,4,19,,Store
Mount_MTX_7_bear_Ronin,@ui_mounts_MTX_7_bear_name,@ui_mounts_bear_description_7,Bear,,1,Objects/Characters/player/mounts/bearRonin/bearRonin.cdf,Objects/Characters/player/mounts/bearRonin/mnt_bearRonin_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_Bear,FLY_MNT_LeatherMetalLight,MNT_FTSP_Bear,lyshineui/images/icons/items/mount/Mount_MTX_7_bear_Ronin.png,lyshineui/images/icons/items_hires/Mount_MTX_7_bear_Ronin.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_Ronin_Bear.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_bear_message,4,19,,Store
Mount_MTX_8_bear_Reaper,@ui_mounts_MTX_8_bear_name,@ui_mounts_bear_description_8,Bear,,1,Objects/Characters/player/mounts/bearReaper/bearReaper.cdf,Objects/Characters/player/mounts/bearReaper/mnt_bearReaper_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_Bear,FLY_MNT_LeatherMetalLight,MNT_FTSP_Bear,lyshineui/images/icons/items/mount/Mount_MTX_8_bear_Reaper.png,lyshineui/images/icons/items_hires/Mount_MTX_8_bear_Reaper.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_Reaper_Bear.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_bear_message,4,19,,Store
Mount_MTX_5_bear_basic,@ui_mounts_MTX_5_bear_name,@ui_mounts_bear_description_5,Bear,,1,Objects/Characters/player/mounts/bearMount/bearmount.cdf,Objects/Characters/player/mounts/bearMount/bearMount_pattern3_matGroup.mtl,#000000,0,1,#000000,0,1,#000000,0,1,#000000,0.5,#000000,0.5,#000000,0.5,1,1,,1,MNT_Bear,FLY_MNT_LeatherMetalLight,MNT_FTSP_Bear,lyshineui/images/icons/items/mount/Mount_MTX_5_bear_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_5_bear_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_5_Bear_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_bear_message,4,19,,Store
Mount_MTX_6_bear_basic,@ui_mounts_MTX_6_bear_name,@ui_mounts_bear_description_6,Bear,,1,Objects/Characters/player/mounts/bearMount/bearmount.cdf,Objects/Characters/player/mounts/bearMount/bearMount_pattern4_matGroup.mtl,#FF0000,0,0.5,#0000ff,0,0.5,#0000ff,0,0.8,,,0,0,,,1,1,,1,MNT_Bear,FLY_MNT_LeatherMetalLight,MNT_FTSP_Bear,lyshineui/images/icons/items/mount/Mount_MTX_6_bear_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_6_bear_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_6_Bear_Basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_bear_message,4,19,,Store
Mount_MTX_7_bear_basic,@ui_mounts_MTX_3_bear_name,@ui_mounts_bear_description_3,Bear,,1,Objects/Characters/player/mounts/bearMount/bearmount.cdf,objects/characters/player/mounts/bearmount/bearmount_pattern1_matgroup.mtl,#FF0000,0,0.5,#0000ff,0,0.5,#0000ff,0,0.8,,,0,0,,,1,1,,1,MNT_Bear,FLY_MNT_LeatherMetalLight,MNT_FTSP_Bear,lyshineui/images/icons/items/mount/Mount_MTX_7_bear_basic.png,lyshineui/images/icons/items_hires/Mount_MTX_7_bear_basic.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_7_bear_basic.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_bear_message,4,19,,Store
Mount_MTX_1_bear_Preorder,@ui_mounts_MTX_1_bear_name,@ui_mounts_bear_description_1,Bear,,1,Objects/Characters/player/mounts/bearPreOrderDeluxe/bearPreOrderDeluxe.cdf,Objects/Characters/player/mounts/bearPreOrderDeluxe/bearPreOrderDeluxeArmor_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_Bear,FLY_MNT_LeatherMetalLight,MNT_FTSP_Bear,LyShineUI/Images/Icons/items/mount/Mount_MTX_1_bear_Preorder.png,LyShineUI/Images/Icons/Items_HiRes/Mount_MTX_1_bear_Preorder.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_1_Bear_Preorder.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_bear_message,4,19,,Preorder
Mount_MTX_10_wolf_Preorder,@ui_mounts_MTX_10_wolf_name,@ui_mounts_wolf_description_10,DireWolf,,1,Objects/Characters/player/mounts/wolfPreorder/wolfPreorder.cdf,Objects/Characters/player/mounts/wolfPreorder/wolfPreorder_matGroup.mtl,,,,,,,,,,,,,,,,,,,,MNT_Wolf,FLY_MNT_LeatherMetalLight,MNT_FTSP_Wolf,lyshineui/images/icons/items/mount/Mount_MTX_10_wolf_Preorder.png,lyshineui/images/icons/items_hires/Mount_MTX_10_wolf_Preorder.png,lyshineui/images/mtx/mtx_product_images/Mount_Rectangle_MTX_10_Wolf_Preorder.png,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_bear_message,2,21,,Preorder
Mount_Horse_1,@ui_mount_horse_name_2,@ui_mounts_horse_starter_description,Horse,AwardAchievement_Mount_Horse_1,0,objects/characters/player/mounts/horseSaddle/horse_saddle.cdf,Objects/Characters/player/mounts/horseSaddle/variantMaterials/Mount_Horse_pattern1_matGroup.mtl,,,,,,,,,,,,,,,,1,1,,1,MNT_Horse,FLY_MNT_LeatherMetalLight,MNT_FTSP_Horse,lyshineui/images/icons/items/mount/Mount_Horse_1.png,lyshineui/images/icons/items_hires/Mount_Horse_1.png,,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_quest_start_message,1,1,,Quest Reward
Mount_Horse_2,@Mount_Horse_PatternA4_Name,@Mount_Horse_PatternA4_description,Horse,AwardAchievement_Mount_Horse_2,0,objects/characters/player/mounts/horseSaddle/horse_saddle.cdf,Objects/Characters/player/mounts/horseSaddle/variantMaterials/Mount_Horse_pattern2_matGroup.mtl,,,,,,,,,,,,,,.,,1,1,,1,MNT_Horse,FLY_MNT_LeatherMetalLight,MNT_FTSP_Horse,lyshineui/images/icons/items/mount/Mount_Horse_2.png,lyshineui/images/icons/items_hires/Mount_Horse_2.png,,AwardAchievement_Mount_Horse_2,@ui_mounts_test_expansion_name,@ui_mounts_unlock_horse_message,1,2,,Vendor
Mount_Horse_9,@Mount_Horse_PatternA8_Name,@Mount_Horse_PatternA8_description,Horse,AwardAchievement_Mount_Horse_9,0,objects/characters/player/mounts/horseSaddle/horse_saddle.cdf,Objects/Characters/player/mounts/horseSaddle/variantMaterials/Mount_Horse_pattern9_matGroup.mtl,#aa9059,1,1,#aa9059,1,1,#b68d00,1,1,#aa9059,1,1,0.6,,,1,1,,1,MNT_Horse,FLY_MNT_LeatherMetalLight,MNT_FTSP_Horse,lyshineui/images/icons/items/mount/Mount_Horse_9.png,lyshineui/images/icons/items_hires/Mount_Horse_9.png,,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_mutator_message,1,9,,Mutator
Mount_Wolf_1,@Mount_Wolf_PatternA6_Name,@Mount_Wolf_PatternA6_description,DireWolf,AwardAchievement_Mount_Wolf_1,0,Objects/Characters/player/mounts/wolfSaddle/wolfSaddle.cdf,Objects/Characters/player/mounts/wolfSaddle/WolfMount_Pattern4a_matGroup.mtl,#c2beb8,1,1,#7d7263,1,1,#7f6a4b,0.5,1,,,,,,,1,1,,1,MNT_Wolf,FLY_MNT_LeatherMetalLight,MNT_FTSP_Wolf,lyshineui/images/icons/items/mount/Mount_Wolf_1.png,lyshineui/images/icons/items_hires/Mount_Wolf_1.png,,AwardAchievement_Mount_Wolf_1,@ui_mounts_test_expansion_name,@ui_mounts_unlock_wolf_message,2,1,,Vendor
Mount_Wolf_4,@Mount_Wolf_PatternA7_Name,@ui_mounts_wolf_starter_description,DireWolf,AwardAchievement_Mount_Wolf_4,0,Objects/Characters/player/mounts/wolfSaddle/wolfSaddle.cdf,Objects/Characters/player/mounts/wolfSaddle/WolfMount_Pattern1a_matGroup.mtl,#5e5445,0.8,1,#d2c3ab,0.5,1,#715463,0.8,1,,,,,,,1,1,,1,MNT_Wolf,FLY_MNT_LeatherMetalLight,MNT_FTSP_Wolf,lyshineui/images/icons/items/mount/Mount_Wolf_4.png,lyshineui/images/icons/items_hires/Mount_Wolf_4.png,,,@ui_mounts_test_expansion_name,@ui_mounts_unlock_quest_end_message,2,4,,Quest Reward
