SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,SecondarySpellProjectileLaunchAngles,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,ProjRaycastOrientation,BaseDamage,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
IceMagic_Spell_Shower4,IceMagic_Frostbite,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower,,,,
IceMagic_Spell_Shower5,IceMagic_Frostbite,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower,,,,
IceMagic_Spell_Shower1_Long,IceMagic_Frostbite,,,,,,,,,,true,true,,,true,true,IceMagic_IceShower,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower2_Long,IceMagic_Frostbite,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower3_Long,IceMagic_Frostbite,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower4_Long,IceMagic_Frostbite,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower5_Long,IceMagic_Frostbite,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower1_Long_Quick,,,,,,,,,,,true,true,,,true,true,IceMagic_IceShower,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower2_Long_Quick,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower3_Long_Quick,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower4_Long_Quick,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower5_Long_Quick,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower1_Long_Rend,,,,,,,,,,,true,true,,,true,true,IceMagic_IceShower,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower2_Long_Rend,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower3_Long_Rend,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower4_Long_Rend,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower5_Long_Rend,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower1_Long_Rend_DeadlyFrost,,,,,,,,,,,true,true,,,true,true,IceMagic_IceShower,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower2_Long_Rend_DeadlyFrost,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower3_Long_Rend_DeadlyFrost,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower4_Long_Rend_DeadlyFrost,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower5_Long_Rend_DeadlyFrost,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower1_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,IceMagic_IceShower,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,60,,,,,,,,,Items/Weapons/spell_aoe_shower,,,,
IceMagic_Spell_Shower2_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,35,,,,,,,,,Items/Weapons/spell_aoe_shower,,,,
IceMagic_Spell_Shower3_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower,,,,
IceMagic_Spell_Shower4_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower,,,,
IceMagic_Spell_Shower5_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower,,,,
IceMagic_Spell_Shower1_Long_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,IceMagic_IceShower,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower2_Long_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower3_Long_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower4_Long_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower5_Long_UltimateChill,"IceMagic_Frostbite,IceMagic_UltimateChill",,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,Enemy,Elemental,NoTargetSpawnFromRaycast,,,Box,Ice,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,,,
IceMagic_Spell_Shower1_Long_Quick_UltimateChill,,,,,,,,,,,true,true,,,true,true,IceMagic_IceShower,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower2_Long_Quick_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower3_Long_Quick_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower4_Long_Quick_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower5_Long_Quick_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower1_Long_Rend_UltimateChill,,,,,,,,,,,true,true,,,true,true,IceMagic_IceShower,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower2_Long_Rend_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower3_Long_Rend_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower4_Long_Rend_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower5_Long_Rend_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower1_Long_Rend_DeadlyFrost_UltimateChill,,,,,,,,,,,true,true,,,true,true,IceMagic_IceShower,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower2_Long_Rend_DeadlyFrost_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower3_Long_Rend_DeadlyFrost_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower4_Long_Rend_DeadlyFrost_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.25,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-35,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower5_Long_Rend_DeadlyFrost_UltimateChill,,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,3,0.5,0.5,,,,2.8,6,,,,0,,,,,,,,,,,All,Elemental,NoTargetSpawnFromRaycast,,,Box,,true,true,,,,,,,,,,,,,3,,,,-60,,,,,,,,,Items/Weapons/spell_aoe_shower_6sec,,IceMagic_Spell_Shower_Frostbite_Rend_DeadlyFrost_UltimateChill,,IceMagic_Spell_Shower_Quick
IceMagic_Spell_Shower_Frostbite,IceMagic_Frostbite,,,,,,,,,,true,true,,,true,true,Zero_Mana,false,-1,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,,,,,Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
