ID,WeaponID,PrefabPath,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,EquipType,SheathMode
15002,1hElementalGauntlet_IceT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15003,1hElementalGauntlet_IceT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15004,2hicegauntletAngryEarthT2,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15005,2hicegauntletAngryEarthT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15006,2hicegauntletAngryEarthT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15007,2hicegauntletAngryEarthT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15008,2hicegauntletCorruptedT2,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15009,2hicegauntletCorruptedT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15010,2hicegauntletCorruptedT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15011,2hicegauntletCorruptedT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15012,2hicegauntletLostT2,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15013,2hicegauntletLostT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15014,2hicegauntletLostT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15015,2hicegauntletLostT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15016,2hicegauntletAncientT2,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15017,2hicegauntletAncientT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15018,2hicegauntletAncientT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15019,2hicegauntletAncientT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15020,2hicegauntletFaeT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15021,2hicegauntletFaeT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15022,2hicegauntletFaeT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15023,2hicegauntletGlassT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15024,2hicegauntletGlassT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15025,2hicegauntletGlassT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15026,2hicegauntletElegantT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15027,2hicegauntletElegantT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15028,2hicegauntletElegantT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15029,2hicegauntletViciousT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15030,2hicegauntletViciousT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15031,2hicegauntletViciousT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15032,2hicegauntletVinespunT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15033,2hicegauntletVinespunT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15034,2hicegauntletVinespunT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15035,2hVoidicegauntletbentT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15036,2hVoidicegauntletbentT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15037,2hVoidicegauntletbentT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15038,2hicegauntletWaveborneT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15039,2hicegauntletWaveborneT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15040,2hicegauntletWaveborneT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15041,2hicegauntletImmolatedT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15042,2hicegauntletImmolatedT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15043,2hicegauntletImmolatedT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15044,2hicegauntletEtherealT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15045,2hicegauntletEtherealT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15046,2hicegauntletEtherealT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15047,2hicegauntletAbyssalT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15048,2hicegauntletAbyssalT4,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT4/wep_mag_gauntcore_1h_icegauntletT4.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett4/wep_mag_gaunt_1h_icegauntlett4_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15049,2hicegauntletAbyssalT5,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT5/wep_mag_gauntcore_1h_icegauntletT5.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett5/wep_mag_gaunt_1h_icegauntlett5_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15050,2hGauntletIce_MarauderT2,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT2/wep_mag_gauntcore_1h_icegauntletT2.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
15051,2hGauntletIce_MarauderT3,Items/Weapons/weapon_accessory,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.cdf,Objects/Weapons/magic/gauntletcore/1h/icegauntletT3/wep_mag_gauntcore_1h_icegauntletT3.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett3/wep_mag_gaunt_1h_icegauntlett3_matgroup.mtl,,,,,,,Gauntlet,ALWAYS_VISIBLE
