ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
FM_S_0566_objective,Mission,,,,,true,true,FM_S_0566_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0567_objective,Mission,,,,,true,true,FM_S_0567_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0561_objective,Mission,,,,,true,true,FM_C_0561_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0562_objective,Mission,,,,,true,true,FM_C_0562_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0563_objective,Mission,,,,,true,true,FM_C_0563_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0564_objective,Mission,,,,,true,true,FM_C_0564_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0565_objective,Mission,,,,,true,true,FM_C_0565_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0566_objective,Mission,,,,,true,true,FM_C_0566_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0567_objective,Mission,,,,,true,true,FM_C_0567_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_05_H_01_objective,Mission,,,,,true,true,FM_05_H_01_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_05_H_02_objective,Mission,,,,,true,true,FM_05_H_02_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_05_H_03_objective,Mission,,,,,true,true,FM_05_H_03_container,,5,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_05_EXP_01_objective,Mission,,,,,true,true,FM_05_EXP_01_container,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_05_EXP_02_objective,Mission,,,,,true,true,FM_05_EXP_02_container,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_05_EXP_03_objective,Mission,,,,,true,true,FM_05_EXP_03_container,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
