ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
98_S_0203_RankUp,FactionStory_Syndicate,,49,,,,,98_S_0203_d_00_Container_RankUp,,,FactionRank_S_0203_RankUp,,Syndicate,,98_S_0203_RankUp_success,,Syndicate 3,,,,,true,,false,@98_S_0203_RankUp_title,@98_S_0203_RankUp_description,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_S_02_necromanticchemistry,FactionStory_Syndicate,,49,,,,,98_S_02_d_00_Container_necromanticchemistry,1108_Alchemist,,syndicate_faction_quest_02,syndicate_faction_quest_01b,Syndicate,,98_S_02_necromanticchemistry_success,,SyndicateTokens 3 6000,,98_S_0304_RankUp,,,true,,true,@98_S_02_necromanticchemistry_title,@98_S_02_necromanticchemistry_description,@98_S_02_necromanticchemistry_start_prompt,@98_S_02_necromanticchemistry_proposal,@98_S_02_necromanticchemistry_incomplete,@complete_available_prompt_DEFAULT,@98_S_02_necromanticchemistry_complete,,,,,,,,,
98_S_0304_RankUp,FactionStory_Syndicate,,60,,,,,98_S_0304_d_00_Container_RankUp,,,FactionRank_S_0304_RankUp,,Syndicate,,98_S_0304_RankUp_success,,Syndicate 4,,,,,true,,false,@98_S_0304_RankUp_title,@98_S_0304_RankUp_description,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_S_03_lostnotlost,FactionStory_Syndicate,,60,,,,,98_S_03_d_00_Container_lostnotlost,0508_Alchemist,,syndicate_faction_quest_03,syndicate_faction_quest_02,Syndicate,,98_S_03_lostnotlost_success,,SyndicateTokens 4 12000,,,,,true,,true,@98_S_03_lostnotlost_title,@98_S_03_lostnotlost_description,@98_S_03_lostnotlost_start_prompt,@98_S_03_lostnotlost_proposal,@98_S_03_lostnotlost_incomplete,@complete_available_prompt_DEFAULT,@98_S_03_lostnotlost_complete,,,,,,,,,
9804_C_0001_RankUp,FactionStory_Covenant,,25,,,,,9804_C_0001_d_00_Container_RankUp,,,FactionRank_C_0001_RankUp,,Covenant,,98_C_0001_RankUp_success,,Covenant 1,,,,,true,,false,@98_C_0001_RankUp_title,@98_C_0001_RankUp_description,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
9806_C_0001_RankUp,FactionStory_Covenant,,25,,,,,9806_C_0001_d_00_Container_RankUp,,,FactionRank_C_0001_RankUp,S_factionhandoff,Covenant,,98_C_0001_RankUp_success,,Covenant 1,,,,,true,,false,@98_C_0001_RankUp_title,@98_C_0001_RankUp_description,@9806_C_0001_RankUp_start,@9806_C_0001_RankUp_proposal,@NPC_DefaultDialogue_1209_06a_Adjudicator,@complete_available_prompt_DEFAULT,,,,,,,,,,
9809_C_0001_RankUp,FactionStory_Covenant,,25,,,,,9809_C_0001_d_00_Container_RankUp,,,FactionRank_C_0001_RankUp,,Covenant,,98_C_0001_RankUp_success,,Covenant 1,,,,,true,,false,@98_C_0001_RankUp_title,@98_C_0001_RankUp_description,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
9812_C_0001_RankUp,FactionStory_Covenant,,25,,,,,9812_C_0001_d_00_Container_RankUp,,,FactionRank_C_0001_RankUp,S_factionhandoff,Covenant,,98_C_0001_RankUp_success,,Covenant 1,,,,,true,,false,@98_C_0001_RankUp_title,@98_C_0001_RankUp_description,@9812_C_0001_RankUp_start,@9812_C_0001_RankUp_proposal,@NPC_DefaultDialogue_1209_07_Adjudicator,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_C_01_theapostate,FactionStory_Covenant,,25,,,,,98_C_01_d_00_Container_theapostate,0209_Adjudicator,,covenant_faction_quest_01,S_factionhandoff,Covenant,20,98_C_01_theapostate_success,,CovenantTokens 1 1500,,98_C_0102_RankUp,,,true,,true,@98_C_01_theapostate_title,@98_C_01_theapostate_description,@98_C_01_theapostate_start_prompt,@98_C_01_theapostate_proposal,@98_C_01_theapostate_incomplete,@complete_available_prompt_DEFAULT,@98_C_01_theapostate_complete,,,,,,,,,
98_C_0102_RankUp,FactionStory_Covenant,,35,,,,,98_C_0102_d_00_Container_RankUp,,,FactionRank_C_0102_RankUp,S_factionhandoff,Covenant,,98_C_0102_RankUp_success,,Covenant 2,,,,,true,,false,@98_C_0102_RankUp_title,@98_C_0102_RankUp_description,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_C_01b_fenredemption,FactionStory_Covenant,,35,,,,,98_C_01b_d_00_Container_fenredemption,1309_Adjudicator,,covenant_faction_quest_01b,covenant_faction_quest_01,Covenant,,98_C_01b_fenredemption_success,,CovenantTokens 2 3000,,98_C_0203_RankUp,,,true,,true,@98_C_01b_fenredemption_title,@98_C_01b_fenredemption_description,@98_C_01b_fenredemption_start_prompt,@98_C_01b_fenredemption_proposal,@98_C_01b_fenredemption_incomplete,@complete_available_prompt_DEFAULT,@98_C_01b_fenredemption_complete,,,,,,,,,
98_C_0203_RankUp,FactionStory_Covenant,,49,,,,,98_C_0203_d_00_Container_RankUp,,,FactionRank_C_0203_RankUp,,Covenant,,98_C_0203_RankUp_success,,Covenant 3,,,,,true,,false,@98_C_0203_RankUp_title,@98_C_0203_RankUp_description,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_C_02_soulsalvation,FactionStory_Covenant,,49,,,,,98_C_02_d_00_Container_soulsalvation,0309_Adjudicator,,covenant_faction_quest_02,covenant_faction_quest_01b,Covenant,,98_C_02_soulsalvation_success,,CovenantTokens 3 6000,,98_C_0304_RankUp,,,true,,true,@98_C_02_soulsalvation_title,@98_C_02_soulsalvation_description,@98_C_02_soulsalvation_start_prompt,@98_C_02_soulsalvation_proposal,@98_C_02_soulsalvation_incomplete,@complete_available_prompt_DEFAULT,@98_C_02_soulsalvation_complete,,,,,,,,,
98_C_0304_RankUp,FactionStory_Covenant,,60,,,,,98_C_0304_d_00_Container_RankUp,,,FactionRank_C_0304_RankUp,,Covenant,,98_C_0304_RankUp_success,,Covenant 4,,,,,true,,false,@98_C_0304_RankUp_title,@98_C_0304_RankUp_description,,,,@complete_available_prompt_DEFAULT,,,,,,,,,,
98_C_03_thepathtodarkness,FactionStory_Covenant,,60,,,,,98_C_03_d_00_Container_thepathtodarkness,0709_Adjudicator,,covenant_faction_quest_03,covenant_faction_quest_02,Covenant,,98_C_03_thepathtodarkness_success,,CovenantTokens 4 12000,,,,,true,,true,@98_C_03_thepathtodarkness_title,@98_C_03_thepathtodarkness_description,@98_C_03_thepathtodarkness_start_prompt,@98_C_03_thepathtodarkness_proposal,@98_C_03_thepathtodarkness_incomplete,@complete_available_prompt_DEFAULT,@98_C_03_thepathtodarkness_complete,,,,,,,,,
0204_0104_BucaneersPlank_Quest,EpicEquipment,,,,,,,0204_0104_BucaneersPlank_Quest_container,,,WeaponQuest_Executioner_01,,,,0204_0104_BucaneersPlank_Quest_Success,,,,,,,,,false,@0204_0104_BucaneersPlank_Quest_objective_title,@0204_0104_BucaneersPlank_Quest_description,,,,,,,,,,,,,,
0204_0104_HangmansBinding_Quest,EpicEquipment,,,,,,,0204_0104_HangmansBinding_Quest_container,,,WeaponQuest_Executioner_02,,,,0204_0104_HangmansBinding_Quest_Success,,,,,,,,,false,@0204_0104_HangmansBinding_Quest_objective_title,@0204_0104_HangmansBinding_Quest_description,,,,,,,,,,,,,,
0204_0104_BladeBrute_Quest,EpicEquipment,,,,,,,0204_0104_BladeBrute_Quest_container,,,WeaponQuest_Executioner_03,,,,0204_0104_BladeBrute_Quest_Success,,,,,,,,,false,@0204_0104_BladeBrute_Quest_objective_title,@0204_0104_BladeBrute_Quest_description,,,,,,,,,,,,,,
0204_0104_InfernalCoagulant_Quest,EpicEquipment,,,,,,,0204_0104_InfernalCoagulant_Quest_container,,,WeaponQuest_Executioner_04,,,,0204_0104_InfernalCoagulant_Quest_Success,,,,,,,,,false,@0204_0104_InfernalCoagulant_Quest_objective_title,@0204_0104_InfernalCoagulant_Quest_description,,,,,,,,,,,,,,
FM_02_PVP_Spy_Marauder_objective,Mission,,,,true,true,false,FM_02_PVP_Spy_Marauder_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_02_PVP_Poach_Marauder_objective,Mission,,,,true,true,false,FM_02_PVP_Poach_Marauder_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_02_PVP_Control_Marauder_objective,Mission,,,,true,true,false,FM_02_PVP_Control_Marauder_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Syndicate_objective,Mission,,,,true,true,false,FM_02_PVP_Spy_Syndicate_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_02_PVP_Poach_Syndicate_objective,Mission,,,,true,true,false,FM_02_PVP_Poach_Syndicate_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_02_PVP_Control_Syndicate_objective,Mission,,,,true,true,false,FM_02_PVP_Control_Syndicate_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_02_PVP_Spy_Covenant_objective,Mission,,,,true,true,false,FM_02_PVP_Spy_Covenant_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_02_PVP_Poach_Covenant_objective,Mission,,,,true,true,false,FM_02_PVP_Poach_Covenant_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_02_PVP_Control_Covenant_objective,Mission,,,,true,true,false,FM_02_PVP_Control_Covenant_container,,2,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_0201_objective,Mission,,,,,true,true,FM_0201_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0202_objective,Mission,,,,,true,true,FM_0202_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0203_objective,Mission,,,,,true,true,FM_0203_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0204_objective,Mission,,,,,true,true,FM_0204_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0205_objective,Mission,,,,,true,true,FM_0205_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0206_objective,Mission,,,,,true,true,FM_0206_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0207_objective,Mission,,,,,true,true,FM_0207_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0208_objective,Mission,,,,,true,true,FM_0208_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0209_objective,Mission,,,,,true,true,FM_0209_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0210_objective,Mission,,,,,true,true,FM_0210_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0201_objective,Mission,,,,,true,true,FM_S_0201_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0202_objective,Mission,,,,,true,true,FM_S_0202_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0203_objective,Mission,,,,,true,true,FM_S_0203_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0204_objective,Mission,,,,,true,true,FM_S_0204_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0205_objective,Mission,,,,,true,true,FM_S_0205_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0206_objective,Mission,,,,,true,true,FM_S_0206_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0207_objective,Mission,,,,,true,true,FM_S_0207_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0208_objective,Mission,,,,,true,true,FM_S_0208_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0209_objective,Mission,,,,,true,true,FM_S_0209_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0210_objective,Mission,,,,,true,true,FM_S_0210_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0201_objective,Mission,,,,,true,true,FM_C_0201_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0202_objective,Mission,,,,,true,true,FM_C_0202_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0203_objective,Mission,,,,,true,true,FM_C_0203_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0204_objective,Mission,,,,,true,true,FM_C_0204_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0205_objective,Mission,,,,,true,true,FM_C_0205_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0206_objective,Mission,,,,,true,true,FM_C_0206_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0207_objective,Mission,,,,,true,true,FM_C_0207_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0208_objective,Mission,,,,,true,true,FM_C_0208_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0209_objective,Mission,,,,,true,true,FM_C_0209_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0210_objective,Mission,,,,,true,true,FM_C_0210_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0261_objective,Mission,,,,,true,true,FM_0261_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0262_objective,Mission,,,,,true,true,FM_0262_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0263_objective,Mission,,,,,true,true,FM_0263_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0264_objective,Mission,,,,,true,true,FM_0264_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0265_objective,Mission,,,,,true,true,FM_0265_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0266_objective,Mission,,,,,true,true,FM_0266_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0267_objective,Mission,,,,,true,true,FM_0267_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0268_objective,Mission,,,,,true,true,FM_0268_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0269_objective,Mission,,,,,true,true,FM_0269_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0270_objective,Mission,,,,,true,true,FM_0270_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0261_objective,Mission,,,,,true,true,FM_S_0261_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0262_objective,Mission,,,,,true,true,FM_S_0262_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0263_objective,Mission,,,,,true,true,FM_S_0263_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0264_objective,Mission,,,,,true,true,FM_S_0264_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0265_objective,Mission,,,,,true,true,FM_S_0265_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0266_objective,Mission,,,,,true,true,FM_S_0266_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0267_objective,Mission,,,,,true,true,FM_S_0267_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0268_objective,Mission,,,,,true,true,FM_S_0268_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0269_objective,Mission,,,,,true,true,FM_S_0269_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0270_objective,Mission,,,,,true,true,FM_S_0270_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0261_objective,Mission,,,,,true,true,FM_C_0261_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0262_objective,Mission,,,,,true,true,FM_C_0262_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0263_objective,Mission,,,,,true,true,FM_C_0263_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0264_objective,Mission,,,,,true,true,FM_C_0264_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0265_objective,Mission,,,,,true,true,FM_C_0265_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0266_objective,Mission,,,,,true,true,FM_C_0266_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0267_objective,Mission,,,,,true,true,FM_C_0267_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0268_objective,Mission,,,,,true,true,FM_C_0268_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0269_objective,Mission,,,,,true,true,FM_C_0269_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0270_objective,Mission,,,,,true,true,FM_C_0270_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_02_H_01_objective,Mission,,,,,true,true,FM_02_H_01_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_02_H_02_objective,Mission,,,,,true,true,FM_02_H_02_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_02_H_03_objective,Mission,,,,,true,true,FM_02_H_03_container,,2,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
