ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon ,NOTE
99B_MSQ_09_killumberto_destroyer,MainStoryQuest,,33,,,,,99B_MSQ_09_killumberto_container,99B_Galahad_p6,,99B_MSQ_09,99B_MSQ_08 && Archetype_Warmonger,,,99B_MSQ_09_killumberto_success_destroyer,,,,,,,,,false,@99B_MSQ_09_killumberto_objective_title,@99B_MSQ_09_killumberto_objective_desc,@99B_MSQ_09_killumberto_start_prompt,@99B_MSQ_09_killumberto_proposal_a,@99B_MSQ_09_killumberto_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_09_killumberto_complete_available_response_a,,,true,,,,,Brightwoodv2Arc2,,
99B_MSQ_09_killumberto_musketeer,MainStoryQuest,,33,,,,,99B_MSQ_09_killumberto_container,99B_Galahad_p6,,99B_MSQ_09,99B_MSQ_08 && Archetype_Musketeer,,,99B_MSQ_09_killumberto_success_musketeer,,,,,,,,,false,@99B_MSQ_09_killumberto_objective_title,@99B_MSQ_09_killumberto_objective_desc,@99B_MSQ_09_killumberto_start_prompt,@99B_MSQ_09_killumberto_proposal_a,@99B_MSQ_09_killumberto_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_09_killumberto_complete_available_response_a,,,true,,,,,Brightwoodv2Arc2,,
99B_MSQ_09_killumberto_mystic,MainStoryQuest,,33,,,,,99B_MSQ_09_killumberto_container,99B_Galahad_p6,,99B_MSQ_09,99B_MSQ_08 && Archetype_Theurgist,,,99B_MSQ_09_killumberto_success_mystic,,,,,,,,,false,@99B_MSQ_09_killumberto_objective_title,@99B_MSQ_09_killumberto_objective_desc,@99B_MSQ_09_killumberto_start_prompt,@99B_MSQ_09_killumberto_proposal_a,@99B_MSQ_09_killumberto_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_09_killumberto_complete_available_response_a,,,true,,,,,Brightwoodv2Arc2,,
99B_MSQ_09_killumberto_occultist,MainStoryQuest,,33,,,,,99B_MSQ_09_killumberto_container,99B_Galahad_p6,,99B_MSQ_09,99B_MSQ_08 && Archetype_Occultist,,,99B_MSQ_09_killumberto_success_occultist,,,,,,,,,false,@99B_MSQ_09_killumberto_objective_title,@99B_MSQ_09_killumberto_objective_desc,@99B_MSQ_09_killumberto_start_prompt,@99B_MSQ_09_killumberto_proposal_a,@99B_MSQ_09_killumberto_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_09_killumberto_complete_available_response_a,,,true,,,,,Brightwoodv2Arc2,,
99B_MSQ_09_killumberto_ranger,MainStoryQuest,,33,,,,,99B_MSQ_09_killumberto_container,99B_Galahad_p6,,99B_MSQ_09,99B_MSQ_08 && Archetype_Tracker,,,99B_MSQ_09_killumberto_success_ranger,,,,,,,,,false,@99B_MSQ_09_killumberto_objective_title,@99B_MSQ_09_killumberto_objective_desc,@99B_MSQ_09_killumberto_start_prompt,@99B_MSQ_09_killumberto_proposal_a,@99B_MSQ_09_killumberto_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_09_killumberto_complete_available_response_a,,,true,,,,,Brightwoodv2Arc2,,
99B_MSQ_09_killumberto_soldier,MainStoryQuest,,33,,,,,99B_MSQ_09_killumberto_container,99B_Galahad_p6,,99B_MSQ_09,99B_MSQ_08 && Archetype_Mercenary,,,99B_MSQ_09_killumberto_success_soldier,,,,,CRX_QuestReward_ArcTyp_BW_1hRshield,1,,,false,@99B_MSQ_09_killumberto_objective_title,@99B_MSQ_09_killumberto_objective_desc,@99B_MSQ_09_killumberto_start_prompt,@99B_MSQ_09_killumberto_proposal_a,@99B_MSQ_09_killumberto_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_09_killumberto_complete_available_response_a,,,true,,,,,Brightwoodv2Arc2,,
99B_MSQ_09_killumberto_swordsman,MainStoryQuest,,33,,,,,99B_MSQ_09_killumberto_container,99B_Galahad_p6,,99B_MSQ_09,99B_MSQ_08 && Archetype_Wanderer,,,99B_MSQ_09_killumberto_success_swordsman,,,,,,,,,false,@99B_MSQ_09_killumberto_objective_title,@99B_MSQ_09_killumberto_objective_desc,@99B_MSQ_09_killumberto_start_prompt,@99B_MSQ_09_killumberto_proposal_a,@99B_MSQ_09_killumberto_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_09_killumberto_complete_available_response_a,,,true,,,,,Brightwoodv2Arc2,,
99B_MSQ_10_cleansefort,MainStoryQuest,,34,,,,,99B_MSQ_10_cleansefort_container,99B_Yonas_p9,,99B_MSQ_10,99B_MSQ_09,,,99B_MSQ_10_cleansefort_success,,,,,QuestReward_MSQ2_2hFishingPole_Yonas,1,,,false,@99B_MSQ_10_cleansefort_objective_title,@99B_MSQ_10_cleansefort_objective_desc,@99B_MSQ_10_cleansefort_start_prompt,@99B_MSQ_10_cleansefort_proposal_a,@99B_MSQ_10_cleansefort_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_10_cleansefort_complete_available_response_a,,,true,,,,,Brightwoodv2Arc2,,Soul Trial
99B_MSQ_10_cleansefort_alt,MainStoryQuest,,34,,,,,99B_MSQ_10_cleansefort_container,99B_Yonas_p9,,99B_MSQ_10,99B_MSQ_09,,,99B_MSQ_10_cleansefort_alt_success,,,,,QuestReward_MSQ2_2hFishingPole_Yonas,1,,,false,@99B_MSQ_10_cleansefort_objective_title,@99B_MSQ_10_cleansefort_objective_desc,@99B_MSQ_10_cleansefort_start_prompt,@99B_MSQ_10_cleansefort_proposal_a,@99B_MSQ_10_cleansefort_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_10_cleansefort_complete_available_response_a,,,true,,,,,Brightwoodv2Arc2,,Soul Trial alt
99B_MSQ_11_weaversvector,MainStoryQuest,,34,,,,,99B_MSQ_11_weaversvector_container,99B_Galahad_p8,,99B_MSQ_11,99B_MSQ_10,,,99B_MSQ_11_weaversvector_success,,,,,ringbrightwoodt4,1,,,false,@99B_MSQ_11_weaversvector_objective_title,@99B_MSQ_11_weaversvector_objective_desc,@99B_MSQ_11_weaversvector_start_prompt,@99B_MSQ_11_weaversvector_proposal_a,@99B_MSQ_11_weaversvector_incomplete,@complete_available_prompt_DEFAULT,@99B_MSQ_11_weaversvector_complete_available_response_a,,,true,,,,,,,
