ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
1605_0201_immortalgems,Journey,,,,,,,1605_0201_d_00_container_immortalgems,1605_Akila_Menefir,,16_Quest_08,16_Quest_07,,,1605_0201_immortalgems_success,,,,,Runeglass_Case_Empty_Arcane,1,,true,@1605_0201_immortalgems_Title,@1605_0201_immortalgems_Description,@1605_0201_immortalgems_Start,@1605_0201_immortalgems_Proposal,@1605_0201_immortalgems_Incomplete,@complete_available_prompt_DEFAULT,@1605_0201_immortalgems_Complete,,,,,,,,BrimstoneSandsArc5,
1605_0301_awakenanubis,Journey,,,,,,,1605_0301_d_00_container_awakenanubis,1605_Akila_Menefir,,16_Quest_09,16_Quest_08,,,1605_0301_awakenanubis_success,,,,,1605_0301_2hWarhammer_T5,1,,true,@1605_0301_awakenanubis_Title,@1605_0301_awakenanubis_Description,@1605_0301_awakenanubis_Start,@1605_0301_awakenanubis_Proposal,@1605_0301_awakenanubis_Incomplete,@complete_available_prompt_DEFAULT,@1605_0301_awakenanubis_Complete,,,,,,,,BrimstoneSandsArc5,
1605_0401_insufficientfaith,Journey,,,,,,,1605_0401_d_00_container_insufficientfaith,1604_Charmion,,16_Quest_10,16_Quest_09,,,1605_0401_insufficientfaith_success,,,,,,,,true,@1605_0401_insufficientfaith_Title,@1605_0401_insufficientfaith_Description,@1605_0401_insufficientfaith_Start,@1605_0401_insufficientfaith_Proposal,@1605_0401_insufficientfaith_Incomplete,@complete_available_prompt_DEFAULT,@1605_0401_insufficientfaith_Complete,,,,,,,,,
1601_0101_cursedcenturies,Journey,,,,,,,1601_0101_d_00_container_cursedcenturies,1613_Alaina,,16_Quest_11,16_BSMSQ_09,,,1601_0101_cursedcenturies_success,,,,,,,,true,@1601_0101_cursedcenturies_Title,@1601_0101_cursedcenturies_Description,@1601_0101_cursedcenturies_Start,@1601_0101_cursedcenturies_Proposal,@1601_0101_cursedcenturies_Incomplete,@complete_available_prompt_DEFAULT,@1601_0101_cursedcenturies_Complete,,,,,,,,BrimstoneSandsArc4,
1613_0101_assaultlegion,Journey,,,,,,,1613_0101_d_00_container_assaultlegion,1613_Alaina,,16_Quest_12,16_Quest_11,,,1613_0101_assaultlegion_success,,,,,1613_0101_2hSpear_T5,1,,true,@1613_0101_assaultlegion_Title,@1613_0101_assaultlegion_Description,@1613_0101_assaultlegion_Start,@1613_0101_assaultlegion_Proposal,@1613_0101_assaultlegion_Incomplete,@complete_available_prompt_DEFAULT,@1613_0101_assaultlegion_Complete,,,,,,,,BrimstoneSandsArc4,
1613_0201_hydrasbreath,Journey,,,,,,,1613_0201_d_00_container_hydrasbreath,1613_Alaina,,16_Quest_13,16_Quest_12,,,1613_0201_hydrasbreath_success,,,,,GypsumOrb,3,,true,@1613_0201_hydrasbreath_Title,@1613_0201_hydrasbreath_Description,@1613_0201_hydrasbreath_Start,@1613_0201_hydrasbreath_Proposal,@1613_0201_hydrasbreath_Incomplete,@complete_available_prompt_DEFAULT,@1613_0201_hydrasbreath_Complete,,,,,,,,BrimstoneSandsArc4,
1613_0301_blazeofglory,Journey,,,,,,,1613_0301_d_00_container_blazeofglory,1613_Alaina,,16_Quest_14,16_Quest_13,,,1613_0301_blazeofglory_success,,,,,1613_0301_2hGreatAxe_T5,1,,true,@1613_0301_blazeofglory_Title,@1613_0301_blazeofglory_Description,@1613_0301_blazeofglory_Start,@1613_0301_blazeofglory_Proposal,@1613_0301_blazeofglory_Incomplete,@complete_available_prompt_DEFAULT,@1613_0301_blazeofglory_Complete,,,,,,,,BrimstoneSandsArc4,
1613_0401_lastcenturion,Journey,,,,,,,1613_0401_d_00_container_lastcenturion,1602_Crassus_Desert,,16_Quest_15,16_Quest_14 && 16_Quest_10,,,1613_0401_lastcenturion_success,,,,,GypsumOrb,3,,true,@1613_0401_lastcenturion_Title,@1613_0401_lastcenturion_Description,@1613_0401_lastcenturion_Start,@1613_0401_lastcenturion_Proposal,@1613_0401_lastcenturion_Incomplete,@complete_available_prompt_DEFAULT,@1613_0401_lastcenturion_Complete,,,,,,,,,
1613_0501_legendrestored,Journey,,,,,,,1613_0501_d_00_container_legendrestored,1613_Alaina,,16_Quest_16,16_Quest_15,,,1613_0501_legendrestored_success,,,,,,,,true,@1613_0501_legendrestored_Title,@1613_0501_legendrestored_Description,@1613_0501_legendrestored_Start,@1613_0501_legendrestored_Proposal,@1613_0501_legendrestored_Incomplete,@complete_available_prompt_DEFAULT,@1613_0501_legendrestored_Complete,,,,,,,,,
1604_0201_heronomore,Journey,,,,,,,1604_0201_d_00_container_heronomore,1602_Crassus_Scout,,16_Quest_17,16_Quest_10 && 16_Quest_16,,,1604_0201_heronomore_success,,,,,,,,true,@1604_0201_heronomore_Title,@1604_0201_heronomore_Description,@1604_0201_heronomore_Start,@1604_0201_heronomore_Proposal,@1604_0201_heronomore_Incomplete,@complete_available_prompt_DEFAULT,@1604_0201_heronomore_Complete,,,,,,,,BrimstoneSandsArc2,
1602_0101_ultimateintentions,Journey,,,,,,,1602_0101_d_00_container_ultimateintentions,1602_Crassus_Scout,,16_Quest_18,16_Quest_17,,,1602_0101_ultimateintentions_success,,,,,Runeglass_Gem_Carnelian_Heal,1,,true,@1602_0101_ultimateintentions_Title,@1602_0101_ultimateintentions_Description,@1602_0101_ultimateintentions_Start,@1602_0101_ultimateintentions_Proposal,@1602_0101_ultimateintentions_Incomplete,@complete_available_prompt_DEFAULT,@1602_0101_ultimateintentions_Complete,,,,,,,,BrimstoneSandsArc2,
1602_0201_strengthandweakness,Journey,,,,,,,1602_0201_d_00_container_strengthandweakness,1602_Crassus_Scout,,16_Quest_19,16_Quest_18,,,1602_0201_strengthandweakness_success,,,,,UmbralShardT1,1000,,true,@1602_0201_strengthandweakness_Title,@1602_0201_strengthandweakness_Description,@1602_0201_strengthandweakness_Start,@1602_0201_strengthandweakness_Proposal,@1602_0201_strengthandweakness_Incomplete,@complete_available_prompt_DEFAULT,@1602_0201_strengthandweakness_Complete,,,,,,,,BrimstoneSandsArc2,
1602_0301_tribunetime,Journey,,,,,,,1602_0301_d_00_container_tribunetime,1602_Crassus_Scout,,16_Quest_20,16_Quest_19,,,1602_0301_tribunetime_success,,,,,GypsumOrb,3,,true,@1602_0301_tribunetime_Title,@1602_0301_tribunetime_Description,@1602_0301_tribunetime_Start,@1602_0301_tribunetime_Proposal,@1602_0301_tribunetime_Incomplete,@complete_available_prompt_DEFAULT,@1602_0301_tribunetime_Complete,,,,,,,,BrimstoneSandsArc2,
1602_0401_headofsnake,Journey,,,,,,,1602_0401_d_00_container_headofsnake,1602_Crassus_Scout,,16_Quest_21,16_Quest_20,,,1602_0401_headofsnake_success,,,,,1602_0401_2hBow_T5,1,,true,@1602_0401_headofsnake_Title,@1602_0401_headofsnake_Description,@1602_0401_headofsnake_Start,@1602_0401_headofsnake_Proposal,@1602_0401_headofsnake_Incomplete,@complete_available_prompt_DEFAULT,@1602_0401_headofsnake_Complete,,,,,,,,BrimstoneSandsArc2,
1602_0501_gloriamundi,Journey,,,,,,,1602_0501_d_00_container_gloriamundi,1604_Charmion,,16_Quest_22,16_Quest_21,,,1602_0501_gloriamundi_success,,,,,,,,true,@1602_0501_gloriamundi_Title,@1602_0501_gloriamundi_Description,@1602_0501_gloriamundi_Start,@1602_0501_gloriamundi_Proposal,@1602_0501_gloriamundi_Incomplete,@complete_available_prompt_DEFAULT,@1602_0501_gloriamundi_Complete,,,,,,,,BrimstoneSandsArc2,
1602_0601_secretssands,Journey,,,,,,,1602_0601_d_00_container_secretssands,1605_Akila_Marcella,,16_Quest_23,16_Quest_22,,,1602_0601_secretssands_success,,,,,,,,true,@1602_0601_secretssands_Title,@1602_0601_secretssands_Description,@1602_0601_secretssands_Start,@1602_0601_secretssands_Proposal,@1602_0601_secretssands_Incomplete,@complete_available_prompt_DEFAULT,@1602_0601_secretssands_Complete,,,,,,,,BrimstoneSandsArc1,
1605_0501_miraclesmadness,Journey,,,,,,,1605_0501_d_00_container_miraclesmadness,1605_Akila_Marcella,,16_Quest_24,16_Quest_23,,,1605_0501_miraclesmadness_success,,,,,GypsumOrb,1,,true,@1605_0501_miraclesmadness_Title,@1605_0501_miraclesmadness_Description,@1605_0501_miraclesmadness_Start,@1605_0501_miraclesmadness_Proposal,@1605_0501_miraclesmadness_Incomplete,@complete_available_prompt_DEFAULT,@1605_0501_miraclesmadness_Complete,,,,,,,,BrimstoneSandsArc1,
1605_0601_hieratictruth,Journey,,,,,,,1605_0601_d_00_container_hieratictruth,1605_Akila_Marcella,,16_Quest_25,16_Quest_24,,,1605_0601_hieratictruth_success,,,,,UmbralShardT1,1000,,true,@1605_0601_hieratictruth_Title,@1605_0601_hieratictruth_Description,@1605_0601_hieratictruth_Start,@1605_0601_hieratictruth_Proposal,@1605_0601_hieratictruth_Incomplete,@complete_available_prompt_DEFAULT,@1605_0601_hieratictruth_Complete,,,,,,,,BrimstoneSandsArc1,
1605_0701_brokenkey,Journey,,,,,,,1605_0701_d_00_container_brokenkey,1605_Akila_Marcella,,16_Quest_26,16_Quest_25,,,1605_0701_brokenkey_success,,,,,1605_0701_2hStaffFire_T5,1,,true,@1605_0701_brokenkey_Title,@1605_0701_brokenkey_Description,@1605_0701_brokenkey_Start,@1605_0701_brokenkey_Proposal,@1605_0701_brokenkey_Incomplete,@complete_available_prompt_DEFAULT,@1605_0701_brokenkey_Complete,,,,,,,,BrimstoneSandsArc1,
1605_0801_timecircles,Journey,,,,,,,1605_0801_d_00_container_timecircles,1602_Crassus_Settlement,,16_Quest_27,16_Quest_26,,,1605_0801_timecircles_success,,,,,GypsumOrb,3,,true,@1605_0801_timecircles_Title,@1605_0801_timecircles_Description,@1605_0801_timecircles_Start,@1605_0801_timecircles_Proposal,@1605_0801_timecircles_Incomplete,@complete_available_prompt_DEFAULT,@1605_0801_timecircles_Complete,,,,,,,,BrimstoneSandsArc1,
1602_0701_mightymustfall,Journey,,,,,,,1602_0701_d_00_container_mightymustfall,1602_Crassus_Settlement,,16_Quest_28,16_Quest_27,,,1602_0701_mightymustfall_success,,,,,GypsumOrb,5,,true,@1602_0701_mightymustfall_Title,@1602_0701_mightymustfall_Description,@1602_0701_mightymustfall_Start,@1602_0701_mightymustfall_Proposal,@1602_0701_mightymustfall_Incomplete,@complete_available_prompt_DEFAULT,@1602_0701_mightymustfall_Complete,,,,,,,,,
1605_0901_finalseal,Journey,,,,,,,1605_0901_d_00_container_finalseal,1605_Akila_Corsica,,16_Quest_29,16_Quest_27,,,1605_0901_finalseal_success,,,,,GypsumOrb,5,,true,@1605_0901_finalseal_Title,@1605_0901_finalseal_Description,@1605_0901_finalseal_Start,@1605_0901_finalseal_Proposal,@1605_0901_finalseal_Incomplete,@complete_available_prompt_DEFAULT,@1605_0901_finalseal_Complete,,,,,,,,,
1625_0100_brimstoneundersiege,MainStoryQuest,,,,,,,1625_0100_d_00_container_brimstoneundersiege,1625_Ghazi_p1,,16_BSMSQ_01,16_BSMSQ_00 && 99_MSQ_54,,,1625_0100_brimstoneundersiege_success,,,,,BrimstoneFoodBasket,1,,false,@1625_0100_brimstoneundersiege_Title,@1625_0100_brimstoneundersiege_Description,@1625_0100_brimstoneundersiege_Start,@1625_0100_brimstoneundersiege_Proposal,@1625_0100_brimstoneundersiege_Incomplete,@complete_available_prompt_DEFAULT,@1625_0100_brimstoneundersiege_Complete,,,,,,,,,
1625_0101_thegreatarchitect,MainStoryQuest,,,,,,,1625_0101_d_00_container_thegreatarchitect,1625_Ghazi_p1,,16_BSMSQ_02,16_BSMSQ_01,,,1625_0101_thegreatarchitect_success,,,,,UmbralShardT1,1000,,false,@1625_0101_thegreatarchitect_Title,@1625_0101_thegreatarchitect_Description,@1625_0101_thegreatarchitect_Start,@1625_0101_thegreatarchitect_Proposal,@1625_0101_thegreatarchitect_Incomplete,@complete_available_prompt_DEFAULT,@1625_0101_thegreatarchitect_Complete,,,,,,,,,
1625_0102_preemptivestrike,MainStoryQuest,,,,,,,1625_0102_d_00_container_preemptivestrike,1625_Ghazi_p2,,16_BSMSQ_03,16_BSMSQ_02,,,1625_0102_preemptivestrike_success,,,,,1625_0102_1hLongsword_T5,1,,false,@1625_0102_preemptivestrike_Title,@1625_0102_preemptivestrike_Description,@1625_0102_preemptivestrike_Start,@1625_0102_preemptivestrike_Proposal,@1625_0102_preemptivestrike_Incomplete,@complete_available_prompt_DEFAULT,@1625_0102_preemptivestrike_Complete,,,,,,,,,
1625_0103_stirringinthesands,MainStoryQuest,,,,,,,1625_0103_d_00_container_stirringinthesands,1625_Ghazi_p3,,16_BSMSQ_04,16_BSMSQ_03,,,1625_0103_stirringinthesands_success,,,,,GypsumOrb,2,,false,@1625_0103_stirringinthesands_Title,@1625_0103_stirringinthesands_Description,@1625_0103_stirringinthesands_Start,@1625_0103_stirringinthesands_Proposal,@1625_0103_stirringinthesands_Incomplete,@complete_available_prompt_DEFAULT,@1625_0103_stirringinthesands_Complete,,,,,,,,,
1625_0201_ablossomingthreat,MainStoryQuest,,,,,,,1625_0201_d_00_container_ablossomingthreat,1625_Ghazi_p4,,16_BSMSQ_05,16_BSMSQ_04,,,1625_0201_ablossomingthreat_success,,,,,1625_0201_2hStaffLife_T5,1,,false,@1625_0201_ablossomingthreat_Title,@1625_0201_ablossomingthreat_Description,@1625_0201_ablossomingthreat_Start,@1625_0201_ablossomingthreat_Proposal,@1625_0201_ablossomingthreat_Incomplete,@complete_available_prompt_DEFAULT,@1625_0201_ablossomingthreat_Complete,,,,,,,,,
1625_0202_pastprologue,MainStoryQuest,,,,,,,1625_0202_d_00_container_pastprologue,1624_Imhotep_v1p3,,16_BSMSQ_06,16_BSMSQ_05,,,1625_0202_pastprologue_success,,,,,,,,false,@1625_0202_pastprologue_Title,@1625_0202_pastprologue_Description,@1625_0202_pastprologue_Start,@1625_0202_pastprologue_Proposal,@1625_0202_pastprologue_Incomplete,@complete_available_prompt_DEFAULT,@1625_0202_pastprologue_Complete,,,,,,,,,
1624_0301_wateringtheseed,MainStoryQuest,,,,,,,1624_0301_d_00_container_wateringtheseed,1624_Imhotep_v1p4,,16_BSMSQ_07,16_BSMSQ_06,,,1624_0301_wateringtheseed_success,,,,,WritofAdventure,5,,false,@1624_0301_wateringtheseed_Title,@1624_0301_wateringtheseed_Description,@1624_0301_wateringtheseed_Start,@1624_0301_wateringtheseed_Proposal,@1624_0301_wateringtheseed_Incomplete,@complete_available_prompt_DEFAULT,@1624_0301_wateringtheseed_Complete,,,,,,,,,
1624_0302_unravelingthemystery,MainStoryQuest,,,,,,,1624_0302_d_00_container_unravelingthemystery,1624_Imhotep_v2p1,,16_BSMSQ_08,16_BSMSQ_07,,,1624_0302_unravelingthemystery_success,,,,,1624_0302_2hSpear_T5,1,,false,@1624_0302_unravelingthemystery_Title,@1624_0302_unravelingthemystery_Description,@1624_0302_unravelingthemystery_Start,@1624_0302_unravelingthemystery_Proposal,@1624_0302_unravelingthemystery_Incomplete,@complete_available_prompt_DEFAULT,@1624_0302_unravelingthemystery_Complete,,,,,,,,,
1624_0303_accursedalchemy,MainStoryQuest,,,,,,,1624_0303_d_00_container_accursedalchemy,1624_Imhotep_v2p2,,16_BSMSQ_09,16_BSMSQ_08,,,1624_0303_accursedalchemy_success,,,,,TinctureAcidT5,10,,false,@1624_0303_accursedalchemy_Title,@1624_0303_accursedalchemy_Description,@1624_0303_accursedalchemy_Start,@1624_0303_accursedalchemy_Proposal,@1624_0303_accursedalchemy_Incomplete,@complete_available_prompt_DEFAULT,@1624_0303_accursedalchemy_Complete,,,,,,,,,
1624_0401_thedemonscauldron,MainStoryQuest,,,,,,,1624_0401_d_00_container_thedemonscauldron,1624_Imhotep_v2p2,,16_BSMSQ_10,16_BSMSQ_09,,,1624_0401_thedemonscauldron_success,,,,,GypsumOrb,1,,false,@1624_0401_thedemonscauldron_Title,@1624_0401_thedemonscauldron_Description,@1624_0401_thedemonscauldron_Start,@1624_0401_thedemonscauldron_Proposal,@1624_0401_thedemonscauldron_Incomplete,@complete_available_prompt_DEFAULT,@1624_0401_thedemonscauldron_Complete,,,,,,,,,
1624_0501_powerofthegods,MainStoryQuest,,,,,,,1624_0501_d_00_container_powerofthegods,1624_Imhotep_v2p2,,16_BSMSQ_11,16_BSMSQ_10,,,1624_0501_powerofthegods_success,,,,,1624_0501_1hGauntletVoid_T5,1,,false,@1624_0501_powerofthegods_Title,@1624_0501_powerofthegods_Description,@1624_0501_powerofthegods_Start,@1624_0501_powerofthegods_Proposal,@1624_0501_powerofthegods_Incomplete,@complete_available_prompt_DEFAULT,@1624_0501_powerofthegods_Complete,,,,,,,,,
1625_0502_scourgeaeonmadness,MainStoryQuest,,,,,,,1625_0502_d_00_container_scourgeaeonmadness,1625_Ghazi_p6,,16_BSMSQ_12,16_BSMSQ_11,,,1625_0502_scourgeaeonmadness_success,,,,,GlyphStone_Chaos,5,,false,@1625_0502_scourgeaeonmadness_Title,@1625_0502_scourgeaeonmadness_Description,@1625_0502_scourgeaeonmadness_Start,@1625_0502_scourgeaeonmadness_Proposal,@1625_0502_scourgeaeonmadness_Incomplete,@complete_available_prompt_DEFAULT,@1625_0502_scourgeaeonmadness_Complete,,,,,,,,,
1625_0601_eyeofhorus,MainStoryQuest,,,,,,,1625_0601_d_00_container_eyeofhorus,1678_EmptyChest,,16_BSMSQ_13,16_BSMSQ_12,,,1625_0601_eyeofhorus_success,,,,1625_0701_challengingpharaoh,GypsumOrb,1,,false,@1625_0601_eyeofhorus_Title,@1625_0601_eyeofhorus_Details,@1625_0601_eyeofhorus_Start,@1625_0601_eyeofhorus_Proposal,@1625_0601_eyeofhorus_Incomplete,@complete_available_prompt_DEFAULT,@1625_0601_eyeofhorus_Complete,,,true,,,,,,
1625_0701_challengingpharaoh,MainStoryQuest,,,,,,,1625_0701_d_00_container_challengingpharaoh,1624_Imhotep_v4p2,,16_BSMSQ_14,16_BSMSQ_13,,,1625_0701_challengingpharaoh_success,,,,,1625_0701_ImhotepsStaff_T5,1,,false,@1625_0701_challengingpharaoh_Title,@1625_0701_challengingpharaoh_Description,,,,@complete_available_prompt_DEFAULT,@1625_0701_challengingpharaoh_Complete,,,true,,,,,,
1624_0801_agodawakens,MainStoryQuest,,,,,,,1624_0801_d_00_container_agodawakens,1624_Imhotep_v4p3,,16_BSMSQ_15,16_BSMSQ_14,,,1624_0801_agodawakens_success,,,,,UmbralShardT1,5000,,false,@1624_0801_agodawakens_Title,@1624_0801_agodawakens_Description,@1624_0801_agodawakens_Start,@1624_0801_agodawakens_Proposal,@1624_0801_agodawakens_Incomplete,@complete_available_prompt_DEFAULT,@1624_0801_agodawakens_Complete,,,true,,,,,,
1624_1001_thewildhuntress,MainStoryQuest,,,,,,,1624_1001_d_00_container_thewildhuntress,1624_Imhotep_v4p3,,16_BSMSQ_19,16_BSMSQ_15,,,1624_1001_thewildhuntress_success,,,,,GypsumOrb,1,,false,@1624_1001_thewildhuntress_Title,@1624_1001_thewildhuntress_Description,@1624_1001_thewildhuntress_Start,@1624_1001_thewildhuntress_Proposal,@1624_1001_thewildhuntress_Incomplete,@complete_available_prompt_DEFAULT,@1624_1001_thewildhuntress_Complete,,,,,,,,,
1624_0901_secretindesert,Journey,,,,,,,1624_0901_d_00_container_secretindesert,1625_Ghazi_p6,,16_BSMSQ_16,16_BSMSQ_19 && 16_Quest_28 && 16_Quest_29 && 16_Quest_04,,,1624_0901_secretindesert_success,,,,,GypsumOrb,1,,false,@1624_0901_secretindesert_Title,@1624_0901_secretindesert_Description,@1624_0901_secretindesert_Start,@1624_0901_secretindesert_Proposal,@1624_0901_secretindesert_Incomplete,@complete_available_prompt_DEFAULT,@1624_0901_secretindesert_Complete,,,,,,,,,
1625_0902_queenrevealed,Journey,,,,,,,1625_0902_d_00_container_queenrevealed,1625_Ghazi_p6,,16_BSMSQ_17,16_BSMSQ_16,,,1625_0902_queenrevealed_success,,,,,,,,false,@1625_0902_queenrevealed_Title,@1625_0902_queenrevealed_Description,@1625_0902_queenrevealed_Start,@1625_0902_queenrevealed_Proposal,@1625_0902_queenrevealed_Incomplete,@complete_available_prompt_DEFAULT,@1625_0902_queenrevealed_Complete,,,,,,,,,
1625_0903_thecoronation,Journey,,,,,,,1625_0903_d_00_container_thecoronation,1625_Ghazi_p7,,16_BSMSQ_18,16_BSMSQ_17,,,1625_0903_thecoronation_success,,,,,GypsumOrb,5,,false,@1625_0903_thecoronation_Title,@1625_0903_thecoronation_Description,@1625_0903_thecoronation_Start,@1625_0903_thecoronation_Proposal,@1625_0903_thecoronation_Incomplete,@complete_available_prompt_DEFAULT,@1625_0903_thecoronation_Complete,,,,,,,,,
1624_1101_tremorsinthesand,Journey,,,,,,,1624_1101_d_00_container_tremorsinthesand,1624_Imhotep_v4p5,,16_Quest_31,16_BSMSQ_18,,,1624_1101_tremorsinthesand_success,,,,,UmbralShardT1,500,,false,@1624_1101_tremorsinthesand_Title,@1624_1101_tremorsinthesand_Description,@1624_1101_tremorsinthesand_Start,@1624_1101_tremorsinthesand_Proposal,@1624_1101_tremorsinthesand_Incomplete,@complete_available_prompt_DEFAULT,@1624_1101_tremorsinthesand_Complete,,,,,,,,,
