ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
02A_Side06_01_Bears,Journey,,,,,,,02A_Side06_01_Bears_container,0233a_Hunter,,02_Quest_26,99B_MSQ_05 || 99_MSQ_34,,,02A_Side06_01_Bears_success,,,,,,,,,true,@02A_Side06_01_Bears_title,@02A_Side06_01_Bears_description,@02A_Side06_01_Bears_start_prompt,@02A_Side06_01_Bears_proposal,@02A_Side06_01_Bears_incomplete,@complete_available_prompt_DEFAULT,@02A_Side06_01_Bears_complete,,,,,,,,,
02A_Side06_02_PapaBear,Journey,,,,,,,02A_Side06_02_PapaBear_container,0233a_Hunter,,02_Quest_27,02_Quest_26,,,02A_Side06_02_PapaBear_success,,,,,,,,,true,@02A_Side06_02_PapaBear_title,@02A_Side06_02_PapaBear_description,@02A_Side06_02_PapaBear_start_prompt,@02A_Side06_02_PapaBear_proposal,@02A_Side06_02_PapaBear_incomplete,@complete_available_prompt_DEFAULT,@02A_Side06_02_PapaBear_complete,,,,,,,,,
02A_Side07_01_Memories,Journey,,,,,,,02A_Side07_01_Memories_container,0234a_Mourner_2,,02_Quest_28,99_MSQ_20,,,02A_Side07_01_Memories_success,,,,,,,,,true,@02A_Side07_01_Memories_title,@02A_Side07_01_Memories_description,@02A_Side07_01_Memories_start_prompt,@02A_Side07_01_Memories_proposal,@02A_Side07_01_Memories_incomplete,@complete_available_prompt_DEFAULT,@02A_Side07_01_Memories_complete,,,,,,,,,
02A_Side07_02_Death,Journey,,28,,,,,02A_Side07_02_Death_container,0234a_Mourner_2,,02_Quest_30,02_Quest_28,,,02A_Side07_02_Death_success,,,,,,,,,true,@02A_Side07_02_Death_title,@02A_Side07_02_Death_description,@02A_Side07_02_Death_start_prompt,@02A_Side07_02_Death_proposal,@02A_Side07_02_Death_incomplete,@complete_available_prompt_DEFAULT,@02A_Side07_02_Death_complete,,,,,,,,,
02A_Side08_01_Treasures,Journey,,,,,,,02A_Side08_01_Treasures_container,0249a_Aethelwynn_2,,02A_SQ_01,99B_MSQ_01 || 99_MSQ_34,,,02A_Side08_01_Treasures_success,,,,,,,,,true,@02A_Side08_01_Treasures_title,@02A_Side08_01_Treasures_description,@02A_Side08_01_Treasures_start_prompt,@02A_Side08_01_Treasures_proposal,@02A_Side08_01_Treasures_incomplete,@complete_available_prompt_DEFAULT,@NPC_DefaultDialogue_0249a_02_Aethelwynn,,,,,,,,Brightwoodv2Arc3,
02A_Side08_02_LostReturned,Journey,,,,,,,02A_Side08_02_LostReturned_container,0249a_Aethelwynn_2a,,02A_SQ_02,02A_SQ_01,,,02A_Side08_02_LostReturned_success,,,,,,,,,true,@02A_Side08_02_LostReturned_title,@02A_Side08_02_LostReturned_description,@02A_Side08_02_LostReturned_start_prompt,@02A_Side08_02_LostReturned_proposal,@02A_Side08_02_LostReturned_incomplete,@complete_available_prompt_DEFAULT,@02A_Side08_02_LostReturned_complete,,,,,,,,Brightwoodv2Arc3,
02A_Side08_03_Music,Journey,,,,,,,02A_Side08_03_Music_container,0249a_Aethelwynn_3,,02A_SQ_03,02A_SQ_02,,,02A_Side08_03_Music_success,,,,,,,,,true,@02A_Side08_03_Music_title,@02A_Side08_03_Music_description,@02A_Side08_03_Music_start_prompt,@02A_Side08_03_Music_proposal,@02A_Side08_03_Music_incomplete,@complete_available_prompt_DEFAULT,@02A_Side08_03_Music_complete,,,,,,,,Brightwoodv2Arc3,
02A_Side08_04_Legacy,Journey,,,,,,,02A_Side08_04_Legacy_container,0249a_Aethelwynn_5,,02A_SQ_04,02A_SQ_03,,,02A_Side08_04_Legacy_success,,,,,,,,,true,@02A_Side08_04_Legacy_title,@02A_Side08_04_Legacy_description,@02A_Side08_04_Legacy_start_prompt,@02A_Side08_04_Legacy_proposal,@02A_Side08_04_Legacy_incomplete,@complete_available_prompt_DEFAULT,@02A_Side08_04_Legacy_complete,,,,,,,,Brightwoodv2Arc3,
02A_Side08_05_Reunion,Journey,,,,,,,02A_Side08_05_Reunion_container,0249a_Aethelwynn_6,,02A_SQ_05,02A_SQ_04,,,02A_Side08_05_Reunion_success,,,,,,,,,true,@02A_Side08_05_Reunion_title,@02A_Side08_05_Reunion_description,@02A_Side08_05_Reunion_start_prompt,@02A_Side08_05_Reunion_proposal,@02A_Side08_05_Reunion_incomplete,@complete_available_prompt_DEFAULT,@02A_Side08_05_Reunion_complete,,,,,,,,Brightwoodv2Arc3,
02A_Side08_06_Heart,Journey,,,,,,,02A_Side08_06_Heart_container,0249a_Aethelwynn_6,,02A_SQ_06,02A_SQ_05,,,02A_Side08_06_Heart_success,,,,,,,,,true,@02A_Side08_06_Heart_title,@02A_Side08_06_Heart_description,@02A_Side08_06_Heart_start_prompt,@02A_Side08_06_Heart_proposal,@02A_Side08_06_Heart_incomplete,@complete_available_prompt_DEFAULT,@02A_Side08_06_Heart_complete,,,,,,,,,
