ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ReleaseEventTags,ReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag
FM_S_1510_objective,Mission,,,,,true,true,FM_S_1510_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1501_objective,Mission,,,,,true,true,FM_C_1501_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1502_objective,Mission,,,,,true,true,FM_C_1502_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1503_objective,Mission,,,,,true,true,FM_C_1503_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1504_objective,Mission,,,,,true,true,FM_C_1504_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1505_objective,Mission,,,,,true,true,FM_C_1505_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1506_objective,Mission,,,,,true,true,FM_C_1506_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1507_objective,Mission,,,,,true,true,FM_C_1507_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1508_objective,Mission,,,,,true,true,FM_C_1508_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1509_objective,Mission,,,,,true,true,FM_C_1509_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1510_objective,Mission,,,,,true,true,FM_C_1510_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1561_objective,Mission,,,,,true,true,FM_1561_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1562_objective,Mission,,,,,true,true,FM_1562_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1563_objective,Mission,,,,,true,true,FM_1563_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1564_objective,Mission,,,,,true,true,FM_1564_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1565_objective,Mission,,,,,true,true,FM_1565_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1566_objective,Mission,,,,,true,true,FM_1566_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1567_objective,Mission,,,,,true,true,FM_1567_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1568_objective,Mission,,,,,true,true,FM_1568_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1569_objective,Mission,,,,,true,true,FM_1569_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_1570_objective,Mission,,,,,true,true,FM_1570_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1561_objective,Mission,,,,,true,true,FM_S_1561_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1562_objective,Mission,,,,,true,true,FM_S_1562_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1563_objective,Mission,,,,,true,true,FM_S_1563_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1564_objective,Mission,,,,,true,true,FM_S_1564_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1565_objective,Mission,,,,,true,true,FM_S_1565_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1566_objective,Mission,,,,,true,true,FM_S_1566_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1567_objective,Mission,,,,,true,true,FM_S_1567_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1568_objective,Mission,,,,,true,true,FM_S_1568_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1569_objective,Mission,,,,,true,true,FM_S_1569_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_S_1570_objective,Mission,,,,,true,true,FM_S_1570_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1561_objective,Mission,,,,,true,true,FM_C_1561_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1562_objective,Mission,,,,,true,true,FM_C_1562_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1563_objective,Mission,,,,,true,true,FM_C_1563_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1564_objective,Mission,,,,,true,true,FM_C_1564_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1565_objective,Mission,,,,,true,true,FM_C_1565_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1566_objective,Mission,,,,,true,true,FM_C_1566_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1567_objective,Mission,,,,,true,true,FM_C_1567_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1568_objective,Mission,,,,,true,true,FM_C_1568_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1569_objective,Mission,,,,,true,true,FM_C_1569_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_C_1570_objective,Mission,,,,,true,true,FM_C_1570_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_15_PVP_ControlSpot_Marauder_objective,Mission,,,,true,true,false,FM_15_PVP_ControlSpot_Marauder_container,,15,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FM_15_PVP_PoachArea_Marauder_objective,Mission,,,,true,true,false,FM_15_PVP_PoachArea_Marauder_container,,15,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FM_15_PVP_SpySpot_Marauder_objective,Mission,,,,true,true,false,FM_15_PVP_SpySpot_Marauder_container,,15,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FM_15_PVP_ControlSpot_Syndicate_objective,Mission,,,,true,true,false,FM_15_PVP_ControlSpot_Syndicate_container,,15,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FM_15_PVP_PoachArea_Syndicate_objective,Mission,,,,true,true,false,FM_15_PVP_PoachArea_Syndicate_container,,15,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FM_15_PVP_SpySpot_Syndicate_objective,Mission,,,,true,true,false,FM_15_PVP_SpySpot_Syndicate_container,,15,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FM_15_PVP_ControlSpot_Covenant_objective,Mission,,,,true,true,false,FM_15_PVP_ControlSpot_Covenant_container,,15,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FM_15_PVP_PoachArea_Covenant_objective,Mission,,,,true,true,false,FM_15_PVP_PoachArea_Covenant_container,,15,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FM_15_PVP_SpySpot_Covenant_objective,Mission,,,,true,true,false,FM_15_PVP_SpySpot_Covenant_container,,15,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FM_15_H_01_objective,Mission,,,,,true,true,FM_15_H_01_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_15_H_02_objective,Mission,,,,,true,true,FM_15_H_02_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_15_H_03_objective,Mission,,,,,true,true,FM_15_H_03_container,,15,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_15_EXP_01_objective,Mission,,,,,true,true,FM_15_EXP_01_container,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_15_EXP_02_objective,Mission,,,,,true,true,FM_15_EXP_02_container,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
FM_15_EXP_03_objective,Mission,,,,,true,true,FM_15_EXP_03_container,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
