ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
0333_0102_redasblood,Journey,,,,,,,0333_0102_d_00_container_redasblood,0333_Arcanist01,,03_Quest_27,03_Quest_26 && (99D_MSQ_02 || 99_MSQ_56),,,0333_0102_redasblood_success,,,,,,,,true,@0333_0102_redasblood_objective_title,@0333_0102_redasblood_objective_desc,@0333_0102_redasblood_start_prompt,@0333_0102_redasblood_proposal,@0333_0102_redasblood_incomplete,@complete_available_prompt_DEFAULT,@0333_0102_redasblood_complete_available_response,,,,,,,,,
0333_0103_blackasebony,Journey,,,,,,,0333_0103_d_00_container_blackasebony,0333_Arcanist01,,03_Quest_28,03_Quest_27 && (99D_MSQ_04 || 99_MSQ_56),,,0333_0103_blackasebony_success,,,,,,,,true,@0333_0103_blackasebony_objective_title,@0333_0103_blackasebony_objective_desc,@0333_0103_blackasebony_start_prompt,@0333_0103_blackasebony_proposal,@0333_0103_blackasebony_incomplete,@complete_available_prompt_DEFAULT,@0333_0103_blackasebony_complete_available_response,,,,,,,,,
0333_0104_anofferingforoffspring,Journey,,,,,,,0333_0104_d_00_container_anofferingforoffspring,0333_Arcanist01,,03_Quest_29,03_Quest_28,,,0333_0104_anofferingforoffspring_success,,,,,,,,true,@0333_0104_anofferingforoffspring_objective_title,@0333_0104_anofferingforoffspring_objective_desc,@0333_0104_anofferingforoffspring_start_prompt,@0333_0104_anofferingforoffspring_proposal,@0333_0104_anofferingforoffspring_incomplete,@complete_available_prompt_DEFAULT,@0333_0104_anofferingforoffspring_complete_available_response,,,,,,,,,
0334_0101_perfectpiroshkis,Journey,,,,,,,0334_0101_d_00_container_perfectpiroshkis,0334_Baker01,,03_Quest_30,99D_MSQ_04 || 99_MSQ_56,,,0334_0101_perfectpiroshkis_success,,,,,,,,true,@0334_0101_perfectpiroshkis_objective_title,@0334_0101_perfectpiroshkis_objective_desc,@0334_0101_perfectpiroshkis_start_prompt,@0334_0101_perfectpiroshkis_proposal,@0334_0101_perfectpiroshkis_incomplete,@complete_available_prompt_DEFAULT,@0334_0101_perfectpiroshkis_complete_available_response,,,,,,,,,
0334_0102_towarmthesoulwardens,Journey,,,,,,false,0334_0102_d_00_container_towarmthesoulwardens,99D_PedroCarrillo_B,,03_Quest_31,03_Quest_30 && (99D_MSQ_08 || 99_MSQ_56),,,0334_0102_towarmthesoulwardens_success,,,,,,,,true,@0334_0102_towarmthesoulwardens_objective_title,@0334_0102_towarmthesoulwardens_objective_desc,@0334_0102_towarmthesoulwardens_start_prompt,@0334_0102_towarmthesoulwardens_proposal,@0334_0102_towarmthesoulwardens_incomplete,@complete_available_prompt_DEFAULT,@0334_0102_towarmthesoulwardens_complete_available_response,,,,,,,,,
FM_03_PVP_SpySpot_Marauder_objective,Mission,,,,true,true,false,FM_03_PVP_SpySpot_Marauder_container,,3,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_03_PVP_PoachSpot_Marauder_objective,Mission,,,,true,true,false,FM_03_PVP_PoachSpot_Marauder_container,,3,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_03_PVP_ControlSpot_Marauder_objective,Mission,,,,true,true,false,FM_03_PVP_ControlSpot_Marauder_container,,3,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Syndicate_objective,Mission,,,,true,true,false,FM_03_PVP_SpySpot_Syndicate_container,,3,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_03_PVP_PoachSpot_Syndicate_objective,Mission,,,,true,true,false,FM_03_PVP_PoachSpot_Syndicate_container,,3,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_03_PVP_ControlSpot_Syndicate_objective,Mission,,,,true,true,false,FM_03_PVP_ControlSpot_Syndicate_container,,3,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_03_PVP_SpySpot_Covenant_objective,Mission,,,,true,true,false,FM_03_PVP_SpySpot_Covenant_container,,3,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_03_PVP_PoachSpot_Covenant_objective,Mission,,,,true,true,false,FM_03_PVP_PoachSpot_Covenant_container,,3,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_03_PVP_ControlSpot_Covenant_objective,Mission,,,,true,true,false,FM_03_PVP_ControlSpot_Covenant_container,,3,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_0301_objective,Mission,,,,,true,true,FM_0301_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0302_objective,Mission,,,,,true,true,FM_0302_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0303_objective,Mission,,,,,true,true,FM_0303_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0304_objective,Mission,,,,,true,true,FM_0304_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0305_objective,Mission,,,,,true,true,FM_0305_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0306_objective,Mission,,,,,true,true,FM_0306_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0307_objective,Mission,,,,,true,true,FM_0307_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0308_objective,Mission,,,,,true,true,FM_0308_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0309_objective,Mission,,,,,true,true,FM_0309_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0310_objective,Mission,,,,,true,true,FM_0310_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0301_objective,Mission,,,,,true,true,FM_S_0301_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0302_objective,Mission,,,,,true,true,FM_S_0302_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0303_objective,Mission,,,,,true,true,FM_S_0303_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0304_objective,Mission,,,,,true,true,FM_S_0304_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0305_objective,Mission,,,,,true,true,FM_S_0305_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0306_objective,Mission,,,,,true,true,FM_S_0306_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0307_objective,Mission,,,,,true,true,FM_S_0307_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0308_objective,Mission,,,,,true,true,FM_S_0308_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0309_objective,Mission,,,,,true,true,FM_S_0309_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0310_objective,Mission,,,,,true,true,FM_S_0310_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0301_objective,Mission,,,,,true,true,FM_C_0301_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0302_objective,Mission,,,,,true,true,FM_C_0302_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0303_objective,Mission,,,,,true,true,FM_C_0303_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0304_objective,Mission,,,,,true,true,FM_C_0304_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0305_objective,Mission,,,,,true,true,FM_C_0305_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0306_objective,Mission,,,,,true,true,FM_C_0306_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0307_objective,Mission,,,,,true,true,FM_C_0307_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0308_objective,Mission,,,,,true,true,FM_C_0308_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0309_objective,Mission,,,,,true,true,FM_C_0309_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0310_objective,Mission,,,,,true,true,FM_C_0310_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0361_objective,Mission,,,,,true,true,FM_0361_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0362_objective,Mission,,,,,true,true,FM_0362_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0363_objective,Mission,,,,,true,true,FM_0363_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0364_objective,Mission,,,,,true,true,FM_0364_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0365_objective,Mission,,,,,true,true,FM_0365_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0366_objective,Mission,,,,,true,true,FM_0366_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0367_objective,Mission,,,,,true,true,FM_0367_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0368_objective,Mission,,,,,true,true,FM_0368_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0369_objective,Mission,,,,,true,true,FM_0369_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0370_objective,Mission,,,,,true,true,FM_0370_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0361_objective,Mission,,,,,true,true,FM_S_0361_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0362_objective,Mission,,,,,true,true,FM_S_0362_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0363_objective,Mission,,,,,true,true,FM_S_0363_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0364_objective,Mission,,,,,true,true,FM_S_0364_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0365_objective,Mission,,,,,true,true,FM_S_0365_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0366_objective,Mission,,,,,true,true,FM_S_0366_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0367_objective,Mission,,,,,true,true,FM_S_0367_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0368_objective,Mission,,,,,true,true,FM_S_0368_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0369_objective,Mission,,,,,true,true,FM_S_0369_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0370_objective,Mission,,,,,true,true,FM_S_0370_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0361_objective,Mission,,,,,true,true,FM_C_0361_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0362_objective,Mission,,,,,true,true,FM_C_0362_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0363_objective,Mission,,,,,true,true,FM_C_0363_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0364_objective,Mission,,,,,true,true,FM_C_0364_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0365_objective,Mission,,,,,true,true,FM_C_0365_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0366_objective,Mission,,,,,true,true,FM_C_0366_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0367_objective,Mission,,,,,true,true,FM_C_0367_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0368_objective,Mission,,,,,true,true,FM_C_0368_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0369_objective,Mission,,,,,true,true,FM_C_0369_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0370_objective,Mission,,,,,true,true,FM_C_0370_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_03_H_01_objective,Mission,,,,,true,true,FM_03_H_01_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_03_H_02_objective,Mission,,,,,true,true,FM_03_H_02_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_03_H_03_objective,Mission,,,,,true,true,FM_03_H_03_container,,3,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
03_SQ_04_WulfstanGlyphs,Journey,,,,,true,true,03_SQ_04_WulfstanGlyphs_container,03_Kazu,,03_SQ_04,99D_MSQ_04 || 99_MSQ_56,,,03_SQ_04_WulfstanGlyphs_success,,,,,,,,true,@03_SQ_04_WulfstanGlyphs_objective_title,@03_SQ_04_WulfstanGlyphs_objective_desc,@03_SQ_04_WulfstanGlyphs_start,@03_SQ_04_WulfstanGlyphs_proposal,@03_SQ_04_WulfstanGlyphs_incomplete,@complete_available_prompt_DEFAULT,@03_SQ_04_WulfstanGlyphs_complete,,,,,,,,,
03_SQ_05_MokoshGlyphs,Journey,,,,,true,true,03_SQ_05_MokoshGlyphs_container,03_Kazu_1,,03_SQ_05,03_SQ_04,,,03_SQ_05_MokoshGlyphs_success,,,,,,,,true,@03_SQ_05_MokoshGlyphs_objective_title,@03_SQ_05_MokoshGlyphs_objective_desc,@03_SQ_05_MokoshGlyphs_start,@03_SQ_05_MokoshGlyphs_proposal,@03_SQ_05_MokoshGlyphs_incomplete,@complete_available_prompt_DEFAULT,@03_SQ_05_MokoshGlyphs_complete,,,,,,,,,
03_SQ_06_AscensionCurse,Journey,,,,,true,true,03_SQ_06_AscensionCurse_container,03_Simone,,03_SQ_06,99D_MSQ_06 || 99_MSQ_56,,,03_SQ_06_AscensionCurse_success,,,,,,,,true,@03_SQ_06_AscensionCurse_objective_title,@03_SQ_06_AscensionCurse_objective_desc,@03_SQ_06_AscensionCurse_start,@03_SQ_06_AscensionCurse_proposal,@03_SQ_06_AscensionCurse_incomplete,@complete_available_prompt_DEFAULT,@03_SQ_06_AscensionCurse_complete,,,,,,,,,
03_SQ_01_PassingGood,Journey,,42,,,,true,03_SQ_01_PassingGood_Container,03_Hotspur_B,,03_SQ_01,99C_MSQ_12 || 99_MSQ_56,,,03_SQ_01_PassingGood_success,,,,,,,,true,@03_SQ_01_PassingGood_Title,@03_SQ_01_PassingGood_Desc,@03_SQ_01_PassingGood_Start,@03_SQ_01_PassingGood_Proposal,@03_SQ_01_PassingGood_Incomplete,@complete_available_prompt_DEFAULT,@03_SQ_01_PassingGood_Complete,,,,,,,,,
03_SQ_02_ArmedPoints,Journey,,42,,,,true,03_SQ_02_ArmedPoints_Container,03_Hotspur_C,,03_SQ_02,03_SQ_01,,,03_SQ_02_ArmedPoints_success,,,,,,,,true,@03_SQ_02_ArmedPoints_Title,@03_SQ_02_ArmedPoints_Desc,@03_SQ_02_ArmedPoints_Start,@03_SQ_02_ArmedPoints_Proposal,@03_SQ_02_ArmedPoints_Incomplete,@complete_available_prompt_DEFAULT,@03_SQ_02_ArmedPoints_Complete,,,,,,,,,
03_SQ_03_BattleWounds,Journey,,46,,,,true,03_SQ_03_BattleWounds_Container,99D_ChangZhen_A,,03_SQ_03,99D_MSQ_05&&03_SQ_02,,,03_SQ_03_BattleWounds_success,,,,,,,,true,@03_SQ_03_BattleWounds_Title,@03_SQ_03_BattleWounds_Desc,@03_SQ_03_BattleWounds_Start,@03_SQ_03_BattleWounds_Proposal,@03_SQ_03_BattleWounds_Incomplete,@complete_available_prompt_DEFAULT,@03_SQ_03_BattleWounds_Complete,,,,,,,,,
