ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId
M_explorer_aquire_X_items_kill_X_enemies_POITag_territory,Mission,,,,,true,true,M_task_aquire_X_items_kill_X_enemies_POITag_territory_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,@objective_mission_title_explorer_kill_acquire_POI_territory,,,,,,,,,,,,,
M_community_goal_prototype,CommunityGoal,Easy,,,,,true,M_task_community_goal_prototype,,,,,,,,,,,,,1,true,@objective_mission_title_cg_proto,@objective_mission_desc_cg_proto,,,,,,,,,,,,
D_major_corrupted_portal,Darkness,,,,,,true,darkness_task_major_corrupted_portal_container,,,,,,,,,,,,,,,@objective_darkness_corrupted_portal_title,@objective_darkness_corrupted_portal_desc,,,,,,,,,,,,
S_getoffbeach,Journey,,,,,,true,task_getoffbeach_container,,,S_getoffbeach,,,,S_getoffbeach_success,,,,,,,false,@title_getoffbeach,@desc_getoffbeach,@prompt_DEFAULT,@proposal_getoffbeach,@incomplete_getoffbeach,@complete_available_prompt_DEFAULT,@complete_available_response_getoffbeach,,,,,,,
CM_merchant_transport_item,CommunityGoal,,,,,,false,CM_task_transport_item_container,,,,,,,Mission_Success_Merchant_T1,Mission_Failure_Merchant_T1,,,,,1,true,@objective_mission_title_merchant_courier,,,,,,,,,,,,,
CM_procurer_acquire_X_items,CommunityGoal,,,,,,true,CM_task_acquire_X_items_container,,,,,,,Mission_Success_Procurer_T1,Mission_Failure_Procurer_T1,,,,,1,true,@objective_mission_title_procurer_acquire,,,,,,,,,,,,,
CM_explorer_acquire_X_items_POITag,CommunityGoal,,,,,,true,CM_task_acquire_X_items_POITag_container,,,,,,,Mission_Success_Explorer_T1,Mission_Failure_Explorer_T1,,,,,1,true,@objective_mission_title_explorer_acquire_POI,,,,,,,,,,,,,
CM_explorer_acquire_X_items_POITag_territory,CommunityGoal,,,,,,true,CM_task_acquire_X_items_POITag_territory_container,,,,,,,Mission_Success_Explorer_T1,Mission_Failure_Explorer_T1,,,,,1,true,@objective_mission_title_explorer_acquire_POI_territory,,,,,,,,,,,,,
CM_explorer_acquire_X_items_territory,CommunityGoal,,,,,,true,CM_task_acquire_X_items_territory_container,,,,,,,Mission_Success_Explorer_T1,Mission_Failure_Explorer_T1,,,,,1,true,@objective_mission_title_explorer_acquire_territory,,,,,,,,,,,,,
CM_explorer_aquire_X_items_kill_X_enemies,CommunityGoal,,,,,,true,CM_task_aquire_X_items_kill_X_enemies_container,,,,,,,Mission_Success_Explorer_T1,Mission_Failure_Explorer_T1,,,,,1,true,@objective_mission_title_explorer_kill_acquire,,,,,,,,,,,,,
CM_explorer_aquire_X_items_kill_X_enemies_POITag,CommunityGoal,,,,,,true,CM_task_aquire_X_items_kill_X_enemies_POITag_container,,,,,,,Mission_Success_Explorer_T1,Mission_Failure_Explorer_T1,,,,,1,true,@objective_mission_title_explorer_kill_acquire_POI,,,,,,,,,,,,,
CM_explorer_aquire_X_items_kill_X_enemies_territory,CommunityGoal,,,,,,true,CM_task_aquire_X_items_kill_X_enemies_territory_container,,,,,,,Mission_Success_Explorer_T1,Mission_Failure_Explorer_T1,,,,,1,true,@objective_mission_title_explorer_kill_acquire_territory,,,,,,,,,,,,,
CM_explorer_aquire_X_items_kill_X_enemies_POITag_territory,CommunityGoal,,,,,,true,CM_task_aquire_X_items_kill_X_enemies_POITag_territory_container,,,,,,,Mission_Success_Explorer_T1,Mission_Failure_Explorer_T1,,,,,1,true,@objective_mission_title_explorer_kill_acquire_POI_territory,,,,,,,,,,,,,
CM_bounty_kill_X_enemies,CommunityGoal,,,,,,true,CM_task_kill_X_enemies_container,,,,,,,Mission_Success_Bounty_T1,Mission_Failure_Bounty_T1,,,,,1,true,@objective_mission_title_bounty_hunter_kill,,,,,,,,,,,,,
CM_procurer_craft_workorder_items,CommunityGoal,,,,,,true,CM_task_craft_workorder_items_container,,,,,,,Mission_Success_Procurer_T1,Mission_Failure_Procurer_T1,,,,,1,true,@objective_mission_task_craft_workorder_item,,,,,,,,,,,,,
M_killx_location,Mission,,,,,true,true,M_task_kill_X_enemies_container_location,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,@objective_mission_title_bounty_hunter_kill,,,,,,,,,,,,,
M_delivery,Mission,,,,,true,false,M_task_transport_item_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,@objective_mission_title_merchant_courier,,,,,,,,,,,,,
M_fetch_location,Mission,,,,,true,true,M_task_acquire_X_items_POITag_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,@objective_mission_title_explorer_acquire_POI,,,,,,,,,,,,,
M_killtoken_location,Mission,,,,,true,true,M_task_aquire_X_items_kill_X_enemies_POITag_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,@objective_mission_title_explorer_kill_acquire_POI,,,,,,,,,,,,,
M_killx_killtoken_location,Mission,,,,,true,true,M_killx_killtoken_location_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,@objective_mission_title_explorer_kill_acquire_POI,,,,,,,,,,,,,
M_fetch_killx_killtoken_location,Mission,,,,,true,true,M_fetch_killx_killtoken_location_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,@objective_mission_title_explorer_kill_acquire_POI,,,,,,,,,,,,,
M_killtoken,Mission,,,,,true,true,M_task_aquire_X_items_kill_X_enemies_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,@objective_mission_title_explorer_kill_acquire_POI,,,,,,,,,,,,,
PVP_killx,Mission,,,,true,,false,PVP_task_kill_X_enemies_container_location,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_bounty_hunter_kill,,,,,,,,,,,,,
PVP_killx_location,Mission,,,,true,,false,PVP_task_kill_X_enemies_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_bounty_hunter_kill,,,,,,,,,,,,,
PVP_delivery,Mission,,,,true,,false,PVP_task_transport_item_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_merchant_courier,,,,,,,,,,,,,
PVP_fetch,Mission,,,,true,,false,PVP_task_acquire_X_items_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_procurer_acquire,,,,,,,,,,,,,
PVP_fetch_location,Mission,,,,true,,false,PVP_task_acquire_X_items_POITag_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_explorer_acquire_POI,,,,,,,,,,,,,
PVP_explorer_acquire_X_items_POITag_territory,Mission,,,,true,,false,PVP_task_acquire_X_items_POITag_territory_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_explorer_acquire_POI_territory,,,,,,,,,,,,,
PVP_explorer_acquire_X_items_territory,Mission,,,,true,,false,PVP_task_acquire_X_items_territory_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_explorer_acquire_territory,,,,,,,,,,,,,
PVP_explorer_aquire_X_items_kill_X_enemies,Mission,,,,true,,false,PVP_task_aquire_X_items_kill_X_enemies_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_explorer_kill_acquire,,,,,,,,,,,,,
PVP_explorer_aquire_X_items_kill_X_enemies_POITag,Mission,,,,true,,false,PVP_task_aquire_X_items_kill_X_enemies_POITag_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_explorer_kill_acquire_POI,,,,,,,,,,,,,
PVP_explorer_aquire_X_items_kill_X_enemies_territory,Mission,,,,true,,false,PVP_task_aquire_X_items_kill_X_enemies_territory_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_explorer_kill_acquire_territory,,,,,,,,,,,,,
PVP_explorer_aquire_X_items_kill_X_enemies_POITag_territory,Mission,,,,true,,false,PVP_task_aquire_X_items_kill_X_enemies_POITag_territory_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_title_explorer_kill_acquire_POI_territory,,,,,,,,,,,,,
PVP_patrol_mission,Mission,,,,true,,false,PVP_task_patrol_container,,,,,,,PVPMission_Success_R1_Sm,PVPMission_Failure,,,,,1,true,@objective_mission_task_patrol_windsward,,,,,,,,,,,,,
FM_killx_location,Mission,,,,,true,true,FM_task_kill_X_enemies_container_location,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_loot_location,Mission,,,,,true,true,FM_task_acquire_X_items_POITag_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_huntx_location,Mission,,,,,true,true,FM_task_hunt_X_enemies_for_items_location_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_huntx_anywhere,Mission,,,,,true,true,FM_task_hunt_X_enemies_for_items_anywhere_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_huntx_lootdrop_location,Mission,,,,,true,true,FM_task_hunt_X_enemies_for_lootdrop_location_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_PVP_kill_for_item_anywhere,Mission,,,,true,true,true,FM_task_PVP_kill_and_acquire_X_items_anywhere_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_PVP_Loot_location,Mission,,,,true,true,false,FM_task_PVP_loot_chests_at_POI_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_PVP_Control_Point,Mission,,,,true,true,false,FM_task_PVP_control_point_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_PVP_Control_Point_S,Mission,,,,true,true,false,FM_task_PVP_control_point_container_S,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_PVP_Control_Point_C,Mission,,,,true,true,false,FM_task_PVP_control_point_container_C,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_PVP_retrieve_items_location,Mission,,,,true,true,false,FM_task_PVP_acquire_items_at_POI_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_sword,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_sword_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_rapier,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_rapier_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_hatchet,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_hatchet_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_greataxe,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_greataxe_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_warhammer,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_warhammer_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_spear,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_spear_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_bow,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_bow_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_musket,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_musket_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_firestaff,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_firestaff_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_lifestaff,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_lifestaff_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_killx_with_weapon_icegauntlet,Mission,,,,,true,true,FM_task_kill_x_enemies_with_weapon_icegauntlet_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_corruption_breach,Mission,,,,,true,true,FM_task_corruption_breach_container,,,,,,,FactionMission_Success_R1_Sm,FactionMission_Failure,,,,,1,true,,,,,,,,,,,,,,
FM_npcrescue_generic_01,Mission,,,,,true,true,FM_task_rescuenpc_container,,,,,,,Mission_Success_Explorer_T1,Mission_Failure_Explorer_T1,,,,,1,true,@objective_mission_rescue_npc_generic,,,,,,,,,,,,,
Objective_Artifact_Set1_HeavyHead,Artifact,,,,,,,Task_Container_Artifact_Set1_HeavyHead,,,Achievement_Objective_Artifact_Set1_HeavyHead,,,,,,,,,,,true,@Objective_Artifact_Set1_HeavyHead,,,,,,,,,,,,,
Objective_Artifact_Set1_HeavyChest,Artifact,,,,,,,Task_Container_Artifact_Set1_HeavyChest,,,Achievement_Objective_Artifact_Set1_HeavyChest,,,,,,,,,,,true,@Objective_Artifact_Set1_HeavyChest,,,,,,,,,,,,,
Objective_Artifact_Set1_HeavyHands,Artifact,,,,,,,Task_Container_Artifact_Set1_HeavyHands,,,Achievement_Objective_Artifact_Set1_HeavyHands,,,,,,,,,,,true,@Objective_Artifact_Set1_HeavyHands,,,,,,,,,,,,,
Objective_Artifact_Set1_HeavyLegs,Artifact,,,,,,,Task_Container_Artifact_Set1_HeavyLegs,,,Achievement_Objective_Artifact_Set1_HeavyLegs,,,,,,,,,,,true,@Objective_Artifact_Set1_HeavyLegs,,,,,,,,,,,,,
Objective_Artifact_Set1_HeavyFeet,Artifact,,,,,,,Task_Container_Artifact_Set1_HeavyFeet,,,Achievement_Objective_Artifact_Set1_HeavyFeet,,,,,,,,,,,true,@Objective_Artifact_Set1_HeavyFeet,,,,,,,,,,,,,
Objective_Artifact_Set1_MediumHead,Artifact,,,,,,,Task_Container_Artifact_Set1_MediumHead,,,Achievement_Objective_Artifact_Set1_MediumHead,,,,,,,,,,,true,@Objective_Artifact_Set1_MediumHead,,,,,,,,,,,,,
Objective_Artifact_Set1_MediumChest,Artifact,,,,,,,Task_Container_Artifact_Set1_MediumChest,,,Achievement_Objective_Artifact_Set1_MediumChest,,,,,,,,,,,true,@Objective_Artifact_Set1_MediumChest,,,,,,,,,,,,,
Objective_Artifact_Set1_MediumHands,Artifact,,,,,,,Task_Container_Artifact_Set1_MediumHands,,,Achievement_Objective_Artifact_Set1_MediumHands,,,,,,,,,,,true,@Objective_Artifact_Set1_MediumHands,,,,,,,,,,,,,
Objective_Artifact_Set1_MediumLegs,Artifact,,,,,,,Task_Container_Artifact_Set1_MediumLegs,,,Achievement_Objective_Artifact_Set1_MediumLegs,,,,,,,,,,,true,@Objective_Artifact_Set1_MediumLegs,,,,,,,,,,,,,
Objective_Artifact_Set1_MediumFeet,Artifact,,,,,,,Task_Container_Artifact_Set1_MediumFeet,,,Achievement_Objective_Artifact_Set1_MediumFeet,,,,,,,,,,,true,@Objective_Artifact_Set1_MediumFeet,,,,,,,,,,,,,
Objective_Artifact_Set1_LightHead,Artifact,,,,,,,Task_Container_Artifact_Set1_LightHead,,,Achievement_Objective_Artifact_Set1_LightHead,,,,,,,,,,,true,@Objective_Artifact_Set1_LightHead,,,,,,,,,,,,,
Objective_Artifact_Set1_LightChest,Artifact,,,,,,,Task_Container_Artifact_Set1_LightChest,,,Achievement_Objective_Artifact_Set1_LightChest,,,,,,,,,,,true,@Objective_Artifact_Set1_LightChest,,,,,,,,,,,,,
Objective_Artifact_Set1_LightHands,Artifact,,,,,,,Task_Container_Artifact_Set1_LightHands,,,Achievement_Objective_Artifact_Set1_LightHands,,,,,,,,,,,true,@Objective_Artifact_Set1_LightHands,,,,,,,,,,,,,
Objective_Artifact_Set1_LightLegs,Artifact,,,,,,,Task_Container_Artifact_Set1_LightLegs,,,Achievement_Objective_Artifact_Set1_LightLegs,,,,,,,,,,,true,@Objective_Artifact_Set1_LightLegs,,,,,,,,,,,,,
Objective_Artifact_Set1_LightFeet,Artifact,,,,,,,Task_Container_Artifact_Set1_LightFeet,,,Achievement_Objective_Artifact_Set1_LightFeet,,,,,,,,,,,true,@Objective_Artifact_Set1_LightFeet,,,,,,,,,,,,,
Objective_Artifact_Set1_1hLongsword,Artifact,,,,,,,Task_Container_Artifact_Set1_1hLongsword,,,Achievement_Objective_Artifact_Set1_1hLongsword,,,,,,,,,,,true,@Objective_Artifact_Set1_1hLongsword,,,,,,,,,,,,,
Objective_Artifact_Set1_1hThrowingAxe,Artifact,,,,,,,Task_Container_Artifact_Set1_1hThrowingAxe,,,Achievement_Objective_Artifact_Set1_1hThrowingAxe,,,,,,,,,,,true,@Objective_Artifact_Set1_1hThrowingAxe,,,,,,,,,,,,,
Objective_Artifact_Set1_2hWarhammer,Artifact,,,,,,,Task_Container_Artifact_Set1_2hWarhammer,,,Achievement_Objective_Artifact_Set1_2hWarhammer,,,,,,,,,,,true,@Objective_Artifact_Set1_2hWarhammer,,,,,,,,,,,,,
Objective_Artifact_Set1_2hGreatAxe,Artifact,,,,,,,Task_Container_Artifact_Set1_2hGreatAxe,,,Achievement_Objective_Artifact_Set1_2hGreatAxe,,,,,,,,,,,true,@Objective_Artifact_Set1_2hGreatAxe,,,,,,,,,,,,,
Objective_Artifact_Set1_2hBow,Artifact,,,,,,,Task_Container_Artifact_Set1_2hBow,,,Achievement_Objective_Artifact_Set1_2hBow,,,,,,,,,,,true,@Objective_Artifact_Set1_2hBow,,,,,,,,,,,,,
Objective_Artifact_Set1_2hMusket,Artifact,,,,,,,Task_Container_Artifact_Set1_2hMusket,,,Achievement_Objective_Artifact_Set1_2hMusket,,,,,,,,,,,true,@Objective_Artifact_Set1_2hMusket,,,,,,,,,,,,,
Objective_Artifact_Set1_1hRoundShield,Artifact,,,,,,,Task_Container_Artifact_Set1_1hRoundShield,,,Achievement_Objective_Artifact_Set1_1hRoundShield,,,,,,,,,,,true,@Objective_Artifact_Set1_1hRoundShield,,,,,,,,,,,,,
Objective_Artifact_Set1_1hKiteShield,Artifact,,,,,,,Task_Container_Artifact_Set1_1hKiteShield,,,Achievement_Objective_Artifact_Set1_1hKiteShield,,,,,,,,,,,true,@Objective_Artifact_Set1_1hKiteShield,,,,,,,,,,,,,
Objective_Artifact_Set1_1hTowerShield,Artifact,,,,,,,Task_Container_Artifact_Set1_1hTowerShield,,,Achievement_Objective_Artifact_Set1_1hTowerShield,,,,,,,,,,,true,@Objective_Artifact_Set1_1hTowerShield,,,,,,,,,,,,,
Objective_Artifact_Set1_2hStaffFire,Artifact,,,,,,,Task_Container_Artifact_Set1_2hStaffFire,,,Achievement_Objective_Artifact_Set1_2hStaffFire,,,,,,,,,,,true,@Objective_Artifact_Set1_2hStaffFire,,,,,,,,,,,,,
Objective_Artifact_Set1_2hStaffLife,Artifact,,,,,,,Task_Container_Artifact_Set1_2hStaffLife,,,Achievement_Objective_Artifact_Set1_2hStaffLife,,,,,,,,,,,true,@Objective_Artifact_Set1_2hStaffLife,,,,,,,,,,,,,
Objective_Artifact_Set1_2hSpear,Artifact,,,,,,,Task_Container_Artifact_Set1_2hSpear,,,Achievement_Objective_Artifact_Set1_2hSpear,,,,,,,,,,,true,@Objective_Artifact_Set1_2hSpear,,,,,,,,,,,,,
Objective_Artifact_Set1_1hRapier,Artifact,,,,,,,Task_Container_Artifact_Set1_1hRapier,,,Achievement_Objective_Artifact_Set1_1hRapier,,,,,,,,,,,true,@Objective_Artifact_Set1_1hRapier,,,,,,,,,,,,,
Objective_Artifact_Set1_1hGauntletIce,Artifact,,,,,,,Task_Container_Artifact_Set1_1hGauntletIce,,,Achievement_Objective_Artifact_Set1_1hGauntletIce,,,,,,,,,,,true,@Objective_Artifact_Set1_1hGauntletIce,,,,,,,,,,,,,
Objective_Artifact_Set1_1hGauntletVoid,Artifact,,,,,,,Task_Container_Artifact_Set1_1hGauntletVoid,,,Achievement_Objective_Artifact_Set1_1hGauntletVoid,,,,,,,,,,,true,@Objective_Artifact_Set1_1hGauntletVoid,,,,,,,,,,,,,
Objective_Artifact_Set1_2hBlunderbuss,Artifact,,,,,,,Task_Container_Artifact_Set1_2hBlunderbuss,,,Achievement_Objective_Artifact_Set1_2hBlunderbuss,,,,,,,,,,,true,@Objective_Artifact_Set1_2hBlunderbuss,,,,,,,,,,,,,
Objective_Artifact_Set1_2hGreatSword,Artifact,,,,,,,Task_Container_Artifact_Set1_2hGreatSword,,,Achievement_Objective_Artifact_Set1_2hGreatSword,,,,,,,,,,,true,@Objective_Artifact_Set1_2hGreatSword,,,,,,,,,,,,,
Objective_Artifact_Set1_1hFlail,Artifact,,,,,,,Task_Container_Artifact_Set1_1hFlail,,,Achievement_Objective_Artifact_Set1_1hFlail,,,,,,,,,,,true,@Objective_Artifact_Set1_1hFlail,,,,,,,,,,,,,
Objective_Artifact_Set1_Earring1,Artifact,,,,,,,Task_Container_Artifact_Set1_Earring1,,,Achievement_Objective_Artifact_Set1_Earring1,,,,,,,,,,,true,@Objective_Artifact_Set1_Earring1,,,,,,,,,,,,,
Objective_Artifact_Set1_Ring1,Artifact,,,,,,,Task_Container_Artifact_Set1_Ring1,,,Achievement_Objective_Artifact_Set1_Ring1,,,,,,,,,,,true,@Objective_Artifact_Set1_Ring1,,,,,,,,,,,,,
Objective_Artifact_Set1_Amulet1,Artifact,,,,,,,Task_Container_Artifact_Set1_Amulet1,,,Achievement_Objective_Artifact_Set1_Amulet1,,,,,,,,,,,true,@Objective_Artifact_Set1_Amulet1,,,,,,,,,,,,,
Objective_Artifact_Set1_Amulet2,Artifact,,,,,,,Task_Container_Artifact_Set1_Amulet2,,,Achievement_Objective_Artifact_Set1_Amulet2,,,,,,,,,,,true,@Objective_Artifact_Set1_Amulet2,,,,,,,,,,,,,
