ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,CanBeAbandoned,Repeatable,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon ,ScheduleId
09A_M14_GetInfusedSeed,MainStoryQuest,,65,,,,,09A_M14_Container_Main,09a_Morgaine_LC,,09A_M14,09A_M13,,60,09A_M14_Success,,,,,GypsumOrb,5,,false,,@09A_M14_Title,@09A_M14_Description,@09A_M14_Prompt,@09A_M14_Proposal,@09A_M14_Incomplete,@complete_available_prompt_DEFAULT,@09A_M14_Completed,,,,,,,,,,
09A_M15_FightArtemis,MainStoryQuest,,65,,,,,09A_M15_Container_Main,09a_Trahern_End,,09A_M15,09A_M14,,60,09A_M15_Success,,,,,Artifact_Set1_MediumLegs,1,,false,,@09A_M15_Title,@09A_M15_Description,@09A_M15_Prompt,@09A_M15_Proposal,@09A_M15_Incomplete,@complete_available_prompt_DEFAULT,@09A_M15_Completed,,,,,,,,,,
09A_S0_SecretoftheSpores,Journey,,60,,,,,09A_S0_Container_Main,09a_Eldred,,09A_S0,09A_M1,,60,09A_S0_Success,,,,,SporeJellyT1,3,,true,,@09A_S0_Title,@09A_S0_Description,@09A_S0_Prompt,@09A_S0_Proposal,@09A_S0_Incomplete,@complete_available_prompt_DEFAULT,@09A_S0_Completed,,,,,,,,,,
09A_S1_SaveAnimals,Journey,,62,,,,,09A_S1_Container_Main,09a_Murrow_WC,,09A_S1,09A_M1,,60,09A_S1_Success,,,,,BeastSporesT1,20,,true,,@09A_S1_Title,@09A_S1_Description,@09A_S1_Prompt,@09A_S1_Proposal,@09A_S1_Incomplete,@complete_available_prompt_DEFAULT,@09A_S1_Completed,,,,,,,,,,
09A_S3_HuntHercyne,Journey,,62,,,,,09A_S3_Container_Main,09a_Vachon_WC,,09A_S3,09A_M1,,60,09A_S3_Success,,,,,GypsumOrb,3,,true,,@09A_S3_Title,@09A_S3_Description,@09A_S3_Prompt,@09A_S3_Proposal,@09A_S3_Incomplete,@complete_available_prompt_DEFAULT,@09A_S3_Completed,,,,,,,,,,
09A_S4_BlowUpFarm,Journey,,63,,,,,09A_S4_Container_Main,,,09A_S4,09A_M3,,60,09A_S4_Success,,,,,AngryEarthSporesT1,20,,true,,@09A_S4_Title,@09A_S4_Description,@09A_S4_Prompt,@09A_S4_Proposal,@09A_S4_Incomplete,@complete_available_prompt_DEFAULT,@09A_S4_Completed,,,,,,,,,,
09A_S5_SavePrivateer,Journey,,64,,,,,09A_S5_Container_Main,09a_James,,09A_S5,09A_M4,,60,09A_S5_Success,,,,,GypsumOrb,3,,true,,@09A_S5_Title,@09A_S5_Description,@09A_S5_Prompt,@09A_S5_Proposal,@09A_S5_Incomplete,@complete_available_prompt_DEFAULT,@09A_S5_Completed,,,,,,,,,,
09A_S6_TrackBeasts,Journey,,64,,,,,09A_S6_Container_Main,09a_Fionn_SC,,09A_S6,09A_M5,,60,09A_S6_Success,,,,,,,,true,,@09A_S6_Title,@09A_S6_Description,@09A_S6_Prompt,@09A_S6_Proposal,@09A_S6_Incomplete,@complete_available_prompt_DEFAULT,@09A_S6_Completed,,,,,,,,,,
09A_S7_StopPlague,Journey,,64,,,,,09A_S7_Container_Main,09a_Ramla,,09A_S7,09A_M5,,60,09A_S7_Success,,,,,AncientSporesT1,20,,true,,@09A_S7_Title,@09A_S7_Description,@09A_S7_Prompt,@09A_S7_Proposal,@09A_S7_Incomplete,@complete_available_prompt_DEFAULT,@09A_S7_Completed,,,,,,,,,,
09A_S8_FixAncientWiring,Journey,,60,,,,,09A_S8_Container_Main,09a_Josephine,,,,,60,09A_S8_Success,,,,,GypsumOrb,3,,true,,@09A_S8_Title,@09A_S8_Description,@09A_S8_Prompt,@09A_S8_Proposal,@09A_S8_Incomplete,@complete_available_prompt_DEFAULT,@09A_S8_Completed,,,,,,,,,,
09A_S9_HackDefenses,Journey,,65,,,,,09A_S9_Container_Main,09a_Kievan,,09A_S9,09A_S7,,60,09A_S9_Success,,,,,PetrifiedFragmentsT1,20,,true,,@09A_S9_Title,@09A_S9_Description,@09A_S9_Prompt,@09A_S9_Proposal,@09A_S9_Incomplete,@complete_available_prompt_DEFAULT,@09A_S9_Completed,,,,,,,,,,
09A_S10_FindTaurusRelics,Journey,,61,,,,,09A_S10_Container_Main,09a_Marwa,,09A_S10,09A_M7,,60,09A_S10_Success,,,,,BeastSporesT1,20,,true,,@09A_S10_Title,@09A_S10_Description,@09A_S10_Prompt,@09A_S10_Proposal,@09A_S10_Incomplete,@complete_available_prompt_DEFAULT,@09A_S10_Completed,,,,,,,,,,
09A_S11_BeatTimeTrial,Journey,,60,,,,,09A_S11_Container_Main,09a_Marwa_HHOP,,09A_S11,09A_M15,,60,09A_S11_Success,,,,,,,,true,,@09A_S11_Title,@09A_S11_Description,@09A_S11_Prompt,@09A_S11_Proposal,@09A_S11_Incomplete,@complete_available_prompt_DEFAULT,@09A_S11_Completed,,,,,,,,,,
09A_S12_TraverseLionCave,Journey,,65,,,,,09A_S12_Container_Main,09a_Shirzad,,09A_S12,09A_M15,,60,09A_S12_Success,,,,,,,,true,,@09A_S12_Title,@09A_S12_Description,@09A_S12_Prompt,@09A_S12_Proposal,@09A_S12_Incomplete,@complete_available_prompt_DEFAULT,@09A_S12_Completed,,,,,,,,,,
09A_S13_FightLizardAvatar,Journey,,65,,,,,09A_S13_Container_Main,09a_Barug,,09A_S13,09A_M15,,60,09A_S13_Success,,,,,,,,true,,@09A_S13_Title,@09A_S13_Description,@09A_S13_Prompt,@09A_S13_Proposal,@09A_S13_Incomplete,@complete_available_prompt_DEFAULT,@09A_S13_Completed,,,,,,,,,,
09A_S14_FightEliteBeasts,Journey,,65,,,,,09A_S14_Container_Main,09a_Manmosu_SD,,09A_S14,09A_M15,,60,09A_S14_Success,,,,,,,,true,,@09A_S14_Title,@09A_S14_Description,@09A_S14_Prompt,@09A_S14_Proposal,@09A_S14_Incomplete,@complete_available_prompt_DEFAULT,@09A_S14_Completed,,,,,,,,,,
09A_S15_ResearchDarkMagic,Journey,,65,,,,,09A_S15_Container_Main,09a_Johannes,,09A_S15,09A_M15,,60,09A_S15_Success,,,,,UnpetrifiedFleshT1,20,,true,,@09A_S15_Title,@09A_S15_Description,@09A_S15_Prompt,@09A_S15_Proposal,@09A_S15_Incomplete,@complete_available_prompt_DEFAULT,@09A_S15_Completed,,,,,,,,,,
09A_S16_DestroyAbomination,Journey,,65,,,,,09A_S16_Container_Main,09a_Johannes,,09A_S16,09A_M15,,60,09A_S16_Success,,,,,PetrifiedFragmentsT1,20,,true,,@09A_S16_Title,@09A_S16_Description,@09A_S16_Prompt,@09A_S16_Proposal,@09A_S16_Incomplete,@complete_available_prompt_DEFAULT,@09A_S16_Completed,,,,,,,,,,
09A_S17_EstablishDefenses,Journey,,65,,,,,09A_S17_Container_Main,09a_Hargest_LC,,09A_S17,09A_M14,,60,09A_S17_Success,,,,,AngryEarthSporesT1,20,,true,,@09A_S17_Title,@09A_S17_Description,@09A_S17_Prompt,@09A_S17_Proposal,@09A_S17_Incomplete,@complete_available_prompt_DEFAULT,@09A_S17_Completed,,,,,,,,,,
09A_S18_ScanElafryMagic,Journey,,65,,,,,09A_S18_Container_Main,09a_Gauss,,09A_S18,09A_M15,,60,09A_S18_Success,,,,,GypsumOrb,4,,true,,@09A_S18_Title,@09A_S18_Description,@09A_S18_Prompt,@09A_S18_Proposal,@09A_S18_Incomplete,@complete_available_prompt_DEFAULT,@09A_S18_Completed,,,,,,,,,,
09A_S19_DestroyBadPlants,Journey,,65,,,,,09A_S19_Container_Main,09a_Trahern_SD,,09A_S19,09A_S14,,60,09A_S19_Success,,,,,GypsumOrb,10,,true,,@09A_S19_Title,@09A_S19_Description,@09A_S19_Prompt,@09A_S19_Proposal,@09A_S19_Incomplete,@complete_available_prompt_DEFAULT,@09A_S19_Completed,,,,,,,,,,
09A_S20_DefeatBeastLords,Journey,,65,,,,,09A_S20_Container_Main,09a_Manmosu_SD,,09A_S20,09A_S14,,60,09A_S20_Success,,,,,,,,true,,@09A_S20_Title,@09A_S20_Description,@09A_S20_Prompt,@09A_S20_Proposal,@09A_S20_Incomplete,@complete_available_prompt_DEFAULT,@09A_S20_Completed,,,,,,,,,,
09A_S21_AmongStatues,Journey,,65,,,,,09A_S21_Container_Main,09a_EdithShackleton_end,,09A_S8,09A_M11,,60,09A_S21_Success,,,,,GypsumOrb,3,,true,,@09A_S21_Title,@09A_S21_Description,@09A_S21_Prompt,@09A_S21_Proposal,@09A_S21_Incomplete,@complete_available_prompt_DEFAULT,@09A_S21_Completed,,,,,,,,,,
FM_R09_PVP_ControlSpot_Marauder_objective,Mission,,,,true,true,false,FM_R09_PVP_ControlSpot_Marauder_container,,9,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,Hourly
FM_R09_PVP_ControlSpot_Syndicate_objective,Mission,,,,true,true,false,FM_R09_PVP_ControlSpot_Syndicate_container,,9,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,Hourly
FM_R09_PVP_ControlSpot_Covenant_objective,Mission,,,,true,true,false,FM_R09_PVP_ControlSpot_Covenant_container,,9,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,Hourly
