ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon,NOTE
99G_MSQ_SM_AssaultStronghold,MainStoryQuest,,60,,,,,99G_MSQ_SM_AssaultStronghold_container,99G_Russo_06,,99G_MSQ_10,99G_MSQ_09,,,99G_MSQ_SM_AssaultStronghold_success,,,,,PotionHealthT5,15,,,false,@99G_MSQ10_AssaultStronghold_title,@99G_MSQ10_AssaultStronghold_desc,@99G_MSQ10_AssaultStronghold_start_prompt,@99G_MSQ10_AssaultStronghold_proposal,@99G_MSQ10_AssaultStronghold_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ10_AssaultStronghold_complete,,,true,,,,,,,
99G_MSQ_SM_DestroyEnemy,MainStoryQuest,,60,,,,,99G_MSQ_SM_DestroyEnemy_container,99G_Grace_02,,99G_MSQ_11,99G_MSQ_10,,,99G_MSQ_SM_DestroyEnemy_success,,,,,CRX_RewardContainerT5_Legwear_65,1,,,false,@99G_MSQ11_DestroyEnemy_title,@99G_MSQ11_DestroyEnemy_desc,@99G_MSQ11_DestroyEnemy_start_prompt,@99G_MSQ11_DestroyEnemy_proposal,@99G_MSQ11_DestroyEnemy_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ11_DestroyEnemy_complete,,,true,,,,,,,Soul Trial
99G_MSQ_SM_BidFarewell,MainStoryQuest,,60,,,,,99G_MSQ_SM_BidFarewell_container,,,99G_MSQ_12,99G_MSQ_11 && !Archetype_Mercenary && !Archetype_Warmonger && !Archetype_Tracker && !Archetype_Musketeer && !Archetype_Occultist && !Archetype_Theurgist && !Archetype_Wanderer,,,99G_MSQ_SM_BidFarewell_success,,,,,CRX_RewardContainerT5_Headgear_65,1,,,false,@99G_MSQ12_BidFarewell_title,@99G_MSQ12_BidFarewell_desc,@99G_MSQ12_BidFarewell_start_prompt,@99G_MSQ12_BidFarewell_proposal,@99G_MSQ12_BidFarewell_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ12_BidFarewell_Grace_TalkTo_Start_Greet,,,true,,,,,,,
99G_MSQ_SM_BidFarewell_destroyer,MainStoryQuest,,60,,,,,99G_MSQ_SM_BidFarewell_container,,,99G_MSQ_12,99G_MSQ_11 && Archetype_Warmonger,,,99G_MSQ_SM_BidFarewell_success_destroyer,,,,,CRX_RewardContainerT5_Weapons_60,1,,,false,@99G_MSQ12_BidFarewell_title,@99G_MSQ12_BidFarewell_desc,@99G_MSQ12_BidFarewell_start_prompt,@99G_MSQ12_BidFarewell_proposal,@99G_MSQ12_BidFarewell_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ12_BidFarewell_Grace_TalkTo_Start_Greet,,,true,,,,,,,
99G_MSQ_SM_BidFarewell_musketeer,MainStoryQuest,,60,,,,,99G_MSQ_SM_BidFarewell_container,,,99G_MSQ_12,99G_MSQ_11 && Archetype_Musketeer,,,99G_MSQ_SM_BidFarewell_success_musketeer,,,,,CRX_RewardContainerT5_Weapons_60,1,,,false,@99G_MSQ12_BidFarewell_title,@99G_MSQ12_BidFarewell_desc,@99G_MSQ12_BidFarewell_start_prompt,@99G_MSQ12_BidFarewell_proposal,@99G_MSQ12_BidFarewell_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ12_BidFarewell_Grace_TalkTo_Start_Greet,,,true,,,,,,,
99G_MSQ_SM_BidFarewell_mystic,MainStoryQuest,,60,,,,,99G_MSQ_SM_BidFarewell_container,,,99G_MSQ_12,99G_MSQ_11 && Archetype_Theurgist,,,99G_MSQ_SM_BidFarewell_success_mystic,,,,,CRX_RewardContainerT5_Weapons_60,1,,,false,@99G_MSQ12_BidFarewell_title,@99G_MSQ12_BidFarewell_desc,@99G_MSQ12_BidFarewell_start_prompt,@99G_MSQ12_BidFarewell_proposal,@99G_MSQ12_BidFarewell_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ12_BidFarewell_Grace_TalkTo_Start_Greet,,,true,,,,,,,
99G_MSQ_SM_BidFarewell_occultist,MainStoryQuest,,60,,,,,99G_MSQ_SM_BidFarewell_container,,,99G_MSQ_12,99G_MSQ_11 && Archetype_Occultist,,,99G_MSQ_SM_BidFarewell_success_occultist,,,,,CRX_RewardContainerT5_Weapons_60,1,,,false,@99G_MSQ12_BidFarewell_title,@99G_MSQ12_BidFarewell_desc,@99G_MSQ12_BidFarewell_start_prompt,@99G_MSQ12_BidFarewell_proposal,@99G_MSQ12_BidFarewell_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ12_BidFarewell_Grace_TalkTo_Start_Greet,,,true,,,,,,,
99G_MSQ_SM_BidFarewell_ranger,MainStoryQuest,,60,,,,,99G_MSQ_SM_BidFarewell_container,,,99G_MSQ_12,99G_MSQ_11 && Archetype_Tracker,,,99G_MSQ_SM_BidFarewell_success_ranger,,,,,CRX_RewardContainerT5_Weapons_60,1,,,false,@99G_MSQ12_BidFarewell_title,@99G_MSQ12_BidFarewell_desc,@99G_MSQ12_BidFarewell_start_prompt,@99G_MSQ12_BidFarewell_proposal,@99G_MSQ12_BidFarewell_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ12_BidFarewell_Grace_TalkTo_Start_Greet,,,true,,,,,,,
99G_MSQ_SM_BidFarewell_soldier,MainStoryQuest,,60,,,,,99G_MSQ_SM_BidFarewell_container,,,99G_MSQ_12,99G_MSQ_11 && Archetype_Mercenary,,,99G_MSQ_SM_BidFarewell_success_soldier,,,,,CRX_RewardContainerT5_Weapons_60,1,,,false,@99G_MSQ12_BidFarewell_title,@99G_MSQ12_BidFarewell_desc,@99G_MSQ12_BidFarewell_start_prompt,@99G_MSQ12_BidFarewell_proposal,@99G_MSQ12_BidFarewell_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ12_BidFarewell_Grace_TalkTo_Start_Greet,,,true,,,,,,,
99G_MSQ_SM_BidFarewell_swordsman,MainStoryQuest,,60,,,,,99G_MSQ_SM_BidFarewell_container,,,99G_MSQ_12,99G_MSQ_11 && Archetype_Wanderer,,,99G_MSQ_SM_BidFarewell_success_swordsman,,,,,CRX_RewardContainerT5_Weapons_60,1,,,false,@99G_MSQ12_BidFarewell_title,@99G_MSQ12_BidFarewell_desc,@99G_MSQ12_BidFarewell_start_prompt,@99G_MSQ12_BidFarewell_proposal,@99G_MSQ12_BidFarewell_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ12_BidFarewell_Grace_TalkTo_Start_Greet,,,true,,,,,,,
99G_MSQ_SM_DesertVector,MainStoryQuest,,60,,,,,99G_MSQ_SM_DesertVector_container,1625_Ghazi_p1,,99G_MSQ_13,99G_MSQ_12,,,99G_MSQ_SM_DesertVector_success,,,,,DarkMatter,200,,,false,@99G_MSQ13_DesertVector_title,@99G_MSQ13_DesertVector_desc,@99G_MSQ13_DesertVector_start_prompt,@99G_MSQ13_DesertVector_proposal,@99G_MSQ13_DesertVector_incomplete,@complete_available_prompt_DEFAULT,@99G_MSQ13_DesertVector_complete,,,true,,,,,,,
