ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,CanBeAbandoned,Repeatable,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon ,ScheduleId
06A_MSQ_10_TalkToSpeaker,MainStoryQuest,,,,,,,06A_MSQ_10_TalkToSpeaker_container,06_LeovixSilva03,,06A_MSQ_10,06A_MSQ_09,,,06A_MSQ_10_TalkToSpeaker_success,,,,,,,,0,,@06A_MSQ_10_TalkToSpeaker_title,@06A_MSQ_10_TalkToSpeaker_desc,@06A_MSQ_10_TalkToSpeaker_prompt,@06A_MSQ_10_TalkToSpeaker_proposal,@06A_MSQ_10_TalkToSpeaker_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_10_TalkToSpeaker_response,,,,,,,,,,
06A_MSQ_11_LootPirateCrates,MainStoryQuest,,,,,,,06A_MSQ_11_LootPirateCrates_container,06_GraceWW_03,,06A_MSQ_11,06A_MSQ_10,,,06A_MSQ_11_LootPirateCrates_success,,,,,,,,0,,@06A_MSQ_11_LootPirateCrates_title,@06A_MSQ_11_LootPirateCrates_desc,@06A_MSQ_11_LootPirateCrates_prompt,@06A_MSQ_11_LootPirateCrates_proposal,@06A_MSQ_11_LootPirateCrates_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_11_LootPirateCrates_response,,,,,,,,,,
06A_MSQ_12_DefeatPirateCaptain,MainStoryQuest,,,,,,,06A_MSQ_12_DefeatPirateCaptain_container,06_NessaHarrower04,,06A_MSQ_12,06A_MSQ_11,,,06A_MSQ_12_DefeatPirateCaptain_success,,,,,,,,0,,@06A_MSQ_12_DefeatPirateCaptain_title,@06A_MSQ_12_DefeatPirateCaptain_desc,@06A_MSQ_12_DefeatPirateCaptain_prompt,@06A_MSQ_12_DefeatPirateCaptain_proposal,@06A_MSQ_12_DefeatPirateCaptain_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_12_DefeatPirateCaptain_response,,,,,,,,,,
06A_MSQ_13_ReturnMiradorJewel,MainStoryQuest,,,,,,,06A_MSQ_13_ReturnMiradorJewel_container,06_GraceWW_04,,06A_MSQ_13,06A_MSQ_12,,,06A_MSQ_13_ReturnMiradorJewel_success,,,,,,,,0,,@06A_MSQ_13_ReturnMiradorJewel_title,@06A_MSQ_13_ReturnMiradorJewel_desc,@06A_MSQ_13_ReturnMiradorJewel_prompt,@06A_MSQ_13_ReturnMiradorJewel_proposal,@06A_MSQ_13_ReturnMiradorJewel_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_13_ReturnMiradorJewel_response,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle,MainStoryQuest,,,,,,,06A_MSQ_14_SolveMapPuzzle_container,06_NessaHarrower03,,06A_MSQ_14,06A_MSQ_13,,,06A_MSQ_14_SolveMapPuzzle_success,,,,,,,,0,,@06A_MSQ_14_SolveMapPuzzle_title,@06A_MSQ_14_SolveMapPuzzle_desc,@06A_MSQ_14_SolveMapPuzzle_prompt,@06A_MSQ_14_SolveMapPuzzle_proposal,@06A_MSQ_14_SolveMapPuzzle_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_14_SolveMapPuzzle_response,,,,,,,,,,
06A_MSQ_15_RecoverSpeakerJewel,MainStoryQuest,,,,,,,06A_MSQ_15_RecoverSpeakerJewel_container,06_NessaHarrower03,,06A_MSQ_15,06A_MSQ_14,,,06A_MSQ_15_RecoverSpeakerJewel_success,,,,,,,,0,,@06A_MSQ_15_RecoverSpeakerJewel_title,@06A_MSQ_15_RecoverSpeakerJewel_desc,@06A_MSQ_15_RecoverSpeakerJewel_prompt,@06A_MSQ_15_RecoverSpeakerJewel_proposal,@06A_MSQ_15_RecoverSpeakerJewel_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_15_RecoverSpeakerJewel_response,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel,MainStoryQuest,,,,,,,06A_MSQ_16_ReturnEldergateJewel_container,06_GraceWW_06,,06A_MSQ_16,06A_MSQ_15,,,06A_MSQ_16_ReturnEldergateJewel_success,,,,,,,,0,,@06A_MSQ_16_ReturnEldergateJewel_title,@06A_MSQ_16_ReturnEldergateJewel_desc,@06A_MSQ_16_ReturnEldergateJewel_prompt,@06A_MSQ_16_ReturnEldergateJewel_proposal,@06A_MSQ_16_ReturnEldergateJewel_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_16_ReturnEldergateJewel_response,,,,,,,,,,
06A_MSQ_17_RecoverStolenJewel,MainStoryQuest,,,,,,,06A_MSQ_17_RecoverStolenJewel_container,06_NessaHarrower06,,06A_MSQ_17,06A_MSQ_16,,,06A_MSQ_17_RecoverStolenJewel_success,,,,,,,,0,,@06A_MSQ_17_RecoverStolenJewel_title,@06A_MSQ_17_RecoverStolenJewel_desc,@06A_MSQ_17_RecoverStolenJewel_prompt,@06A_MSQ_17_RecoverStolenJewel_proposal,@06A_MSQ_17_RecoverStolenJewel_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_17_RecoverStolenJewel_response,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel,MainStoryQuest,,,,,,,06A_MSQ_18_ReturnSiriusJewel_container,06_NessaHarrower03,,06A_MSQ_18,06A_MSQ_17,,,06A_MSQ_18_ReturnSiriusJewel_success,,,,,,,,0,,@06A_MSQ_18_ReturnSiriusJewel_title,@06A_MSQ_18_ReturnSiriusJewel_desc,@06A_MSQ_18_ReturnSiriusJewel_prompt,@06A_MSQ_18_ReturnSiriusJewel_proposal,@06A_MSQ_18_ReturnSiriusJewel_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_18_ReturnSiriusJewel_response,,,,,,,,,,
06A_MSQ_19_TalkToNewSpeaker,MainStoryQuest,,,,,,,06A_MSQ_19_TalkToNewSpeaker_container,06_SaatvikAgrawal03,,06A_MSQ_19,06A_MSQ_18,,,06A_MSQ_19_TalkToNewSpeaker_success,,,,,,,,0,,@06A_MSQ_19_TalkToNewSpeaker_title,@06A_MSQ_19_TalkToNewSpeaker_desc,@06A_MSQ_19_TalkToNewSpeaker_prompt,@06A_MSQ_19_TalkToNewSpeaker_proposal,@06A_MSQ_19_TalkToNewSpeaker_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_19_TalkToNewSpeaker_response,,,,,,,,,,
06A_MSQ_20_LostTribute,MainStoryQuest,,,,,,,06A_MSQ_20_LostTribute_container,06_NessaHarrower07,,06A_MSQ_20,06A_MSQ_19,,,06A_MSQ_20_LostTribute_success,,,,,,,,0,,@06A_MSQ_20_LostTribute_title,@06A_MSQ_20_LostTribute_desc,@06A_MSQ_20_LostTribute_prompt,@06A_MSQ_20_LostTribute_proposal,@06A_MSQ_20_LostTribute_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_20_LostTribute_response,,,,,,,,,,
06A_MSQ_21_DefeatBoss,MainStoryQuest,,17,,,,,06A_MSQ_21_DefeatBoss_container,06_NessaHarrower08,,06A_MSQ_21,06A_MSQ_20,,,06A_MSQ_21_DefeatBoss_success,,,,,,,,0,,@06A_MSQ_21_DefeatBoss_title,@06A_MSQ_21_DefeatBoss_desc,@06A_MSQ_21_DefeatBoss_prompt,@06A_MSQ_21_DefeatBoss_proposal,@06A_MSQ_21_DefeatBoss_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_21_DefeatBoss_response,,,,,,,,,,
06A_MSQ_22_TalkToSoulwarden,MainStoryQuest,,,,,,,06A_MSQ_22_TalkToSoulwarden_container,99A_Yonas_00,,MSQ_00_init,06A_MSQ_21,,,06A_MSQ_22_TalkToSoulwarden_success,,,,,,,,0,,@06A_MSQ_22_TalkToSoulwarden_title,@06A_MSQ_22_TalkToSoulwarden_desc,@06A_MSQ_22_TalkToSoulwarden_prompt,@06A_MSQ_22_TalkToSoulwarden_proposal,@06A_MSQ_22_TalkToSoulwarden_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_22_TalkToSoulwarden_response,,,,,,,,,,
06A_MSQ_22_TalkToSoulwarden_alt,MainStoryQuest,,,,,,,06A_MSQ_22_TalkToSoulwarden_container,99A_Yonas_00,,MSQ_00_init,06A_MSQ_21,,,06A_MSQ_22_TalkToSoulwarden_success_alt,,,,,,,,0,,@06A_MSQ_22_TalkToSoulwarden_title,@06A_MSQ_22_TalkToSoulwarden_desc,@06A_MSQ_22_TalkToSoulwarden_prompt,@06A_MSQ_22_TalkToSoulwarden_proposal,@06A_MSQ_22_TalkToSoulwarden_incomplete,@complete_available_prompt_DEFAULT,@06A_MSQ_22_TalkToSoulwarden_response,,,,,,,,,,
06A_B_01_ReturnBrushes,Journey,,,,,,,06A_B_01_ReturnBrushes_container,06_FudeHinode,,06A_B_01,06A_MSQ_15,,,06A_B_01_ReturnBrushes_success,,,,,,,,1,,@06A_B_01_ReturnBrushes_title,@06A_B_01_ReturnBrushes_desc,@06A_B_01_ReturnBrushes_prompt,@06A_B_01_ReturnBrushes_proposal,@06A_B_01_ReturnBrushes_incomplete,@complete_available_prompt_DEFAULT,@06A_B_01_ReturnBrushes_response,,,,,,,,,,
06A_IR_01_FindCreed,Journey,,,,,,,06A_IR_01_FindCreed_container,06_RoyaHakimi02,,06A_IR_01,06A_MSQ_06,,,06A_IR_01_FindCreed_success,,,,,,,,1,,@06A_IR_01_FindCreed_title,@06A_IR_01_FindCreed_desc,@06A_IR_01_FindCreed_prompt,@06A_IR_01_FindCreed_proposal,@06A_IR_01_FindCreed_incomplete,@complete_available_prompt_DEFAULT,@06A_IR_01_FindCreed_response,,,,,,,,,,
06A_IR_02_GetSword,Journey,,,,,,,06A_IR_02_GetSword_container,06_RoyaHakimi02,,06A_IR_02,06A_IR_01,,,06A_IR_02_GetSword_success,,,,,,,,1,,@06A_IR_02_GetSword_title,@06A_IR_02_GetSword_desc,@06A_IR_02_GetSword_prompt,@06A_IR_02_GetSword_proposal,@06A_IR_02_GetSword_incomplete,@complete_available_prompt_DEFAULT,@06A_IR_02_GetSword_response,,,,,,,,,,
06A_IR_03_DeliverLetter,Journey,,,,,,,06A_IR_03_DeliverLetter_container,06_GideonStormsbane02,,06A_IR_03,06A_IR_02 && 06A_MSQ_19,,,06A_IR_03_DeliverLetter_success,,,,,,,,1,,@06A_IR_03_DeliverLetter_title,@06A_IR_03_DeliverLetter_desc,@06A_IR_03_DeliverLetter_prompt,@06A_IR_03_DeliverLetter_proposal,@06A_IR_03_DeliverLetter_incomplete,@complete_available_prompt_DEFAULT,@06A_IR_03_DeliverLetter_response,,,,,,,,,,
06A_TS_01_GatherAndRefine,Journey,,,,,,,06A_TS_01_GatherAndRefine_container,06_TalesaSerrano,,06A_TS_01,06A_MSQ_03,,,06A_TS_01_GatherAndRefine_success,,,,06A_TS_03_LearnTownBoard,,,,0,,@06A_TS_01_GatherAndRefine_title,@06A_TS_01_GatherAndRefine_desc,@06A_TS_01_GatherAndRefine_prompt,@06A_TS_01_GatherAndRefine_proposal,@06A_TS_01_GatherAndRefine_incomplete,@complete_available_prompt_DEFAULT,@06A_TS_01_GatherAndRefine_response,,,,,,,,,,
06A_TS_02_ForgeSword,Journey,,,,,,,06A_TS_02_ForgeSword_container,06_ZhangHaoyu,,06A_TS_02,06A_TS_01,,,06A_TS_02_ForgeSword_success,,,,,,,,0,,@06A_TS_02_ForgeSword_title,@06A_TS_02_ForgeSword_desc,@06A_TS_02_ForgeSword_prompt,@06A_TS_02_ForgeSword_proposal,@06A_TS_02_ForgeSword_incomplete,@complete_available_prompt_DEFAULT,@06A_TS_02_ForgeSword_response,,,,,,,,,,
06A_TS_03_LearnTownBoard,Journey,,,,,,,06A_TS_03_LearnTownBoard_container,,,06A_TS_03,06A_TS_01,,,06A_TS_03_LearnTownBoard_success,,,,,,,,0,,@06A_TS_03_LearnTownBoard_title,@06A_TS_03_LearnTownBoard_desc,@06A_TS_03_LearnTownBoard_prompt,@06A_TS_03_LearnTownBoard_proposal,@06A_TS_03_LearnTownBoard_incomplete,@complete_available_prompt_DEFAULT,@06A_TS_03_LearnTownBoard_response,,,,,,,,,,
06A_F_01_CollectJam,Journey,,,,,,,06A_F_01_CollectJam_container,06_KathrijnJanssen02,,06A_F_01,06A_MSQ_10,,,06A_F_01_CollectJam_success,,,,,,,,1,,@06A_F_01_CollectJam_title,@06A_F_01_CollectJam_desc,@06A_F_01_CollectJam_prompt,@06A_F_01_CollectJam_proposal,@06A_F_01_CollectJam_incomplete,@complete_available_prompt_DEFAULT,@06A_F_01_CollectJam_response,,,,,,,,,,
06A_F_02_RecoverSpices,Journey,,,,,,,06A_F_02_RecoverSpices_container,06_KathrijnJanssen03,,06A_F_02,06A_F_01,,,06A_F_02_RecoverSpices_success,,,,,,,,1,,@06A_F_02_RecoverSpices_title,@06A_F_02_RecoverSpices_desc,@06A_F_02_RecoverSpices_prompt,@06A_F_02_RecoverSpices_proposal,@06A_F_02_RecoverSpices_incomplete,@complete_available_prompt_DEFAULT,@06A_F_02_RecoverSpices_response,,,,,,,,,,
06A_T_01_DefeatPumas,Journey,,,,,,,06A_T_01_DefeatPumas_container,06_TsuiFen,,06A_T_01,06A_MSQ_15,,,06A_T_01_DefeatPumas_success,,,,,,,,1,,@06A_T_01_DefeatPumas_title,@06A_T_01_DefeatPumas_desc,@06A_T_01_DefeatPumas_prompt,@06A_T_01_DefeatPumas_proposal,@06A_T_01_DefeatPumas_incomplete,@complete_available_prompt_DEFAULT,@06A_T_01_DefeatPumas_response,,,,,,,,,,
06A_T_02_DefeatBear,Journey,,,,,,,06A_T_02_DefeatBear_container,06_TsuiFen,,06A_T_02,06A_T_01,,,06A_T_02_DefeatBear_success,,,,,,,,1,,@06A_T_02_DefeatBear_title,@06A_T_02_DefeatBear_desc,@06A_T_02_DefeatBear_prompt,@06A_T_02_DefeatBear_proposal,@06A_T_02_DefeatBear_incomplete,@complete_available_prompt_DEFAULT,@06A_T_02_DefeatBear_response,,,,,,,,,,
06A_G_01_DefeatPirates,Journey,,,,,,,06A_G_01_DefeatPirates_container,06_MichaelLewis03,,06A_G_01,06A_MSQ_16,,,06A_G_01_DefeatPirates_success,,,,,,,,1,,@06A_G_01_DefeatPirates_title,@06A_G_01_DefeatPirates_desc,@06A_G_01_DefeatPirates_prompt,@06A_G_01_DefeatPirates_proposal,@06A_G_01_DefeatPirates_incomplete,@complete_available_prompt_DEFAULT,@06A_G_01_DefeatPirates_response,,,,,,,,,,
06A_W_01_GetPatterns,Journey,,,,,,,06A_W_01_GetPatterns_container,06_LionelDeLaRue02,,06A_W_01,06A_MSQ_14,,,06A_W_01_GetPatterns_success,,,,,,,,1,,@06A_W_01_GetPatterns_title,@06A_W_01_GetPatterns_desc,@06A_W_01_GetPatterns_prompt,@06A_W_01_GetPatterns_proposal,@06A_W_01_GetPatterns_incomplete,@complete_available_prompt_DEFAULT,@06A_W_01_GetPatterns_response,,,,,,,,,,
06A_Z_01_GetBisonNotes,Journey,,,,,,,06A_Z_01_GetBisonNotes_container,06_MargotEmerson02,,06A_Z_01,06A_MSQ_20,,,06A_Z_01_GetBisonNotes_success,,,,,,,,1,,@06A_Z_01_GetBisonNotes_title,@06A_Z_01_GetBisonNotes_desc,@06A_Z_01_GetBisonNotes_prompt,@06A_Z_01_GetBisonNotes_proposal,@06A_Z_01_GetBisonNotes_incomplete,@complete_available_prompt_DEFAULT,@06A_Z_01_GetBisonNotes_response,,,,,,,,,,
06A_Z_02_SpreadJoy,Journey,,,,,,,06A_Z_02_SpreadJoy,06_MargotEmerson01,,06A_Z_02,06A_MSQ_04,,,06A_Z_02_SpreadJoy_success,,,,,,,,1,,@06A_Z_02_SpreadJoy_title,@06A_Z_02_SpreadJoy_desc,@06A_Z_02_SpreadJoy_prompt,@06A_Z_02_SpreadJoy_proposal,@06A_Z_02_SpreadJoy_incomplete,@complete_available_prompt_DEFAULT,@06A_Z_02_SpreadJoy_response,,,,,,,,,,
06A_S_01_FindArcheologists,Journey,,,,,,,06A_S_01_FindArcheologists_container,06_ElricChapman,,06A_S_01,06A_MSQ_03,,,06A_S_01_FindArcheologists_success,,,,,,,,1,,@06A_S_01_FindArcheologists_title,@06A_S_01_FindArcheologists_desc,@06A_S_01_FindArcheologists_prompt,@06A_S_01_FindArcheologists_proposal,@06A_S_01_FindArcheologists_incomplete,@complete_available_prompt_DEFAULT,@06A_S_01_FindArcheologists_response,,,,,,,,,,
06A_S_02_PowerSpheres,Journey,,,,,,,06A_S_02_PowerSpheres_container,06_ElricChapman,,06A_S_02,06A_Z_01,,,06A_S_02_PowerSpheres_success,,,,,,,,1,,@06A_S_02_PowerSpheres_title,@06A_S_02_PowerSpheres_desc,@06A_S_02_PowerSpheres_prompt,@06A_S_02_PowerSpheres_proposal,@06A_S_02_PowerSpheres_incomplete,@complete_available_prompt_DEFAULT,@06A_S_02_PowerSpheres_response,,,,,,,,,,
06A_P_01_RecoverTools,Journey,,,,,,,06A_P_01_RecoverTools_container,06_YelenaPajitnova01,,06A_P_01,06A_MSQ_12,,,06A_P_01_RecoverTools_success,,,,,,,,1,,@06A_P_01_RecoverTools_title,@06A_P_01_RecoverTools_desc,@06A_P_01_RecoverTools_prompt,@06A_P_01_RecoverTools_proposal,@06A_P_01_RecoverTools_incomplete,@complete_available_prompt_DEFAULT,@06A_P_01_RecoverTools_response,,,,,,,,,,
06A_P_02_DefeatKisare,Journey,,,,,,,06A_P_02_DefeatKisare_container,06_YelenaPajitnova02,,06A_P_02,06A_P_01,,,06A_P_02_DefeatKisare_success,,,,,,,,1,,@06A_P_02_DefeatKisare_title,@06A_P_02_DefeatKisare_desc,@06A_P_02_DefeatKisare_prompt,@06A_P_02_DefeatKisare_proposal,@06A_P_02_DefeatKisare_incomplete,@complete_available_prompt_DEFAULT,@06A_P_02_DefeatKisare_response,,,,,,,,,,
06A_P_03_RecoverEyepiece,Journey,,25,,,,,06A_P_03_RecoverEyepiece_container,06_YelenaPajitnova02,,06A_P_03,06A_P_02,,,06A_P_03_RecoverEyepiece_success,,,,,,,,0,,@06A_P_03_RecoverEyepiece_title,@06A_P_03_RecoverEyepiece_desc,@06A_P_03_RecoverEyepiece_prompt,@06A_P_03_RecoverEyepiece_proposal,@06A_P_03_RecoverEyepiece_incomplete,@complete_available_prompt_DEFAULT,@06A_P_03_RecoverEyepiece_response,,,,,,,,,,
0623_0101_FQ01,SkillProgression,,5,,,,,0623_0101_d_00_container_FQ01,0623_Fisher,,FishingQuest_01,,,,0623_0101_FQ01_success,,,,,,,,0,,@0623_0101_FQ1_objective_title,@0623_0101_FQ1_objective_desc,@0623_0101_FQ1_prompt,@0623_0101_FQ1_proposal,@0623_0101_FQ1_incomplete,@complete_available_prompt_DEFAULT,@0623_0101_FQ1_complete_available_response,,,,,,,,FishingQuestsArc,,
0623_0102_FQ02,SkillProgression,,10,,,,,0623_0102_d_00_container_FQ02,0423_Fisher,,FishingQuest_02,FishingQuest_01,,,0623_0102_FQ02_success,,,,,,,,0,,@0623_0102_FQ02_objective_title,@6023_0102_FQ02_objective_desc,@6023_0102_FQ02_prompt,@6023_0102_FQ02_proposal,@0623_0102_FQ02_incomplete,@complete_available_prompt_DEFAULT,@0623_0102_FQ02_complete_available_response,,,,,,,,FishingQuestsArc,,
0423_0101_FQ03,SkillProgression,,15,,,,,0423_0101_d_00_container_FQ03,0923_Fisher,,FishingQuest_03,FishingQuest_02,,,0423_0101_FQ03_success,,,,,,,,0,,@0423_0101_FQ03_objective_title,@0423_0101_FQ03_objective_desc,@0423_0101_FQ03_prompt,@0423_0101_FQ03_proposal,@0423_0101_FQ03_incomplete,@complete_available_prompt_DEFAULT,@0423_0101_FQ03_complete_available_response,,,,,,,,FishingQuestsArc,,
0923_0101_FQ04,SkillProgression,,20,,,,,0923_0101_d_00_container_FQ04,1223_Fisher,,FishingQuest_04,FishingQuest_03,,,0923_0101_FQ04_success,,,,,,,,0,,@0923_0101_FQ04_objective_title,@0923_0101_FQ04_objective_desc,@0923_0101_FQ04_prompt,@0923_0101_FQ04_proposal,@0923_0101_FQ04_incomplete,@complete_available_prompt_DEFAULT,@0923_0101_FQ04_complete_available_response,,,,,,,,FishingQuestsArc,,
1223_0101_FQ05,SkillProgression,,25,,,,,1223_0101_d_00_container_FQ05,1023_Fisher,,FishingQuest_05,FishingQuest_04,,,1223_0101_FQ05_success,,,,,,,,0,,@1223_0101_FQ05_objective_title,@1223_0101_FQ05_objective_desc,@1223_0101_FQ05_prompt,@1223_0101_FQ05_proposal,@1223_0101_FQ05_incomplete,@complete_available_prompt_DEFAULT,@1223_0101_FQ05_complete_available_response,,,true,,,,,FishingQuestsArc,,
