ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
95_s04_Daichi_p02_c01,Linear_Objective,true,@95_s04_02_GetDaichi_Daichi_p02_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p02_c03,Linear_Objective,false,@95_s04_02_GetDaichi_Daichi_p02_DefaultDialogue_02,,,,,DA_95_s04_02_DaichiOnboarded,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p02_c02,Linear_Objective,false,@95_s04_02_GetDaichi_Talk_Daichi_fight_greet,,,,,,95_s04_02_GetDaichi,95_s04_02_Talk_Daichi_fight,,,,,,,,,,,Topic_95_s04_02_Talk_Daichi_fight,,,,,,,,,,,,
95_s04_Daichi_p03_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Daichi_p03_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p04_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Daichi_p04_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p05_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Daichi_p05_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p05_c03,Linear_Objective,false,@95_s04_03_EnterCastle_Daichi_p05_DefaultDialogue_02,,,,,DA_95_s04_03_FreedPrisoners ,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p05_c02,Linear_Objective,false,@95_s04_03_EnterCastle_Talk_Daichi_GiveCharm_greet,,,,,,95_s04_03_EnterCastle,95_s04_03_Talk_Daichi_GiveCharm,,,,,,,,,,,Topic_95_s04_03_Talk_Daichi_GiveCharm,,,,,,,,,,,,
95_s04_Daichi_p06_c01,Linear_Objective,true,@95_s04_05_RetrieveRune_Daichi_p06_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p06_c02,Linear_Objective,false,@95_s04_06_StopDevice_Greet,,,,,95_s04_05,,,95_s04_06_StopDevice,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p07_c01,Linear_Objective,true,@95_s04_06_StopDevice_Daichi_p07_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p07_c02,Linear_Objective,false,@95_s04_06_StopDevice_Talk_Daichi_JournalRunes_greet,,,,,,95_s04_06_StopDevice,95_s04_06_Talk_Daichi_JournalRunes,,,,,,,,,,,Topic_95_s04_06_Talk_Daichi_JournalRunes,,,,,,,,,,,,
95_s04_Daichi_p08_c01,Linear_Objective,true,@95_s04_06_StopDevice_Daichi_p08_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p08_c02,Linear_Objective,false,@95_s04_06_StopDevice_Talk_Daichi_HelpFallsDoor_greet,,,,,,95_s04_06_StopDevice,95_s04_06_Talk_Daichi_HelpFallsDoor,,,,,,,,,,,Topic_95_s04_06_Talk_Daichi_HelpFallsDoor,,,,,,,,,,,,
95_s04_Daichi_p09_c01,Linear_Objective,true,@95_s04_06_StopDevice_Daichi_p09_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Daichi_p09_c02,Linear_Objective,false,@95_s04_06_StopDevice_Daichi_p09_DefaultDialogue_02,,,,,DA_95_s04_06_PlayerDefeatedMordred,,,,,,,,,,,,,,,,,,,,,,,,,
95_RimaCamp_p01_c02,Linear_Objective,false,@95_s04_02_GetDaichi_RimaCamp_p01_DefaultDialogue_01,,,,,DA_95_s04_02_DaichiOnboarded,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_RimaCamp_p01_c03,Linear_Objective,false,@95_s04_06_StopDevice_RimaCamp_p01_DefaultDialogue_02,,,,,DA_95_s04_06_PlayerDefeatedMordred,,,,,,,,,,,,,,,,,,,,,,,,,
95_RimaCamp_p01_c01,Linear_Objective,false,@95_s04_02_GetDaichi_Talk_Rima_Candidates_greet,,,,,,95_s04_02_GetDaichi,95_s04_02_Talk_Rima_Candidates,,,,,,,,,,,Topic_95_s04_02_Talk_Rima_Candidates,,,,,,,,,,,,
95_s04_Rima_p01_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Rima_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p01_c02,Linear_Objective,false,@95_s04_03_EnterCastle_Rima_p01_DefaultDialogue_02,,,,,DA_95_s04_03_WallMelted,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p01_c03,Linear_Objective,false,@95_s04_04_FightMage_Rima_p01_DefaultDialogue_03,,,,,DA_95_s04_03_DiscussedER,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p01_c04,Linear_Objective,false,@95_s04_04_FightMage_Talk_Rima_ScholarER_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_Rima_ScholarER,,,,,,,,,,,Topic_95_s04_04_Talk_Rima_ScholarER,,,,,,,,,,,,
95_s04_Rima_p02_c01,Linear_Objective,true,@95_s04_04_FightMage_Rima_p05_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p02_c02,Linear_Objective,false,@95_s04_04_FightMage_Rima_p02_DefaultDialogue_02,,,,,Lore_unlock_TalesOfWinter_Title_02_01,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p02_c03,Linear_Objective,false,@95_s04_04_FightMage_Talk_Rima_ArtoriusVLN_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_Rima_ArtoriusVLN,,,,,,,,,,,Topic_95_s04_04_Talk_Rima_ArtoriusVLN,,,,,,,,,,,,
95_s04_Rima_p03_c01,Linear_Objective,true,@95_s04_04_FightMage_Rima_p02_DefaultDialogue_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p03_c02,Linear_Objective,false,@95_s04_04_FightMage_Rima_p03_DefaultDialogue_01,,,,,DA_95_s04_MordredHasStaff,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p04_c01,Linear_Objective,true,@95_s04_04_FightMage_Rima_p04_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p04_c02,Linear_Objective,false,@95_s04_04_FightMage_Talk_Rima_CantGetThrough_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_Rima_CantGetThrough,,,,,,,,,,,Topic_95_s04_04_Talk_Rima_CantGetThrough,,,,,,,,,,,,
95_s04_Rima_p05_c01,Linear_Objective,true,@95_s04_04_FightMage_Rima_p05_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p05_c02,Linear_Objective,false,@95_s04_04_FightMage_Talk_Rima_MordredNotWork_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_Rima_MordredNotWork,,,,,,,,,,,Topic_95_s04_04_Talk_Rima_MordredNotWork,,,,,,,,,,,,
95_s04_Rima_p06_c01,Linear_Objective,true,@95_s04_05_RetrieveRune_Rima_p06_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p07_c01,Linear_Objective,true,@95_s04_06_StopDevice_Rima_p07_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p08_c01,Linear_Objective,true,@95_s04_06_StopDevice_Rima_p08_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p09_c01,Linear_Objective,true,@95_s04_06_StopDevice_Rima_p09_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p09_c02,Linear_Objective,false,@95_s04_06_StopDevice_Rima_p09_DefaultDialogue_02,,,,,DA_95_s04_06_PlayerDefeatedMordred,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Rima_p09_c03,Linear_Objective,false,@95_s04_06_StopDevice_Talk_Rima_LizardPuzzle_greet,,,,,,95_s04_06_StopDevice,95_s04_06_Talk_Rima_LizardPuzzle,,,,,,,,,,,Topic_95_s04_06_Talk_Rima_LizardPuzzle,,,,,,,,,,,,
95_s04_Rima_p09_c04,Linear_Objective,false,@95_s04_06_StopDevice_Talk_Rima_DefeatedMordred_greet,,,,,,95_s04_06_StopDevice,95_s04_06_Talk_Rima_DefeatedMordred,,,,,,,,,,,Topic_95_s04_06_Talk_Rima_DefeatedMordred,,,,,,,,,,,,
95_SkyeCamp_p01_c01,Linear_Objective,true,@95_s04_01_SearchRing_SkyeCamp_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_SkyeCamp_p01_c01_dnm,Linear_Objective,false,@95_s04_01_SearchRing_SkyeCamp_p01_DefaultDialogue_01_dnm,,,,,!95_s01_02,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_SkyeCamp_p01_c04,Linear_Objective,false,@95_s04_05_RetrieveRune_SkyeCamp_p01_DefaultDialogue_02,,,,,DA_95_s04_05_DiscussedRune,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_SkyeCamp_p01_c05,Linear_Objective,false,@95_s04_06_StopDevice_SkyeCamp_p01_DefaultDialogue_03,,,,,DA_95_s04_06_PlayerDefeatedMordred,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_SkyeCamp_p01_c07,Linear_Objective,false,@95_s04_07_WrapFrost_SkyeCamp_p01_DefaultDialogue_04,,,,,DA_95_s04_07_TalkedSkyeCabinEnd,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_SkyeCamp_p01_c02,Linear_Objective,false,@95_s04_01_SearchRing_Talk_Skye_Varangians_greet,,,,,95_s01_02,95_s04_01_SearchRing,95_s04_01_Talk_Skye_Varangians,,,,,,,,,,,Topic_95_s04_01_Talk_Skye_Varangians,,,,,,,,,,,,
TMP_95_SkyeCamp_p01_c02_dnm,Linear_Objective,false,@95_s04_01_SearchRing_Talk_Skye_Varangians_greet_dnm,,,,,!95_s01_02,95_s04_01_SearchRing,95_s04_01_Talk_Skye_Varangians,,,,,,,,,,,Topic_95_s04_01_Talk_Skye_Varangians_dnm,,,,,,,,,,,,
TMP_95_SkyeCamp_p01_c03,Linear_Objective,false,@95_s04_01_SearchRing_Talk_Skye_NeedFire_greet,,,,,,95_s04_01_SearchRing,95_s04_01_Talk_Skye_NeedFire,,,,,,,,,,,Topic_95_s04_01_Talk_Skye_NeedFire,,,,,,,,,,,,
TMP_95_SkyeCamp_p01_c06,Linear_Objective,false,@95_s04_07_WrapFrost_Talk_Skye_DefeatedMordred_greet,,,,,,95_s04_07_WrapFrost,95_s04_07_Talk_Skye_DefeatedMordred,,,,,,,,,,,Topic_95_s04_07_Talk_Skye_DefeatedMordred,,,,,,,,,,,,
95_s04_Skye_p01_c01,Linear_Objective,true,@95_s04_01_SearchRing_Skye_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Skye_p01_c02,Linear_Objective,false,@95_s04_01_SearchRing_Skye_p01_DefaultDialogue_02,,,,,DA_95_s04_01_MetMordred,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Skye_p01_c04,Linear_Objective,false,@95_s04_01_SearchRing_Skye_p01_DefaultDialogue_03,,,,,DA_95_s04_01_AfterCaves,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Skye_p01_c03,Linear_Objective,false,@95_s04_01_SearchRing_Talk_Skye_Mordred_greet,,,,,,95_s04_01_SearchRing,95_s04_01_Talk_Skye_Mordred,,,,,,,,,,,Topic_95_s04_01_Talk_Skye_Mordred,,,,,,,,,,,,
95_s04_Skye_p01_c05,Linear_Objective,false,@95_s04_01_SearchRing_Talk_Skye_AfterCaves_greet,,,,,,95_s04_01_SearchRing,95_s04_01_Talk_Skye_AfterCaves,,,,,,,,,,,Topic_95_s04_01_Talk_Skye_AfterCaves,,,,,,,,,,,,
95_s04_Skye_p02_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Skye_p02_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Skye_p03_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Skye_p03_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Skye_p04_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Skye_p04_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Skye_p04_c02,Linear_Objective,false,@95_s04_03_EnterCastle_Talk_Skye_EscortPrisoners_greet,,,,,,95_s04_03_EnterCastle,95_s04_03_Talk_Skye_EscortPrisoners,,,,,,,,,,,Topic_95_s04_03_Talk_Skye_EscortPrisoners,,,,,,,,,,,,
95_s04_Skye_p05_c01,Linear_Objective,true,@95_s04_04_FightMage_Skye_p05_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Skye_p05_c02,Linear_Objective,false,@95_s04_04_FightMage_Talk_Skye_StayOutside_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_Skye_StayOutside,,,,,,,,,,,Topic_95_s04_04_Talk_Skye_StayOutside,,,,,,,,,,,,
95_s04_Skye_p05_c03,Linear_Objective,false,@95_s04_04_FightMage_Talk_Skye_MordredHasStaff_greet,,,,,,95_s04_04_FightMage,95_s04_04_Talk_Skye_MordredHasStaff,,,,,,,,,,,Topic_95_s04_04_Talk_Skye_MordredHasStaff,,,,,,,,,,,,
95_s04_Skye_p06_c01,Linear_Objective,true,@95_s04_07_WrapFrost_Skye_p06_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Skye_p06_c02,Linear_Objective,false,@95_s04_07_WrapFrost_Talk_Skye_FinishQuest_greet,,,,,,95_s04_07_WrapFrost,95_s04_07_Talk_Skye_FinishQuest,,,,,,,,,,,Topic_95_s04_07_Talk_Skye_FinishQuest,,,,,,,,,,,,
TMP_95_ZanderCamp_p01_c01,Linear_Objective,false,@95_s04_01_SearchRing_ZanderCamp_p01_DefaultDialogue_01,,,,,SwapActive_95_SkyeCamp_p01,,,,,,,,,,,,,,,,,,,,,,,,,
95_ZanderCamp_p01_c02,Linear_Objective,false,@95_s04_02_GetDaichi_ZanderCamp_p01_DefaultDialogue_02,,,,,DA_95_s04_02_DaichiOnboarded,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_ZanderCamp_p01_c04,Linear_Objective,false,@95_s04_03_EnterCastle_Zander_p01_DefaultDialogue_02,,,,,DA_95_s04_03_WallMelted,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_ZanderCamp_p01_c05,Linear_Objective,false,@95_s04_06_StopDevice_ZanderCamp_p01_DefaultDialogue_03,,,,,DA_95_s04_06_PlayerDefeatedMordred,,,,,,,,,,,,,,,,,,,,,,,,,
95_ZanderCamp_p01_c03,Linear_Objective,false,@95_s04_02_GetDaichi_Talk_Zander_HowDaichi_greet,,,,,,95_s04_02_GetDaichi,95_s04_02_Talk_Zander_HowDaichi,,,,,,,,,,,Topic_95_s04_02_Talk_Zander_HowDaichi,,,,,,,,,,,,
95_s04_03_Zander_p01_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Zander_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_03_Zander_p01_c02,Linear_Objective,false,@95_s04_03_EnterCastle_Zander_p01_DefaultDialogue_02,,,,,DA_95_s04_03_WallMelted,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_03_Zander_p02_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Zander_p02_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_03_Zander_p02_c02,Linear_Objective,false,@95_s04_03_EnterCastle_Talk_Zander_HowChessboard_greet,,,,,,95_s04_03_EnterCastle,95_s04_03_Talk_Zander_HowChessboard,,,,,,,,,,,Topic_95_s04_03_Talk_Zander_HowChessboard,,,,,,,,,,,,
95_s04_03_Zander_p03_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Zander_p03_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_05_Zander_p04_c01,Linear_Objective,true,@95_s04_05_RetrieveRune_Zander_p04_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_05_Zander_p04_c02,Linear_Objective,false,@95_s04_05_RetrieveRune_Zander_p04_DefaultDialogue_01,,,,,,95_s04_05_RetrieveRune,95_s04_05_Talk_Zander_RuneForge,,,,,,,,,,,Topic_95_s04_05_Talk_Zander_RuneForge,,,,,,,,,,,,
TMP_95_GraceCamp_p01_c01,Linear_Objective,false,@95_s04_01_SearchRing_Greet,,,,61,95A_Main_05 && 95_s01_02,,,95_s04_01_SearchRing,,,,,,,,,,,,,,,,,,,,,,
TMP_95_GraceCamp_p01_c01_dnmSkye,Linear_Objective,false,@95_s04_01_SearchRing_Greet_dnmSkye,,,,61,95A_Main_05 && !95_s01_02,,,95_s04_01_SearchRing,,,,,,,,,,,,,,,,,,,,,,
95_GraceCamp_p01_c02,Linear_Objective,false,@95_s04_02_GetDaichi_Greet,,,,,95_s04_01,,,95_s04_02_GetDaichi,,,,,,,,,,,,,,,,,,,,,,
95_GraceCamp_p01_c03,Linear_Objective,false,@95_s04_02_GetDaichi_GraceCamp_p01_DefaultDialogue_01,,,,,DA_95_s04_02_DaichiOnboarded,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_GraceCamp_p01_c04,Linear_Objective,false,@95_s04_03_EnterCastle_Greet,,,,,95_s04_02,,,95_s04_03_EnterCastle,,,,,,,,,,,,,,,,,,,,,,
TMP_95_GraceCamp_p01_c05,Linear_Objective,false,@95_s04_03_EnterCastle_GraceCamp_p01_DefaultDialogue_02,,,,,DA_95_s04_03_CastleDone,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_GraceCamp_p01_c06,Linear_Objective,false,@95_s04_05_RetrieveRune_Greet,,,,,95_s04_04,,,95_s04_05_RetrieveRune,,,,,,,,,,,,,,,,,,,,,,
TMP_95_GraceCamp_p01_c07,Linear_Objective,false,@95_s04_05_RetrieveRune_GraceCamp_p01_DefaultDialogue_03,,,,,DA_95_s04_06_ZanderHasIdeaMap,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_GraceCamp_p01_c08,Linear_Objective,false,@95_s04_06_StopDevice_GraceCamp_p01_DefaultDialogue_04,,,,,DA_95_s04_06_PlayerDefeatedMordred,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_GraceCamp_p01_c09,Linear_Objective,false,@95_s04_07_WrapFrost_Greet,,,,,95_s04_06,,,95_s04_07_WrapFrost,,,,,,,,,,,,,,,,,,,,,,
TMP_95_GraceCamp_p01_c10,Linear_Objective,false,@95_s04_07_WrapFrost_GraceCamp_p01_DefaultDialogue_05,,,,,95_s04_07,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Grace_p01_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Grace_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Grace_p01_c02,Linear_Objective,false,@95_s04_04_FightMage_Greet,,,,,95_s04_03,,,95_s04_04_FightMage,,,,,,,,,,,,,,,,,,,,,,
95_s04_Grace_p02_c01,Linear_Objective,true,@95_s04_07_WrapFrost_Grace_p02_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Grace_p02_c02,Linear_Objective,false,@95_s04_07_WrapFrost_Talk_Grace_FinishQuest_greet,,,,,,95_s04_07_WrapFrost,95_s04_07_Talk_Grace_FinishQuest,,,,,,,,,,,Topic_95_s04_07_Talk_Grace_FinishQuest,,,,,,,,,,,,
95_DogCamp_p01_c01,Linear_Objective,false,@95_DogCamp_p01_DefaultDialogue_01,,,,,95A_Main_05,,,,,,,,,,,,,,,,,,,,,,,,,
95_DogCamp_p01_c02,Linear_Objective,false,@95_s04_02_GetDaichi_DogCamp_p01_DefaultDialogue_02,,,,,DA_95_s04_02_DaichiOnboarded,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_DogCamp_p01_c03,Linear_Objective,false,@95_s04_03_EnterCastle_DogCamp_p01_DefaultDialogue_03,,,,,DA_95_s04_03_CastleDone,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_95_DogCamp_p01_c04,Linear_Objective,false,@95_s04_06_StopDevice_DogCamp_p01_DefaultDialogue_04,,,,,DA_95_s04_06_PlayerDefeatedMordred,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Dog_p01_c01,Linear_Objective,true,@95_s04_03_EnterCastle_Dog_p01_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Dog_p02_c01,Linear_Objective,true,@95_s04_04_FightMage_Dog_p02_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Dog_p03_c01,Linear_Objective,true,@95_s04_04_FightMage_Dog_p03_DefaultDialogue_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95_s04_Dog_p03_c03,Linear_Objective,false,@95_s04_04_FightMage_Dog_p03_DefaultDialogue_02,,,,,DA_95_s04_TalkedDogWall,,,,,,,,,,,,,,,,,,,,,,,,,
