ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0208_04pre_Alchemist,Linear_Objective,false,@0208_04pre_Alchemist_DefaultDialogue,Syndicate,Syndicate 0 3000,,,,,98_S_01_theexperiment,,,,,,,,,,,,,,,,,,,,,,
0208_04_Alchemist,Linear_Objective,false,@0208_04_Alchemist_DefaultDialogue,Syndicate,Syndicate 0 3000,24,,,,98_S_01_theexperiment,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0208_05pre_Alchemist,Linear_Objective,false,@0208_05pre_Alchemist_DefaultDialogue,Syndicate,,,syndicate_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
0208_05_Alchemist,Linear_Objective,false,@0208_05_Alchemist_DefaultDialogue,Syndicate,,24,syndicate_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0208_06pre_Alchemist,Linear_Objective,false,@0208_06pre_Alchemist_DefaultDialogue,Syndicate,,,syndicate_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
0208_06_Alchemist,Linear_Objective,false,@0208_06_Alchemist_DefaultDialogue,Syndicate,,24,syndicate_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0209_00_Adjudicator,Linear_Objective,true,@0209_00_Adjudicator_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_01_Adjudicator,Linear_Objective,false,@0209_01_Adjudicator_DefaultDialogue,Covenant,,24,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0209_01pre_Adjudicator,Linear_Objective,false,@0209_01pre_Adjudicator_DefaultDialogue,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_02_Adjudicator,Linear_Objective,false,@0209_02_Adjudicator_DefaultDialogue,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_03_Adjudicator,Linear_Objective,false,@0209_03_Adjudicator_DefaultDialogue,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209_04pre_Adjudicator,Linear_Objective,false,@0209_04pre_Adjudicator_DefaultDialogue,Covenant,Covenant 0 3000,,,,,98_C_01_theapostate,,,,,,,,,,,,,,,,,,,,,,
0209_04_Adjudicator,Linear_Objective,false,@0209_04_Adjudicator_DefaultDialogue,Covenant,Covenant 0 3000,24,,,,98_C_01_theapostate,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0209_05pre_Adjudicator,Linear_Objective,false,@0209_05pre_Adjudicator_DefaultDialogue,Covenant,,,covenant_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
0209_05_Adjudicator,Linear_Objective,false,@0209_05_Adjudicator_DefaultDialogue,Covenant,,24,covenant_faction_quest_01,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0209_06pre_Adjudicator,Linear_Objective,false,@0209_06pre_Adjudicator_DefaultDialogue,Covenant,,,covenant_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
0209_06_Adjudicator,Linear_Objective,false,@0209_06_Adjudicator_DefaultDialogue,Covenant,,24,covenant_faction_quest_03,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0222_00_Innkeep,Linear_Objective,true,@0222_00_Innkeep_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
0223_00_Fisher,Linear_Objective,true,@0223_00_Fisher_DefaultDialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0223_01_Fisher,Linear_Objective,false,@0223_01_Fisher_DefaultDialogue,,,,FishingQuest_06,,,0223_0101_FQ07,,,,,,,,,,,,,,,,,,,,,,
0223_02_Fisher,Linear_Objective,false,@0223_02_Fisher_DefaultDialogue,,,,FishingQuest_07,,,,,,,,,,,,,,,,,,,,,,,,,
0230_Ranger_00,Linear_Objective,true,@0230_Ranger_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0230_Ranger_01,Linear_Objective,false,@0230_Ranger_DefaultDialogue_01,,,30,,,,0230_0201_bellyofcorrupted,,,,,,,,,,,,,,,,,,,,,,
0230_Ranger_02,Linear_Objective,false,@0230_Ranger_DefaultDialogue_02,,,,02_Quest_16,,,0230_0202_infernalarmaments,,,,,,,,,,,,,,,,,,,,,,
0230_Ranger_03,Linear_Objective,false,@0230_Ranger_DefaultDialogue_03,,,,02_Quest_17,,,0230_0203_blacksmithbetrayer,,,,,,,,,,,,,,,,,,,,,,
0230_Ranger_04,Linear_Objective,false,@0230_Ranger_DefaultDialogue_04,,,,02_Quest_18,,,,,,,,,,,,,,,,,,,,,,,,,
0231_Painter_00,Linear_Objective,true,@0231_Painter_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0231_Painter_01,Linear_Objective,false,@0231_Painter_DefaultDialogue_01,,,25,,,,0231_0201_locationscout,,,,,,,,,,,,,,,,,,,,,,
0231_Painter_02,Linear_Objective,false,@0231_Painter_DefaultDialogue_02,,,,02_Quest_19,,,0231_0202_eyeforreflection,,,,,,,,,,,,,,,,,,,,,,
0231_Painter_03,Linear_Objective,false,@0231_Painter_DefaultDialogue_03,,,,02_Quest_20,,,0231_0203_wolcottsmasterpiece,,,,,,,,,,,,,,,,,,,,,,
0231_Painter_04,Linear_Objective,false,@0231_Painter_DefaultDialogue_04,,,,02_Quest_21,,,,,,,,,,,,,,,,,,,,,,,,,
0232_Naturalist_00,Linear_Objective,true,@0232_Naturalist_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0232_Naturalist_01,Linear_Objective,false,@0232_Naturalist_DefaultDialogue_01,,,28,,,,0232_0201_asimpletea,,,,,,,,,,,,,,,,,,,,,,
0232_Naturalist_02,Linear_Objective,false,@0232_Naturalist_DefaultDialogue_02,,,,02_Quest_22,,,0232_0202_hiddensecrets,,,,,,,,,,,,,,,,,,,,,,
0232_Naturalist_03,Linear_Objective,false,@0232_Naturalist_DefaultDialogue_03,,,,02_Quest_23,,,0232_0203_verdantadelphia,,,,,,,,,,,,,,,,,,,,,,
0232_Naturalist_04,Linear_Objective,false,@0232_Naturalist_DefaultDialogue_04,,,,02_Quest_24,,,0232_0204_azothtreeachene,,,,,,,,,,,,,,,,,,,,,,
0232_Naturalist_05,Linear_Objective,false,@0232_Naturalist_DefaultDialogue_05,,,,02_Quest_25,,,,,,,,,,,,,,,,,,,,,,,,,
0233_Hunter_00,Linear_Objective,true,@0233_Hunter_DefeaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0233_Hunter_01,Linear_Objective,false,@0233_Hunter_DefeaultDialogue_01,,,30,,,,0233_0201_bearcohabitation,,,,,,,,,,,,,,,,,,,,,,
0233_Hunter_02,Linear_Objective,false,@0233_Hunter_DefeaultDialogue_02,,,,02_Quest_26,,,0233_0202_papabear,,,,,,,,,,,,,,,,,,,,,,
0233_Hunter_03,Linear_Objective,false,@0233_Hunter_DefeaultDialogue_03,,,,02_Quest_27,,,,,,,,,,,,,,,,,,,,,,,,,
0234_Mourner_00,Linear_Objective,true,@0234_Mourner_DeafultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0234_Mourner_01,Linear_Objective,false,@0234_Mourner_DeafultDialogue_01,,,25,,,,0234_0201_memoriesofanotherlife,,,,,,,,,,,,,,,,,,,,,,
0234_Mourner_02,Linear_Objective,false,@0234_Mourner_DeafultDialogue_02,,,,02_Quest_28,,,0234_0202_homenomore,,,,,,,,,,,,,,,,,,,,,,
0234_Mourner_03,Linear_Objective,false,@0234_Mourner_DeafultDialogue_03,,,,02_Quest_29,,,0234_0203_tildeathdouspart,,,,,,,,,,,,,,,,,,,,,,
0234_Mourner_04,Linear_Objective,false,@0234_Mourner_DeafultDialogue_04,,,,02_Quest_30,,,,,,,,,,,,,,,,,,,,,,,,,
0238_Alchemist_00,Linear_Objective,false,@0208_06_Alchemist_DefaultDialogue,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0238_Alchemist_01,Linear_Objective,false,@0208_06pre_Alchemist_DefaultDialogue,Syndicate,,24,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
