ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
9902_08b_MSQ_Adiana_SoloTask,Linear_Objective,false,@9902_08b_MSQ_Adiana_DefaultDialog,,,,9902_0052_saboteur_v2,9902_0052_d_00_Task_TalktoAdiana,,,,,,,,,,,9902_MSQ_ExpeditionSkip,,,,,,,,,,,,
9902_09_MSQ_Adiana,Linear_Objective,false,@9902_09_MSQ_Adiana_DefaultDialog,,,99_MSQ_52,,,9907_0053_blessingofearth,,,,,,,,,,,,,,,,,,,,,,
9902_10_MSQ_Adiana,Linear_Objective,false,@9902_10_MSQ_Adiana_DefaultDialog,,,99_MSQ_53,,,9902_0054_ASelflessNature,,,,,,,,,,,,,,,,,,,,,,
9902_11_MSQ_Adiana,Linear_Objective,false,@9902_11_MSQ_Adiana_DefaultDialog,,,99_MSQ_54,,,9902_0055_shatteredmountain,,,,,,,,,,,,,,,,,,,,,,
9902_12_MSQ_Adiana,Linear_Objective,false,@9902_12_MSQ_Adiana_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902_13_MSQ_Adiana,Linear_Objective,false,@9902_13_MSQ_Adiana_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903_00_MSQ_Emile,Linear_Objective,true,@9903_00_MSQ_Emile_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903_01_MSQ_Emile,Linear_Objective,false,@9903_01_MSQ_Emile_DefaultDialog,,,99_MSQ_23,,,9903_0024_alostcause,,,,,,,,,,9903_Emile_FactionRival,,,,,,,,,,,,
9903_02_MSQ_Emile,Linear_Objective,false,@9903_02_MSQ_Emile_DefaultDialog,Covenant,,99_MSQ_23,,,9903_0024_alostcause,,,,,,,,,,9903_Emile_FactionSame,,,,,,,,,,,,
9903_03_MSQ_Emile,Linear_Objective,false,@9903_03_MSQ_Emile_DefaultDialog,,,99_MSQ_24,,,9903_0025_chainofcommand,,,,,,,,,,,,,,,,,,,,,,
9903_04_MSQ_Emile,Linear_Objective,false,@9903_04_MSQ_Emile_DefaultDialog,,,99_MSQ_25,,,9903_0026_heartsandsouls,,,,,,,,,,,,,,,,,,,,,,
9903_05_MSQ_Emile,Linear_Objective,false,@9903_05_MSQ_Emile_DefaultDialog,,,99_MSQ_26,,,,,,,,,,,,,,,,,,,,,,,,,
9903_06_MSQ_Emile,Linear_Objective,true,@9903_06_MSQ_Emile_DefaultDialog,,,,,,9903_0039_aherosduty,,,,,,,,,,,,,,,,,,,,,,
9903_07_MSQ_Emile,Linear_Objective,false,@9903_07_MSQ_Emile_DefaultDialog,,,99_MSQ_39,,,9903_0040_emilesrequest,,,,,,,,,,,,,,,,,,,,,,
9903_08_MSQ_Emile,Linear_Objective,true,@9903_08_MSQ_Emile_DefaultDialog,,,,,,9903_0041_somethinglefttosave,,,,,,,,,,,,,,,,,,,,,,
9903_09_MSQ_Emile,Linear_Objective,false,@9903_09_MSQ_Emile_DefaultDialog,,,99_MSQ_41,,,9905_0042_shecameback,,,,,,,,,,,,,,,,,,,,,,
9903_10_MSQ_Emile,Linear_Objective,true,@9903_10_MSQ_Emile_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903_11_MSQ_Emile,Linear_Objective,false,@9903_11_MSQ_Emile_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903_12_MSQ_Emile,Linear_Objective,true,@9903_12_MSQ_Emile_DefaultDialog,,,,,,,,,,,,,,,,9903_Emile_Origins1,,,,,,,,,,,,
9903_13_MSQ_Emile,Linear_Objective,true,@9903_13_MSQ_Emile_DefaultDialog,,,,,,,,,,,,,,,,9903_Emile_Origins1,,,,,,,,,,,,
9903_14_MSQ_Emile,Linear_Objective,false,@9903_MSQ_Emile_Response_Epilogue,,,99_MSQ_57,,,,,,,,,,,,,,,,,,,,,,,,,
9904_00_MSQ_Theophrastus,Linear_Objective,true,@9904_00_MSQ_Theophrastus_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904_01_MSQ_Theophrastus,Linear_Objective,false,@9904_01_MSQ_Theophrastus_DefaultDialog,,,99_MSQ_27,,,9904_0028_thenoseknows_V2,,,,,,,,,,9904_Theo_FactionRival,,,,,,,,,,,,
9904_02_MSQ_Theophrastus,Linear_Objective,false,@9904_02_MSQ_Theophrastus_DefaultDialog,Syndicate,,99_MSQ_27,,,9904_0028_thenoseknows_V2,,,,,,,,,,9904_Theo_FactionSame,,,,,,,,,,,,
9904_03_MSQ_Theophrastus,Linear_Objective,false,@9904_03_MSQ_Theophrastus_DefaultDialog,,,99_MSQ_28,,,9904_0029_thestormwall,,,,,,,,,,,,,,,,,,,,,,
9904_04_MSQ_Theophrastus,Linear_Objective,false,@9904_04_MSQ_Theophrastus_DefaultDialog,,,99_MSQ_29,,,9904_0030_twodown,,,,,,,,,,,,,,,,,,,,,,
9904_05_MSQ_Theophrastus,Linear_Objective,true,@9904_05_MSQ_Theophrastus_DefaultDialog,,,,,,9904_0048_enemyofmyenemy,,,,,,,,,,,,,,,,,,,,,,
9904c_06_MSQ_Theophrastus,Linear_Objective,true,@9904_06_MSQ_Theophrastus_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904b_07_MSQ_Theophrastus,Linear_Objective,true,@9904_07_MSQ_Theophrastus_DefaultDialog,,,,,,,,,,,,,,,,9904_Theo_Origins1,,,,,,,,,,,,
9904e_08_MSQ_Theophrastus,Linear_Objective,true,@9904_06_MSQ_Theophrastus_DefaultDialog,,,,,,,,,,,,,,,,9904_Theo_Origins1,,,,,,,,,,,,
9904d_09_MSQ_Theophrastus,Linear_Objective,false,@9904_09_MSQ_Theophrastus_DefaultDialog,,,99_MSQ_57,,,,,,,,,,,,,,,,,,,,,,,,,
9904e_10_MSQ_Theophrastus,Linear_Objective,false,@9904_10_MSQ_Theophrastus_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905_00_MSQ_Rima,Linear_Objective,true,@9905_00_MSQ_Rima_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905_01_MSQ_Rima,Linear_Objective,false,@9905_01_MSQ_Rima_DefaultDialog,,,99_MSQ_31,,,9905_0032_invalhalla,,,,,,,,,,,,,,,,,,,,,,
9905_02_MSQ_Rima,Linear_Objective,false,@9905_02_MSQ_Rima_DefaultDialog,,,99_MSQ_32,,,9905_0033_stillwerise,,,,,,,,,,9905_Rima_Origins1,,,,,,,,,,,,
9905_03_MSQ_Rima,Linear_Objective,false,@9905_03_MSQ_Rima_DefaultDialog,,,99_MSQ_33,,,9905_0034_thealliance,,,,,,,,,,,,,,,,,,,,,,
9905_04_MSQ_Rima,Linear_Objective,false,@9905_04_MSQ_Rima_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905_05_MSQ_Rima,Linear_Objective,true,@9905_05_MSQ_Rima_DefaultDialog,,,,,,,,,,,,,,,,9905_Rima_Origins1,,,,,,,,,,,,
9905_06_MSQ_Rima,Linear_Objective,true,@9905_06_MSQ_Rima_DefaultDialog,,,,,,9905_0038_itstrueface,,,,,,,,,,,,,,,,,,,,,,
9905_07_MSQ_Rima,Linear_Objective,true,@9905_07_MSQ_Rima_DefaultDialog,,,,,,,,,,,,,,,,9905_Rima_Origins1,,,,,,,,,,,,
9905_08_MSQ_Rima,Linear_Objective,false,@9905_08_MSQ_Rima_DefaultDialog,,,99_MSQ_42,,,9905_0043_foragoodcause,,,,,,,,,,,,,,,,,,,,,,
9905_09_MSQ_Rima,Linear_Objective,false,@9905_09_MSQ_Rima_DefaultDialog,,,99_MSQ_44,,,9905_0045_thebox,,,,,,,,,,,,,,,,,,,,,,
9905_10_MSQ_Rima,Linear_Objective,true,@9905_10_MSQ_Rima_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905_11_MSQ_Rima,Linear_Objective,false,@9905_MSQ_Rima_Response_Epilogue,,,99_MSQ_57,,,,,,,,,,,,,,,,,,,,,,,,,
9905_12_MSQ_Rima,Linear_Objective,false,@9905_11_MSQ_Rima_DefaultDialog,,,99_MSQ_58,,,,,,,,,,,,,,,,,,,,,,,,,
9906_03_MSQ_Shamaness,Linear_Objective,true,@9906_03_MSQ_Shamaness_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906_04_MSQ_Shamaness,Linear_Objective,false,@9906_04_MSQ_Shamaness_DefaultDialog,,,99_MSQ_45,,,,,,,,,,,,,,,,,,,,,,,,,
9906_00_MSQ_Shamaness,Linear_Objective,false,@9906_00_MSQ_Shamaness_DefaultDialog,,,99_MSQ_49,,,9906_0050_thescenicroute,,,,,,,,,,,,,,,,,,,,,,
9906_01_MSQ_Shamaness,Linear_Objective,false,@9906_01_MSQ_Shamaness_DefaultDialog,,,99_MSQ_50,,,9906_0051_ararespice,,,,,,,,,,,,,,,,,,,,,,
9906_02_MSQ_Shamaness,Linear_Objective,false,@9906_02_MSQ_Shamaness_DefaultDialog,,,99_MSQ_50b,,,,,,,,,,,,,,,,,,,,,,,,,
9906_05_MSQ_Shamaness,Linear_Objective,false,@9906_05_MSQ_Shamaness_DefaultDialog,,,99_MSQ_52,,,9907_0053_blessingofearth_Ixia,,,,,,,,,,,,,,,,,,,,,,
9907_00_MSQ_AEVillager1,Linear_Objective,true,@9907_00_MSQ_AEVillager1_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9907_01_MSQ_AEVillager1,Linear_Objective,false,@9907_01_MSQ_AEVillager1_DefaultDialog,,,99_MSQ_52,,,9907_0053_blessingofearth_Juice,,,,,,,,,,,,,,,,,,,,,,
9907_02_MSQ_AEVillager1,Linear_Objective,false,@9907_02_MSQ_AEVillager1_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908_00_MSQ_AEVillager2,Linear_Objective,true,@9908_00_MSQ_AEVillager2_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908_01_MSQ_AEVillager2,Linear_Objective,false,@9908_01_MSQ_AEVillager2_DefaultDialog,,,99_MSQ_52,,,9907_0053_blessingofearth_Snap,,,,,,,,,,,,,,,,,,,,,,
9908_02_MSQ_AEVillager2,Linear_Objective,false,@9908_02_MSQ_AEVillager2_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9909_00_MSQ_AEVillager3,Linear_Objective,true,@9909_00_MSQ_AEVillager3_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9909_01_MSQ_AEVillager3,Linear_Objective,false,@9909_01_MSQ_AEVillager3_DefaultDialog,,,99_MSQ_43,,,9909_0044_mothertongue,,,,,,,,,,,,,,,,,,,,,,
9909_02_MSQ_AEVillager3,Linear_Objective,false,@9909_02_MSQ_AEVillager3_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910_00_MSQ_AEScout,Linear_Objective,true,@9910_00_MSQ_AEScout_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910_01_MSQ_AEScout,Linear_Objective,false,@9910_01_MSQ_AEScout_DefaultDialog,,,99_MSQ_55,,,9910_0056_thetempestsheart,,,,,,,,,,,,,,,,,,,,,,
9910_02_MSQ_AEScout,Linear_Objective,false,@9910_02_MSQ_AEScout_DefaultDialog,,,99_MSQ_56,,,,,,,,,,,,,,,,,,,,,,,,,
9910_03_MSQ_AEScout,Linear_Objective,false,@9910_03_MSQ_AEScout_DefaultDialog,,,99_MSQ_57,,,,,,,,,,,,,,,,,,,,,,,,,
9919_00_MSQ_WardenScout,Linear_Objective,true,@9919_00_MSQ_WardenScout_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919_01_MSQ_WardenScout,Linear_Objective,false,@9919_01_MSQ_WardenScout_DefaultDialog,,,99_MSQ_35,,,9901_0036_masterofthetempest_v2,,,,,,,,,,,,,,,,,,,,,,
9919_01b_MSQ_WardenScout_SoloTask,Linear_Objective,false,@9919_01b_MSQ_WardenScout_DefaultDialog,,,,9901_0036_masterofthetempest_v2,9901_0036_d_00_TalkToTitus,,,,,,,,,,,9919_MSQ_DepthsSkip,,,,,,,,,,,,
9919_02_MSQ_WardenScout,Linear_Objective,false,@9919_02_MSQ_WardenScout_DefaultDialog,,,99_MSQ_36,,,9919_0037_planb,,,,,,,,,,,,,,,,,,,,,,
9919_03_MSQ_WardenScout,Linear_Objective,false,@9919_03_MSQ_WardenScout_DefaultDialog,,,99_MSQ_38,,,,,,,,,,,,,,,,,,,,,,,,,
9919_04_MSQ_WardenScout,Linear_Objective,false,@9919_04_MSQ_WardenScout_DefaultDialog,,,99_MSQ_57,,,,,,,,,,,,,,,,,,,,,,,,,
9914_00_MSQ_Hunter,Linear_Objective,true,@9914_00_MSQ_Hunter_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9914_01_MSQ_Hunter,Linear_Objective,false,@9904_0028_thenoseknows_complete_available_response,,,99_MSQ_27b,,,9904_0028_thenoseknowsa_V2,,,,,,,,,,,,,,,,,,,,,,
9914_02_MSQ_Hunter,Linear_Objective,false,@9914_01_MSQ_Hunter_DefaultDialog,,,99_MSQ_27c,,,,,,,,,,,,,,,,,,,,,,,,,
9915_00_MSQ_Researcher1,Linear_Objective,true,@9915_00_MSQ_Researcher1_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915_01_MSQ_Researcher1,Linear_Objective,false,@9915_00_MSQ_Researcher1_DefaultDialog,,,,,,,,,,,,,,,,99_MSQ_28_TopicB,,,,,,,,,,,,
9915_02_MSQ_Researcher1,Linear_Objective,false,@9915_01_MSQ_Researcher1_DefaultDialog,,,99_MSQ_28,,,,,,,,,,,,,,,,,,,,,,,,,
9916_00_MSQ_Researcher2,Linear_Objective,true,@9916_00_MSQ_Researcher2_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916_01_MSQ_Researcher2,Linear_Objective,false,@9916_00_MSQ_Researcher2_DefaultDialog,,,,,,,,,,,,,,,,99_MSQ_28_TopicC,,,,,,,,,,,,
9916_02_MSQ_Researcher2,Linear_Objective,false,@9916_01_MSQ_Researcher2_DefaultDialog,,,99_MSQ_28,,,,,,,,,,,,,,,,,,,,,,,,,
9917_00_MSQ_Researcher3,Linear_Objective,true,@9917_00_MSQ_Researcher3_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917_01_MSQ_Researcher3,Linear_Objective,false,@9917_00_MSQ_Researcher3_DefaultDialog,,,,,,,,,,,,,,,,99_MSQ_28_TopicD,,,,,,,,,,,,
9917_02_MSQ_Researcher3,Linear_Objective,false,@9917_01_MSQ_Researcher3_DefaultDialog,,,99_MSQ_28,,,,,,,,,,,,,,,,,,,,,,,,,
9918_00_MSQ_Researcher4,Linear_Objective,true,@9918_00_MSQ_Researcher4_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918_01_MSQ_Researcher4,Linear_Objective,false,@9918_00_MSQ_Researcher4_DefaultDialog,,,,,,,,,,,,,,,,99_MSQ_28_TopicE,,,,,,,,,,,,
9918_02_MSQ_Researcher4,Linear_Objective,false,@9918_01_MSQ_Researcher4_DefaultDialog,,,99_MSQ_28,,,,,,,,,,,,,,,,,,,,,,,,,
9921_00_MSQ_WardenWalker,Linear_Objective,true,@9921_MSQ_WardenWalker_DefaultDialog,,,,,,,,,,,,,,,,9921_Walker_Origins1,,,,,,,,,,,,
9922_00_MSQ_WardenWayne,Linear_Objective,true,@9922_MSQ_WardenWayne_DefaultDialog,,,,,,,,,,,,,,,,9922_Wayne_Origins1,,,,,,,,,,,,
9923_00_MSQ_WardenConstance,Linear_Objective,true,@9923_MSQ_WardenConstance_DefaultDialog,,,,,,,,,,,,,,,,9923_Constance_Origins1,,,,,,,,,,,,
9924_00_MSQ_WardenEliza,Linear_Objective,true,@9924_MSQ_WardenEliza_DefaultDialog,,,,,,,,,,,,,,,,9924_Eliza_Origins1,,,,,,,,,,,,
9925_00_MSQ_WardenSamir,Linear_Objective,true,@9925_MSQ_WardenSamir_DefaultDialog,,,,,,,,,,,,,,,,9925_Samir_Origins1,,,,,,,,,,,,
9928_MSQ_YonasMemorial_Default,Linear_Objective,true,@9928_MSQ_YonasMemorial_Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9928_01_YonasMemorial,Linear_Objective,false,@9928_01_YonasMemorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929_MSQ_RecliningThorpe_Default,Linear_Objective,true,@9929_MSQ_RecliningThorpe_Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926_00_VK_AbigailRoseA,Linear_Objective,true,@9926_00_VK_AbigailRose_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926_01_VK_AbigailRoseA,Linear_Objective,false,@9926_01_VK_AbigailRose_DefaultDialog,,14,,,,9926_0101_TenaciousRose,,,,,,,,,,,,,,,,,,,,,,
9926_00_VK_AbigailRoseB,Linear_Objective,true,@9926_00_VK_AbigailRose_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926_01_VK_AbigailRoseB,Linear_Objective,false,@9926_02_VK_AbigailRose_DefaultDialog,,,VarangianKnights_0101,,,,,,,,,,,,,,,,,,,,,,,,,
9926_00_VK_AbigailRoseEp2,Linear_Objective,true,@9926_00_VK_AbigailRoseEp2_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926_01_VK_AbigailRoseEp2,Linear_Objective,false,@9926_01_VK_AbigailRoseEp2_DefaultDialog,,25,VarangianKnights_0101,,,9926_0103_LostScarecrow,,,,,,,,,,,,,,,,,,,,,,
9926_02_VK_AbigailRoseEp2,Linear_Objective,false,@9926_0103_LostScarecrow_AbigailTalkTo,,,,9926_0103_LostScarecrow,9926_0103_d_02_01_TalkTo_AbigailRose,,,,,,,,,,,,,,,,,,,,,,,
9926_03_VK_AbigailRoseEp2,Linear_Objective,false,@9926_02_VK_AbigailRoseEp2_DefaultDialog,,,VarangianKnights_0103,,,,,,,,,,,,,,,,,,,,,,,,,
9930_00_VK_RomacBarboA,Linear_Objective,true,@9930_00_VK_RomacBarboA_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930_01_VK_RomacBarboA,Linear_Objective,false,@9926_0103_LostScarecrow_RomacTalkTo_b1,,,,9926_0103_LostScarecrow,9926_0103_d_03_02_01_TalkTo_Romac,,,,,,,,,,,,,,,,,,,,,,,
9930_02_VK_RomacBarboA,Linear_Objective,false,@9926_0103_LostScarecrow_RomacTalkTo_b2,,,VarangianKnights_0104,9926_0103_LostScarecrow,9926_0103_d_03_02_02_TalkTo_Romac,,,,,,,,,,,,,,,,,,,,,,,
9930_03_VK_RomacBarboA,Linear_Objective,false,@9926_0103_LostScarecrow_RomacTalkTo2,,,,9926_0103_LostScarecrow,9926_0103_d_03_04_TalkTo_Romac,,,,,,,,,,,,,,,,,,,,,,,
9930_00_VK_RomacBarboB,Linear_Objective,true,@9930_00_VK_RomacBarboB_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930_01_VK_RomacBarboB,Linear_Objective,false,@9930_01_VK_RomacBarboB_DefaultDialog,,,VarangianKnights_0103,,,,,,,,,,,,,,,,,,,,,,,,,
9931_00_VK_Caoimhe,Linear_Objective,true,@9931_00_VK_Caoimhe_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931_01_VK_Caoimhe,Linear_Objective,false,@9932_0104_RelicReclamation_CaoimheTalkTo_b1,,,,9932_0104_RelicReclamation,9926_0104_d_02_01_TalkTo_Caoimhe,,,,,,,,,,,,,,,,,,,,,,,
9931_02_VK_Caoimhe,Linear_Objective,false,@9932_0104_RelicReclamation_CaoimheTalkTo_b2,,,VarangianKnights_0103,9932_0104_RelicReclamation,9926_0104_d_02_02_TalkTo_Caoimhe,,,,,,,,,,,,,,,,,,,,,,,
9931_03_VK_Caoimhe,Linear_Objective,false,@9931_01_VK_Caoimhe_DefaultDialog,,,VarangianKnights_0104,,,,,,,,,,,,,,,,,,,,,,,,,
9932_00_VK_RomacNote,Linear_Objective,true,@9932_00_VK_RomacNote_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932_01_VK_RomacNote,Linear_Objective,false,@9932_00_VK_RomacNote_DefaultDialog,,27,,,,9932_0104_RelicReclamation,,,,,,,,,,,,,,,,,,,,,,
