ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
99C_Morgaine_03,Linear_Objective,false,@99C_P1_Morgaine_03,,,,99C_MSQ_06,99C_MSQ_07_DestroyBarrier,99C_MSQ_07_DestroyBarrier_2Dcinematic,,,,,,,,,,,,,,,,,,,,,,,
99C_Morgaine_04,Linear_Objective,false,@99C_P1_Morgaine_04,,,,99C_MSQ_07,,,99C_MSQ_08_Settlement02,,,,,,,,,,,,,,,,,,,,,,
99C_Morgaine_05,Linear_Objective,false,@99C_P2_Morgaine_05,,,,99C_MSQ_08,,,99C_MSQ_09_Canopus,,,,,,,,,,,,,,,,,,,,,,
99C_Morgaine_06,Linear_Objective,false,@99C_P3_Morgaine_06,,,,99C_MSQ_09,,,99C_MSQ_10_Andrometus,,,,,,,,,,,,,,,,,,,,,,
99C_Morgaine_07,Linear_Objective,false,@99C_P3_Morgaine_07,,,,99C_MSQ_10,,,99C_MSQ_11_Lepus,,,,,,,,,,,,,,,,,,,,,,
99C_Morgaine_08,Linear_Objective,false,@99C_P4_Morgaine_08,,,,99C_MSQ_11,,,99C_MSQ_12_Vector,,,,,,,,,,,,,,,,,,,,,,
99C_Grace_00,Linear_Objective,true,@99C_P1_GraceOMalley_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99C_Grace_01,Linear_Objective,false,@99C_P1_GraceOMalley_01,,,,99C_MSQ_02,99C_MSQ_03_AncientBridge,99C_MSQ_03_AncientBridge_talk_GraceOMalley,,,,,,,,,,,99C_MSQ_03_Grace_OpenChest,,,,,,,,,,,,
99C_Grace_02,Linear_Objective,false,@99C_P1_GraceOMalley_02,,,,99C_MSQ_02,99C_MSQ_03_AncientBridge,99C_MSQ_03_AncientBridge_interactPuzzleChest,,,,,,,,,,,,,,,,,,,,,,,
99C_Grace_03,Linear_Objective,false,@99C_P1_GraceOMalley_03,,,,99C_MSQ_02,99C_MSQ_03_AncientBridge,99C_MSQ_03_AncientBridge_talk_GraceOMalley2,,,,,,,,,,,99C_MSQ_03_Grace_EmptyChest,,,,,,,,,,,,
99C_Grace_04,Linear_Objective,false,@99C_P1_GraceOMalley_04,,,,99C_MSQ_03,,,,,,,,,,,,,,,,,,,,,,,,,
99C_FritzCromer_00,Linear_Objective,true,@99C_P1_FritzCromer_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99C_FritzCromer_01,Linear_Objective,false,@99C_P1_FritzCromer_01,,,,99C_MSQ_03,99C_MSQ_04_Settlement01,99C_MSQ_04_Settlement01_talk_FritzCromer,,,,,,,,,,,99C_MSQ_04_FritzConversation,,,,,,,,,,,,
99C_FritzCromer_02,Linear_Objective,false,@99C_P1_FritzCromer_02,,,,99C_MSQ_04,,,,,,,,,,,,,,,,,,,,,,,,,
99C_RuxandracelRau_00,Linear_Objective,true,@99C_P1_RuxandracelRau_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99C_RuxandracelRau_01,Linear_Objective,false,@99C_P1_RuxandracelRau_01,,,,99C_MSQ_03,99C_MSQ_04_Settlement01,99C_MSQ_04_Settlement01_talk_RuxandracelRau,,,,,,,,,,,99C_MSQ_04_RuxandraConversation,,,,,,,,,,,,
99C_RuxandracelRau_02,Linear_Objective,false,@99C_P1_RuxandracelRau_02,,,,99C_MSQ_04,,,,,,,,,,,,,,,,,,,,,,,,,
99C_BellaRuby_00,Linear_Objective,true,@99C_P1_BellaRuby_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99C_BellaRuby_01,Linear_Objective,false,@99C_P1_BellaRuby_01,,,,99C_MSQ_03,,,,,,,,,,,,,99C_MSQ_04_BellaConversation,,,,,,,,,,,,
99C_BellaRuby_02,Linear_Objective,false,@99C_P1_BellaRuby_02,,,,99C_MSQ_04,,,99C_MSQ_05_FindMorgaine,,,,,,,,,,,,,,,,,,,,,,
99C_BellaRuby_03,Linear_Objective,false,@99C_P1_BellaRuby_03,,,,99C_MSQ_05,,,,,,,,,,,,,,,,,,,,,,,,,
99C_AdianaTheron_00,Linear_Objective,true,@99C_P1_Adiana_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99C_AdianaTheron_01,Linear_Objective,false,@99C_P1_Adiana_01,,,,99C_MSQ_10,99C_MSQ_11_Lepus,99C_MSQ_11_Lepus_talk_Adiana,,,,,,,,,,,99C_MSQ_11_Adiana_Blight,,,,,,,,,,,,
99C_AdianaTheron_02,Linear_Objective,false,@99C_P1_Adiana_02,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
99C_Yonas_P1_WF_00,Linear_Objective,false,@99C_P1_Yonas_00,,,,99B_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
99C_Yonas_P1_WF_01,Linear_Objective,false,@99C_P1_Yonas_01,,,,99C_MSQ_11,,,,,,,,,,,,,,,,,,,,,,,,,
99C_Yonas_P1_WF_02,Linear_Objective,false,@99C_P1_Yonas_02,,,,99C_MSQ_12,,,,,,,,,,,,,,,,,,,,,,,,,
