ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
C10A_Nekumanesh_02,Linear_Objective,false,@C10A_Nekumanesh_02,,65,C10A_S12,,,C10A_S13_TrackingByTeeth,,,,,,,,,,,,,,,,,,,,,,
C10A_Nekumanesh_03,Linear_Objective,false,@C10A_Nekumanesh_03,,65,C10A_S13,,,C10A_S14_HeartOfTheMarsh,,,,,,,,,,,,,,,,,,,,,,
C10A_Nekumanesh_04,Linear_Objective,false,@C10A_Nekumanesh_04,,65,C10A_S14,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Claire_00,Linear_Objective,true,@C10A_Claire_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Claire_01,Linear_Objective,false,@C10A_Claire_01,,65,,,,C10A_S15_TreasureIsland,,,,,,,,,,,,,,,,,,,,,,
C10A_Claire_02,Linear_Objective,false,@C10A_Claire_02,,65,C10A_S15,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Claire_03,Linear_Objective,false,@C10A_Claire_03,,65,C10A_S15,,,C10A_S15R_TreasureIsland,,,,,,,,,,,,,,,,,,,,,,
C10A_Rosina_00,Linear_Objective,true,@C10A_Rosina_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Rosina_01,Linear_Objective,false,@C10A_Rosina_01,,65,,,,C10A_Q5_Souls,,,,,,,,,,,,,,,,,,,,,,
C10A_Rosina_02,Linear_Objective,false,@C10A_Rosina_02,,65,C10A_Q5,,,C10A_Q5R_Souls,,,,,,,,,,,,,,,,,,,,,,
C10A_Innkeep_00,Linear_Objective,true,@C10A_Innkeep_Default,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
C10A_Billiam_00,Linear_Objective,true,@C10A_Billiam_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Billiam_01,Linear_Objective,false,@C10A_Billiam_01,,65,,,,C10A_Q3_Revelation,,,,,,,,,,,,,,,,,,,,,,
C10A_Billiam_02,Linear_Objective,false,@C10A_Billiam_02,,65,C10A_Q3,,,C10A_Q3R_Revelation,,,,,,,,,,,,,,,,,,,,,,
C10A_Adjudicator_Default,Linear_Objective,true,@C10A_Adjudicator_Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Adjudicator_00,Linear_Objective,false,@C10A_Adjudicator_00,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
C10A_Adjudicator_01,Linear_Objective,false,@C10A_Adjudicator_01,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Adjudicator_02,Linear_Objective,false,@C10A_Adjudicator_02,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Adjudicator_Dummy,Linear_Objective,false,@C10A_Adjudicator_Default,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Selection,,
C10A_Alchemist_Default,Linear_Objective,true,@C10A_Alchemist_Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Alchemist_00,Linear_Objective,false,@C10A_Alchemist_00,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
C10A_Alchemist_01,Linear_Objective,false,@C10A_Alchemist_01,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Alchemist_02,Linear_Objective,false,@C10A_Alchemist_02,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Alchemist_Dummy,Linear_Objective,false,@C10A_Alchemist_Default,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Selection,,
C10A_Commander_Default,Linear_Objective,true,@C10A_Commander_Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Commander_00,Linear_Objective,false,@C10A_Commander_00,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
C10A_Commander_01,Linear_Objective,false,@C10A_Commander_01,Syndicate,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Commander_02,Linear_Objective,false,@C10A_Commander_02,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Commander_Dummy,Linear_Objective,false,@C10A_Commander_Default,,,,,,,,,,,,,,,,,,,,,,,,,,Faction_Selection,,
C10A_Bronn_00,Linear_Objective,true,@C10A_Bronn_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Bronn_01,Linear_Objective,false,@C10A_Bronn_01,,65,,,,C10A_Q2_FreePirates,,,,,,,,,,,,,,,,,,,,,,
C10A_Bronn_02,Linear_Objective,false,@C10A_Bronn_02,,65,C10A_Q2,,,C10A_Q2R_FreePirates,,,,,,,,,,,,,,,,,,,,,,
C10A_Kasper_00,Linear_Objective,true,@C10A_Kasper_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Kasper_01,Linear_Objective,false,@C10A_Kasper_01,,65,,,,C10A_Q4_SpectralArtifacts,,,,,,,,,,,,,,,,,,,,,,
C10A_Kasper_02,Linear_Objective,false,@C10A_Kasper_02,,65,C10A_Q4,,,C10A_Q4R_SpectralArtifacts,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_LightningBottle_00,Linear_Objective,true,@C10A_Table_LightningBottle_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_LightningBottle_01,Linear_Objective,false,@C10A_Table_LightningBottle_01,,65,C10A_S5,,,C10A_S5R_LightningBottle,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_LightningBottle_02,Linear_Objective,false,@C10A_Table_LightningBottle_02,,65,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_Snaggletooth_00,Linear_Objective,true,@C10A_Table_Snaggletooth_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_Snaggletooth_01,Linear_Objective,false,@C10A_Table_Snaggletooth_01,,65,C10A_S8,,,C10A_S8R_SnaggleTooth,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_Catnipping_00,Linear_Objective,true,@C10A_Table_Catnipping_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_Catnipping_01,Linear_Objective,false,@C10A_Table_Catnipping_01,,65,C10A_S9,,,C10A_S9R_Catnipping,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_Lionhearted_00,Linear_Objective,true,@C10A_Table_Lionhearted_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_Lionhearted_01,Linear_Objective,false,@C10A_Table_Lionhearted_01,,65,C10A_S10,,,C10A_S10R_TamingTheLionhearted,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_PerfectCompanion_00,Linear_Objective,true,@C10A_Table_PerfectCompanion_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_PerfectCompanion_01,Linear_Objective,false,@C10A_Table_PerfectCompanion_01,,65,C10A_S11,,,C10A_S11_PerfectCompanion,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_AnimalInstincts_00,Linear_Objective,true,@C10A_Table_AnimalInstincts_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10A_Table_AnimalInstincts_01,Linear_Objective,false,@C10A_Table_AnimalInstincts_01,,65,C10A_S7,,,C10A_S7R_AnimalInstincts,,,,,,,,,,,,,,,,,,,,,,
Raid_CutlassKeys00_Perseus_Chapter01,Linear_Objective,true,@Raid_CutlassKeys00_Perseus_Chapter01,,,,,,,,,,,,,,,,C10A_Perseus_1_a,,,,,,,,,,,,
Raid_CutlassKeys00_Perseus_Chapter02,Linear_Objective,true,@Raid_CutlassKeys00_Perseus_Chapter02,,,,,,,,,,,,,,,,C10A_Perseus_2_a,,,,,,,,,,,,
Raid_CutlassKeys00_Perseus_Chapter03,Linear_Objective,true,@Raid_CutlassKeys00_Perseus_Chapter03,,,,,,,,,,,,,,,,C10A_Perseus_3_a,,,,,,,,,,,,
C10A_DoubloonGuard_Default,Linear_Objective,true,@C10A_DoubloonGuard_Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dungeon_CutlassKeys00_Scalleywag_00,Conversation,true,@Dungeon_CutlassKeys00_Scalleywag_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dungeon_CutlassKeys00_Scalleywag_01,Conversation,true,@Dungeon_CutlassKeys00_Scalleywag_DefaultDialogue_01,,,,,,,,,,,,,,,,Dungeon_CutlassKeys00_Scalleywag_01,Dungeon_CutlassKeys00_Scalleywag_02,Dungeon_CutlassKeys00_Scalleywag_03,,,,,,,,,,
Dungeon_CutlassKeys00_Mariner_00,Conversation,true,@Dungeon_CutlassKeys00_Mariner_DefaultDialogue_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dungeon_CutlassKeys00_Mariner_01,Conversation,true,@Dungeon_CutlassKeys00_Mariner_DefaultDialogue_01,,,,,,,,,,,,,,,,Dungeon_CutlassKeys00_Mariner_01,,,,,,,,,,,,
