ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
Grace_01_03,Linear_Objective,false,@Grace_01_02_Comment_ReturnStaff,,,,,99_MSQ_19,,,,,,,,,,,,,,,,,,,,,,,,,
Grace_01_04,Linear_Objective,false,@Grace_01_04_Comment_UseStaff,,,,,99_MSQ_20,,,,,,,,,,,,,,,,,,,,,,,,,
Adiana_00,Linear_Objective,true,@Adiana_00_INIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiana_01,Linear_Objective,false,@Adiana_01_Offer_CanaryMine,,,,,99A_MSQ_04,,,99A_MSQ_05_UnblockFountain,,,,,,,,,,,,,,,,,,,,,,
Adiana_02,Linear_Objective,false,@Adiana_02_Offer_CorruptionTincture,,,,,99A_MSQ_05,,,99A_MSQ_06_CorruptionTincture,,,,,,,,,,,,,,,,,,,,,,
Adiana_03,Linear_Objective,false,@Adiana_03_Offer_CorruptedPlans,,,,,99A_MSQ_06,,,99A_MSQ_07_CorruptedPlans,,,,,,,,,,,,,,,,,,,,,,
Adiana_04,Linear_Objective,false,@Adiana_04_Offer_ToYonas,,,,,99A_MSQ_07,,,99A_MSQ_08_ToYonas,,,,,,,,,,,,,,,,,,,,,,
Adiana_05,Linear_Objective,false,@Adiana_05_Comment_ToYonas,,,,,99A_MSQ_08,,,,,,,,,,,,,,,,,,,,,,,,,
GuardCaptain_00,Linear_Objective,true,@GuardCaptain_00_INIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuardCaptain_01B_DuringRumorsMSQ,Linear_Objective,false,@GuardCaptain_02A_Offer_FactionVector,,,,,99A_Faction_Vector_Enable,99A_Faction_Vector,99A_MSQ_02_Rumors_container,99A_Faction_Vector,,,,,,,,,,,,,,,,,,,,,,
GuardCaptain_01B,Linear_Objective,false,@GuardCaptain_02A_Offer_FactionVector,,,,,99A_Faction_Vector_Enable,,,99A_Faction_Vector,,,,,,,,,,,,,,,,,,,,,,
GuardCaptain_01,Linear_Objective,false,@GuardCaptain_02_Comment_Rumors,,,,,99A_MSQ_02,,,,,,,,,,,,,,,,,,,,,,,,,
GuardCaptain_03,Linear_Objective,false,@GuardCaptain_03_Comment_Adiana,,,,,99A_MSQ_03,,,,,,,,,,,,,,,,,,,,,,,,,
GuardCaptain_05,Linear_Objective,false,@GuardCaptain_05_Offer_UseStaff,,,,,99_MSQ_19a,,,99A_MSQ_13_UseStaff,,,,,,,,,,,,,,,,,,,,,,
GuardCaptain_06,Linear_Objective,false,@GuardCaptain_06_Comment_UseStaff,,,,,99_MSQ_20,,,,,,,,,,,,,,,,,,,,,,,,,
GuardCaptain_TaskTopic_DeliverPotions,Linear_Objective,false,@04A_Side08_03_DeliverPotions_TalkTo_Franc,,,,,,04A_Side08_03_DeliverPotions,04A_Side08_03_03A_TalkToCaptain,,,,,,,,,,,GuardCaptain_TaskTopic_DeliverPotions,,,,,,,,,,,,
GuardCaptain_TaskConversation_PlayForTown,Linear_Objective,false,@GuardCaptain_TaskConversation_PlayForTown,,,,,,04A_Side05_02_PlayForTown,04A_Side05_02_02_TalkToGuardCaptain,,,,,,,,,,,,,,,,,,,,,,,
GuardCaptain_TaskTopic_PlayForTown,Linear_Objective,false,@GuardCaptain_TaskTopic_PlayForTown,,,,,,04A_Side05_02_PlayForTown,04A_Side05_02_02_TalkToGuardCaptain_02,,,,,,,,,,,GuardCaptain_TaskTopic_PlayForTown,,,,,,,,,,,,
GuardCaptain_01A_TaskTopic_MSQRumors,Linear_Objective,false,@GuardCaptain_01A_TaskTopic_MSQRumors,,,,,,99A_MSQ_02_Rumors,99A_MSQ_02_02d_TalkToCaptain,,,,,,,,,,,99a_Captain_TaskTopic_RumorsMSQ,,,,,,,,,,,,
GuardCaptain_02_TaskTopic_Adiana,Linear_Objective,false,@GuardCaptain_02_TaskTopic_Adiana,,,,,,99A_MSQ_04_ToAdiana,99A_MSQ_04_02d_TalkToCaptain,,,,,,,,,,,99a_Captain_TaskTopic_AskAboutAdiana,,,,,,,,,,,,
Anthurus_00,Linear_Objective,true,@Anthurus_00_INIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthurus_01,Linear_Objective,false,@Anthurus_01_Comment_Rescue,,,,,99A_MSQ_07,,,,,,,,,,,,,,,,,,,,,,,,,
