ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredProgression,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0336_01_Ranger,Linear_Objective,false,@NPC_DefaultDialogue_0336_01_Ranger,,,,,99D_MSQ_06 || 99_MSQ_56,0330_0101_asgoodasmyword,0330_0101_d_01_01_TaskTalkTenavan,,,,,,,,,,,0336_RangerTenevan_Found,,,,,,,,,,,,
0336_02_Ranger,Linear_Objective,false,@NPC_DefaultDialogue_0336_02_Ranger_a,,,,,03_Quest_16,,,,,,,,,,,,,,,,,,,,,,,,,
0337_00_Ranger,Linear_Objective,true,@NPC_DefaultDialogue_0337_00_Ranger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0337_01_Ranger,Linear_Objective,false,@NPC_DefaultDialogue_0337_01_Ranger_a,,,,,99D_MSQ_06 || 99_MSQ_56,0330_0101_asgoodasmyword,0330_0101_d_02_01_TaskTalkRizal,,,,,,,,,,,0337_RangerRizal_Found,,,,,,,,,,,,
0337_02_Ranger,Linear_Objective,false,@NPC_DefaultDialogue_0337_02_Ranger_a,,,,,03_Quest_16,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Shang,Linear_Objective,true,@03_00_Shang_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Amis,Linear_Objective,true,@03_00_Amis_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Chioma,Linear_Objective,true,@03_00_Chioma_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_01_Chioma,Linear_Objective,false,@03_01_Chioma_DefaultDialog_a,,,,,99D_MSQ_08 || 99_MSQ_56,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Cosmo,Linear_Objective,true,@03_00_Cosmo_DefaultDialog_a,,,,,,,,,,,,,,,,,,03_Cosmo_T1,,,,,,,,,,,,
03_00_Vinkle,Linear_Objective,true,@03_00_Vinkle_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Heyl,Linear_Objective,true,@03_00_Heyl_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_01_Heyl,Linear_Objective,false,@03_01_Heyl_DefaultDialog_a,,,,,99D_MSQ_04 || 99_MSQ_56,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Tapas,Linear_Objective,true,@03_00_Tapas_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_01_Tapas,Linear_Objective,false,@03_01_Tapas_DefaultDialog_a,,,,,99D_MSQ_08 || 99_MSQ_56,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Mabel,Linear_Objective,true,@03_00_Mabel_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_01_Mabel,Linear_Objective,false,@03_01_Mabel_DefaultDialog_a,,,,,99D_MSQ_08 || 99_MSQ_56,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Kojo,Linear_Objective,true,@03_00_Kojo_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_01_Kojo,Linear_Objective,false,@03_01_Kojo_DefaultDialog_a,,,,,99D_MSQ_01 || 99_MSQ_56,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Wang,Linear_Objective,true,@03_00_Wang_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Taehwa,Linear_Objective,true,@03_00_Taehwa_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_01_Taehwa,Linear_Objective,false,@03_01_Taehwa_DefaultDialog_a,,,,,99D_MSQ_07 || 99_MSQ_56,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Giri,Linear_Objective,true,@03_00_Giri_DefaultDialog_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_Kazu_00,Linear_Objective,true,@NPC_P1_Kazu_00_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_Kazu_01,Linear_Objective,false,@NPC_P1_Kazu_01,,,,,99D_MSQ_04 || 99_MSQ_56,03_SQ_04_WulfstanGlyphs,03_SQ_04_WulfstanGlyphs_GoToKazu,,,,,,,,,,,,,,,,,,,,,,,
03_Kazu_02,Linear_Objective,false,@NPC_P1_Kazu_02_a,,,,,03_SQ_04,,,03_SQ_05_MokoshGlyphs,,,,,,,,,,,03_Kazu_T1,,,,,,,,,,,
03_Kazu_03,Linear_Objective,false,@NPC_P1_Kazu_03_a,,,,,03_SQ_05,,,,,,,,,,,,,,,,,,,,,,,,,
03_Simone_00,Linear_Objective,true,@NPC_P1_Simone_00_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_Simone_01,Linear_Objective,false,@NPC_P1_Simone_01_a,,,,,99D_MSQ_06 || 99_MSQ_56,,,03_SQ_06_AscensionCurse,,,,,,,,,,,,,,,,,,,,,,
03_Simone_02,Linear_Objective,false,@NPC_P1_Simone_02_a,,,,,03_SQ_06,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Hotspur_A,Linear_Objective,true,@03_00_Hotspur_A_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_01_Hotspur_A,Linear_Objective,false,@03_00_Hotspur_A_DefaultDialog,,,,,99C_MSQ_12 || 99_MSQ_56,,,03_SQ_01_PassingGood,,,,,,,,,,,,,,,,,,,,,,
03_00_Hotspur_B,Linear_Objective,false,@03_00_Hotspur_B_DefaultDialog,,,,,03_SQ_01,,,03_SQ_02_ArmedPoints,,,,,,,,,,,,,,,,,,,,,,
03_00_Hotspur_C,Linear_Objective,false,@03_00_Hotspur_C_DefaultDialog,,,,,03_SQ_02,,,,,,,,,,,,,,,,,,,,,,,,,
03_00_Hotspur_D,Linear_Objective,false,@03_00_Hotspur_C_DefaultDialog,,,,,99D_MSQ_05&&03_SQ_02,,,03_SQ_03_BattleWounds,,,,,,,,,,,,,,,,,,,,,,
03_Wolf_00,Linear_Objective,false,@NPC_P1_Wolf_00_a,,,,,,,,,,,,,,,,,,03_Wolf_T1,,,,,,,,,,,,
03_KazuJournal_00,Linear_Objective,true,@NPC_P1_KazuJournal_00_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_KazuJournal_01,Linear_Objective,false,@NPC_P1_KazuJournal_01_a,,,,,99D_MSQ_04 || 99_MSQ_56,,,03_SQ_04_WulfstanGlyphs,,,,,,,,,,,,,,,,,,,,,,
99D_ChangZhen_00,Linear_Objective,true,@99D_ChangZhen_00_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99D_ChangZhen_01,Linear_Objective,false,@99D_ChangZhen_00_b,,,,,03_SQ_02,,,,,,,,,,,,,,,,,,,,,,,,,
0329_Adjudicator_00,Linear_Objective,true,@NPC_DefaultDialogue_0329_00_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0329_Adjudicator_01,Linear_Objective,false,@NPC_DefaultDialogue_0329_01_Adjudicator,,Covenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0329_Adjudicator_02,Linear_Objective,false,@NPC_DefaultDialogue_0329_01pre_Adjudicator,,Covenant,,39,,,,,,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
