ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,RequiredFaction,RequiredLevel,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
0604_04_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0604_04_Overseer,,,,0604_0501_encroachingcorruption,0604_0501_d_00_container_encroachingcorruption,0604_0203_abominableluck,,,,,,,,,,,,,,,,,,,,Community_Board,,
0604_04a_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0604_04_Overseer,,,S_encroachingcorruption,,,0604_0203_abominableluck,,,,,,,,,,,,,,,,,,,,Community_Board,,
0604_05_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0604_05_Overseer,,,06_Quest_20,,,0604_0202_buildingblocks,,,,,,,,,,,,,,,,,,,,Community_Board,,
0604_06_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0604_06_Overseer,,,06_Quest_15,,,0604_0201_stevenexpedition,,,,,,,,,,,,,,,,,,,,Community_Board,,
0604_07_Overseer,Linear_Objective,false,@NPC_DefaultDialogue_0604_07_Overseer,,,06_Quest_21,,,,,,,,,,,,,,,,,,,,,,,Community_Board,,
0602_00_Magistrate,Linear_Objective,true,@NPC_DefaultDialogue_0602_00_Magistrate,,,,,,0606_0102_hearthandhome,,,,,,,,,,,,,,,,,,,,,,
0602_01_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_01_Magistrate,,,S_hearthhome,,,0602_0102_intrototrader,,,,,,,,,,,,,,,,,,,,,,
0602_02_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_02_Magistrate,,,S_intrototrader,,,0603_0102_introtooverseer,,,,,,,,,,0602_Magistrate_Windsward,,,,,,,,,,,,
0602_03_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_03_Magistrate,,,S_returntomagistrate,,,0602_0202_introtoallfactions,,,,,,,,,,,,,,,,,,,,,,
0602_03A_Magistrate_TaskTopic,Linear_Objective,false,@NPC_DefaultDialogue_0602_04_Magistrate,,,,0602_0202_introtoallfactions,0602_0202_d_04_talkedtoMagistrate,,,,,,,,,,,0602_Magistrate_FactionsReady,,,,,,,,,,,,
0602_04_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_04_Magistrate,,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,,,
0602_05_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_05_Magistrate,,,S_factionhandoff,,,0604_0501_encroachingcorruption,,,,,,,,,,,,,,,,,,,,,,
0602_05a_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_05a_Magistrate,,,S_encroachingcorruption,,,0604_0799_TheHermitWW,,,,,,,,,,,,,,,,,,,,,,
0602_06_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_06_Magistrate,,,,0604_0799_TheHermitWW,0604_0799_container_TheHermitWW,0602_0503_warpandweft,,,,,,,,,,,,,,,,,,,,,,
0602_06a_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_06_Magistrate,,,MSQ_00_init,,,0602_0503_warpandweft,,,,,,,,,,,,,,,,,,,,,,
0602_07_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_07_Magistrate,,,06_Quest_13,,,0602_0504_fabricnegotiation,,,,,,,,,,,,,,,,,,,,,,
0602_08_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_08_Magistrate,,,06_Quest_16,,,0602_0502_oftheheart,,,,,,,,,,,,,,,,,,,,,,
0602_09_Magistrate,Linear_Objective,false,@NPC_DefaultDialogue_0602_09_Magistrate,,,06_Quest_02,,,,,,,,,,,,,,,,,,,,,,,,,
0605_00_Artificer,Linear_Objective,true,@NPC_DefaultDialogue_0605_00_Artificer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0605_01_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_0605_01_Artificer,,,S_introtoartificer,,,0605_0101_craftforartificer,,,,,,,,,,,,,,,,,,,,,,
0605_02_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_0605_02_Artificer,,,S_craftforartificer,,,0605_0102_campingunlock,,,,,,,,,,,,,,,,,,,,,,
0605_03_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_0605_03_Artificer,,,S_factionhandoff,,,0605_0301_soiledexpectations,,,,,,,,,,,,,,,,,,,,,,
0605_04_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_0605_04_Artificer,,,06_Quest_07,,,0605_0401_jarofblackbile,,,,,,,,,,,,,,,,,,,,,,
0605_05_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_0605_05_Artificer,,,06_Quest_19,,,0605_0501_azothfulminate,,,,,,,,,,,,,,,,,,,,,,
0605_06_Artificer,Linear_Objective,false,@NPC_DefaultDialogue_0605_06_Artificer,,,06_Quest_22,,,,,,,,,,,,,,,,,,,,,,,,,
0603_00_Survivalist,Linear_Objective,true,@NPC_DefaultDialogue_0603_00_Survivalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0603_01_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_0603_01_Survivalist,,,S_campingunlock,,,0603_0201_survivalistquest,0603_0201_survivalistquest_V2,,,,,,,,,0603_Survivalist_01,,,,,,,,,,,,
0603_02_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_0603_02_Survivalist,,,S_magistratequest,,,0603_0202_returntomagistrate,,,,,,,,,,,,,,,,,,,,,,
0603_03_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_0603_03_Survivalist,,,S_factionhandoff,,,0603_0302_predatorprey,,,,,,,,,,,,,,,,,,,,,,
0603_04_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_0603_04_Survivalist,,,06_Quest_11,,,0603_0204_bearscratchrock,,,,,,,,,,,,,,,,,,,,,,
0603_05_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_0603_05_Survivalist,,,06_Quest_17,,,0603_0301_makingsparks,,,,,,,,,,,,,,,,,,,,,,
0603_06_Survivalist,Linear_Objective,false,@NPC_DefaultDialogue_0603_06_Survivalist,,,06_Quest_03,,,,,,,,,,,,,,,,,,,,,,,,,
0610_00_Barkeep,Linear_Objective,true,@0610_00_Barkeep_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0610_01_Barkeep,Linear_Objective,false,@0610_01_Barkeep_DefaultDialog,,,S_factionhandoff,,,0610_0101_apricklyrequest,,,,,,,,,,,,,,,,,,,,,,
0610_02_Barkeep,Linear_Objective,false,@0610_02_Barkeep_DefaultDialog,,,06_Quest_04,,,0610_0103_thelonelyharvest,,,,,,,,,,,,,,,,,,,,,,
0610_03_Barkeep,Linear_Objective,false,@0610_03_Barkeep_DefaultDialog,,,06_Quest_18,,,0610_0102_piratesofspice,,,,,,,,,,,,,,,,,,,,,,
0610_04_Barkeep,Linear_Objective,false,@0610_04_Barkeep_DefaultDialog,,,06_Quest_06,,,0610_0201_shotacrossbow_p1,,,,,,,,,,,,,,,,,,,,,,
0610_05_Barkeep,Linear_Objective,false,@0610_05_Barkeep_DefaultDialog,,,06_Quest_10,,,,,,,,,,,,,,,,,,,,,,,,,
0611_00_Stranger,Linear_Objective,true,@0611_00_Stranger_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0611_01_Stranger,Linear_Objective,false,@0611_01_Stranger_DefaultDialog,,,06_Quest_05,,,0611_0101_ancientobservations,,,,,,,,,,,,,,,,,,,,,,
0611_02_Stranger,Linear_Objective,false,@0611_02_Stranger_DefaultDialog,,,06_Quest_12,,,0602_0501_takentotask,,,,,,,,,,,,,,,,,,,,,,
0611_03_Stranger,Linear_Objective,false,@0611_03_Stranger_DefaultDialog,,,06_Quest_01,,,,,,,,,,,,,,,,,,,,,,,,,
0611_04_Stranger,Linear_Objective,false,@0611_04_Stranger_DefaultDialog,,23,06_Quest_01,,,0611_0102_SeeingClearly,,,,,,,,,,,,,,,,,,,,,,
0611_05_Stranger,Linear_Objective,false,@0611_05_Stranger_DefaultDialog,,,06_Quest_23,,,,,,,,,,,,,,,,,,,,,,,,,
0607_00_Commander,Linear_Objective,true,@NPC_DefaultDialogue_0607_00_Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0607_01_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0607_02_Commander,,,S_introtoallfactions_accepted,,,,,,,,,,,,,,,,,,,,,,,,,
0607_02_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0607_01_Commander,,,,0602_0202_introtoallfactions,0602_0202_d_02_01_TaskGameEvent_Marauder,,,,,,,,,,,0602_Marauder_talk,,,,,,,,,,,,
0607_03_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0607_03_Commander,,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,Faction_Selection,,
0607_04_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0607_04_Commander,Syndicate,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
0607_05_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0607_05_Commander,Covenant,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
0607_06_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0607_06_Commander,Marauder,,S_timetochoose,,,0607_0101_marauderquest1,,,,,,,,,,,,,,,,,,,,,,
0607_07_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0607_07a_Commander,Marauder,,S_marauderquest1,,,0602_0401_factionhandoff_Marauder,9806_M_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,,
0607_08_Commander,Linear_Objective,false,@NPC_DefaultDialogue_0607_07_Commander,Marauder,60,S_marauderquest1,,,0602_0401_factionhandoff_Marauder,9806_M_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0608_00_Alchemist,Linear_Objective,true,@NPC_DefaultDialogue_0608_00_Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0608_01_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0608_02_Alchemist,,,S_introtoallfactions_accepted,,,,,,,,,,,,,,,,,,,,,,,,,
0608_02_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0608_01_Alchemist,,,,0602_0202_introtoallfactions,0602_0202_d_02_02_TaskGameEvent_Syndicate,,,,,,,,,,,0602_Syndicate_talk,,,,,,,,,,,,
0608_03_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0608_03_Alchemist,,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,Faction_Selection,,
0608_04_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0608_04_Alchemist,Marauder,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
0608_05_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0608_05_Alchemist,Covenant,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
0608_06_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0608_06_Alchemist,Syndicate,,S_timetochoose,,,0608_0101_syndicatequest1,,,,,,,,,,,,,,,,,,,,,,
0608_07_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0608_07a_Alchemist,Syndicate,,S_syndicatequest1,,,0602_0401_factionhandoff_Syndicate,9806_S_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,,
0608_08_Alchemist,Linear_Objective,false,@NPC_DefaultDialogue_0608_07_Alchemist,Syndicate,60,S_syndicatequest1,,,0602_0401_factionhandoff_Syndicate,9806_S_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0609_00_Adjudicator,Linear_Objective,true,@NPC_DefaultDialogue_0609_00_Adjudicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0609_01_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0609_02_Adjudicator,,,S_introtoallfactions_accepted,,,,,,,,,,,,,,,,,,,,,,,,,
0609_02_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0609_01_Adjudicator,,,,0602_0202_introtoallfactions,0602_0202_d_02_03_TaskGameEvent_Covenant,,,,,,,,,,,0602_Covenant_talk,,,,,,,,,,,,
0609_03_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0609_03_Adjudicator,,,S_timetochoose_accepted,,,,,,,,,,,,,,,,,,,,,,,Faction_Selection,,
0609_04_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0609_04_Adjudicator,Marauder,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
0609_05_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0609_05_Adjudicator,Syndicate,,S_timetochoose,,,,,,,,,,,,,,,,,,,,,,,,,
0609_06_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0609_06_Adjudicator,Covenant,,S_timetochoose,,,0609_0101_covenantquest1,,,,,,,,,,,,,,,,,,,,,,
0609_07_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0609_07a_Adjudicator,Covenant,,S_covenantquest1,,,0602_0401_factionhandoff_Covenant,9806_C_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,,
0609_08_Adjudicator,Linear_Objective,false,@NPC_DefaultDialogue_0609_07_Adjudicator,Covenant,60,S_covenantquest1,,,0602_0401_factionhandoff_Covenant,9806_C_0001_RankUp,,,,,,,,,,,,,,,,,,,Faction_Board,Join_Outpost_Rush,
0622_00_Innkeep,Linear_Objective,true,@0622_00_Innkeep_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
0622_01_Innkeep,Linear_Objective,false,@0622_01_Innkeep_DefaultDialog,,,S_encroachingcorruption,,,0622_1501_intrototravel,,,,,,,,,,,,,,,,,,,,Inn,,
0622_02_Innkeep,Linear_Objective,false,@0622_02_Innkeep_DefaultDialog,,,S_returntravel,,,,,,,,,,,,,,,,,,,,,,,Inn,,
0622_03_Innkeep,Linear_Objective,false,@0622_03_Innkeep_DefaultDialog,,25,,,,,,,,,,,,,,0622_Innkeep_WhereNow,,,,,,,,,,Inn,,
0622_04_Innkeep,Linear_Objective,false,@0622_04_Innkeep_DefaultDialog,,35,,,,,,,,,,,,,,0622_Innkeep_WhyHouse,,,,,,,,,,Inn,,
0623_00_Fisher,Linear_Objective,true,@0623_00_Fisher_DefaultDialog,,,,,,,,,,,,,,,,0623_Fisher_ExplainHotspots,,,,,,,,,,,,
0623_01_Fisher,Linear_Objective,false,@0623_01_Fisher_DefaultDialog,,3,,,,0623_0101_FQ01,,,,,,,,,,0623_Fisher_ExplainHotspots,,,,,,,,,,,,
0623_02_Fisher,Linear_Objective,false,@0623_02_Fisher_DefaultDialog,,,FishingQuest_01,,,0623_0102_FQ02,,,,,,,,,,0623_Fisher_ExplainHotspots,,,,,,,,,,,,
0623_03_Fisher,Linear_Objective,false,@0623_03_Fisher_DefaultDialog,,,FishingQuest_02,,,,,,,,,,,,,0623_Fisher_ExplainHotspots,,,,,,,,,,,,
0699_00_Barkimedes,Linear_Objective,true,@0699_00_Barkimedes_DefaultDialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0699_01_Barkimedes,Linear_Objective,false,@0699_01_Barkimedes_DefaultDialog,,23,,,,0699_0103_BarkimedesPup,,,,,,,,,,,,,,,,,,,,,,
0699_02_Barkimedes,Linear_Objective,false,@0699_02_Barkimedes_DefaultDialog,,23,06_Quest_26,,,0699_0101_Barkimedes,,,,,,,,,,,,,,,,,,,,,,
0699_03_Barkimedes,Linear_Objective,false,@0699_03_Barkimedes_DefaultDialog,,33,,,,0699_0103_BarkimedesPup,0699_0101_Barkimedes,0699_0102_Barkimedes2,,,,,,,,,,,,,,,,,,,,
