RewardId,RewardIndex,RewardType,ItemId,EntitlementIds,DisplayItemId,SeasonsXp,LimitingEntitlementId,IsHighValue,RequiresPremium,RequiresWorldTags,FlipWorldTagCheckToExclude
S10_BattlePass_Free_23,23,BattlePass_Free,Refining_Box_S7,,,,,,,,
S10_BattlePass_Free_24,24,BattlePass_Free,Food_Box_S8,,,,,,,,
S10_BattlePass_Free_25,25,BattlePass_Free,,PremiumEmote_Firework2:2,EntDisplay_Fireworks2,,Entitlement_Season10_UnclaimedFreePass25,,,,
S10_BattlePass_Free_26,26,BattlePass_Free,Gem_Box_S10,,,,,,,,
S10_BattlePass_Free_27,27,BattlePass_Free,Dyes3_Box_S10,,,,,,,,
S10_BattlePass_Free_28,28,BattlePass_Free,Combat_Box_S8,,,,,,,,
S10_BattlePass_Free_29,29,BattlePass_Free,Expedition_Box_S8,,,,,,,,
S10_BattlePass_Free_30,30,BattlePass_Free,Refining_Box_S7,,,,,,,,
S10_BattlePass_Free_31,31,BattlePass_Free,FactionTokenSmall_Box_S5,,,,,,,,
S10_BattlePass_Free_32,32,BattlePass_Free,Combat_Box_S8,,,,,,,,
S10_BattlePass_Free_33,33,BattlePass_Free,Elemental_Box_S7,,,,,,,,
S10_BattlePass_Free_34,34,BattlePass_Free,CraftingResources_Box_S5,,,,,,,,
S10_BattlePass_Free_35,35,BattlePass_Free,Refining_Box_S7,,,,,,,,
S10_BattlePass_Free_36,36,BattlePass_Free,AzothSaltVialT1,,,,,,,,
S10_BattlePass_Free_37,37,BattlePass_Free,,Marks of Fortune:500,EntDisplay_MarksOfFortune_500,,Entitlement_Season10_UnclaimedFreePass37,,,,
S10_BattlePass_Free_38,38,BattlePass_Free,Refining_Box_S7,,,,,,,,
S10_BattlePass_Free_39,39,BattlePass_Free,Expedition_Box_S8,,,,,,,,
S10_BattlePass_Free_40,40,BattlePass_Free,Dyes4_Box_S10,,,,,,,,
S10_BattlePass_Free_41,41,BattlePass_Free,Food_Box_S8,,,,,,,,
S10_BattlePass_Free_42,42,BattlePass_Free,Coin_Stack_500,,,,,,,,
S10_BattlePass_Free_43,43,BattlePass_Free,Combat_Box_S8,,,,,,,,
S10_BattlePass_Free_44,44,BattlePass_Free,Salvage_Box_S7,,,,,,,,
S10_BattlePass_Free_45,45,BattlePass_Free,,PremiumEmote_Firework3:2,EntDisplay_Fireworks3,,Entitlement_Season10_UnclaimedFreePass45,,,,
S10_BattlePass_Free_46,46,BattlePass_Free,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,Entitlement_Season10_UnclaimedFreePass46,,,,
S10_BattlePass_Free_47,47,BattlePass_Free,Dyes5_Box_S10,,,,,,,,
S10_BattlePass_Free_48,48,BattlePass_Free,Combat_Box_S8,,,,,,,,
S10_BattlePass_Free_49,49,BattlePass_Free,Expedition_Box2_S8,,,,,,,,
S10_BattlePass_Free_50,50,BattlePass_Free,House_HousingItem_Buff_SPECIAL_Season10_T1,EntitlementTitle_Season10_BattlePass,EntDisplay_HousingItem_Buff_SPECIAL_Season10_T1,,,,,,
S10_BattlePass_Free_51,51,BattlePass_Free,FactionTokenSmall_Box_S5,,,,,,,,
S10_BattlePass_Free_52,52,BattlePass_Free,,Entitlement_Skin_Feet_ApocalypseRidersDeath,EntDisplay_Skin_Feet_ApocalypseRidersDeath,,,,,,
S10_BattlePass_Free_53,53,BattlePass_Free,Salvage_Box_S7,,,,,,,,
S10_BattlePass_Free_54,54,BattlePass_Free,Elemental_Box_S7,,,,,,,,
S10_BattlePass_Free_55,55,BattlePass_Free,,PremiumEmote_Firework4:2,EntDisplay_Fireworks4,,Entitlement_Season10_UnclaimedFreePass55,,,,
S10_BattlePass_Free_56,56,BattlePass_Free,AzothSaltVialT1,,,,,,,,
S10_BattlePass_Free_57,57,BattlePass_Free,,Marks of Fortune:500,EntDisplay_MarksOfFortune_500,,Entitlement_Season10_UnclaimedFreePass57,,,,
S10_BattlePass_Free_58,58,BattlePass_Free,Combat_Elite_Box_S7,,,,,,,,
S10_BattlePass_Free_59,59,BattlePass_Free,Expedition_Box2_S8,,,,,,,,
S10_BattlePass_Free_60,60,BattlePass_Free,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season10_UnclaimedFreePass60,,,,
S10_BattlePass_Free_61,61,BattlePass_Free,Ward_Box_S5,,,,,,,,
S10_BattlePass_Free_62,62,BattlePass_Free,Coin_Stack_500,,,,,,,,
S10_BattlePass_Free_63,63,BattlePass_Free,Combat_Elite_Box_S7,,,,,,,,
S10_BattlePass_Free_64,64,BattlePass_Free,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,Entitlement_Season10_UnclaimedFreePass64,,,,
S10_BattlePass_Free_65,65,BattlePass_Free,,PremiumEmote_Firework5:2,EntDisplay_Fireworks5,,Entitlement_Season10_UnclaimedFreePass65,,,,
S10_BattlePass_Free_66,66,BattlePass_Free,,Entitlement_Skin_Gloves_ApocalypseRidersDeath,EntDisplay_Skin_Gloves_ApocalypseRidersDeath,,,,,,
S10_BattlePass_Free_67,67,BattlePass_Free,Dyes6_Box_S10,,,,,,,,
S10_BattlePass_Free_68,68,BattlePass_Free,Combat_Elite_Box_S7,,,,,,,,
S10_BattlePass_Free_69,69,BattlePass_Free,Food_Box_S8,,,,,,,,
S10_BattlePass_Free_70,70,BattlePass_Free,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season10_UnclaimedFreePass70,,,,
S10_BattlePass_Free_71,71,BattlePass_Free,CraftingResources_Box_S5,,,,,,,,
S10_BattlePass_Free_72,72,BattlePass_Free,,Entitlement_Skin_Legs_ApocalypseRidersDeath,EntDisplay_Skin_Legs_ApocalypseRidersDeath,,,,,,
S10_BattlePass_Free_73,73,BattlePass_Free,Bundle_AzothVial_10,,,,,,,,
S10_BattlePass_Free_74,74,BattlePass_Free,Bundle_AzothVial_10,,,,,,,,
S10_BattlePass_Free_75,75,BattlePass_Free,Dyes7_Box_S10,,,,,,,,
S10_BattlePass_Free_76,76,BattlePass_Free,Gem_Box_S10,,,,,,,,
S10_BattlePass_Free_77,77,BattlePass_Free,,Marks of Fortune:500,EntDisplay_MarksOfFortune_500,,Entitlement_Season10_UnclaimedFreePass77,,,,
S10_BattlePass_Free_78,78,BattlePass_Free,,Entitlement_Skin_Chest_ApocalypseRidersDeath,EntDisplay_Skin_Chest_ApocalypseRidersDeath,,,,,,
S10_BattlePass_Free_79,79,BattlePass_Free,Mutation_Box_S8,,,,,,,,
S10_BattlePass_Free_80,80,BattlePass_Free,Combat_Elite_Box_S7,,,,,,,,
S10_BattlePass_Free_81,81,BattlePass_Free,Bundle_AzothVial_10,,,,,,,,
S10_BattlePass_Free_82,82,BattlePass_Free,Coin_Stack_500,,,,,,,,
S10_BattlePass_Free_83,83,BattlePass_Free,,Entitlement_Skin_2hBow_CosmicMoon,EntDisplay_Skin_2hBow_CosmicMoon,,,,,,
S10_BattlePass_Free_84,84,BattlePass_Free,Gem_Box_S10,,,,,,,,
S10_BattlePass_Free_85,85,BattlePass_Free,Combat_Elite_Box_S7,,,,,,,,
S10_BattlePass_Free_86,86,BattlePass_Free,Elemental_Box_S7,,,,,,,,
S10_BattlePass_Free_87,87,BattlePass_Free,Dyes8_Box_S10,,,,,,,,
S10_BattlePass_Free_88,88,BattlePass_Free,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,Entitlement_Season10_UnclaimedFreePass88,,,,
S10_BattlePass_Free_89,89,BattlePass_Free,Mutation_Box_S8,,,,,,,,
S10_BattlePass_Free_90,90,BattlePass_Free,,Entitlement_Skin_Head_EnigmaRedHelmet02,Skin_Head_EnigmaRedHelmet02,,,,,,
S10_BattlePass_Free_91,91,BattlePass_Free,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,Entitlement_Season10_UnclaimedFreePass91,,,,
S10_BattlePass_Free_92,92,BattlePass_Free,,Entitlement_Skin_Head_ApocalypseRidersDeath,EntDisplay_Skin_Head_ApocalypseRidersDeath,,,,,,
S10_BattlePass_Free_93,93,BattlePass_Free,Apex_Combat_Box_S9,,,,,,,,
S10_BattlePass_Free_94,94,BattlePass_Free,AzothSaltVialT1,,,,,,,,
S10_BattlePass_Free_95,95,BattlePass_Free,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season10_UnclaimedFreePass95,,,,
S10_BattlePass_Free_96,96,BattlePass_Free,,Entitlement_Skin_1hVoidGauntlet_CosmicMoon,EntDisplay_Skin_1hVoidGauntlet_CosmicMoon,,,,,,
S10_BattlePass_Free_97,97,BattlePass_Free,,Marks of Fortune:500,EntDisplay_MarksOfFortune_500,,Entitlement_Season10_UnclaimedFreePass97,,,,
S10_BattlePass_Free_98,98,BattlePass_Free,,Entitlement_Skin_2hSpear_ApocalypseDeathSpear,EntDisplay_Skin_2hSpear_ApocalypseDeathSpear,,,,,,
S10_BattlePass_Free_99,99,BattlePass_Free,Apex_Combat_Box_S9,,,,,,,,
S10_BattlePass_Free_100,100,BattlePass_Free,,Entitlement_Skin_Head_EnigmaRedHelmet01,Skin_Head_EnigmaRedHelmet01,,,,,,
S10_BattlePass_Premium_01,101,BattlePass_Premium,,Ent_StatusEffect_Token_Season_1,EntDisplay_StatusEffect_Token_Season_1,,Entitlement_Season10_UnclaimedPremiumPass01,,,,
S10_BattlePass_Premium_02,102,BattlePass_Premium,Coin_Stack_3000,,,,,,,,
S10_BattlePass_Premium_03,103,BattlePass_Premium,Bundle_AzothVial_20,,,,,,,,
S10_BattlePass_Premium_04,104,BattlePass_Premium,Food_Box_S5_Premium,,,,,,,,
S10_BattlePass_Premium_05,105,BattlePass_Premium,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season10_UnclaimedPremiumPass05,,,,
S10_BattlePass_Premium_06,106,BattlePass_Premium,Elemental_Box_S7_Premium,,,,,,,,
S10_BattlePass_Premium_07,107,BattlePass_Premium,,angelicsatin_dye:5,EntDisplay_Dye_AngelicSatin,,Entitlement_Season10_UnclaimedPremiumPass07,,,,
S10_BattlePass_Premium_08,108,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,Entitlement_Season10_UnclaimedPremiumPass08,,,,
S10_BattlePass_Premium_09,109,BattlePass_Premium,Bundle_GypsumOrb_5,,,,,,,,
S10_BattlePass_Premium_10,110,BattlePass_Premium,,Entitlement_Skin_2hLongsword_EnigmaRed_WPN,EntDisplay_Skin_2hLongsword_EnigmaRed_WPN,,,,,,
S10_BattlePass_Premium_11,111,BattlePass_Premium,FactionTokenLarge_Box_S5,,,,,,,,
S10_BattlePass_Premium_12,112,BattlePass_Premium,Salvage_Box_S7_Premium,,,,,,,,
S10_BattlePass_Premium_13,113,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,Entitlement_Season10_UnclaimedPremiumPass13,,,,
S10_BattlePass_Premium_14,114,BattlePass_Premium,Gem_Box_S10_Premium,,,,,,,,
S10_BattlePass_Premium_15,115,BattlePass_Premium,,Entitlement_Skin_1hElementalGauntlet_EnigmaRed_WPN,EntDisplay_Skin_1hElementalGauntlet_EnigmaRed_WPN,,,,,,
S10_BattlePass_Premium_16,116,BattlePass_Premium,Food_Box_S5_Premium,,,,,,,,
S10_BattlePass_Premium_17,117,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season10_UnclaimedPremiumPass17,,,,
S10_BattlePass_Premium_18,118,BattlePass_Premium,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,Entitlement_Season10_UnclaimedPremiumPass18,,,,
S10_BattlePass_Premium_19,119,BattlePass_Premium,Bundle_GypsumOrb_5,,,,,,,,
S10_BattlePass_Premium_20,120,BattlePass_Premium,,Entitlement_Skin_1hHatchet_EnigmaRed_WPN,EntDisplay_Skin_1hHatchet_EnigmaRed_WPN,,,,,,
S10_BattlePass_Premium_21,121,BattlePass_Premium,Crafting_Box_S5_Premium,,,,,,,,
S10_BattlePass_Premium_22,122,BattlePass_Premium,Coin_Stack_3000,,,,,,,,
S10_BattlePass_Premium_23,123,BattlePass_Premium,,Ent_MountAttachmentItem_Skin_GarlicHerbs,MountAttachmentItem_Skin_GarlicHerbs,,,,,,
S10_BattlePass_Premium_24,124,BattlePass_Premium,Food_Box_S5_Premium,,,,,,,,
S10_BattlePass_Premium_25,125,BattlePass_Premium,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season10_UnclaimedPremiumPass25,,,,
S10_BattlePass_Premium_26,126,BattlePass_Premium,Gem_Box_S10_Premium,,,,,,,,
S10_BattlePass_Premium_27,127,BattlePass_Premium,,bluedsteel_dye:5,EntDisplay_Dye_BluedSteel,,Entitlement_Season10_UnclaimedPremiumPass29,,,,
S10_BattlePass_Premium_28,128,BattlePass_Premium,,Ent_StatusEffect_Token_Season_1,EntDisplay_StatusEffect_Token_Season_1,,Entitlement_Season10_UnclaimedPremiumPass30,,,,
S10_BattlePass_Premium_29,129,BattlePass_Premium,Bundle_GypsumOrb_5,,,,,,,,
S10_BattlePass_Premium_30,130,BattlePass_Premium,,Entitlement_Skin_1hKiteShield_EnigmaRed_WPN,EntDisplay_Skin_1hKiteShield_EnigmaRed_WPN,,,,,,
S10_BattlePass_Premium_31,131,BattlePass_Premium,FactionTokenLarge_Box_S5,,,,,,,,
S10_BattlePass_Premium_32,132,BattlePass_Premium,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,Entitlement_Season10_UnclaimedPremiumPass32,,,,
S10_BattlePass_Premium_33,133,BattlePass_Premium,Elemental_Box_S7_Premium,,,,,,,,
S10_BattlePass_Premium_34,134,BattlePass_Premium,Crafting_Box_S5_Premium,,,,,,,,
S10_BattlePass_Premium_35,135,BattlePass_Premium,,Ent_Emote_GleamiteMining,EntDisplay_Emote_GleamiteMining,,,,,,
S10_BattlePass_Premium_36,136,BattlePass_Premium,AzothSaltVialT1_3,,,,,,,,
S10_BattlePass_Premium_37,137,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season10_UnclaimedPremiumPass37,,,,
S10_BattlePass_Premium_38,138,BattlePass_Premium,,Ent_StatusEffect_Token_Season_1,EntDisplay_StatusEffect_Token_Season_1,,Entitlement_Season10_UnclaimedPremiumPass38,,,,
S10_BattlePass_Premium_39,139,BattlePass_Premium,Bundle_GypsumOrb_5,,,,,,,,
S10_BattlePass_Premium_40,140,BattlePass_Premium,,Entitlement_Skin_2hBlunderbuss_EnigmaRed_WPN,EntDisplay_Skin_2hBlunderbuss_EnigmaRed_WPN,,,,,,
S10_BattlePass_Premium_41,141,BattlePass_Premium,Food_Box_S5_Premium,,,,,,,,
S10_BattlePass_Premium_42,142,BattlePass_Premium,Coin_Stack_3000,,,,,,,,
S10_BattlePass_Premium_43,143,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,Entitlement_Season10_UnclaimedPremiumPass43,,,,
S10_BattlePass_Premium_44,144,BattlePass_Premium,Salvage_Box_S7_Premium,,,,,,,,
S10_BattlePass_Premium_45,145,BattlePass_Premium,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season10_UnclaimedPremiumPass45,,,,
S10_BattlePass_Premium_46,146,BattlePass_Premium,,Entitlement_Skin_2hWarhammer_Celestialwpn,EntDisplay_Skin_2hWarhammer_Celestial,,,,,,
S10_BattlePass_Premium_47,147,BattlePass_Premium,,agelessbronze_dye:5,EntDisplay_Dye_AgelessBronze,,Entitlement_Season10_UnclaimedPremiumPass47,,,,
S10_BattlePass_Premium_48,148,BattlePass_Premium,,Entitlement_Skin_Gloves_CelestialSeraphim,EntDisplay_Skin_Gloves_CelestialSeraphim,,,,,,
S10_BattlePass_Premium_49,149,BattlePass_Premium,Bundle_GypsumOrb_5,,,,,,,,
S10_BattlePass_Premium_50,150,BattlePass_Premium,,Entitlement_Skin_2hWarhammer_EnigmaRed_WPN,EntDisplay_Skin_2hWarhammer_EnigmaRed_WPN,,,,,,
S10_BattlePass_Premium_51,151,BattlePass_Premium,FactionTokenLarge_Box_S5,,,,,,,,
S10_BattlePass_Premium_52,152,BattlePass_Premium,,Entitlement_Skin_Legs_CosmicMoon,EntDisplay_Skin_Legs_CosmicMoon,,,,,,
S10_BattlePass_Premium_53,153,BattlePass_Premium,Salvage_Box_S7_Premium,,,,,,,,
S10_BattlePass_Premium_54,154,BattlePass_Premium,Elemental_Box_S7_Premium,,,,,,,,
S10_BattlePass_Premium_55,155,BattlePass_Premium,,Entitlement_Skin_2hBow_EnigmaRed_WPN,EntDisplay_Skin_2hBow_EnigmaRed_WPN,,,,,,
S10_BattlePass_Premium_56,156,BattlePass_Premium,AzothSaltVialT1_3,,,,,,,,
S10_BattlePass_Premium_57,157,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season10_UnclaimedPremiumPass57,,,,
S10_BattlePass_Premium_58,158,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,Entitlement_Season10_UnclaimedPremiumPass58,,,,
S10_BattlePass_Premium_59,159,BattlePass_Premium,,Entitlement_Skin_2hSpear_Celestialwpn,EntDisplay_Skin_2hSpear_Celestial,,,,,,
S10_BattlePass_Premium_60,160,BattlePass_Premium,,Entitlement_Skin_Feet_EnigmaRed,EntDisplay_Skin_Feet_EnigmaRed,,,,,,
S10_BattlePass_Premium_61,161,BattlePass_Premium,Salvage_Box_S7_Premium,,,,,,,,
S10_BattlePass_Premium_62,162,BattlePass_Premium,Coin_Stack_3000,,,,,,,,
S10_BattlePass_Premium_63,163,BattlePass_Premium,,Ent_MountAttachmentItem_Skin_MemoryFlagon,MountAttachmentItem_Skin_MemoryFlagon,,,,,,
S10_BattlePass_Premium_64,164,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,Entitlement_Season10_UnclaimedPremiumPass64,,,,
S10_BattlePass_Premium_65,165,BattlePass_Premium,,Ent_Emote_ThumbsDown,EntDisplay_Emote_ThumbsDown,,,,,,
S10_BattlePass_Premium_66,166,BattlePass_Premium,,Entitlement_Skin_Feet_CosmicMoon,EntDisplay_Skin_Feet_CosmicMoon,,,,,,
S10_BattlePass_Premium_67,167,BattlePass_Premium,,blood_dye:5,EntDisplay_Dye_Blood,,Entitlement_Season10_UnclaimedPremiumPass67,,,,
S10_BattlePass_Premium_68,168,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,Entitlement_Season10_UnclaimedPremiumPass68,,,,
S10_BattlePass_Premium_69,169,BattlePass_Premium,Food_Box_S5_Premium,,,,,,,,
S10_BattlePass_Premium_70,170,BattlePass_Premium,,Entitlement_Skin_Legs_EnigmaRed,EntDisplay_Skin_Legs_EnigmaRed,,,,,,
S10_BattlePass_Premium_71,171,BattlePass_Premium,Crafting_Box_S5_Premium,,,,,,,,
S10_BattlePass_Premium_72,172,BattlePass_Premium,,Entitlement_Skin_Gloves_CosmicMoon,EntDisplay_Skin_Gloves_CosmicMoon,,,,,,
S10_BattlePass_Premium_73,173,BattlePass_Premium,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,Entitlement_Season10_UnclaimedPremiumPass73,,,,
S10_BattlePass_Premium_74,174,BattlePass_Premium,Bundle_AzothVial_20,,,,,,,,
S10_BattlePass_Premium_75,175,BattlePass_Premium,,Entitlement_Skin_2hGreatAxe_EnigmaRed_WPN,EntDisplay_Skin_2hGreatAxe_EnigmaRed_WPN,,,,,,
S10_BattlePass_Premium_76,176,BattlePass_Premium,Gem_Box_S10_Premium,,,,,,,,
S10_BattlePass_Premium_77,177,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season10_UnclaimedPremiumPass77,,,,
S10_BattlePass_Premium_78,178,BattlePass_Premium,,Entitlement_Skin_Head_CosmicMoon,EntDisplay_Skin_Head_CosmicMoon,,,,,,
S10_BattlePass_Premium_79,179,BattlePass_Premium,,Entitlement_Skin_Feet_CelestialSeraphim,EntDisplay_Skin_Feet_CelestialSeraphim,,,,,,
S10_BattlePass_Premium_80,180,BattlePass_Premium,,Entitlement_Skin_Gloves_EnigmaRed,EntDisplay_Skin_Gloves_EnigmaRed,,,,,,
S10_BattlePass_Premium_81,181,BattlePass_Premium,Bundle_AzothVial_20,,,,,,,,
S10_BattlePass_Premium_82,182,BattlePass_Premium,Coin_Stack_3000,,,,,,,,
S10_BattlePass_Premium_83,183,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,Entitlement_Season10_UnclaimedPremiumPass83,,,,
S10_BattlePass_Premium_84,184,BattlePass_Premium,Gem_Box_S10_Premium,,,,,,,,
S10_BattlePass_Premium_85,185,BattlePass_Premium,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season10_UnclaimedPremiumPass85,,,,
S10_BattlePass_Premium_86,186,BattlePass_Premium,Elemental_Box_S7_Premium,,,,,,,,
S10_BattlePass_Premium_87,187,BattlePass_Premium,,springgrape_dye:5,EntDisplay_Dye_SpringGrape,,Entitlement_Season10_UnclaimedPremiumPass87,,,,
S10_BattlePass_Premium_88,188,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,Entitlement_Season10_UnclaimedPremiumPass88,,,,
S10_BattlePass_Premium_89,189,BattlePass_Premium,,Entitlement_Skin_Legs_CelestialSeraphim,EntDisplay_Skin_Legs_CelestialSeraphim,,,,,,
S10_BattlePass_Premium_90,190,BattlePass_Premium,,Entitlement_Skin_Head_EnigmaRed,EntDisplay_Skin_Head_EnigmaRed,,,,,,
S10_BattlePass_Premium_91,191,BattlePass_Premium,,Entitlement_Skin_Head_CelestialSeraphim,EntDisplay_Skin_Head_CelestialSeraphim,,,,,,
S10_BattlePass_Premium_92,192,BattlePass_Premium,,Entitlement_Skin_Chest_CosmicMoon,EntDisplay_Skin_Chest_CosmicMoon,,,,,,
S10_BattlePass_Premium_93,193,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,Entitlement_Season10_UnclaimedPremiumPass93,,,,
S10_BattlePass_Premium_94,194,BattlePass_Premium,AzothSaltVialT1_3,,,,,,,,
S10_BattlePass_Premium_95,195,BattlePass_Premium,,Entitlement_Skin_Chest_EnigmaRed,EntDisplay_Skin_Chest_EnigmaRed,,,,,,
S10_BattlePass_Premium_96,196,BattlePass_Premium,,Ent_MountAttachmentItem_Skin_ParcelBag,MountAttachmentItem_Skin_ParcelBag,,,,,,
S10_BattlePass_Premium_97,197,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season10_UnclaimedPremiumPass97,,,,
S10_BattlePass_Premium_98,198,BattlePass_Premium,,Entitlement_Skin_2hCelestialStaff_Life_EnigmaRed_WPN,EntDisplay_Skin_2hCelestialStaff_Life_EnigmaRed_WPN,,,,,,
S10_BattlePass_Premium_99,199,BattlePass_Premium,,Entitlement_Skin_Chest_CelestialSeraphim,EntDisplay_Skin_Chest_CelestialSeraphim,,,,,,
S10_BattlePass_Premium_100,200,BattlePass_Premium,,Ent_Mount_MTX_1_Fox,EntDisplay_Mount_Fox,,,,,,
S10_Journey_Ch01_T01,201,Journey,,,,3750,,,,,
S10_Journey_Ch01_T02,202,Journey,,,,2250,,,,,
S10_Journey_Ch01_T03,203,Journey,,,,2250,,,,,
S10_Journey_Ch01_T04,204,Journey,,,,1500,,,,,
S10_Journey_Ch01_T05,205,Journey,,,,1500,,,,,
S10_Journey_Ch01_T06,206,Journey,,,,1500,,,,,
S10_Journey_Ch01_T07,207,Journey,,,,1,,,,,
S10_Journey_Ch01_T08,208,Journey,,,,1,,,,,
S10_Journey_Ch01_T09,209,Journey,,,,1,,,,,
S10_Journey_Ch01_T10,210,Journey,,,,1,,,,,
S10_Journey_Ch01_T11,211,Journey,,,,1,,,,,
S10_Journey_Ch01_T12,212,Journey,,,,1,,,,,
S10_Journey_Ch01_T13,213,Journey,,,,1,,,,,
S10_Journey_Ch01_T14,214,Journey,,,,1,,,,,
S10_Journey_Ch01_T15,215,Journey,,,,1,,,,,
S10_Journey_Ch01_Complete,216,Chapter,,Entitlement_Skin_Legs_Firebrand,EntDisplay_Skin_Legs_Firebrand,7000,,,,,
S10_Journey_Ch02_T01,217,Journey,,,,3750,,,,,
S10_Journey_Ch02_T02,218,Journey,,,,2250,,,,,
S10_Journey_Ch02_T03,219,Journey,,,,2250,,,,,
S10_Journey_Ch02_T04,220,Journey,,,,2250,,,,,
S10_Journey_Ch02_T05,221,Journey,,,,1500,,,,,
S10_Journey_Ch02_T06,222,Journey,,,,1500,,,,,
S10_Journey_Ch02_T07,223,Journey,,,,1500,,,,,
S10_Journey_Ch02_T08,224,Journey,,,,1,,,,,
