RewardId,RewardIndex,RewardType,ItemId,EntitlementIds,DisplayItemId,SeasonsXp,LimitingEntitlementId,IsHighValue
S3_BattlePass_Free_28,28,BattlePass_Free,AzothSaltVialT1,,,,,
S3_BattlePass_Free_29,29,BattlePass_Free,Coin_Stack_500,,,,,
S3_BattlePass_Free_30,30,BattlePass_Free,,EntitlementSkin_Hands_Season3Basic,EntDisplay_Skin_Hands_Season3Basic,,,TRUE
S3_BattlePass_Free_31,31,BattlePass_Free,Gem_Box_S3,,,,,
S3_BattlePass_Free_32,32,BattlePass_Free,Salvage_Box_S3,,,,,
S3_BattlePass_Free_33,33,BattlePass_Free,,Marks of Fortune:500,EntDisplay_MarksOfFortune_500,,Entitlement_Season3_UnclaimedFreePass33,TRUE
S3_BattlePass_Free_34,34,BattlePass_Free,Bundle_GypsumOrb_2,,,,,
S3_BattlePass_Free_35,35,BattlePass_Free,,EntitlementSkin_Head_FLSeason3MaskBird,EntDisplay_Skin_Head_FLSeason3MaskBird,,,TRUE
S3_BattlePass_Free_36,36,BattlePass_Free,Bundle_AzothVial_10,,,,,
S3_BattlePass_Free_37,37,BattlePass_Free,Expedition_Box_EX1_Barnacles,,,,,
S3_BattlePass_Free_38,38,BattlePass_Free,Furniture2_Box_S3,,,,,
S3_BattlePass_Free_39,39,BattlePass_Free,CraftingResources_Box_S3,,,,,
S3_BattlePass_Free_40,40,BattlePass_Free,,EntitlementSkin_Legs_Season3Basic,EntDisplay_Skin_Legs_Season3Basic,,,TRUE
S3_BattlePass_Free_41,41,BattlePass_Free,Bundle_AzothVial_10,,,,,
S3_BattlePass_Free_42,42,BattlePass_Free,Dyes3_Box_S3,,,,,
S3_BattlePass_Free_43,43,BattlePass_Free,Bundle_GypsumOrb_2,,,,,
S3_BattlePass_Free_44,44,BattlePass_Free,Fungus_Box_S3,,,,,
S3_BattlePass_Free_45,45,BattlePass_Free,,PremiumEmote_Firework2:2,EntDisplay_Fireworks2,,Entitlement_Season3_UnclaimedFreePass45,TRUE
S3_BattlePass_Free_46,46,BattlePass_Free,Ward_Box_S3,,,,,
S3_BattlePass_Free_47,47,BattlePass_Free,Expedition_Box_EX1_Ennead,,,,,
S3_BattlePass_Free_48,48,BattlePass_Free,Food_Box_S3,,,,,
S3_BattlePass_Free_49,49,BattlePass_Free,Coin_Stack_500,,,,,
S3_BattlePass_Free_50,50,BattlePass_Free,,EntitlementSkin_Chest_Season3Basic,EntDisplay_Skin_Chest_Season3Basic,,,TRUE
S3_BattlePass_Free_51,51,BattlePass_Free,Salvage_Box_S3,,,,,
S3_BattlePass_Free_52,52,BattlePass_Free,Bundle_AzothVial_10,,,,,
S3_BattlePass_Free_53,53,BattlePass_Free,,Marks of Fortune:500,EntDisplay_MarksOfFortune_500,,Entitlement_Season3_UnclaimedFreePass53,TRUE
S3_BattlePass_Free_54,54,BattlePass_Free,CraftingResources_Box_S3,,,,,
S3_BattlePass_Free_55,55,BattlePass_Free,,PremiumEmote_Firework3:2,EntDisplay_Fireworks3,,Entitlement_Season3_UnclaimedFreePass55,TRUE
S3_BattlePass_Free_56,56,BattlePass_Free,AzothSaltVialT1,,,,,
S3_BattlePass_Free_57,57,BattlePass_Free,Expedition_Box_EX1_Forge,,,,,
S3_BattlePass_Free_58,58,BattlePass_Free,Furniture3_Box_S3,,,,,
S3_BattlePass_Free_59,59,BattlePass_Free,CraftingResources_Box_S3,,,,,
S3_BattlePass_Free_60,60,BattlePass_Free,,EntitlementSkin_Head_Season3Basic,EntDisplay_Skin_Head_Season3Basic,,,TRUE
S3_BattlePass_Free_61,61,BattlePass_Free,Coin_Stack_500,,,,,
S3_BattlePass_Free_62,62,BattlePass_Free,Dyes4_Box_S3,,,,,
S3_BattlePass_Free_63,63,BattlePass_Free,Bundle_GypsumOrb_2,,,,,
S3_BattlePass_Free_64,64,BattlePass_Free,Fungus_Box_S3,,,,,
S3_BattlePass_Free_65,65,BattlePass_Free,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season3_UnclaimedFreePass65,TRUE
S3_BattlePass_Free_66,66,BattlePass_Free,Ward_Box_S3,,,,,
S3_BattlePass_Free_67,67,BattlePass_Free,Expedition_Box_EX1_SavageDivide,,,,,
S3_BattlePass_Free_68,68,BattlePass_Free,Bundle_AzothVial_10,,,,,
S3_BattlePass_Free_69,69,BattlePass_Free,Coin_Stack_500,,,,,
S3_BattlePass_Free_70,70,BattlePass_Free,,PremiumEmote_Firework4:2,EntDisplay_Fireworks4,,Entitlement_Season3_UnclaimedFreePass70,TRUE
S3_BattlePass_Free_71,71,BattlePass_Free,Food_Box_S3,,,,,
S3_BattlePass_Free_72,72,BattlePass_Free,Bundle_GypsumOrb_2,,,,,
S3_BattlePass_Free_73,73,BattlePass_Free,,Marks of Fortune:500,EntDisplay_MarksOfFortune_500,,Entitlement_Season3_UnclaimedFreePass73,TRUE
S3_BattlePass_Free_74,74,BattlePass_Free,MutatedExpedition_Box_EX1_Starstone,,,,,
S3_BattlePass_Free_75,75,BattlePass_Free,,PremiumEmote_Firework5:2,EntDisplay_Fireworks5,,Entitlement_Season3_UnclaimedFreePass75,TRUE
S3_BattlePass_Free_76,76,BattlePass_Free,MutatedExpedition_Box_EX1_Depths,,,,,
S3_BattlePass_Free_77,77,BattlePass_Free,Gem_Box_S3,,,,,
S3_BattlePass_Free_78,78,BattlePass_Free,Furniture4_Box_S3,,,,,
S3_BattlePass_Free_79,79,BattlePass_Free,Bundle_GypsumOrb_2,,,,,
S3_BattlePass_Free_80,80,BattlePass_Free,,EntitlementTitle_Season3,EntDisplay_Title_Season3,,,TRUE
S3_BattlePass_Free_81,81,BattlePass_Free,MutatedExpedition_Box_EX1_Genesis,,,,,
S3_BattlePass_Free_82,82,BattlePass_Free,Dyes5_Box_S3,,,,,
S3_BattlePass_Free_83,83,BattlePass_Free,Bundle_GypsumOrb_2,,,,,
S3_BattlePass_Free_84,84,BattlePass_Free,MutatedExpedition_Box_EX1_Lazarus,,,,,
S3_BattlePass_Free_85,85,BattlePass_Free,MountAttachmentItem_Shield41,,,,,TRUE
S3_BattlePass_Free_86,86,BattlePass_Free,MutatedExpedition_Box_EX1_Dynasty,,,,,
S3_BattlePass_Free_87,87,BattlePass_Free,Elemental_Box_S3,,,,,
S3_BattlePass_Free_88,88,BattlePass_Free,Coin_Stack_500,,,,,
S3_BattlePass_Free_89,89,BattlePass_Free,MutatedExpedition_Box_EX1_Tempest,,,,,
S3_BattlePass_Free_90,90,BattlePass_Free,,Entitlement_CampSkin_SovereignsRest_A,EntDisplay_CampSkin_SovereignsRest_A,,,TRUE
S3_BattlePass_Free_91,91,BattlePass_Free,AzothSaltVialT1,,,,,
S3_BattlePass_Free_92,92,BattlePass_Free,MutatedExpedition_Box_EX1_Barnacles,,,,,
S3_BattlePass_Free_93,93,BattlePass_Free,,Marks of Fortune:500,EntDisplay_MarksOfFortune_500,,Entitlement_Season3_UnclaimedFreePass93,TRUE
S3_BattlePass_Free_94,94,BattlePass_Free,MutatedExpedition_Box_EX1_Ennead,,,,,
S3_BattlePass_Free_95,95,BattlePass_Free,,EntitlementSkin_Head_FLSeason3MaskFeline,EntDisplay_Skin_Head_FLSeason3MaskFeline,,,TRUE
S3_BattlePass_Free_96,96,BattlePass_Free,MutatedExpedition_Box_EX1_Forge,,,,,
S3_BattlePass_Free_97,97,BattlePass_Free,Bundle_AzothVial_10,,,,,
S3_BattlePass_Free_98,98,BattlePass_Free,Furniture5_Box_S3,,,,,
S3_BattlePass_Free_99,99,BattlePass_Free,MutatedExpedition_Box_EX1_SavageDivide,,,,,
S3_BattlePass_Free_100,100,BattlePass_Free,Artifact_Set1_Earring1,,,,,TRUE
S3_BattlePass_Premium_01,101,BattlePass_Premium,,"EntitlementSkin_Flail_FirstLightSeason,Ent_StatusEffect_Token_Season_1,Ent_StatusEffect_Token_Gather_1,Ent_StatusEffect_Token_Weapon_1,Ent_StatusEffect_Token_Proficiency_1,Ent_StatusEffect_Token_Territory_1",EntDisplay_Welcome_Box_S3_Overgrowth,,Entitlement_Season3_UnclaimedPremiumPass01,TRUE
S3_BattlePass_Premium_02,102,BattlePass_Premium,,agelessbronze_dye:10,EntDisplay_PremiumDye1,,Entitlement_Season3_UnclaimedPremiumPass02,TRUE
S3_BattlePass_Premium_03,103,BattlePass_Premium,Food_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_04,104,BattlePass_Premium,Fungus_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_05,105,BattlePass_Premium,,EntitlementSkin_LoggingAxe_FirstLightSeason3T5,EntDisplay_Skin_LoggingAxe_FirstLightSeason3T5,,,TRUE
S3_BattlePass_Premium_06,106,BattlePass_Premium,,Ent_StatusEffect_Token_Season_1,EntDisplay_StatusEffect_Token_Season_1,,Entitlement_Season3_UnclaimedPremiumPass06,
S3_BattlePass_Premium_07,107,BattlePass_Premium,AzothSaltVialT1_3,,,,,
S3_BattlePass_Premium_08,108,BattlePass_Premium,Crafting_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_09,109,BattlePass_Premium,Coin_Stack_3000,,,,,
S3_BattlePass_Premium_10,110,BattlePass_Premium,,EntitlementSkin_Lifestaff_FirstLightSeason,EntDisplay_Skin_Lifestaff_FirstLightSeason,,,TRUE
S3_BattlePass_Premium_11,111,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,Entitlement_Season3_UnclaimedPremiumPass11,
S3_BattlePass_Premium_12,112,BattlePass_Premium,Gem_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_13,113,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season3_UnclaimedPremiumPass13,TRUE
S3_BattlePass_Premium_14,114,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,Entitlement_Season3_UnclaimedPremiumPass14,
S3_BattlePass_Premium_15,115,BattlePass_Premium,,EntitlementSkin_SkinningKnife_FirstLightSeason3T5,EntDisplay_Skin_SkinningKnife_FirstLightSeason3T5,,,TRUE
S3_BattlePass_Premium_16,116,BattlePass_Premium,Salvage_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_17,117,BattlePass_Premium,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,Entitlement_Season3_UnclaimedPremiumPass17,
S3_BattlePass_Premium_18,118,BattlePass_Premium,Furniture1_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_19,119,BattlePass_Premium,52_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_20,120,BattlePass_Premium,,EntitlementSkin_ShieldR_FirstLightSeason,EntDisplay_Skin_ShieldR_FirstLightSeason,,,TRUE
S3_BattlePass_Premium_21,121,BattlePass_Premium,,Ent_StatusEffect_Token_Season_1,EntDisplay_StatusEffect_Token_Season_1,,Entitlement_Season3_UnclaimedPremiumPass21,
S3_BattlePass_Premium_22,122,BattlePass_Premium,,sublimebone_dye:10,EntDisplay_PremiumDye2,,Entitlement_Season3_UnclaimedPremiumPass22,TRUE
S3_BattlePass_Premium_23,123,BattlePass_Premium,Elemental_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_24,124,BattlePass_Premium,Fungus_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_25,125,BattlePass_Premium,,Ent_Emote_YouMeNow,EntDisplay_Emote_YouMeNow,,,TRUE
S3_BattlePass_Premium_26,126,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,Entitlement_Season3_UnclaimedPremiumPass26,
S3_BattlePass_Premium_27,127,BattlePass_Premium,Bundle_AzothVial_20,,,,,
S3_BattlePass_Premium_28,128,BattlePass_Premium,AzothSaltVialT1_3,,,,,
S3_BattlePass_Premium_29,129,BattlePass_Premium,Coin_Stack_3000,,,,,
S3_BattlePass_Premium_30,130,BattlePass_Premium,,EntitlementSkin_Rapier_FirstLightSeason,EntDisplay_Skin_Rapier_FirstLightSeason,,,TRUE
S3_BattlePass_Premium_31,131,BattlePass_Premium,Gem_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_32,132,BattlePass_Premium,Salvage_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_33,133,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season3_UnclaimedPremiumPass33,TRUE
S3_BattlePass_Premium_34,134,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,Entitlement_Season3_UnclaimedPremiumPass34,
S3_BattlePass_Premium_35,135,BattlePass_Premium,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season3_UnclaimedFreePass35,TRUE
S3_BattlePass_Premium_36,136,BattlePass_Premium,Bundle_AzothVial_20,,,,,
S3_BattlePass_Premium_37,137,BattlePass_Premium,MountAttachmentItem_Shield38,,,,,TRUE
S3_BattlePass_Premium_38,138,BattlePass_Premium,Furniture2_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_39,139,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,Entitlement_Season3_UnclaimedPremiumPass39,
S3_BattlePass_Premium_40,140,BattlePass_Premium,,EntitlementSkin_Musket_FirstLightSeason,EntDisplay_Skin_Musket_FirstLightSeason,,,TRUE
S3_BattlePass_Premium_41,141,BattlePass_Premium,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,Entitlement_Season3_UnclaimedPremiumPass41,
S3_BattlePass_Premium_42,142,BattlePass_Premium,,greengrass_dye:10,EntDisplay_PremiumDye3,,Entitlement_Season3_UnclaimedPremiumPass42,TRUE
S3_BattlePass_Premium_43,143,BattlePass_Premium,Bundle_GypsumOrb_5,,,,,
S3_BattlePass_Premium_44,144,BattlePass_Premium,Fungus_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_45,145,BattlePass_Premium,,EntitlementSkin_Sickle_FirstLightSeason3T5,EntDisplay_Skin_Sickle_FirstLightSeason3T5,,,TRUE
S3_BattlePass_Premium_46,146,BattlePass_Premium,,Ent_StatusEffect_Token_Season_1,EntDisplay_StatusEffect_Token_Season_1,,Entitlement_Season3_UnclaimedPremiumPass46,
S3_BattlePass_Premium_47,147,BattlePass_Premium,52_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_48,148,BattlePass_Premium,Food_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_49,149,BattlePass_Premium,Coin_Stack_3000,,,,,
S3_BattlePass_Premium_50,150,BattlePass_Premium,,EntitlementSkin_Greatsword_FirstLightSeason,EntDisplay_Skin_Greatsword_FirstLightSeason,,,TRUE
S3_BattlePass_Premium_51,151,BattlePass_Premium,Salvage_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_52,152,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,Entitlement_Season3_UnclaimedPremiumPass52,
S3_BattlePass_Premium_53,153,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season3_UnclaimedPremiumPass53,TRUE
S3_BattlePass_Premium_54,154,BattlePass_Premium,Crafting_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_55,155,BattlePass_Premium,,EntitlementSkin_FishingPole_FirstLightSeason3T5,EntDisplay_Skin_FishingPole_FirstLightSeason3T5,,,TRUE
S3_BattlePass_Premium_56,156,BattlePass_Premium,AzothSaltVialT1_3,,,,,
S3_BattlePass_Premium_57,157,BattlePass_Premium,MountAttachmentItem_Shield39,,,,,TRUE
S3_BattlePass_Premium_58,158,BattlePass_Premium,Furniture3_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_59,159,BattlePass_Premium,Crafting_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_60,160,BattlePass_Premium,,EntitlementSkin_ShieldT_FirstLightSeason,EntDisplay_Skin_ShieldT_FirstLightSeason,,,TRUE
S3_BattlePass_Premium_61,161,BattlePass_Premium,,Ent_StatusEffect_Token_Season_1,EntDisplay_StatusEffect_Token_Season_1,,Entitlement_Season3_UnclaimedPremiumPass61,
S3_BattlePass_Premium_62,162,BattlePass_Premium,,rouge_dye:10,EntDisplay_PremiumDye4,,Entitlement_Season3_UnclaimedPremiumPass62,TRUE
S3_BattlePass_Premium_63,163,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,Entitlement_Season3_UnclaimedPremiumPass63,
S3_BattlePass_Premium_64,164,BattlePass_Premium,Fungus_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_65,165,BattlePass_Premium,Matrix_Trinket,,,,,TRUE
S3_BattlePass_Premium_66,166,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,Entitlement_Season3_UnclaimedPremiumPass66,
S3_BattlePass_Premium_67,167,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,Entitlement_Season3_UnclaimedPremiumPass67,
S3_BattlePass_Premium_68,168,BattlePass_Premium,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,Entitlement_Season3_UnclaimedPremiumPass68,
S3_BattlePass_Premium_69,169,BattlePass_Premium,Coin_Stack_3000,,,,,
S3_BattlePass_Premium_70,170,BattlePass_Premium,,EntitlementSkin_IceGauntlet_FirstLightSeason,EntDisplay_Skin_IceGauntlet_FirstLightSeason,,,TRUE
S3_BattlePass_Premium_71,171,BattlePass_Premium,Food_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_72,172,BattlePass_Premium,Elemental_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_73,173,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season3_UnclaimedPremiumPass73,TRUE
S3_BattlePass_Premium_74,174,BattlePass_Premium,Bundle_GypsumOrb_5,,,,,
S3_BattlePass_Premium_75,175,BattlePass_Premium,,EntitlementSkin_Pickaxe_FirstLightSeason3T5,EntDisplay_Skin_Pickaxe_FirstLightSeason3T5,,,TRUE
S3_BattlePass_Premium_76,176,BattlePass_Premium,MountAttachmentItem_Shield40,,,,,TRUE
S3_BattlePass_Premium_77,177,BattlePass_Premium,Gem_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_78,178,BattlePass_Premium,Furniture4_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_79,179,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,Entitlement_Season3_UnclaimedPremiumPass79,
S3_BattlePass_Premium_80,180,BattlePass_Premium,,EntitlementSkin_Spear_FirstLightSeason,EntDisplay_Skin_Spear_FirstLightSeason,,,TRUE
S3_BattlePass_Premium_81,181,BattlePass_Premium,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,Entitlement_Season3_UnclaimedPremiumPass81,
S3_BattlePass_Premium_82,182,BattlePass_Premium,,fiercecobalt_dye:10,EntDisplay_PremiumDye5,,Entitlement_Season3_UnclaimedPremiumPass82,TRUE
S3_BattlePass_Premium_83,183,BattlePass_Premium,,EntitlementSkin_Feet_Season3Deluxe,EntDisplay_Skin_Feet_Season3Deluxe,,,TRUE
S3_BattlePass_Premium_84,184,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,Entitlement_Season3_UnclaimedPremiumPass84,
S3_BattlePass_Premium_85,185,BattlePass_Premium,,EntitlementSkin_AzothScepter_FirstLightSeason3T5,EntDisplay_Skin_AzothScepter_FirstLightSeason3T5,,,TRUE
S3_BattlePass_Premium_86,186,BattlePass_Premium,,EntitlementSkin_Hands_Season3Deluxe,EntDisplay_Skin_Hands_Season3Deluxe,,,TRUE
S3_BattlePass_Premium_87,187,BattlePass_Premium,Elemental_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_88,188,BattlePass_Premium,Coin_Stack_3000,,,,,
S3_BattlePass_Premium_89,189,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,Entitlement_Season3_UnclaimedPremiumPass89,
S3_BattlePass_Premium_90,190,BattlePass_Premium,,EntitlementSkin_Blunderbuss_FirstLightSeason,EntDisplay_Skin_Blunderbuss_FirstLightSeason,,,TRUE
S3_BattlePass_Premium_91,191,BattlePass_Premium,AzothSaltVialT1_3,,,,,
S3_BattlePass_Premium_92,192,BattlePass_Premium,,EntitlementSkin_Legs_Season3Deluxe,EntDisplay_Skin_Legs_Season3Deluxe,,,TRUE
S3_BattlePass_Premium_93,193,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season3_UnclaimedPremiumPass93,TRUE
S3_BattlePass_Premium_94,194,BattlePass_Premium,52_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_95,195,BattlePass_Premium,,Transmog_Token,EntDisplay_Transmog_Token,,Entitlement_Season3_UnclaimedFreePass95,TRUE
S3_BattlePass_Premium_96,196,BattlePass_Premium,,EntitlementSkin_Chest_Season3Deluxe,EntDisplay_Skin_Chest_Season3Deluxe,,,TRUE
S3_BattlePass_Premium_97,197,BattlePass_Premium,Bundle_AzothVial_20,,,,,
S3_BattlePass_Premium_98,198,BattlePass_Premium,Furniture5_Box_S3_Overgrowth,,,,,
S3_BattlePass_Premium_99,199,BattlePass_Premium,,EntitlementSkin_Head_Season3Deluxe,EntDisplay_Skin_Head_Season3Deluxe,,,TRUE
S3_BattlePass_Premium_100,200,BattlePass_Premium,MountItem_MountReward_Box_29,,,,,TRUE
S3_Journey_Ch01_T01,201,Journey,,,,3000,,
S3_Journey_Ch01_T02,202,Journey,,,,850,,
S3_Journey_Ch01_T03,203,Journey,,,,850,,
S3_Journey_Ch01_T04,204,Journey,,,,1750,,
S3_Journey_Ch01_T05,205,Journey,,,,1750,,
S3_Journey_Ch01_T06,206,Journey,,,,850,,
S3_Journey_Ch01_T07,207,Journey,,,,1750,,
S3_Journey_Ch01_T08,208,Journey,,,,850,,
S3_Journey_Ch01_T09,209,Journey,,,,850,,
S3_Journey_Ch01_T10,210,Journey,,,,850,,
S3_Journey_Ch01_T11,211,Journey,,,,1,,
S3_Journey_Ch01_T12,212,Journey,,,,1,,
S3_Journey_Ch01_T13,213,Journey,,,,1,,
S3_Journey_Ch01_T14,214,Journey,,,,1,,
S3_Journey_Ch01_T15,215,Journey,,,,1,,
S3_Journey_Ch01_Complete,216,Chapter,Bundle_HealthPotions,,,4500,,
S3_Journey_Ch02_T01,217,Journey,,,,850,,
S3_Journey_Ch02_T02,218,Journey,,,,1750,,
S3_Journey_Ch02_T03,219,Journey,,,,1750,,
S3_Journey_Ch02_T04,220,Journey,,,,1750,,
S3_Journey_Ch02_T05,221,Journey,,,,1750,,
S3_Journey_Ch02_T06,222,Journey,,,,850,,
S3_Journey_Ch02_T07,223,Journey,,,,1750,,
S3_Journey_Ch02_T08,224,Journey,,,,1750,,
S3_Journey_Ch02_T09,225,Journey,,,,850,,
S3_Journey_Ch02_T10,226,Journey,,,,1750,,
S3_Journey_Ch02_T11,227,Journey,,,,850,,
S3_Journey_Ch02_T12,228,Journey,,,,1,,
S3_Journey_Ch02_T13,229,Journey,,,,1,,
S3_Journey_Ch02_T14,230,Journey,,,,1,,
S3_Journey_Ch02_T15,231,Journey,,,,1,,
S3_Journey_Ch02_Complete,232,Chapter,Bundle_MountVitamins,,,4500,,
S3_Journey_Ch03_T01,233,Journey,,,,1750,,
S3_Journey_Ch03_T02,234,Journey,,,,1750,,
S3_Journey_Ch03_T03,235,Journey,,,,3000,,
S3_Journey_Ch03_T04,236,Journey,,,,1750,,
S3_Journey_Ch03_T05,237,Journey,,,,1750,,
S3_Journey_Ch03_T06,238,Journey,,,,1750,,
S3_Journey_Ch03_T07,239,Journey,,,,1750,,
S3_Journey_Ch03_T08,240,Journey,,,,1750,,
S3_Journey_Ch03_T09,241,Journey,,,,1750,,
S3_Journey_Ch03_T10,242,Journey,,,,1750,,
S3_Journey_Ch03_T11,243,Journey,,,,1750,,
S3_Journey_Ch03_T12,244,Journey,,,,1750,,
S3_Journey_Ch03_T13,245,Journey,,,,1,,
S3_Journey_Ch03_T14,246,Journey,,,,1,,
S3_Journey_Ch03_T15,247,Journey,,,,1,,
S3_Journey_Ch03_Complete,248,Chapter,,EntitlementSkin_MyrddinAIC,EntDisplay_Skin_MyrddinAIC,4500,,
S3_Journey_Ch04_T01,249,Journey,,,,1750,,
S3_Journey_Ch04_T02,250,Journey,,,,1750,,
S3_Journey_Ch04_T03,251,Journey,,,,1750,,
S3_Journey_Ch04_T04,252,Journey,,,,3000,,
