RewardId,RewardIndex,RewardType,ItemId,EntitlementIds,DisplayItemId,SeasonsXp,LimitingEntitlementId,IsHighValue
S1_BattlePass_Premium_40,140,BattlePass_Premium,,EntitlementSkin_SilverCrowsFire_Sickle,EntDisplay_Skin_SilverCrowsFire_Sickle,,,
S1_BattlePass_Premium_41,141,BattlePass_Premium,Armor_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_42,142,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,,
S1_BattlePass_Premium_43,143,BattlePass_Premium,Combatants_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_44,144,BattlePass_Premium,Bundle_FlameCore_10,,,,,
S1_BattlePass_Premium_45,145,BattlePass_Premium,,EntitlementSkin_SilverCrowsFire_SkinningKnife,EntDisplay_Skin_SilverCrowsFire_SkinningKnife,,,
S1_BattlePass_Premium_46,146,BattlePass_Premium,Salvage_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_47,147,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1:2,EntDisplay_StatusEffect_Token_Gather_2,,,
S1_BattlePass_Premium_48,148,BattlePass_Premium,Bundle_GypsumOrb_5,,,,,
S1_BattlePass_Premium_49,149,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1:2,EntDisplay_StatusEffect_Token_Proficiency_2,,,
S1_BattlePass_Premium_50,150,BattlePass_Premium,,EntitlementSkin_Mar2023_IceGauntlet,EntDisplay_Skin_Mar2023_IceGauntlet,,,
S1_BattlePass_Premium_51,151,BattlePass_Premium,Elemental_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_52,152,BattlePass_Premium,,Ent_StatusEffect_Token_Season_1,EntDisplay_StatusEffect_Token_Season_1,,,
S1_BattlePass_Premium_53,153,BattlePass_Premium,Bundle_UmbralShard_1500,,,,,
S1_BattlePass_Premium_54,154,BattlePass_Premium,Dyes_Box_S1,,,,,
S1_BattlePass_Premium_55,155,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season1_UnclaimedPremiumPass55,
S1_BattlePass_Premium_56,156,BattlePass_Premium,Food_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_57,157,BattlePass_Premium,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,,
S1_BattlePass_Premium_58,158,BattlePass_Premium,Coin_Stack_3000,,,,,
S1_BattlePass_Premium_59,159,BattlePass_Premium,Expedition_Box_S1_Ennead,,,,,
S1_BattlePass_Premium_60,160,BattlePass_Premium,,EntitlementSkin_Mar2023_Hatchet,EntDisplay_Skin_Mar2023_Hatchet,,,
S1_BattlePass_Premium_61,161,BattlePass_Premium,Weapon_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_62,162,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,,
S1_BattlePass_Premium_63,163,BattlePass_Premium,Combatants_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_64,164,BattlePass_Premium,Salvage_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_65,165,BattlePass_Premium,Crafting_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_66,166,BattlePass_Premium,Gem_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_67,167,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,,
S1_BattlePass_Premium_68,168,BattlePass_Premium,Bundle_GypsumOrb_5,,,,,
S1_BattlePass_Premium_69,169,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,,
S1_BattlePass_Premium_70,170,BattlePass_Premium,,EntitlementSkin_SilverCrowsFire_FishingPole,EntDisplay_Skin_SilverCrowsFire_FishingPole,,,
S1_BattlePass_Premium_71,171,BattlePass_Premium,Trinket_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_72,172,BattlePass_Premium,,Ent_StatusEffect_Token_Season_1,EntDisplay_StatusEffect_Token_Season_1,,,
S1_BattlePass_Premium_73,173,BattlePass_Premium,Bundle_UmbralShard_1500,,,,,
S1_BattlePass_Premium_74,174,BattlePass_Premium,,EntitlementSkin_Mar2023_ShieldK,EntDisplay_Skin_Mar2023_ShieldK,,,
S1_BattlePass_Premium_75,175,BattlePass_Premium,MutatedExpedition_Box_S1_Starstone,,,,,
S1_BattlePass_Premium_76,176,BattlePass_Premium,Food_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_77,177,BattlePass_Premium,,Ent_StatusEffect_Token_Weapon_1,EntDisplay_StatusEffect_Token_Weapon_1,,,
S1_BattlePass_Premium_78,178,BattlePass_Premium,Coin_Stack_3000,,,,,
S1_BattlePass_Premium_79,179,BattlePass_Premium,Dyes_Box_S1,,,,,
S1_BattlePass_Premium_80,180,BattlePass_Premium,,Marks of Fortune:1000,EntDisplay_MarksOfFortune_1000,,Entitlement_Season1_UnclaimedPremiumPass80,
S1_BattlePass_Premium_81,181,BattlePass_Premium,Armor_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_82,182,BattlePass_Premium,,Ent_StatusEffect_Token_Gather_1,EntDisplay_StatusEffect_Token_Gather_1,,,
S1_BattlePass_Premium_83,183,BattlePass_Premium,Bundle_FlameCore_10,,,,,
S1_BattlePass_Premium_84,184,BattlePass_Premium,MutatedExpedition_Box_S1_Depths,,,,,
S1_BattlePass_Premium_85,185,BattlePass_Premium,Trinket_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_86,186,BattlePass_Premium,Furniture_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_87,187,BattlePass_Premium,,Ent_StatusEffect_Token_Proficiency_1,EntDisplay_StatusEffect_Token_Proficiency_1,,,
S1_BattlePass_Premium_88,188,BattlePass_Premium,MutatedExpedition_Box_S1_Lazarus,,,,,
S1_BattlePass_Premium_89,189,BattlePass_Premium,,Ent_StatusEffect_Token_Territory_1,EntDisplay_StatusEffect_Token_Territory_1,,,
S1_BattlePass_Premium_90,190,BattlePass_Premium,,EntitlementSkin_Mar2023_Longsword,EntDisplay_Skin_Mar2023_Longsword,,,
S1_BattlePass_Premium_91,191,BattlePass_Premium,UpgradeMaterials_Box_S1,,,,,
S1_BattlePass_Premium_92,192,BattlePass_Premium,MutatedExpedition_Box_S1_Genesis,,,,,
S1_BattlePass_Premium_93,193,BattlePass_Premium,MultiChest1_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_94,194,BattlePass_Premium,MutatedExpedition_Box_S1_Dynasty,,,,,
S1_BattlePass_Premium_95,195,BattlePass_Premium,MultiChest2_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_96,196,BattlePass_Premium,MutatedExpedition_Box_S1_Barnacles,,,,,
S1_BattlePass_Premium_97,197,BattlePass_Premium,MultiChest3_Box_S1_Inferno,,,,,
S1_BattlePass_Premium_98,198,BattlePass_Premium,MutatedExpedition_Box_S1_Tempest,,,,,
S1_BattlePass_Premium_99,199,BattlePass_Premium,Dyes_Box_S1,Entitlements_Cosmetic_Box_S1_Inferno,EntDisplay_BoxEntitlements_Cosmetic_Box_S1_Inferno,,,
S1_BattlePass_Premium_100,200,BattlePass_Premium,Champions_Box_S1_Inferno,Entitlements_Champions_Box_S1_Inferno,EntDisplay_BoxEntitlements_Champions_Box_S1_Inferno,,,
S1_Journey_Ch01_T01,201,Journey,,,,850,,
S1_Journey_Ch01_T02,202,Journey,,,,1750,,
S1_Journey_Ch01_T03,203,Journey,,,,1750,,
S1_Journey_Ch01_T04,204,Journey,,,,1750,,
S1_Journey_Ch01_T05,205,Journey,,,,1750,,
S1_Journey_Ch01_T06,206,Journey,,,,850,,
S1_Journey_Ch01_T07,207,Journey,,,,1750,,
S1_Journey_Ch01_T08,208,Journey,,,,3000,,
S1_Journey_Ch01_T09,209,Journey,,,,850,,
S1_Journey_Ch01_T10,210,Journey,,,,850,,
S1_Journey_Ch01_T11,211,Journey,,,,1,,
S1_Journey_Ch01_T12,212,Journey,,,,1,,
S1_Journey_Ch01_T13,213,Journey,,,,1,,
S1_Journey_Ch01_T14,214,Journey,,,,1,,
S1_Journey_Ch01_T15,215,Journey,,,,1,,
S1_Journey_Ch01_Complete,216,Chapter,Bundle_LostEssenceT1LostEssenceT2_2,,,4500,,
S1_Journey_Ch02_T01,217,Journey,,,,1750,,
S1_Journey_Ch02_T02,218,Journey,,,,3000,,
S1_Journey_Ch02_T03,219,Journey,,,,1750,,
S1_Journey_Ch02_T04,220,Journey,,,,1750,,
S1_Journey_Ch02_T05,221,Journey,,,,1750,,
S1_Journey_Ch02_T06,222,Journey,,,,1750,,
S1_Journey_Ch02_T07,223,Journey,,,,1750,,
S1_Journey_Ch02_T08,224,Journey,,,,1750,,
S1_Journey_Ch02_T09,225,Journey,,,,850,,
S1_Journey_Ch02_T10,226,Journey,,,,1750,,
S1_Journey_Ch02_T11,227,Journey,,,,1,,
S1_Journey_Ch02_T12,228,Journey,,,,1,,
S1_Journey_Ch02_T13,229,Journey,,,,1,,
S1_Journey_Ch02_T14,230,Journey,,,,1,,
S1_Journey_Ch02_T15,231,Journey,,,,1,,
S1_Journey_Ch02_Complete,232,Chapter,Bundle_FireAbsorptionPotion_4,,,4500,,
S1_Journey_Ch03_T01,233,Journey,,,,1750,,
S1_Journey_Ch03_T02,234,Journey,,,,3000,,
S1_Journey_Ch03_T03,235,Journey,,,,1750,,
S1_Journey_Ch03_T04,236,Journey,,,,3000,,
S1_Journey_Ch03_T05,237,Journey,,,,3000,,
S1_Journey_Ch03_T06,238,Journey,,,,3000,,
S1_Journey_Ch03_T07,239,Journey,,,,3000,,
S1_Journey_Ch03_T08,240,Journey,,,,1750,,
S1_Journey_Ch03_T09,241,Journey,,,,1750,,
S1_Journey_Ch03_T10,242,Journey,,,,3000,,
S1_Journey_Ch03_T11,243,Journey,,,,1,,
S1_Journey_Ch03_T12,244,Journey,,,,1,,
S1_Journey_Ch03_T13,245,Journey,,,,1,,
S1_Journey_Ch03_T14,246,Journey,,,,1,,
S1_Journey_Ch03_T15,247,Journey,,,,1,,
S1_Journey_Ch03_Complete,248,Chapter,Bundle_FlameCore_10,,,4500,,
S1_Journey_Ch04_T01,249,Journey,,,,1750,,
S1_Journey_Ch04_T02,250,Journey,,,,1750,,
S1_Journey_Ch04_T03,251,Journey,,,,1750,,
S1_Journey_Ch04_T04,252,Journey,,,,3000,,
S1_Journey_Ch04_T05,253,Journey,,,,1750,,
S1_Journey_Ch04_T06,254,Journey,,,,1750,,
S1_Journey_Ch04_T07,255,Journey,,,,3000,,
S1_Journey_Ch04_T08,256,Journey,,,,850,,
S1_Journey_Ch04_T09,257,Journey,,,,850,,
S1_Journey_Ch04_T10,258,Journey,,,,1750,,
S1_Journey_Ch04_T11,259,Journey,,,,1,,
S1_Journey_Ch04_T12,260,Journey,,,,1,,
S1_Journey_Ch04_T13,261,Journey,,,,1,,
S1_Journey_Ch04_T14,262,Journey,,,,1,,
S1_Journey_Ch04_T15,263,Journey,,,,1,,
S1_Journey_Ch04_Complete,264,Chapter,House_HousingItem_Buff_SPECIAL_Season1_T1,EntitlementTitle_Season1_JourneyChapter5,,4500,,
S1_Journey_Ch05_T01,265,Journey,,,,1750,,
S1_Journey_Ch05_T02,266,Journey,,,,3000,,
S1_Journey_Ch05_T03,267,Journey,,,,1750,,
S1_Journey_Ch05_T04,268,Journey,,,,3000,,
S1_Journey_Ch05_T05,269,Journey,,,,1750,,
S1_Journey_Ch05_T06,270,Journey,,,,850,,
S1_Journey_Ch05_T07,271,Journey,,,,3000,,
S1_Journey_Ch05_T08,272,Journey,,,,1750,,
S1_Journey_Ch05_T09,273,Journey,,,,1750,,
S1_Journey_Ch05_T10,274,Journey,,,,1750,,
S1_Journey_Ch05_T11,275,Journey,,,,1,,
S1_Journey_Ch05_T12,276,Journey,,,,1,,
S1_Journey_Ch05_T13,277,Journey,,,,1,,
S1_Journey_Ch05_T14,278,Journey,,,,1,,
S1_Journey_Ch05_T15,279,Journey,,,,1,,
S1_Journey_Ch05_Complete,280,Chapter,,EntitlementSkin_SkyeAIC,EntDisplay_Apparel_Skye,4500,,
S1_Journey_Challenge_T01,281,Journey,,EntitlementTitle_Season1_JourneyChallenge1,EntDisplay_Title_Season1_JourneyChallenge1,3500,,
S1_Journey_Challenge_T02,282,Journey,,EntitlementTitle_Season1_JourneyChallenge2,EntDisplay_Title_Season1_JourneyChallenge2,3500,,
S1_Journey_Challenge_T03,283,Journey,,EntitlementTitle_Season1_JourneyChallenge3,EntDisplay_Title_Season1_JourneyChallenge3,3500,,
S1_Journey_Challenge_T04,284,Journey,,EntitlementTitle_Season1_JourneyChallenge4,EntDisplay_Title_Season1_JourneyChallenge4,3500,,
S1_Journey_Challenge_T05,285,Journey,,EntitlementTitle_Season1_JourneyChallenge5,EntDisplay_Title_Season1_JourneyChallenge5,3500,,
S1_Journey_Challenge_T06,286,Journey,,EntitlementTitle_Season1_JourneyChallenge6,EntDisplay_Title_Season1_JourneyChallenge6,3500,,
