TitleID,TitleType,UIDisplayCategory,TitleMale,TitleFemale,TitleNeutral,Description,MetaAchievementId,AchievementId,CategoricalProgressionId,RequiredCategoricalProgressionLevel,RequiredPlayerLevel
PlayerTitle_PvE_KillUniqueNamed_Predator,Account,Enemies_By_Type,@ui_playertitle_pve_killuniquenamed_predator,@ui_playertitle_pve_killuniquenamed_predator_SHE,@ui_playertitle_pve_killuniquenamed_predator_THEY,,PvE_NamedFamilyKills_Beasts5,,,,
PlayerTitle_PvE_FirstInvasionWon,Account,Invasions_And_Breaches,@ui_playertitle_pve_firstinvasionwon,@ui_playertitle_pve_firstinvasionwon_SHE,@ui_playertitle_pve_firstinvasionwon_THEY,,PvE_InvasionWins5,,,,
PlayerTitle_PvE_InvasionsWonMilestone,Account,Invasions_And_Breaches,@ui_playertitle_pve_invasionswonmilestone,@ui_playertitle_pve_invasionswonmilestone_SHE,@ui_playertitle_pve_invasionswonmilestone_THEY,,PvE_InvasionWins6,,,,
PlayerTitle_PvE_KillsWhileGroupedMilestone_First,Account,PvE_Kill_Counts,@ui_playertitle_pve_killswhilehroupedmilestone1,@ui_playertitle_pve_killswhilehroupedmilestone1_SHE,@ui_playertitle_pve_killswhilehroupedmilestone1_THEY,,PvE_KillsWhileInGroup4,,,,
PlayerTitle_PvE_KillsWhileGroupedMilestone,Account,PvE_Kill_Counts,@ui_playertitle_pve_killswhilehroupedmilestone5,@ui_playertitle_pve_killswhilehroupedmilestone5_SHE,@ui_playertitle_pve_killswhilehroupedmilestone5_THEY,,PvE_KillsWhileInGroup5,,,,
PlayerTitle_PvE_CorruptionBreachMilestone_First,Account,Invasions_And_Breaches,@ui_playertitle_pve_corruptionbreachmilestone1,@ui_playertitle_pve_corruptionbreachmilestone1_SHE,@ui_playertitle_pve_corruptionbreachmilestone1_THEY,,PvE_CorruptionBreachWins4,,,,
PlayerTitle_PvE_CorruptionBreachMilestone,Account,Invasions_And_Breaches,@ui_playertitle_pve_corruptionbreachmilestone5,@ui_playertitle_pve_corruptionbreachmilestone5_SHE,@ui_playertitle_pve_corruptionbreachmilestone5_THEY,,PvE_CorruptionBreachWins5,,,,
PlayerTitle_GatherSkinningMilestone_First,Account,Gathering,@ui_playertitle_gatherskinningmilestone1,@ui_playertitle_gatherskinningmilestone1_SHE,@ui_playertitle_gatherskinningmilestone1_THEY,,PvE_GatherSkinning3,,,,
PlayerTitle_GatherSkinningMilestone,Account,Gathering,@ui_playertitle_gatherskinningmilestone5,@ui_playertitle_gatherskinningmilestone5_SHE,@ui_playertitle_gatherskinningmilestone5_THEY,,PvE_GatherSkinning5,,,,
PlayerTitle_GatherLoggingMilestone_First,Account,Gathering,@ui_playertitle_gatherloggingmilestone1,@ui_playertitle_gatherloggingmilestone1_SHE,@ui_playertitle_gatherloggingmilestone1_THEY,,PvE_GatherLogging3,,,,
PlayerTitle_GatherLoggingMilestone,Account,Gathering,@ui_playertitle_gatherloggingmilestone5,@ui_playertitle_gatherloggingmilestone5_SHE,@ui_playertitle_gatherloggingmilestone5_THEY,,PvE_GatherLogging5,,,,
PlayerTitle_GatherMiningMilestone_First,Account,Gathering,@ui_playertitle_gatherminingmilestone1,@ui_playertitle_gatherminingmilestone1_SHE,@ui_playertitle_gatherminingmilestone1_THEY,,PvE_GatherMining3,,,,
PlayerTitle_GatherMiningMilestone,Account,Gathering,@ui_playertitle_gatherminingmilestone5,@ui_playertitle_gatherminingmilestone5_SHE,@ui_playertitle_gatherminingmilestone5_THEY,,PvE_GatherMining5,,,,
PlayerTitle_GatherHarvestingMilestone_First,Account,Gathering,@ui_playertitle_gatherharvestingmilestone1,@ui_playertitle_gatherharvestingmilestone1_SHE,@ui_playertitle_gatherharvestingmilestone1_THEY,,PvE_GatherHarvesting3,,,,
PlayerTitle_GatherHarvestingMilestone,Account,Gathering,@ui_playertitle_gatherharvestingmilestone5,@ui_playertitle_gatherharvestingmilestone5_SHE,@ui_playertitle_gatherharvestingmilestone5_THEY,,PvE_GatherHarvesting5,,,,
PlayerTitle_PvE_TotalKills3,Account,PvE_Kill_Counts,@ui_playertitle_pve_totalkills3,@ui_playertitle_pve_totalkills3_SHE,@ui_playertitle_pve_totalkills3_THEY,,PvE_TotalKills3,,,,
PlayerTitle_PvE_TotalKills4,Account,PvE_Kill_Counts,@ui_playertitle_pve_totalkills4,@ui_playertitle_pve_totalkills4_SHE,@ui_playertitle_pve_totalkills4_THEY,,PvE_TotalKills4,,,,
PlayerTitle_PvE_TotalKills5,Account,PvE_Kill_Counts,@ui_playertitle_pve_totalkills5,@ui_playertitle_pve_totalkills5_SHE,@ui_playertitle_pve_totalkills5_THEY,,PvE_TotalKills5,,,,
PlayerTitle_DungeonBoss_Amrine,Account,Dungeon_Bosses,@ui_playertitle_dungeonboss_amrine,@ui_playertitle_dungeonboss_amrine_SHE,@ui_playertitle_dungeonboss_amrine_THEY,,PvE_Dungeon_BossTakedown_Amrine,,,,
PlayerTitle_DungeonBoss_ShatteredObelisk,Account,Dungeon_Bosses,@ui_playertitle_dungeonboss_shatteredobelisk,@ui_playertitle_dungeonboss_shatteredobelisk_SHE,@ui_playertitle_dungeonboss_shatteredobelisk_THEY,,PvE_Dungeon_BossTakedown_Obelisk,,,,
PlayerTitle_DungeonBoss_Depths,Account,Dungeon_Bosses,@ui_playertitle_dungeonboss_depths,@ui_playertitle_dungeonboss_depths_SHE,@ui_playertitle_dungeonboss_depths_THEY,,PvE_Dungeon_BossTakedown_Depths,,,,
PlayerTitle_DungeonBoss_GardenOfGenesis,Account,Dungeon_Bosses,@ui_playertitle_dungeonboss_garden,@ui_playertitle_dungeonboss_garden_SHE,@ui_playertitle_dungeonboss_garden_THEY,,PvE_Dungeon_BossTakedown_Genesis,,,,
PlayerTitle_DungeonBoss_LazarusWell,Account,Dungeon_Bosses,@ui_playertitle_dungeonboss_Lazarus,@ui_playertitle_dungeonboss_Lazarus_SHE,@ui_playertitle_dungeonboss_Lazarus_THEY,,PvE_Dungeon_BossTakedown_Lazarus,,,,
PlayerTitle_DungeonBoss_DynastyShipyard,Account,Dungeon_Bosses,@ui_playertitle_dungeonboss_shipyard,@ui_playertitle_dungeonboss_shipyard_SHE,@ui_playertitle_dungeonboss_shipyard_THEY,,PvE_Dungeon_BossTakedown_Shipyard,,,,
PlayerTitle_DungeonBoss_IsabellaLair,Account,Dungeon_Bosses,@ui_playertitle_dungeonboss_isabellalair,@ui_playertitle_dungeonboss_isabellalair_SHE,@ui_playertitle_dungeonboss_isabellalair_THEY,,PvE_Dungeon_BossTakedown_IsabellaLair,,,,
PlayerTitle_PlayerProgression5,Account,Overall,@ui_playertitle_playerprogression5,@ui_playertitle_playerprogression5_SHE,@ui_playertitle_playerprogression5_THEY,,,,,,49
PlayerTitle_PlayerProgression6,Account,Overall,@ui_playertitle_playerprogression6,@ui_playertitle_playerprogression6_SHE,@ui_playertitle_playerprogression6_THEY,,,,,,59
PlayerTitle_TotalTimePlayed3,Account,Overall,@ui_playertitle_totaltimeplayed3,@ui_playertitle_totaltimeplayed3_SHE,@ui_playertitle_totaltimeplayed3_THEY,,TotalTimePlayed3,,,,
PlayerTitle_TotalTimePlayed4,Account,Overall,@ui_playertitle_totaltimeplayed4,@ui_playertitle_totaltimeplayed4_SHE,@ui_playertitle_totaltimeplayed4_THEY,,TotalTimePlayed4,,,,
PlayerTitle_TotalTimePlayed5,Account,Overall,@ui_playertitle_totaltimeplayed5,@ui_playertitle_totaltimeplayed5_SHE,@ui_playertitle_totaltimeplayed5_THEY,,TotalTimePlayed5,,,,
PlayerTitle_SkillArcana4,Account,Skill_Levels,@ui_playertitle_skill_arcana4,@ui_playertitle_skill_arcana4_SHE,@ui_playertitle_skill_arcana4_THEY,@ui_playertitle_skills_description,,,Arcana,140,
PlayerTitle_SkillArcana5,Account,Skill_Levels,@ui_playertitle_skill_arcana5,@ui_playertitle_skill_arcana5_SHE,@ui_playertitle_skill_arcana5_THEY,@ui_playertitle_skills_description,,,Arcana,200,
PlayerTitle_Skill_Armory4,Account,Skill_Levels,@ui_playertitle_skill_armory4,@ui_playertitle_skill_armory4_SHE,@ui_playertitle_skill_armory4_THEY,@ui_playertitle_skills_description,,,Armoring,140,
PlayerTitle_Skill_Armory5,Account,Skill_Levels,@ui_playertitle_skill_armory5,@ui_playertitle_skill_armory5_SHE,@ui_playertitle_skill_armory5_THEY,@ui_playertitle_skills_description,,,Armoring,200,
PlayerTitle_Skill_Cooking4,Account,Skill_Levels,@ui_playertitle_skill_cooking4,@ui_playertitle_skill_cooking4_SHE,@ui_playertitle_skill_cooking4_THEY,@ui_playertitle_skills_description,,,Cooking,140,
PlayerTitle_Skill_Cooking5,Account,Skill_Levels,@ui_playertitle_skill_cooking5,@ui_playertitle_skill_cooking5_SHE,@ui_playertitle_skill_cooking5_THEY,@ui_playertitle_skills_description,,,Cooking,200,
PlayerTitle_Skill_Engineering4,Account,Skill_Levels,@ui_playertitle_skill_engineering4,@ui_playertitle_skill_engineering4_SHE,@ui_playertitle_skill_engineering4_THEY,@ui_playertitle_skills_description,,,Engineering,140,
PlayerTitle_Skill_Engineering5,Account,Skill_Levels,@ui_playertitle_skill_engineering5,@ui_playertitle_skill_engineering5_SHE,@ui_playertitle_skill_engineering5_THEY,@ui_playertitle_skills_description,,,Engineering,200,
PlayerTitle_Skill_Furninshing4,Account,Skill_Levels,@ui_playertitle_skill_furnishing4,@ui_playertitle_skill_furnishing4_SHE,@ui_playertitle_skill_furnishing4_THEY,@ui_playertitle_skills_description,,,Furnishing,140,
PlayerTitle_Skill_Furninshing5,Account,Skill_Levels,@ui_playertitle_skill_furnishing5,@ui_playertitle_skill_furnishing5_SHE,@ui_playertitle_skill_furnishing5_THEY,@ui_playertitle_skills_description,,,Furnishing,200,
PlayerTitle_Skill_Jewelcrafting4,Account,Skill_Levels,@ui_playertitle_skill_jewelcrafting4,@ui_playertitle_skill_jewelcrafting4_SHE,@ui_playertitle_skill_jewelcrafting4_THEY,@ui_playertitle_skills_description,,,Jewelcrafting,140,
PlayerTitle_Skill_Jewelcrafting5,Account,Skill_Levels,@ui_playertitle_skill_jewelcrafting5,@ui_playertitle_skill_jewelcrafting5_SHE,@ui_playertitle_skill_jewelcrafting5_THEY,@ui_playertitle_skills_description,,,Jewelcrafting,200,
PlayerTitle_Skill_Weaponsmithing4,Account,Skill_Levels,@ui_playertitle_skill_weaponsmithing4,@ui_playertitle_skill_weaponsmithing4_SHE,@ui_playertitle_skill_weaponsmithing4_THEY,@ui_playertitle_skills_description,,,Weaponsmithing,140,
PlayerTitle_Skill_Weaponsmithing5,Account,Skill_Levels,@ui_playertitle_skill_weaponsmithing5,@ui_playertitle_skill_weaponsmithing5_SHE,@ui_playertitle_skill_weaponsmithing5_THEY,@ui_playertitle_skills_description,,,Weaponsmithing,200,
PlayerTitle_Skill_Leatherworking4,Account,Skill_Levels,@ui_playertitle_skill_leatherworking4,@ui_playertitle_skill_leatherworking4_SHE,@ui_playertitle_skill_leatherworking4_THEY,@ui_playertitle_skills_description,,,Leatherworking,140,
PlayerTitle_Skill_Leatherworking5,Account,Skill_Levels,@ui_playertitle_skill_leatherworking5,@ui_playertitle_skill_leatherworking5_SHE,@ui_playertitle_skill_leatherworking5_THEY,@ui_playertitle_skills_description,,,Leatherworking,200,
PlayerTitle_Skill_Smelting4,Account,Skill_Levels,@ui_playertitle_skill_smelting4,@ui_playertitle_skill_smelting4_SHE,@ui_playertitle_skill_smelting4_THEY,@ui_playertitle_skills_description,,,Smelting,140,
PlayerTitle_Skill_Smelting5,Account,Skill_Levels,@ui_playertitle_skill_smelting5,@ui_playertitle_skill_smelting5_SHE,@ui_playertitle_skill_smelting5_THEY,@ui_playertitle_skills_description,,,Smelting,200,
PlayerTitle_Skill_Stonecutting4,Account,Skill_Levels,@ui_playertitle_skill_stonecutting4,@ui_playertitle_skill_stonecutting4_SHE,@ui_playertitle_skill_stonecutting4_THEY,@ui_playertitle_skills_description,,,Stonecutting,140,
PlayerTitle_Skill_Stonecutting5,Account,Skill_Levels,@ui_playertitle_skill_stonecutting5,@ui_playertitle_skill_stonecutting5_SHE,@ui_playertitle_skill_stonecutting5_THEY,@ui_playertitle_skills_description,,,Stonecutting,200,
PlayerTitle_Skill_Weaving4,Account,Skill_Levels,@ui_playertitle_skill_weaving4,@ui_playertitle_skill_weaving4_SHE,@ui_playertitle_skill_weaving4_THEY,@ui_playertitle_skills_description,,,Weaving,140,
PlayerTitle_Skill_Weaving5,Account,Skill_Levels,@ui_playertitle_skill_weaving5,@ui_playertitle_skill_weaving5_SHE,@ui_playertitle_skill_weaving5_THEY,@ui_playertitle_skills_description,,,Weaving,200,
PlayerTitle_Skill_Woodworking4,Account,Skill_Levels,@ui_playertitle_skill_woodworking4,@ui_playertitle_skill_woodworking4_SHE,@ui_playertitle_skill_woodworking4_THEY,@ui_playertitle_skills_description,,,Woodworking,140,
PlayerTitle_Skill_Woodworking5,Account,Skill_Levels,@ui_playertitle_skill_woodworking5,@ui_playertitle_skill_woodworking5_SHE,@ui_playertitle_skill_woodworking5_THEY,@ui_playertitle_skills_description,,,Woodworking,200,
PlayerTitle_Skill_Harvesting4,Account,Skill_Levels,@ui_playertitle_skill_harvesting4,@ui_playertitle_skill_harvesting4_SHE,@ui_playertitle_skill_harvesting4_THEY,@ui_playertitle_skills_description,,,Harvesting,140,
PlayerTitle_Skill_Harvesting5,Account,Skill_Levels,@ui_playertitle_skill_harvesting5,@ui_playertitle_skill_harvesting5_SHE,@ui_playertitle_skill_harvesting5_THEY,@ui_playertitle_skills_description,,,Harvesting,200,
PlayerTitle_Skill_Logging4,Account,Skill_Levels,@ui_playertitle_skill_logging4,@ui_playertitle_skill_logging4_SHE,@ui_playertitle_skill_logging4_THEY,@ui_playertitle_skills_description,,,Logging,140,
PlayerTitle_Skill_Logging5,Account,Skill_Levels,@ui_playertitle_skill_logging5,@ui_playertitle_skill_logging5_SHE,@ui_playertitle_skill_logging5_THEY,@ui_playertitle_skills_description,,,Logging,200,
PlayerTitle_Skill_Mining4,Account,Skill_Levels,@ui_playertitle_skill_mining4,@ui_playertitle_skill_mining4_SHE,@ui_playertitle_skill_mining4_THEY,@ui_playertitle_skills_description,,,Mining,140,
PlayerTitle_Skill_Mining5,Account,Skill_Levels,@ui_playertitle_skill_mining5,@ui_playertitle_skill_mining5_SHE,@ui_playertitle_skill_mining5_THEY,@ui_playertitle_skills_description,,,Mining,200,
PlayerTitle_Skill_Skinning4,Account,Skill_Levels,@ui_playertitle_skill_skinning4,@ui_playertitle_skill_skinning4_SHE,@ui_playertitle_skill_skinning4_THEY,@ui_playertitle_skills_description,,,Skinning,140,
PlayerTitle_Skill_Skinning5,Account,Skill_Levels,@ui_playertitle_skill_skinning5,@ui_playertitle_skill_skinning5_SHE,@ui_playertitle_skill_skinning5_THEY,@ui_playertitle_skills_description,,,Skinning,200,
PlayerTitle_Skill_Fishing4,Account,Skill_Levels,@ui_playertitle_skill_fishing4,@ui_playertitle_skill_fishing4_SHE,@ui_playertitle_skill_fishing4_THEY,@ui_playertitle_skills_description,,,Fishing,140,
PlayerTitle_Skill_Fishing5,Account,Skill_Levels,@ui_playertitle_skill_fishing5,@ui_playertitle_skill_fishing5_SHE,@ui_playertitle_skill_fishing5_THEY,@ui_playertitle_skills_description,,,Fishing,200,
PlayerTitle_Skill_SkillExpert4,Account,Skill_Levels,@ui_playertitle_skill_expert4,@ui_playertitle_skill_expert4_SHE,@ui_playertitle_skill_expert4_THEY,,TradeSkillExpert4,,,,
PlayerTitle_Skill_SkillExpert5,Account,Skill_Levels,@ui_playertitle_skill_expert5,@ui_playertitle_skill_expert5_SHE,@ui_playertitle_skill_expert5_THEY,,TradeSkillExpert5,,,,
PlayerTitle_Housing_1Homes,Account,Housing,@ui_playertitle_housing_1homes,@ui_playertitle_housing_1homes_SHE,@ui_playertitle_housing_1homes_THEY,,HouseCount1,,,,
PlayerTitle_Housing_2Homes,Account,Housing,@ui_playertitle_housing_2homes,@ui_playertitle_housing_2homes_SHE,@ui_playertitle_housing_2homes_THEY,,HouseCount2,,,,
PlayerTitle_Housing_3Homes,Account,Housing,@ui_playertitle_housing_3homes,@ui_playertitle_housing_3homes_SHE,@ui_playertitle_housing_3homes_THEY,,HouseCount3,,,,
PlayerTitle_TerritoryStanding_Brightwood3,Account,Territory_Standing,@ui_playertitle_territorystanding_brightwood3,@ui_playertitle_territorystanding_brightwood3_SHE,@ui_playertitle_territorystanding_brightwood3_THEY,,TerritoryStanding_Brightwood3,,,,
PlayerTitle_TerritoryStanding_Brightwood4,Account,Territory_Standing,@ui_playertitle_territorystanding_brightwood4,@ui_playertitle_territorystanding_brightwood4_SHE,@ui_playertitle_territorystanding_brightwood4_THEY,,TerritoryStanding_Brightwood4,,,,
PlayerTitle_TerritoryStanding_Cutlass3,Account,Territory_Standing,@ui_playertitle_territorystanding_cutlass3,@ui_playertitle_territorystanding_cutlass3_SHE,@ui_playertitle_territorystanding_cutlass3_THEY,,TerritoryStanding_CutlassKeys3,,,,
PlayerTitle_TerritoryStanding_Cutlass4,Account,Territory_Standing,@ui_playertitle_territorystanding_cutlass4,@ui_playertitle_territorystanding_cutlass4_SHE,@ui_playertitle_territorystanding_cutlass4_THEY,,TerritoryStanding_CutlassKeys4,,,,
PlayerTitle_TerritoryStanding_Ebonscale3,Account,Territory_Standing,@ui_playertitle_territorystanding_ebonscale3,@ui_playertitle_territorystanding_ebonscale3_SHE,@ui_playertitle_territorystanding_ebonscale3_THEY,,TerritoryStanding_EbonscaleReach3,,,,
PlayerTitle_TerritoryStanding_Ebonscale4,Account,Territory_Standing,@ui_playertitle_territorystanding_ebonscale4,@ui_playertitle_territorystanding_ebonscale4_SHE,@ui_playertitle_territorystanding_ebonscale4_THEY,,TerritoryStanding_EbonscaleReach4,,,,
PlayerTitle_TerritoryStanding_Everfall3,Account,Territory_Standing,@ui_playertitle_territorystanding_everfall3,@ui_playertitle_territorystanding_everfall3_SHE,@ui_playertitle_territorystanding_everfall3_THEY,,TerritoryStanding_Everfall3,,,,
PlayerTitle_TerritoryStanding_Everfall4,Account,Territory_Standing,@ui_playertitle_territorystanding_everfall4,@ui_playertitle_territorystanding_everfall4_SHE,@ui_playertitle_territorystanding_everfall4_THEY,,TerritoryStanding_Everfall4,,,,
PlayerTitle_TerritoryStanding_FirstLight3,Account,Territory_Standing,@ui_playertitle_territorystanding_firstlight3,@ui_playertitle_territorystanding_firstlight3_SHE,@ui_playertitle_territorystanding_firstlight3_THEY,,TerritoryStanding_FirstLight3,,,,
PlayerTitle_TerritoryStanding_FirstLight4,Account,Territory_Standing,@ui_playertitle_territorystanding_firstlight4,@ui_playertitle_territorystanding_firstlight4_SHE,@ui_playertitle_territorystanding_firstlight4_THEY,,TerritoryStanding_FirstLight4,,,,
PlayerTitle_TerritoryStanding_MonarchsBluffs3,Account,Territory_Standing,@ui_playertitle_territorystanding_monarchs3,@ui_playertitle_territorystanding_monarchs3_SHE,@ui_playertitle_territorystanding_monarchs3_THEY,,TerritoryStanding_MonarchsBluff3,,,,
PlayerTitle_TerritoryStanding_MonarchsBluffs4,Account,Territory_Standing,@ui_playertitle_territorystanding_monarchs4,@ui_playertitle_territorystanding_monarchs4_SHE,@ui_playertitle_territorystanding_monarchs4_THEY,,TerritoryStanding_MonarchsBluff4,,,,
PlayerTitle_TerritoryStanding_Mourningdale3,Account,Territory_Standing,@ui_playertitle_territorystanding_mourningdale3,@ui_playertitle_territorystanding_mourningdale3_SHE,@ui_playertitle_territorystanding_mourningdale3_THEY,,TerritoryStanding_Mourningdale3,,,,
PlayerTitle_TerritoryStanding_Mourningdale4,Account,Territory_Standing,@ui_playertitle_territorystanding_mourningdale4,@ui_playertitle_territorystanding_mourningdale4_SHE,@ui_playertitle_territorystanding_mourningdale4_THEY,,TerritoryStanding_Mourningdale4,,,,
PlayerTitle_TerritoryStanding_Reekwater3,Account,Territory_Standing,@ui_playertitle_territorystanding_reekwater3,@ui_playertitle_territorystanding_reekwater3_SHE,@ui_playertitle_territorystanding_reekwater3_THEY,,TerritoryStanding_Reekwater3,,,,
PlayerTitle_TerritoryStanding_Reekwater4,Account,Territory_Standing,@ui_playertitle_territorystanding_reekwater4,@ui_playertitle_territorystanding_reekwater4_SHE,@ui_playertitle_territorystanding_reekwater4_THEY,,TerritoryStanding_Reekwater4,,,,
PlayerTitle_TerritoryStanding_RestlessShores3,Account,Territory_Standing,@ui_playertitle_territorystanding_restless3,@ui_playertitle_territorystanding_restless3_SHE,@ui_playertitle_territorystanding_restless3_THEY,,TerritoryStanding_RestlessShore3,,,,
PlayerTitle_TerritoryStanding_RestlessShores4,Account,Territory_Standing,@ui_playertitle_territorystanding_restless4,@ui_playertitle_territorystanding_restless4_SHE,@ui_playertitle_territorystanding_restless4_THEY,,TerritoryStanding_RestlessShore4,,,,
PlayerTitle_TerritoryStanding_WeaversFen3,Account,Territory_Standing,@ui_playertitle_territorystanding_weavers3,@ui_playertitle_territorystanding_weavers3_SHE,@ui_playertitle_territorystanding_weavers3_THEY,,TerritoryStanding_WeaversFen3,,,,
PlayerTitle_TerritoryStanding_WeaversFen4,Account,Territory_Standing,@ui_playertitle_territorystanding_weavers4,@ui_playertitle_territorystanding_weavers4_SHE,@ui_playertitle_territorystanding_weavers4_THEY,,TerritoryStanding_WeaversFen4,,,,
PlayerTitle_TerritoryStanding_Windsward3,Account,Territory_Standing,@ui_playertitle_territorystanding_windsward3,@ui_playertitle_territorystanding_windsward3_SHE,@ui_playertitle_territorystanding_windsward3_THEY,,TerritoryStanding_Windsward3,,,,
PlayerTitle_TerritoryStanding_Windsward4,Account,Territory_Standing,@ui_playertitle_territorystanding_windsward4,@ui_playertitle_territorystanding_windsward4_SHE,@ui_playertitle_territorystanding_windsward4_THEY,,TerritoryStanding_Windsward4,,,,
PlayerTitle_FactionRank_Covenant5,Account,Faction_Ranking,@ui_playertitle_factionrank_covenant5,@ui_playertitle_factionrank_covenant5_SHE,@ui_playertitle_factionrank_covenant5_THEY,,FactionRank_Covenant5,,,,
PlayerTitle_FactionRank_Marauder5,Account,Faction_Ranking,@ui_playertitle_factionrank_marauder5,@ui_playertitle_factionrank_marauder5_SHE,@ui_playertitle_factionrank_marauder5_THEY,,FactionRank_Marauder5,,,,
PlayerTitle_FactionRank_Syndicate5,Account,Faction_Ranking,@ui_playertitle_factionrank_syndicate5,@ui_playertitle_factionrank_syndicate5_SHE,@ui_playertitle_factionrank_syndicate5_THEY,,FactionRank_Syndicate5,,,,
