WeaponAppearanceID,Name,Description,ItemClass,Art ID Names,Weapon Material name Info,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,MaskRColor,MaskROverride,MaskR,MaskGColor,MaskGOverride,MaskG,MaskBColor,MaskBOverride,MaskB,MaskASpecColor,MaskASpec,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,Appearance,FemaleAppearance,MountAttachmentAppearanceId,RDyeSlotDisabled,GDyeSlotDisabled,BDyeSlotDisabled,ADyeSlotDisabled,IconPath,HiResIconPath,IconCaptureGroup
1hRoundShieldVinespunT3MA,@MountAttachmentItem_Shield11_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,ShieldRound3,Vinespun,objects/weapons/shields/shieldroundt3/wep_shld_shieldroundt3_lookbase_mv1.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,,,Mounts_BasicShieldSettings,0,1,1,0,lyshineui/images/icons/items/Weapon/1hRoundShieldVinespunT3MA.png,lyshineui/images/icons/items_hires/1hRoundShieldVinespunT3MA.png,MountAttach
1hRoundShieldVoidbentT3MA,@MountAttachmentItem_Shield12_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,ShieldRound3,Voidbent,objects/weapons/shields/shieldroundt3/wep_shld_shieldroundt3_lookbase_mv1.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,,,Mounts_BasicShieldSettings,0,1,1,0,lyshineui/images/icons/items/Weapon/1hRoundShieldVoidbentT3MA.png,lyshineui/images/icons/items_hires/1hRoundShieldVoidbentT3MA.png,MountAttach
1hRoundShieldAncientT5MA,@MountAttachmentItem_Shield13_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,shieldRoundT5,Ancient,objects/weapons/shields/shieldroundt5/wep_shld_shieldroundt5_lookbase_MV1.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hRoundShieldAncientT5MA.png,lyshineui/images/icons/items_hires/1hRoundShieldAncientT5MA.png,MountAttach
1hRoundShieldGlassT5MA,@MountAttachmentItem_Shield14_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,ShieldRound5,Glass,objects/weapons/shields/shieldroundt5/wep_shld_shieldroundt5_lookglass.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_BasicShieldSettings,,,,,lyshineui/images/icons/items/Weapon/1hRoundShieldGlassT5MA.png,lyshineui/images/icons/items_hires/1hRoundShieldGlassT5MA.png,MountAttach
1hRoundShieldElegantT5MA,@MountAttachmentItem_Shield15_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,ShieldRound5,Elegant,objects/weapons/shields/shieldroundt5/wep_shld_shieldroundt5_lookbase_mv1.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hRoundShieldElegantT5MA.png,lyshineui/images/icons/items_hires/1hRoundShieldElegantT5MA.png,MountAttach
1hShieldRoundDynasty_VRMA,@MountAttachmentItem_Shield16_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,roundshieldDynasty,DynastyVariantR,objects/weapons/Shields/shieldRoundDynasty/wep_shld_shieldRoundDynasty.cdf,,,,,,,,,#7D7D7D,0.5,1,#000000,0,0,#860000,0.5,0.6,#644B05,0.45,0.6,0.8,,,,,Mounts_BasicShieldSettings,0,0,1,0,lyshineui/images/icons/items/Weapon/1hShieldRoundDynasty_VRMA.png,lyshineui/images/icons/items_hires/1hShieldRoundDynasty_VRMA.png,MountAttach
1hRoundShieldOutpostT5MA,@MountAttachmentItem_Shield17_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,roundshieldT5,Outpost Rush,objects/weapons/Shields/shieldRoundT5/wep_shld_shieldRoundT5_lookBase_MV1.cdf,,,,,,,,,#998D48,0.7,0.3,#030303,0.5,0.3,#8F4E11,0.1,1,#6D5C31,0.35,0.8,0.7,,,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hRoundShieldOutpostT5MA.png,lyshineui/images/icons/items_hires/1hRoundShieldOutpostT5MA.png,MountAttach
1hroundshieldWaterloggedMA,@MountAttachmentItem_Shield18_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,roundshieldWaterlogged,WaterloggedSiren,objects/weapons/Melee/Shields/1h/roundshieldWaterlogged/wep_mel_shld_1h_roundshieldWaterlogged.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hroundshieldWaterloggedMA.png,lyshineui/images/icons/items_hires/1hroundshieldWaterloggedMA.png,MountAttach
1hRoundShieldVoidbentT4MA,@MountAttachmentItem_Shield19_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,ShieldRound4,Voidbent,objects/weapons/shields/shieldroundt4/wep_shld_shieldroundt4_lookbase_mv1.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,,,Mounts_BasicShieldSettings,0,1,1,0,lyshineui/images/icons/items/Weapon/1hRoundShieldVoidbentT4MA.png,lyshineui/images/icons/items_hires/1hRoundShieldVoidbentT4MA.png,MountAttach
1hRoundShieldViciousT5MA,@MountAttachmentItem_Shield20_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,ShieldRound5,Vicious,objects/weapons/Shields/shieldRoundVariant2/wep_shld_shieldroundvariant2_lookBase.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hRoundShieldViciousT5MA.png,lyshineui/images/icons/items_hires/1hRoundShieldViciousT5MA.png,MountAttach
1hroundshieldShatteredObeliskMA,@MountAttachmentItem_Shield21_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,roundshieldAncestralT4,Ancestral T4,objects/weapons/Melee/Shields/1h/roundshieldancestralt4/wep_mel_shld_1h_roundshieldancestralt4.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,1,0,,,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hroundshieldShatteredObeliskMA.png,lyshineui/images/icons/items_hires/1hroundshieldShatteredObeliskMA.png,MountAttach
1hRshield_BoundlessWardT5MA,@MountAttachmentItem_Shield22_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,shieldRoundT4,Corrupted Azoth,objects/weapons/shields/shieldroundt4/wep_shld_shieldRoundT4_lookBase_MV1.cdf,,,,,,,,,#9797B0,0.5,0.5,#939CA4,0.5,0.4,#585EA0,1,0.5,#000000,0.5,0.8,0.5,#0080FE,10,,,Mounts_BasicShieldSettings,0,1,1,0,lyshineui/images/icons/items/Weapon/1hRshield_BoundlessWardT5MA.png,lyshineui/images/icons/items_hires/1hRshield_BoundlessWardT5MA.png,MountAttach
1hShieldRound_MarauderT5MA,@MountAttachmentItem_Shield23_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,ShieldRoundT4,Marauder,objects/weapons/shields/shieldroundt5/wep_shld_shieldroundt5_lookbase_mv1.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hShieldRound_MarauderT5MA.png,lyshineui/images/icons/items_hires/1hShieldRound_MarauderT5MA.png,MountAttach
1hShieldRound_CovenantT5MA,@MountAttachmentItem_Shield24_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,ShieldRoundT5,Covenant,objects/weapons/shields/shieldroundt5/wep_shld_shieldroundt5_lookbase_mv1.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hShieldRound_CovenantT5MA.png,lyshineui/images/icons/items_hires/1hShieldRound_CovenantT5MA.png,MountAttach
1hRshield_DutyboundT4MA,@MountAttachmentItem_Shield25_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,shieldRoundT4,Dutybound,objects/weapons/shields/shieldroundt4/wep_shld_shieldroundt4_lookbase_MV1.cdf,,,,,,,,,#9B9A8E,0.5,0.5,#D4D2BE,0.5,0.3,#A3A09A,1,0.5,#383842,0.5,0.8,0.5,#E3C76E,8,,,Mounts_BasicShieldSettings,0,1,1,0,lyshineui/images/icons/items/Weapon/1hRshield_DutyboundT4MA.png,lyshineui/images/icons/items_hires/1hRshield_DutyboundT4MA.png,MountAttach
1hRshield_WearyTravelerT5MA,@MountAttachmentItem_Shield26_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,shieldRoundT5,WearyTraveler,objects/weapons/shields/shieldroundt5/wep_shld_shieldroundt5_lookbase_MV1.cdf,,,,,,,,,#935A54,0.5,0.4,#590B0B,0.1,1,#661010,1,0.78,#250904,1,0.8,1,,,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hRshield_WearyTravelerT5MA.png,lyshineui/images/icons/items_hires/1hRshield_WearyTravelerT5MA.png,MountAttach
1hRoundShieldHeroicT5MA,@MountAttachmentItem_Shield27_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,roundshieldHeroic,Heroic,objects/weapons/melee/shields/1h/roundshieldheroic/wep_mel_shld_1h_roundshieldheroic.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_BasicShieldSettings,1,1,1,0,lyshineui/images/icons/items/Weapon/1hRoundShieldHeroicT5MA.png,lyshineui/images/icons/items_hires/1hRoundShieldHeroicT5MA.png,MountAttach
1hShieldRound_SyndicateT5MA,@MountAttachmentItem_Shield28_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,ShieldRoundT5,Syndicate,objects/weapons/shields/shieldroundt5/wep_shld_shieldroundt5_lookbase_mv1.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hShieldRound_SyndicateT5MA.png,lyshineui/images/icons/items_hires/1hShieldRound_SyndicateT5MA.png,MountAttach
1hRoundShieldFrontierWastelandT5MA,@MountAttachmentItem_Shield29_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,roundshieldFrontierWasteland,FrontierWasteland,objects/weapons/Melee/Shields/1h/roundshieldFrontierWastelander/wep_mel_shld_1h_roundshieldFrontierWastelander.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hRoundShieldFrontierWastelandT5MA.png,lyshineui/images/icons/items_hires/1hRoundShieldFrontierWastelandT5MA.png,MountAttach
1hRshield_GovernessT5MA,@MountAttachmentItem_Shield30_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,shieldRoundT5,Governess,objects/weapons/shields/shieldroundt5/wep_shld_shieldroundt5_lookbase_MV1.cdf,,,,,,,,,#83571A,0.5,0.65,#030303,0.5,0.3,#985555,0.5,0.6,#695B00,0.25,1,0.5,,,,,Mounts_BasicShieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hRshield_GovernessT5MA.png,lyshineui/images/icons/items_hires/1hRshield_GovernessT5MA.png,MountAttach
1hRshield_IronyT3MA,@MountAttachmentItem_Shield31_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,shieldRoundT3,Irony,objects/weapons/shields/shieldroundt3/wep_shld_shieldroundt3_lookbase_MV1.cdf,,,,,,,,,#7B8CBB,1,0.5,#A0A7B6,0.25,0.68,#8F95A3,0.5,0.6,#525F70,0.6,0.8,0.5,#FFFFFF,8,,,Mounts_BasicShieldSettings,0,1,1,0,lyshineui/images/icons/items/Weapon/1hRshield_IronyT3MA.png,lyshineui/images/icons/items_hires/1hRshield_IronyT3MA.png,MountAttach
1hKiteShieldCrystallineT5MA,@MountAttachmentItem_Shield32_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,kiteshieldCrystalline,Crystalline,objects/weapons/melee/shields/1h/kiteshieldCrystalline/wep_mel_shld_1h_kiteshieldCrystalline.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_KiteshieldSettings,0,0,1,0,lyshineui/images/icons/items/Weapon/1hKiteShieldCrystallineT5MA.png,lyshineui/images/icons/items_hires/1hKiteShieldCrystallineT5MA.png,MountAttach
1hKiteShieldDryadT5MA,@MountAttachmentItem_Shield33_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,kiteshieldDryad,Dryad,objects/weapons/melee/shields/1h/kiteshieldDryad/wep_mel_shld_1h_kiteshieldDryad.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_KiteshieldSettings,0,0,0,1,lyshineui/images/icons/items/Weapon/1hKiteShieldDryadT5MA.png,lyshineui/images/icons/items_hires/1hKiteShieldDryadT5MA.png,MountAttach
1hKiteShieldSylvanT5MA,@MountAttachmentItem_Shield34_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,kiteshieldSylvan,Sylvan,objects/weapons/melee/shields/1h/kiteshieldSylvan/wep_mel_shld_1h_kiteshieldSylvan.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_KiteshieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hKiteShieldSylvanT5MA.png,lyshineui/images/icons/items_hires/1hKiteShieldSylvanT5MA.png,MountAttach
1hKiteShieldHarbingerT5MA,@MountAttachmentItem_Shield35_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,kiteshieldHarbinger,Harbinger,objects/weapons/melee/shields/1h/kiteshieldharbinger/wep_mel_shld_1h_kiteshieldharbinger.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_KiteshieldSettings,0,0,1,0,lyshineui/images/icons/items/Weapon/1hKiteShieldHarbingerT5MA.png,lyshineui/images/icons/items_hires/1hKiteShieldHarbingerT5MA.png,MountAttach
1hKiteshieldGraverobberT5MA,@MountAttachmentItem_Shield36_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,kiteshieldGraverobber,Graverobber,objects/weapons/Shields/kiteshieldGraverobber/wep_mel_shld_1h_kiteshieldGraverobber.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_KiteshieldSettings,0,0,1,0,lyshineui/images/icons/items/Weapon/1hKiteshieldGraverobberT5MA.png,lyshineui/images/icons/items_hires/1hKiteshieldGraverobberT5MA.png,MountAttach
1hKiteShieldHeroicT5MA,@MountAttachmentItem_Shield37_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,kiteshieldHeroic,Heroic,objects/weapons/melee/shields/1h/kiteshieldheroic/wep_mel_shld_1h_kiteshieldheroic.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_KiteshieldSettings,0,1,1,0,lyshineui/images/icons/items/Weapon/1hKiteShieldHeroicT5MA.png,lyshineui/images/icons/items_hires/1hKiteShieldHeroicT5MA.png,MountAttach
1hKiteShieldNagacorruptedT5MA,@MountAttachmentItem_Shield38_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,kiteshieldNagaCorrupted,NagaCorrupted,objects/weapons/shields/kiteshieldnagacorrupted/wep_mel_shld_1h_kiteshieldnagacorrupted.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_KiteshieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hKiteShieldNagacorruptedT5MA.png,lyshineui/images/icons/items_hires/1hKiteShieldNagacorruptedT5MA.png,MountAttach
1hKiteShieldFanaticT5MA,@MountAttachmentItem_Shield39_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,kiteshieldFanatic,Fanatic,objects/weapons/Melee/Shields/1h/kiteshieldFanatic/wep_mel_shld_1h_kiteshieldFanatic.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_KiteshieldSettings,1,1,1,0,lyshineui/images/icons/items/Weapon/1hKiteShieldFanaticT5MA.png,lyshineui/images/icons/items_hires/1hKiteShieldFanaticT5MA.png,MountAttach
1hKiteShieldDefiledT5MA,@MountAttachmentItem_Shield40_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,kiteshieldDefiled,Defiled,objects/weapons/melee/shields/1h/kiteshielddefiled/wep_mel_shld_1h_kiteshielddefiled.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_KiteshieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hKiteShieldDefiledT5MA.png,lyshineui/images/icons/items_hires/1hKiteShieldDefiledT5MA.png,MountAttach
1hTowerShieldWarT5MA,@MountAttachmentItem_Shield41_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,towershieldWar,War,objects/weapons/Melee/Shields/1h/towershieldWar/wep_mel_shld_1h_towershieldWar.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_TowershieldSettings,1,1,1,0,lyshineui/images/icons/items/Weapon/1hTowerShieldWarT5MA.png,lyshineui/images/icons/items_hires/1hTowerShieldWarT5MA.png,MountAttach
1hTowerShieldPrimevalT5MA,@MountAttachmentItem_Shield42_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,towershieldPrimeval,Primeval,objects/weapons/Melee/Shields/1h/towershieldPrimeval/wep_mel_shld_1h_towershieldPrimeval.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_TowershieldSettings,0,0,1,1,lyshineui/images/icons/items/Weapon/1hTowerShieldPrimevalT5MA.png,lyshineui/images/icons/items_hires/1hTowerShieldPrimevalT5MA.png,MountAttach
1hTowerShieldInvasionT5MA,@MountAttachmentItem_Shield43_MasterName,@MountAttachmentItem_Shield_Description,EquippableMount+MountAttachment,towershieldInvasion,Invasion,objects/weapons/Melee/Shields/1h/towershieldInvasion/wep_mel_shld_1h_towershieldInvasion.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,,,Mounts_TowershieldSettings,0,0,0,0,lyshineui/images/icons/items/Weapon/1hTowerShieldInvasionT5MA.png,lyshineui/images/icons/items_hires/1hTowerShieldInvasionT5MA.png,MountAttach
