Level,MaximumInfluence,InfluenceCost,FreeRewardId,PremiumRewardId
36,2750,2750,S7_BattlePass_Free_36,S7_BattlePass_Premium_36
37,2750,2750,S7_BattlePass_Free_37,S7_BattlePass_Premium_37
38,2750,2750,S7_BattlePass_Free_38,S7_BattlePass_Premium_38
39,2750,2750,S7_BattlePass_Free_39,S7_BattlePass_Premium_39
40,2750,2750,S7_BattlePass_Free_40,S7_BattlePass_Premium_40
41,2750,2750,S7_BattlePass_Free_41,S7_BattlePass_Premium_41
42,2750,2750,S7_BattlePass_Free_42,S7_BattlePass_Premium_42
43,2750,2750,S7_BattlePass_Free_43,S7_BattlePass_Premium_43
44,2750,2750,S7_BattlePass_Free_44,S7_BattlePass_Premium_44
45,2750,2750,S7_BattlePass_Free_45,S7_BattlePass_Premium_45
46,2750,2750,S7_BattlePass_Free_46,S7_BattlePass_Premium_46
47,2750,2750,S7_BattlePass_Free_47,S7_BattlePass_Premium_47
48,2750,2750,S7_BattlePass_Free_48,S7_BattlePass_Premium_48
49,2750,2750,S7_BattlePass_Free_49,S7_BattlePass_Premium_49
50,2750,2750,S7_BattlePass_Free_50,S7_BattlePass_Premium_50
51,2750,2750,S7_BattlePass_Free_51,S7_BattlePass_Premium_51
52,2750,2750,S7_BattlePass_Free_52,S7_BattlePass_Premium_52
53,2750,2750,S7_BattlePass_Free_53,S7_BattlePass_Premium_53
54,2750,2750,S7_BattlePass_Free_54,S7_BattlePass_Premium_54
55,2750,2750,S7_BattlePass_Free_55,S7_BattlePass_Premium_55
56,2750,2750,S7_BattlePass_Free_56,S7_BattlePass_Premium_56
57,2750,2750,S7_BattlePass_Free_57,S7_BattlePass_Premium_57
58,2750,2750,S7_BattlePass_Free_58,S7_BattlePass_Premium_58
59,2750,2750,S7_BattlePass_Free_59,S7_BattlePass_Premium_59
60,2750,2750,S7_BattlePass_Free_60,S7_BattlePass_Premium_60
61,2750,2750,S7_BattlePass_Free_61,S7_BattlePass_Premium_61
62,2750,2750,S7_BattlePass_Free_62,S7_BattlePass_Premium_62
63,2750,2750,S7_BattlePass_Free_63,S7_BattlePass_Premium_63
64,2750,2750,S7_BattlePass_Free_64,S7_BattlePass_Premium_64
65,2750,2750,S7_BattlePass_Free_65,S7_BattlePass_Premium_65
66,2750,2750,S7_BattlePass_Free_66,S7_BattlePass_Premium_66
67,2750,2750,S7_BattlePass_Free_67,S7_BattlePass_Premium_67
68,2750,2750,S7_BattlePass_Free_68,S7_BattlePass_Premium_68
69,2750,2750,S7_BattlePass_Free_69,S7_BattlePass_Premium_69
70,2750,2750,S7_BattlePass_Free_70,S7_BattlePass_Premium_70
71,2750,2750,S7_BattlePass_Free_71,S7_BattlePass_Premium_71
72,2750,2750,S7_BattlePass_Free_72,S7_BattlePass_Premium_72
73,2750,2750,S7_BattlePass_Free_73,S7_BattlePass_Premium_73
74,2750,2750,S7_BattlePass_Free_74,S7_BattlePass_Premium_74
75,2750,2750,S7_BattlePass_Free_75,S7_BattlePass_Premium_75
76,2750,2750,S7_BattlePass_Free_76,S7_BattlePass_Premium_76
77,2750,2750,S7_BattlePass_Free_77,S7_BattlePass_Premium_77
78,2750,2750,S7_BattlePass_Free_78,S7_BattlePass_Premium_78
79,2750,2750,S7_BattlePass_Free_79,S7_BattlePass_Premium_79
80,2750,2750,S7_BattlePass_Free_80,S7_BattlePass_Premium_80
81,2750,2750,S7_BattlePass_Free_81,S7_BattlePass_Premium_81
82,2750,2750,S7_BattlePass_Free_82,S7_BattlePass_Premium_82
83,2750,2750,S7_BattlePass_Free_83,S7_BattlePass_Premium_83
84,2750,2750,S7_BattlePass_Free_84,S7_BattlePass_Premium_84
85,2750,2750,S7_BattlePass_Free_85,S7_BattlePass_Premium_85
86,2750,2750,S7_BattlePass_Free_86,S7_BattlePass_Premium_86
87,2750,2750,S7_BattlePass_Free_87,S7_BattlePass_Premium_87
88,2750,2750,S7_BattlePass_Free_88,S7_BattlePass_Premium_88
89,2750,2750,S7_BattlePass_Free_89,S7_BattlePass_Premium_89
90,2750,2750,S7_BattlePass_Free_90,S7_BattlePass_Premium_90
91,2750,2750,S7_BattlePass_Free_91,S7_BattlePass_Premium_91
92,2750,2750,S7_BattlePass_Free_92,S7_BattlePass_Premium_92
93,2750,2750,S7_BattlePass_Free_93,S7_BattlePass_Premium_93
94,2750,2750,S7_BattlePass_Free_94,S7_BattlePass_Premium_94
95,2750,2750,S7_BattlePass_Free_95,S7_BattlePass_Premium_95
96,2750,2750,S7_BattlePass_Free_96,S7_BattlePass_Premium_96
97,2750,2750,S7_BattlePass_Free_97,S7_BattlePass_Premium_97
98,2750,2750,S7_BattlePass_Free_98,S7_BattlePass_Premium_98
99,2750,2750,S7_BattlePass_Free_99,S7_BattlePass_Premium_99
100,0,2750,S7_BattlePass_Free_100,S7_BattlePass_Premium_100
