Level,MaximumInfluence,InfluenceCost,FreeRewardId,PremiumRewardId
88,2750,2750,S6_BattlePass_Free_88,S6_BattlePass_Premium_88
89,2750,2750,S6_BattlePass_Free_89,S6_BattlePass_Premium_89
90,2750,2750,S6_BattlePass_Free_90,S6_BattlePass_Premium_90
91,2750,2750,S6_BattlePass_Free_91,S6_BattlePass_Premium_91
92,2750,2750,S6_BattlePass_Free_92,S6_BattlePass_Premium_92
93,2750,2750,S6_BattlePass_Free_93,S6_BattlePass_Premium_93
94,2750,2750,S6_BattlePass_Free_94,S6_BattlePass_Premium_94
95,2750,2750,S6_BattlePass_Free_95,S6_BattlePass_Premium_95
96,2750,2750,S6_BattlePass_Free_96,S6_BattlePass_Premium_96
97,2750,2750,S6_BattlePass_Free_97,S6_BattlePass_Premium_97
98,2750,2750,S6_BattlePass_Free_98,S6_BattlePass_Premium_98
99,2750,2750,S6_BattlePass_Free_99,S6_BattlePass_Premium_99
100,0,2750,S6_BattlePass_Free_100,S6_BattlePass_Premium_100
