VariantID,Visuals_Healthy,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,MarkerRadius,AudioPreload_loop,AudioPreload_Burst_1,AudioPreload_Burst_2,AudioPreload_Burst_3,AudioPreload_depleted,SFX_depleted,SFX_Idle,VFX_Idle,SFX_Burst_1,SFX_Burst_2,SFX_Burst_3,VFX_Burst_1,VFX_Burst_2,VFX_Burst_3,IdleVFX_Offset_Z,DepletedVFX,DepletedMesh,StartMeshLOD,EndMeshLOD,GatheringFX,ShowOnMap,ShowOnCompass,MapIcon,CompassIcon,TradeskillIconUnlockType,MapTooltipTitleLocTag,MapTooltipDescLocTag,EnableBurstParticle1,EnableBurstParticle2,EnableBurstParticle3
CorruptionCore_Minor_Monolith_DT5,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorMonolithDT5,5,5,3,7,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Monolith_DT6,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorMonolithDT6,5,5,3,7,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Pylon_DT1,slices/Darkness/Events/Major/Monolith/Art/Jav_lm_major_monolith_pylon_Art.dynamicslice,DarknessPylonDT1,10,10,3,12,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,ENV_Darkness_Monolith.Major.Pylon_Destruction,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Pylon_DT2,slices/Darkness/Events/Major/Monolith/Art/Jav_lm_major_monolith_pylon_Art.dynamicslice,DarknessPylonDT2,10,10,3,12,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,ENV_Darkness_Monolith.Major.Pylon_Destruction,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Pylon_DT3,slices/Darkness/Events/Major/Monolith/Art/Jav_lm_major_monolith_pylon_Art.dynamicslice,DarknessPylonDT3,10,10,3,12,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,ENV_Darkness_Monolith.Major.Pylon_Destruction,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Pylon_DT4,slices/Darkness/Events/Major/Monolith/Art/Jav_lm_major_monolith_pylon_Art.dynamicslice,DarknessPylonDT4,10,10,3,12,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,ENV_Darkness_Monolith.Major.Pylon_Destruction,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Pylon_DT5,slices/Darkness/Events/Major/Monolith/Art/Jav_lm_major_monolith_pylon_Art.dynamicslice,DarknessPylonDT5,10,10,3,12,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,ENV_Darkness_Monolith.Major.Pylon_Destruction,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Pylon_DT6,slices/Darkness/Events/Major/Monolith/Art/Jav_lm_major_monolith_pylon_Art.dynamicslice,DarknessPylonDT6,10,10,3,12,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,ENV_Darkness_Monolith.Major.Pylon_Destruction,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Portal_DT1,slices/Darkness/Events/Major/Portal/Art/Darkness_Portal_Major_Core_Art_.dynamicslice,DarknessMajorPortalDT1,35,35,3,30,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_Darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Portal_DT2,slices/Darkness/Events/Major/Portal/Art/Darkness_Portal_Major_Core_Art_.dynamicslice,DarknessMajorPortalDT2,35,35,3,30,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_Darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Portal_DT3,slices/Darkness/Events/Major/Portal/Art/Darkness_Portal_Major_Core_Art_.dynamicslice,DarknessMajorPortalDT3,35,35,3,30,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_Darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Portal_DT4,slices/Darkness/Events/Major/Portal/Art/Darkness_Portal_Major_Core_Art_.dynamicslice,DarknessMajorPortalDT4,35,35,3,30,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_Darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Portal_DT5,slices/Darkness/Events/Major/Portal/Art/Darkness_Portal_Major_Core_Art_.dynamicslice,DarknessMajorPortalDT5,35,35,3,30,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_Darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Major_Portal_DT6,slices/Darkness/Events/Major/Portal/Art/Darkness_Portal_Major_Core_Art_.dynamicslice,DarknessMajorPortalDT6,35,35,3,30,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_Darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Portal_DT1,slices/Darkness/Events/Minor/Minor_Portal/Art/Darkness_Portal_Minor_Core_Art.dynamicslice,DarknessMinorPortalDT1,10,10,3,10,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Portal_DT2,slices/Darkness/Events/Minor/Minor_Portal/Art/Darkness_Portal_Minor_Core_Art.dynamicslice,DarknessMinorPortalDT2,10,10,3,10,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Portal_DT3,slices/Darkness/Events/Minor/Minor_Portal/Art/Darkness_Portal_Minor_Core_Art.dynamicslice,DarknessMinorPortalDT3,10,10,3,10,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Portal_DT4,slices/Darkness/Events/Minor/Minor_Portal/Art/Darkness_Portal_Minor_Core_Art.dynamicslice,DarknessMinorPortalDT4,10,10,3,10,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Portal_DT5,slices/Darkness/Events/Minor/Minor_Portal/Art/Darkness_Portal_Minor_Core_Art.dynamicslice,DarknessMinorPortalDT5,10,10,3,10,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Portal_DT6,slices/Darkness/Events/Minor/Minor_Portal/Art/Darkness_Portal_Minor_Core_Art.dynamicslice,DarknessMinorPortalDT6,10,10,3,10,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_Monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
Corruption_Minor_Fissure_DT1,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorFissureDT1,5,5,3,7,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
Corruption_Minor_Fissure_DT2,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorFissureDT2,5,5,3,7,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
Corruption_Minor_Fissure_DT3,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorFissureDT3,5,5,3,7,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
Corruption_Minor_Fissure_DT4,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorFissureDT4,5,5,3,7,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
Corruption_Minor_Fissure_DT5,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorFissureDT5,5,5,3,7,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
Corruption_Minor_Fissure_DT6,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorFissureDT6,5,5,3,7,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
Corruption_Minor_SummoningCircle_DT1,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorSummoningCircleDT1,7,7,3,9,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Hive_DT1,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorHiveDT1,7,7,5,9,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Hive_DT2,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorHiveDT2,7,7,5,9,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
CorruptionCore_Minor_Hive_DT3,slices/Darkness/Events/General/Core/Art/Darkness_Core_Art.dynamicslice,DarknessMinorHiveDT3,7,7,5,9,Corruption_Beam_A,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Gath_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Corruption_Beam_A,env_darkness.Core.Core_minor_monolith_idle01,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,Play_Alchemy_Fire_Boid,,,,,env_darkness.Core.Core_death01,,,,env_darkness.Core.Core_minor_monolith_gather01,,,,,,,,,,
