HouseItemID,ExcludeFromGame,PrefabPath,DEV-FurnitureSet,UIHousingCategory,HousingTag1 Placed,HousingTag2 Points,HousingTag3 Limiter,HousingTag5 Buffs,HousingTags,IsEntitlement,AttributionId,HowToOptain (Primarily),ItemRarity,ForceRarity,RankingPointsDuplicateLimit,RankingPointsNegativeLimit,PointModifier,RankingPoints,MaxPotentialPoints,HousingStatusEffect,StorageBonus,InteractionAnimationID,Name,Description,IconPath,HiResIconPath,Weight,TradingCategory,TradingFamily,TradingGroup,ItemType,UiItemClass,Tier,IsSalvageable,SalvageResources,IsRepairable,BindOnPickup,CraftingRecipe,RepairRecipe,SalvageRecipe,SalvageGameEventID,RepairDustModifier,ConfirmBeforeUse,ConsumeOnUse,MaxStackSize,DeathDropPercentage,ItemTypeDisplayName,Nonremovable,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,Primary Color,Secondary Color,Tertiary Color,ColorFamilies,PlacementGridDisplaySize,Notes
House_HousingItem_Entitlement_Pirate_SteeringWheel,0,Housing/Items/MTX_Packs/FancyPirate2021/HousingItem_Pirate_Golden_Ship_Wheel,MTX-Pack-01-Pirate,Misc,OnFloor,+IsLargeDecor,,,OnFloor+IsLargeDecor,1,,MTX Shop/Gift,Rare,2,1,2,0,0.12,0.12,,,,@House_HousingItem_Entitlement_Pirate_SteeringWheel_MasterName,@House_HousingItem_Entitlement_Pirate_SteeringWheel_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Pirate_SteeringWheel.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Pirate_SteeringWheel.png,10,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,1,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Wall_Pirate_JollyRoger,0,Housing/Items/MTX_Packs/FancyPirate2021/HousingItem_Wall_Pirate_JollyRoger,MTX-Pack-01-Pirate,Decorations,OnWall,+IsMediumDecor,,,OnWall+IsMediumDecor,1,,MTX Shop/Gift,Rare,2,2,3,0,0.12,0.24,,,,@House_HousingItem_Entitlement_Wall_Pirate_JollyRoger_MasterName,@House_HousingItem_Entitlement_Wall_Pirate_JollyRoger_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Wall_Pirate_JollyRoger.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Wall_Pirate_JollyRoger.png,9,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,2,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Lighting_Spooky2021_FloatingCandelabra,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Lighting_Spooky2021_FloatingCandelabra,MTX-Pack-02-Spooky,Lighting,OnWall,+IsLighting,+LimiterLighting,+NoStacking,OnWall+IsLighting+LimiterLighting+NoStacking,1,,MTX Shop/Gift,Rare,2,2,3,0,0.12,0.24,,,,@House_HousingItem_Entitlement_Lighting_Spooky2021_FloatingCandelabra_MasterName,@House_HousingItem_Entitlement_Lighting_Spooky2021_FloatingCandelabra_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Lighting_Spooky2021_FloatingCandelabra.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Lighting_Spooky2021_FloatingCandelabra.png,9,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,2,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinFlirty,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Lighting_Spooky2021_PumpkinFlirty,MTX-Pack-02-Spooky,Lighting,OnFurniture,+IsLighting,+LimiterLighting,,OnFurniture+IsLighting+LimiterLighting,1,,MTX Shop/Gift,Rare,2,2,3,0,0.12,0.24,,,,@House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinFlirty_MasterName,@House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinFlirty_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinFlirty.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinFlirty.png,9,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,2,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinHappy,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Lighting_Spooky2021_PumpkinHappy,MTX-Pack-02-Spooky,Lighting,OnFurniture,+IsLighting,+LimiterLighting,,OnFurniture+IsLighting+LimiterLighting,1,,MTX Shop/Gift,Rare,2,2,3,0,0.12,0.24,,,,@House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinHappy_MasterName,@House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinHappy_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinHappy.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinHappy.png,9,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,2,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinScary,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Lighting_Spooky2021_PumpkinScary,MTX-Pack-02-Spooky,Lighting,OnFurniture,+IsLighting,+LimiterLighting,,OnFurniture+IsLighting+LimiterLighting,1,,MTX Shop/Gift,Rare,2,2,3,0,0.12,0.24,,,,@House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinScary_MasterName,@House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinScary_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinScary.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinScary.png,9,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,2,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinSilly,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Lighting_Spooky2021_PumpkinSilly,MTX-Pack-02-Spooky,Lighting,OnFurniture,+IsLighting,+LimiterLighting,,OnFurniture+IsLighting+LimiterLighting,1,,MTX Shop/Gift,Rare,2,2,3,0,0.12,0.24,,,,@House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinSilly_MasterName,@House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinSilly_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinSilly.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinSilly.png,9,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,2,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Spooky2021_Cauldron,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Spooky2021_Interact_Cauldron,MTX-Pack-02-Spooky,Misc,OnFloor,+IsLargeDecor,+LimiterAnimatedTimelineInteract,+NoStacking,OnFloor+IsLargeDecor+LimiterAnimatedTimelineInteract+NoStacking,1,,MTX Shop/Gift,Rare,2,1,2,0,0.12,0.12,,,HousingItemStirPot,@House_HousingItem_Entitlement_Spooky2021_Cauldron_MasterName,@House_HousingItem_Entitlement_Spooky2021_Cauldron_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Spooky2021_Cauldron.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Spooky2021_Cauldron.png,10,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,1,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Spooky2021_CrystalBall,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Spooky2021_CrystalBall,MTX-Pack-02-Spooky,Decorations,OnFurniture,+IsMediumDecor,+LimiterAnimatedTimelineLooping,+NoStacking,OnFurniture+IsMediumDecor+LimiterAnimatedTimelineLooping+NoStacking,1,,MTX Shop/Gift,Rare,2,1,2,0,0.12,0.12,,,,@House_HousingItem_Entitlement_Spooky2021_CrystalBall_MasterName,@House_HousingItem_Entitlement_Spooky2021_CrystalBall_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Spooky2021_CrystalBall.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Spooky2021_CrystalBall.png,10,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,1,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Spooky2021_Curtains,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Spooky2021_Curtains,MTX-Pack-02-Spooky,Misc,OnWall,+IsCurtain,,,OnWall+IsCurtain,1,,MTX Shop/Gift,Rare,2,2,3,0,0.12,0.24,,,,@House_HousingItem_Entitlement_Spooky2021_Curtains_MasterName,@House_HousingItem_Entitlement_Spooky2021_Curtains_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Spooky2021_Curtains.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Spooky2021_Curtains.png,9,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,2,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Spooky2021_DancingBrooms,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Spooky2021_DancingBrooms,MTX-Pack-02-Spooky,Misc,OnFloor,+IsLargeDecor,+LimiterAnimatedTimelineLooping,+NoStacking,OnFloor+IsLargeDecor+LimiterAnimatedTimelineLooping+NoStacking,1,,MTX Shop/Gift,Rare,2,1,2,0,0.12,0.12,,,,@House_HousingItem_Entitlement_Spooky2021_DancingBrooms_MasterName,@House_HousingItem_Entitlement_Spooky2021_DancingBrooms_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Spooky2021_DancingBrooms.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Spooky2021_DancingBrooms.png,10,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,1,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Spooky2021_PotionSet,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Spooky2021_PotionSet,MTX-Pack-02-Spooky,Decorations,OnFurniture,+IsMediumDecor,,,OnFurniture+IsMediumDecor,1,,MTX Shop/Gift,Rare,2,2,3,0,0.12,0.24,,,,@House_HousingItem_Entitlement_Spooky2021_PotionSet_MasterName,@House_HousingItem_Entitlement_Spooky2021_PotionSet_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Spooky2021_PotionSet.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Spooky2021_PotionSet.png,9,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,2,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Spooky2021_Tombstone,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Spooky2021_Tombstone,MTX-Pack-02-Spooky,Misc,OnFloor,+IsLargeDecor,,,OnFloor+IsLargeDecor,1,,MTX Shop/Gift,Rare,2,1,2,0,0.12,0.12,,,,@House_HousingItem_Entitlement_Spooky2021_Tombstone_MasterName,@House_HousingItem_Entitlement_Spooky2021_Tombstone_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Spooky2021_Tombstone.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Spooky2021_Tombstone.png,10,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,1,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Pet_Entitlement_Ghost_Dog,0,Housing/Items/MTX_Packs/Spooky2021/HousingItem_Pet_Spooky2021_Ghost_Dog,MTX-Pack-02-Spooky,Pets,OnFloor,+IsAnimal,+LimiterAnimatedRigged,+NoStacking,OnFloor+IsAnimal+LimiterAnimatedRigged+NoStacking,1,,MTX Shop/Gift,Rare,2,1,2,0,0.12,0.12,,,HousingItemPetBobcat,@House_HousingItem_Pet_Entitlement_Ghost_Dog_MasterName,@House_HousingItem_Pet_Entitlement_Ghost_Dog_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Pet_Entitlement_Ghost_Dog.png,lyshineui/images/icons/items_hires/House_HousingItem_Pet_Entitlement_Ghost_Dog.png,10,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,1,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Chair_Royal2021_Throne01,0,Housing/Items/MTX_Packs/Royal2021/HousingItem_Chair_Royal2021_Throne01,MTX-Pack-03-Royal,Chairs,OnFloor,+IsChairOther,+LimiterAnimatedTimelineInteract,+NoStacking,OnFloor+IsChairOther+LimiterAnimatedTimelineInteract+NoStacking,1,,MTX Shop/Gift,Rare,2,1,2,0,0.12,0.12,,,HousingItemSitOnChair,@House_HousingItem_Entitlement_Chair_Royal2021_Throne01_MasterName,@House_HousingItem_Entitlement_Chair_Royal2021_Throne01_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Chair_Royal2021_Throne01.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Chair_Royal2021_Throne01.png,10,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,1,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
House_HousingItem_Entitlement_Lighting_Royal2021_CeilingLight01,0,Housing/Items/MTX_Packs/Royal2021/HousingItem_Lighting_Royal2021_CeilingLight01,MTX-Pack-03-Royal,Lighting,OnCeiling,+IsLighting,+LimiterLighting,,OnCeiling+IsLighting+LimiterLighting,1,,MTX Shop/Gift,Rare,2,1,2,0,0.12,0.12,,,,@House_HousingItem_Entitlement_Lighting_Royal2021_CeilingLight01_MasterName,@House_HousingItem_Entitlement_Lighting_Royal2021_CeilingLight01_Description,lyshineui/images/icons/items/HousingItem/House_HousingItem_Entitlement_Lighting_Royal2021_CeilingLight01.png,lyshineui/images/icons/items_hires/House_HousingItem_Entitlement_Lighting_Royal2021_CeilingLight01.png,10,,,,HousingItem,UI_Furniture,3,false,false,false,true,,,,,0,false,false,1,0,@ui_itemtypedescription_housingitem,false,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,
