TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
99B_MSQ_01_d_02_02_99B_Yonas_p1_Walkaway,TaskLockAchievement,,,,1,SwapActive_99B_Yonas_p1_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_01_d_02_03_GoToPOI_Walsham,TaskGoToPOITag,,,,1,,,,,true,,abandoned_village_40257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_01_searchwalsham_goto_POI,,,,,,,,,,,,,,,,,,
99B_MSQ_01_d_02_04_container_LoreNote,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_01_d_02_04_01_TriggerArea_CandleHouse,99B_MSQ_01_d_02_04_02_container_Candles,99B_MSQ_01_d_02_04_03_TriggerArea_UmbertoHouse,99B_MSQ_01_d_02_04_04_LorePage_Umberto1,99B_MSQ_01_d_02_04_05_Whisper_LoreNote
99B_MSQ_01_d_02_04_01_TriggerArea_CandleHouse,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_99B_CandleHouse,@99B_MSQ_01_searchwalsham_trace_steps,,9093.1006 5397.8159 157.2838,,,true,,,,,,,,,,,,,
99B_MSQ_01_d_02_04_02_container_Candles,SimpleTaskContainer,,,,,,,,,true,,abandoned_village_40257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_01_searchwalsham_trace_steps,,,,,,,,,,,,,,99B_MSQ_01_d_02_04_02_01_Gather_Candles,99B_MSQ_01_d_02_04_02_02_Interact_BlessedCandleA,99B_MSQ_01_d_02_04_02_03_Interact_BlessedCandleB,99B_MSQ_01_d_02_04_02_04_Interact_BlessedCandleC,
99B_MSQ_01_d_02_04_02_01_Gather_Candles,TaskGatherAndReturnItems,,,,3,99B_MSQ_01_BlessedCandle,"99B_MSQ_01_BlessedCandleA,99B_MSQ_01_BlessedCandleB,99B_MSQ_01_BlessedCandleC",100,,true,,abandoned_village_40257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_01_searchwalsham_gather_candles,,,,,,,,,,,,,,,,,,
99B_MSQ_01_d_02_04_02_02_Interact_BlessedCandleA,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99B_MSQ_01_BlessedCandleA,,,99B_MSQ_01_BlessedCandleA_interact,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,,
99B_MSQ_01_d_02_04_02_03_Interact_BlessedCandleB,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99B_MSQ_01_BlessedCandleB,,,99B_MSQ_01_BlessedCandleB_interact,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,,
99B_MSQ_01_d_02_04_02_04_Interact_BlessedCandleC,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99B_MSQ_01_BlessedCandleC,,,99B_MSQ_01_BlessedCandleC_interact,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,,
99B_MSQ_01_d_02_04_03_TriggerArea_UmbertoHouse,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_99B_UmbertoHouse,@99B_MSQ_01_searchwalsham_find_home,,9191.8516 5379.0171 151.9533,,,,,,,,,,,,,,,,
99B_MSQ_01_d_02_04_04_LorePage_Umberto1,TaskAchievement,,,,1,Lore_unlock_02_Brightwood_Title_08_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_01_searchwalsham_umberto_note,,9193.2031 5375.3325 151.9502,,,false,,,,,,,,,,,,,
99B_MSQ_01_d_02_04_05_Whisper_LoreNote,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99B_MSQ_01_LoreNote_Umberto1_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_01_d_03_container_Graveyard,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_01_d_03_01_GoToPOI_Graveyard,99B_MSQ_01_d_03_02_container_Graveyard,,,
99B_MSQ_01_d_03_01_GoToPOI_Graveyard,TaskGoToPOITag,,,,1,,,,,true,,abandoned_village_40258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_01_searchwalsham_goto_POI2,,,,,,,,,,,,,,,,,,
99B_MSQ_01_d_03_02_container_Graveyard,SimpleTaskContainer,,,,,,,,,true,,abandoned_village_40258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_01_searchwalsham_investigate_gravestones,,,,,,,,,,,,,,99B_MSQ_01_d_03_02_01_Interact_GravestoneA,99B_MSQ_01_d_03_02_02_Interact_GravestoneB,99B_MSQ_01_d_03_02_03_Interact_GravestoneC,,
99B_MSQ_01_d_03_02_01_Interact_GravestoneA,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99B_MSQ_01_WalshamGraveA,,,99B_MSQ_01_WalshamGraveA_interact,,,,,,,,,,,,,,,,,,,,,,9232.17 5318.9 154.79,1,true,true,,,,,,,,,,,,,
99B_MSQ_01_d_03_02_02_Interact_GravestoneB,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99B_MSQ_01_WalshamGraveB,,,99B_MSQ_01_WalshamGraveB_interact,,,,,,,,,,,,,,,,,,,,,,9225.03 5294.06 149.18,1,true,true,,,,,,,,,,,,,
99B_MSQ_01_d_03_02_03_Interact_GravestoneC,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99B_MSQ_01_WalshamGraveC,,,99B_MSQ_01_WalshamGraveC_interact,,,,,,,,,,,,,,,,,,,,,,9216.31 5298.83 148.92,1,true,true,,,,,,,,,,,,,
99B_MSQ_01_d_04_container_Church,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_01_d_04_01_TriggerArea_WalshamChurch,99B_MSQ_01_d_04_02_SwapActive_99B_Yonas_p2_On,99B_MSQ_01_d_04_03_container_lorePage,,
99B_MSQ_01_d_04_01_TriggerArea_WalshamChurch,TaskTriggerArea,,,,1,,,,,true,,abandoned_village_40257,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_99B_WalshamChurch,@99B_MSQ_01_searchwalsham_goto_church,,9055.861 5300.313 156.705,,,,,,,,,,,,,,,,
99B_MSQ_01_d_04_02_SwapActive_99B_Yonas_p2_On,TaskUnlockAchievement,,,,1,SwapActive_99B_Yonas_p2_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_01_d_04_03_container_lorePage,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_01_d_04_03_01_LorePage_Umberto2,99B_MSQ_01_d_04_03_02_Whisper_LoreNote,,,
99B_MSQ_01_d_04_03_01_LorePage_Umberto2,TaskAchievement,,,,1,Lore_unlock_02_Brightwood_Title_08_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_01_searchwalsham_lore_note,,9042.907 5286.979 158.157,,,false,,,,,,,,,,,,,
99B_MSQ_01_d_04_03_02_Whisper_LoreNote,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99B_MSQ_01_LoreNote_Umberto2_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_meetgalahad_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99B_MSQ_02_d_01_container_MeetGalahadBegin,99B_MSQ_02_d_02_container_Tillenghast,99B_MSQ_02_d_03_container_Deggendorf,99B_MSQ_02_d_04_container_Ballards,99B_MSQ_02_d_05_container_sliceswapsB
99B_MSQ_02_d_01_container_MeetGalahadBegin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_d_01_01_01_99B_Yonas_p2_Walkaway,99B_MSQ_02_GalahadsDuty_IGC_Preload,99B_MSQ_02_IGC_container,99B_MSQ_02_GalahadDuty_IGC_Watched,99B_MSQ_02_d_01_03_container_galahadCamp
99B_MSQ_02_d_01_01_01_99B_Yonas_p2_Walkaway,TaskLockAchievement,,,,1,SwapActive_99B_Yonas_p2_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_GalahadsDuty_IGC_Preload,TaskUnlockAchievement,,,,1,99B_MSQ_02_GalahadsDuty_IGC_Preload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_IGC_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_IGCTriggerArea_GalahadCamp,99B_MSQ_02_GalahadDuty_IGC_Start,99B_MSQ_02_GalahadDuty_IGC_Complete,99B_MSQ_02_GalahadDuty_IGC_Watched,99B_MSQ_02_d_01_01_02_SliceSwap_99B_Galahad_p1_On
99B_MSQ_02_IGCTriggerArea_GalahadCamp,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_99B_GalahadCamp,@99B_MSQ_02_meetgalahad_goto_galahadCamp,,8576.772461 5716.170898 127.227,,,true,,,,,,,,,,,,,
99B_MSQ_02_GalahadDuty_IGC_Start,TaskUnlockAchievement,,,,1,Start_IGC_99B_MSQ_02_MeetGalahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_GalahadDuty_IGC_SwapTimer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_GalahadDuty_IGC_Complete,TaskCutsceneComplete,,,,1,99B_MSQ_02_GalahadsDuty_IGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_01_01_02_SliceSwap_99B_Galahad_p1_On,TaskUnlockAchievement,,,,1,SwapActive_99B_Galahad_p1_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_GalahadDuty_IGC_Watched,TaskUnlockAchievement,,,,1,Watched_IGC_99B_MSQ_02_MeetGalahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_01_03_container_galahadCamp,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_d_01_03_01_TalkTo_99B_Galahad_p1_01,99B_MSQ_02_d_01_03_02_GalahadCinematic_Unlock,99B_MSQ_02_d_01_03_03_Interact_GalahadJournal,99B_MSQ_02_d_01_03_04_TalkTo_99B_Galahad_p1_02,99B_MSQ_02_d_01_03_05_99B_Galahad_p1_Walkaway
99B_MSQ_02_d_01_03_01_TalkTo_99B_Galahad_p1_01,TaskConversationTopic,,,,,99B_Galahad_p1,,,,,,,,,,,,,,,,,Topic_99B_Galahad_p1_01,,,,,,,,,,,,,,,,,,,,,,@99B_Default_Task_TalkTo,,8573.8066 5716.3364 127.1357,,,,,,,,,,,,,,,,
99B_MSQ_02_d_01_03_02_GalahadCinematic_Unlock,TaskUnlockAchievement,,,,1,99B_GalahadCinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_01_03_03_Interact_GalahadJournal,TaskInteract,,,,1,,,,,,,,,,,,,,,,,IO_99B_MSQ_02_GalahadJournal,,,99B_MSQ_02_GalahadJournal_interact,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_read_journal_cinematic,,8578.042 5722.089 127.742,,true,true,,,,,,,,,,,,,
99B_MSQ_02_d_01_03_04_TalkTo_99B_Galahad_p1_02,TaskConversationTopic,,,,,99B_Galahad_p1,,,,,,,,,,,,,,,,,Topic_99B_Galahad_p1_02,,,,,,,,,,,,,,,,,,,,,,@99B_Default_Task_TalkTo,,8573.8066 5716.3364 127.1357,,,,,,,,,,,,,,,,
99B_MSQ_02_d_01_03_05_99B_Galahad_p1_Walkaway,TaskLockAchievement,,,,1,SwapActive_99B_Galahad_p1_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_02_container_Tillenghast,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_d_02_01_GoToPOI_Tillenghast,99B_MSQ_02_d_02_02_LorePage_Umberto3,99B_MSQ_02_d_02_03_Whisper_LoreNote,99B_MSQ_02_d_02_04_Gather_BrightVigilInsignia,
99B_MSQ_02_d_02_01_GoToPOI_Tillenghast,TaskGoToPOITag,,,,1,,,,,true,,abandoned_village_40262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_goto_POI,,,,,,,,,,,,,,,,,,
99B_MSQ_02_d_02_02_LorePage_Umberto3,TaskAchievement,,1,,1,Lore_unlock_02_Brightwood_Title_08_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_lore_note_1,,8301.205 5641.420 132.443,,,false,,,,,,,,,,,,,
99B_MSQ_02_d_02_03_Whisper_LoreNote,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99B_MSQ_02_LoreNote_Umberto3_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_02_04_Gather_BrightVigilInsignia,TaskGatherAndReturnItems,,,,1,99B_MSQ_02_BrightVigilInsignia,99B_MSQ_02_BrightSigil,100,,true,,abandoned_village_40262,,,,,,,,,,IO_99B_MSQ_02_BrightSigil,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_search_sigil,,8288.644 5618.585 122.789,,,true,,,,,,,,,,,,,
99B_MSQ_02_d_03_container_Deggendorf,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_d_03_01_GoToPOI_Deggendorf,99B_MSQ_02_d_03_02_container_DeggenTasks,99B_MSQ_02_d_03_03_SliceSwap_99B_Yonas_p3_On,99B_MSQ_02_d_03_03a_TriggerArea_YonasCenter,99B_MSQ_02_d_03_04_TalkTo_99B_Yonas_p3_01
99B_MSQ_02_d_03_01_GoToPOI_Deggendorf,TaskGoToPOITag,,,,1,,,,,true,,abandoned_village_40261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_goto_POI2,,,,,,,,,,,,,,,,,,
99B_MSQ_02_d_03_02_container_DeggenTasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_d_03_02_01_container_Tasks_LoreNote,99B_MSQ_02_d_03_02_02_Gather_BrightVigilInsignia,,,
99B_MSQ_02_d_03_02_01_container_Tasks_LoreNote,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_d_03_02_01_01_LorePage_Umberto4,99B_MSQ_02_d_03_02_01_02_Whisper_LoreNote,,,
99B_MSQ_02_d_03_02_01_01_LorePage_Umberto4,TaskAchievement,,1,,1,Lore_unlock_02_Brightwood_Title_08_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_lore_note_2,,8318.805 5826.318 145.070,,,false,,,,,,,,,,,,,
99B_MSQ_02_d_03_02_01_02_Whisper_LoreNote,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99B_MSQ_02_LoreNote_Umberto4_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_03_02_02_Gather_BrightVigilInsignia,TaskHaveAndReturnItems,,,,6,99B_MSQ_02_BrightVigilInsignia,Lost,100,100,true,,abandoned_village_40261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_deggen_sigil,,,,,,,,,,,,,,,,,,
99B_MSQ_02_d_03_03_SliceSwap_99B_Yonas_p3_On,TaskUnlockAchievement,,,,1,SwapActive_99B_Yonas_p3_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_03_03a_TriggerArea_YonasCenter,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_99B_YonasCenter,@99B_MSQ_02_meetgalahad_talkTo_Yonas,,8431.276 5824.746 139.772,,,,,,,,,,,,,,,,
99B_MSQ_02_d_03_04_TalkTo_99B_Yonas_p3_01,TaskConversationTopic,,,,,99B_Yonas_p3,,,,,,,,,,,,,,,,,Topic_99B_Yonas_p3_01,,,,,,,,,,,,,,,,,,,,,,@99B_Default_Task_TalkTo,,8431.276 5824.746 139.772,,,,,,,,,,,,,,,,
99B_MSQ_02_d_04_container_Ballards,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_d_04_01_GoToPOI_Ballards,99B_MSQ_02_d_04_02_container_BallardsTasks,99B_MSQ_02_d_04_03_Kill_1_SerBallard,99B_MSQ_02_d_04_04_IsabellaWhisper_A,
99B_MSQ_02_d_04_01_GoToPOI_Ballards,TaskGoToPOITag,,,,1,,,,,true,,abandoned_village_40260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_goto_POI3,,,,,,,,,,,,,,,,,,
99B_MSQ_02_d_04_02_container_BallardsTasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_d_04_02_01_Kill_2_Lieutenants,99B_MSQ_02_d_04_02_02_Kill_2_Squires,,,
99B_MSQ_02_d_04_02_01_Kill_2_Lieutenants,TaskKillContribution,,1,,2,,,,,true,,abandoned_village_40260,,,,,,,,,,,,,Damned_1H_Swordsman_M-F_02BW01,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_defeat_targets,,,,,,,,,,,,,,,,,,
99B_MSQ_02_d_04_02_02_Kill_2_Squires,TaskKillContribution,,1,,2,,,,,true,,abandoned_village_40260,,,,,,,,,,,,,Damned_Axeman_M-F_02BW01,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_defeat_targets,,,,,,,,,,,,,,,,,,
99B_MSQ_02_d_04_03_Kill_1_SerBallard,TaskKillContribution,,1,,1,,,,,,,,,,,,,,,,,,,,Corruption_Heavy_Named_MSQ_Ballards,,,,,,,,,,,,,,,,,,,,@99B_MSQ_02_meetgalahad_kill_target,,8540 5809.720 153.898,,,,,,,,,,,,,,,,
99B_MSQ_02_d_04_04_IsabellaWhisper_A,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99B_MSQ_02_Isabella_Whisper1_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_05_container_sliceswapsB,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_02_d_05_01_SliceSwap_99B_Yonas_p3_Off,99B_MSQ_02_d_05_02_SliceSwap_99B_Galahad_p2_On,99B_MSQ_02_d_05_03_TriggerArea_BrackwaterRoad,,
99B_MSQ_02_d_05_01_SliceSwap_99B_Yonas_p3_Off,TaskLockAchievement,,,,1,SwapActive_99B_Yonas_p3_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_05_02_SliceSwap_99B_Galahad_p2_On,TaskUnlockAchievement,,,,1,SwapActive_99B_Galahad_p2_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99B_MSQ_02_d_05_03_TriggerArea_BrackwaterRoad,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_99B_BrackwaterRoad,@99B_MSQ_02_meetgalahad_goto_point,,8494.062 6096.509 180.570,,,,,,,,,,,,,,,,
99B_MSQ_03_lostvillages_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99B_MSQ_03_d_01_container_ShieldsHallows,99B_MSQ_03_d_02_container_StaudtShallows,99B_MSQ_03_d_03_container_sliceswaps,99B_MSQ_03_d_04_container_shrine,
99B_MSQ_03_d_01_container_ShieldsHallows,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99B_MSQ_03_d_01_01_GoToPOI_ShieldsHallows,99B_MSQ_03_d_01_02_container_cemeteryTasks,,,
