TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
12A_MSQ_02_InnTutorial_OpenInnUIScreen,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,InnInteractMenu,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_02_InnTutorial_OpenInnUIScreen_Desc,,7383.348 3732.266 113.149,,,TRUE,,,,,,,,,,,,,,
12A_MSQ_02_InnTutorial_OpenInnUIScreen_Partial,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,InnInteractMenu,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_02_InnTutorial_OpenInnUIScreen_Desc,,,1,,,,,,,,,,,,,,,,
12A_MSQ_02_InnTutorial_PayneSwap,TaskUnlockAchievement,,,,1,SwapActive_12_SerPayneBennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_02_InnTutorial_PayneSwap02,TaskUnlockAchievement,,,,1,SwapActive_12_SerPayneBennett_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_03_VaultTutorial_resetTopicAchievements_container,12A_MSQ_03_VaultTutorial_simpleContainer,12A_MSQ_03_VaultTutorial_Grace_Container,12A_MSQ_03_VaultTutorial_bard_container,
12A_MSQ_03_VaultTutorial_resetTopicAchievements_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12A_MSQ_03_VaultTutorial_lockPassion,12A_MSQ_03_VaultTutorial_lockIntellect,12A_MSQ_03_VaultTutorial_lockJoker,,
12A_MSQ_03_VaultTutorial_lockPassion,TaskLockAchievement,,,,1,narrativeprofile_passion_stillwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_lockIntellect,TaskLockAchievement,,,,1,narrativeprofile_intellect_stillwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_lockJoker,TaskLockAchievement,,,,1,narrativeprofile_joker_stillwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_simpleContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_03_VaultTutorial_TraderUnlock,12A_MSQ_03_VaultTutorial_Trader,12A_MSQ_03_VaultTutorial_Vault,12A_MSQ_03_VaultTutorial_bard_IGC_StartPreloop,
12A_MSQ_03_VaultTutorial_TraderUnlock,TaskUnlockAchievement,,,,,S_hearthhome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_Trader,TaskOpenUiScreen,,,,1,,,,,,12,Windsward_Settlement_01,,,,,,,,,,,Contracts,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_03_VaultTutorial_Trader_Desc,,,,,TRUE,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_Vault,TaskInteract,,,,1,,,,,,12,Windsward_Settlement_01,,,,,,,,,,SettlementStorage,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_03_VaultTutorial_Vault_Desc,,,,,TRUE,,,,,,,,,true,,,,,
12A_MSQ_03_VaultTutorial_Grace_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_03_VaultTutorial_GraceSwap_01,12A_MSQ_03_VaultTutorial_GraceSwap_02,,,
12A_MSQ_03_VaultTutorial_GraceSwap_01,TaskLockAchievement,,,,1,SwapActive_12_MB_Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_GraceSwap_02,TaskUnlockAchievement,,,,1,SwapActive_12_Grace_Tavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_bard_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_03_VaultTutorial_bard_IGC_setup_container,12A_MSQ_03_VaultTutorial_bard_IGC_CinematicTimer,12A_MSQ_03_VaultTutorial_bard_IGC_Watched,12A_MSQ_03_VaultTutorial_bard_swapIn,
12A_MSQ_03_VaultTutorial_bard_IGC_setup_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_03_VaultTutorial_bard_IGC_TriggerPreLoop,12A_MSQ_03_VaultTutorial_bard_IGC_TriggerSing,12A_MSQ_03_VaultTutorial_bard_IGC_StartSing,,
12A_MSQ_03_VaultTutorial_bard_IGC_TriggerPreLoop,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQIGC_BardSingingMB_Preloop,@0612_MSQ_03_VaultTutorial_TavernEnter_Desc,,7318.440918 3717.837158 108.764641,,,1,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_bard_IGC_StartPreloop,TaskUnlockAchievement,,,,1,Preloop_IGC_BardSingingMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_bard_IGC_TriggerSing,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQIGC_BardSingingMB_Main,@0612_MSQ_03_VaultTutorial_WatchShow_Desc,,7308.706055 3721.394043 108.763290,,,1,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_bard_IGC_StartSing,TaskUnlockAchievement,,,,1,Start_IGC_BardSingingMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_bard_IGC_CinematicTimer,TaskCutsceneComplete,,,,1,12A_MSQ_03_BardSinging_MB_IGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_bard_IGC_PlayContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_03_VaultTutorial_bard_IGC_SwapTimer,12A_MSQ_03_VaultTutorial_bard_IGC_EscSkipHUDCheck,,,
12A_MSQ_03_VaultTutorial_bard_IGC_SwapTimer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_bard_IGC_EscSkipHUDCheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_bard_IGC_Watched,TaskUnlockAchievement,,,,1,Watched_IGC_BardSingingMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_bard_swapIn,TaskUnlockAchievement,,,,1,SwapActive_0612_StillwaterRoseMB_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_talkBard,TaskConversationTopic,,,,,0612_StillwaterRose_p01,,,,,,,,,,,,,,,,,0612_TalkBard,,,,,,,,,,,,,,,,,,,,,,@0612_MSQ_03_VaultTutorial_TalkBard_Desc,,,,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_04_MeetPayne_Container_Preloop,12A_MSQ_04_MeetPayne_cinematic_container,,,
12A_MSQ_04_MeetPayne_Container_Preloop,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_04_MeetPayne_PreloadIGC,12A_MSQ_04_MeetPayne_Preloop_Lochnir_On,,,
12A_MSQ_04_MeetPayne_PreloadIGC,TaskUnlockAchievement,,,,,12A_MSQ_04_MeetPayne_IGC_Preload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_Preloop_Lochnir_On,TaskUnlockAchievement,,,,,12A_Lochnir_Preloop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_RegentSwapOff,TaskUnlockAchievement,,,,,SwapActive_12_RegentJinJae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_cinematic_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_04_MeetPayne_cinematicTrigger,12A_MSQ_04_MeetPayne_turnOnIGC,12A_MSQ_04_MeetPayne_IGC_TaskTimer,12A_MSQ_04_MeetPayne_turnOffIGC,12A_MSQ_04_MeetPayne_Container_NPC_Swap
12A_MSQ_04_MeetPayne_cinematicTrigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_JaeAndLochnirArgue_Trigger,@12A_MSQ_04_MeetPayne_MeetRegent,,7242.1938 3749.9092 129.8284,,,1,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_turnOnIGC,TaskUnlockAchievement,,,,1,12A_MSQ_04_MeetPayne_IGC_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_IGC_PlayContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_04_MeetPayne_IGC_TaskTimer,12A_MSQ_04_MeetPayne_IGC_EscSkipHUDCheck,,,
12A_MSQ_04_MeetPayne_IGC_TaskTimer,TaskCutsceneComplete,,,,1,12A_MSQ_04_JinJaeLochnirArgue_IGC,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_IGC_EscSkipHUDCheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_endCinematicTrigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Leave,,,,,,,,,,,,,,,,,,,,12A_JaeAndLochnirArgue_Trigger,@12A_MSQ_04_MeetPayne_MeetRegent,,7242.1938 3749.9092 129.8284,,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_turnOffIGC,TaskUnlockAchievement,,,,1,12A_MSQ_04_MeetPayne_IGC_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_Container_NPC_Swap,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_04_MeetPayne_Preloop_Lochnir_Off,12A_MSQ_04_MeetPayne_Lochnir_Active,,,
12A_MSQ_04_MeetPayne_Preloop_Lochnir_Off,TaskLockAchievement,,,,,12A_Lochnir_Preloop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_RegentSwapOn,TaskLockAchievement,,,,,SwapActive_12_RegentJinJae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_Lochnir_Active,TaskUnlockAchievement,,,,,SwapActive_12_Lochnir_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_04_MeetPayne_TalkPayne,TaskConversationTopic,,,,,12_SerPayneBennett_02,,,,,,,,,,,,,,,,,12_01_MSQ_04_SerPayneBennett,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_04_MeetPayne_TalkPayne_Desc,,7352.218 3775.131 116.685,,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_06_ToMiclot_RESET_Container,12A_MSQ_06_ToMiclot_TalkContainer,12A_MSQ_06_ToMiclot_GoToMine,12A_MSQ_06_ToMiclot_cinematic_container,12A_MSQ_06_ToMiclot_turnOnMusa
12A_MSQ_06_ToMiclot_RESET_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_06_ToMiclot_reset_Lochnir_Active,12A_MSQ_06_ToMiclot_reset_PreloadIGC,12A_MSQ_06_ToMiclot_reset_turnOnMusa,12A_MSQ_06_ToMiclot_reset_IGC,12A_MSQ_06_ToMiclot_reset_watchedIGC
12A_MSQ_06_ToMiclot_reset_Lochnir_Active,TaskUnlockAchievement,,,,,SwapActive_12_Lochnir_A,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_reset_PreloadIGC,TaskLockAchievement,,,,,12A_MSQ_06_ToMiclot_IGC_Preload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_reset_turnOnMusa,TaskLockAchievement,,,,,12A_MSQ_06_Musa_Off,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_reset_IGC,TaskLockAchievement,,,,,12A_MSQ_06_ToMiclot_IGC_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_reset_watchedIGC,TaskLockAchievement,,,,,12A_MSQ_06_ToMiclot_IGC_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_TalkContainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_06_ToMiclot_TalkToLochnir,12A_MSQ_06_ToMiclot_PreloadIGC,12A_MSQ_06_ToMiclot_turnOffMusa,,
12A_MSQ_06_ToMiclot_TalkToLochnir,TaskConversationTopic,,,,,12_Lochnir_01,,,,,,,,,,,,,,,,,12A_MSQ_06_ToMiclot_TalkLochnir,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_06_ToMiclot_TalkLochnir_Desc,,7384.863770 3747.092773 111.404266,,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_PreloadIGC,TaskUnlockAchievement,,,,,12A_MSQ_06_ToMiclot_IGC_Preload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_turnOffMusa,TaskUnlockAchievement,,,,1,12A_MSQ_06_Musa_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_GoToMine,TaskGoToPOITag,,,,,,,,,,,withered_mines_30112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_06_ToMiclot_GoToMine_Desc,,7680.444824 3868.314209 96.256126,,,TRUE,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_cinematic_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_06_ToMiclot_cinematicTrigger,12A_MSQ_06_ToMiclot_turnOnIGC,12A_MSQ_06_ToMiclot_CinematicTimer,12A_MSQ_06_ToMiclot_turnOffIGC,
12A_MSQ_06_ToMiclot_cinematicTrigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_MeetMusa_Trigger,@12A_MSQ_06_ToMiclot_GoToMine_Desc,,7680.444824 3868.314209 96.256126,,,1,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_turnOnIGC,TaskUnlockAchievement,,,,1,12A_MSQ_06_ToMiclot_IGC_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_CinematicTimer,TaskCutsceneComplete,,,,1,12A_MSQ_06_ForemanMusaLost_IGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_endCinematicTrigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Leave,,,,,,,,,,,,,,,,,,,,12A_MeetMusa_Trigger,@12A_MSQ_06_ToMiclot_GoToMine_Desc,,7680.444824 3868.314209 96.256126,,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_turnOffIGC,TaskUnlockAchievement,,,,1,12A_MSQ_06_ToMiclot_IGC_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_turnOnMusa,TaskLockAchievement,,,,1,12A_MSQ_06_Musa_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_07_FreeMiners_MinersContainer,12A_MSQ_07_FreeMiners_PinTask,12A_MSQ_07_FreeMiners_GoToPit,,
12A_MSQ_07_FreeMiners_MinersContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_07_FreeMiners_FreeMiners_container,,,,,,,,,,,,,,,12A_MSQ_07_FreeMiners_MinerContainer1,12A_MSQ_07_FreeMiners_MinerContainer2,12A_MSQ_07_FreeMiners_MinerContainer3,,
12A_MSQ_07_FreeMiners_MinerContainer1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_07_FreeMiners_FreeMiners1,12A_MSQ_07_FreeMiners_MinerSubtitle1,,,
12A_MSQ_07_FreeMiners_FreeMiners1,TaskGameEvent,,,,1,MB_MSQ2_RescueMiner_Rescue01,,,,,,,,,true,,,,,,,IO_MB_MSQ2_FreeMiners_01,,,MB_MSQ2_RescueMiner_Rescue_01_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_07_FreeMiners_FreeMiners_Desc,,7817.186035 3757.203125 127.791183,,,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_MinerSubtitle1,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,12A_MSQ_07_Miner1_subtitle_interact,,,,,,,,,,,,,,,,,,,,,,,1,TRUE,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_MinerContainer2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_07_FreeMiners_FreeMiners2,12A_MSQ_07_FreeMiners_MinerSubtitle2,,,
12A_MSQ_07_FreeMiners_FreeMiners2,TaskGameEvent,,,,1,MB_MSQ2_RescueMiner_Rescue02,,,,,,,,,true,,,,,,,IO_MB_MSQ2_FreeMiners_02,,,MB_MSQ2_RescueMiner_Rescue_02_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_07_FreeMiners_FreeMiners02_Desc,,7805.990234 3807.583252 115.345627,,,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_MinerSubtitle2,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,12A_MSQ_07_Miner2_subtitle_interact,,,,,,,,,,,,,,,,,,,,,,,1,TRUE,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_MinerContainer3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_07_FreeMiners_FreeMiners3,12A_MSQ_07_FreeMiners_MinerSubtitle3,,,
12A_MSQ_07_FreeMiners_FreeMiners3,TaskGameEvent,,,,1,MB_MSQ2_RescueMiner_Rescue03,,,,,,,,,true,,,,,,,IO_MB_MSQ2_FreeMiners_03,,,MB_MSQ2_RescueMiner_Rescue_03_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_07_FreeMiners_FreeMiners03_Desc,,7736.788574 3725.650391 120.376984,,,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_MinerSubtitle3,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,12A_MSQ_07_Miner3_subtitle_interact,,,,,,,,,,,,,,,,,,,,,,,1,TRUE,,,,,,,,,,,,,,,
