TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0313_0201_d_02_02_Gather_AzothRemnantB_ancient_ruins_40330,TaskGatherAndReturnItems,,1,1,0313_0201_AzothRemnantB,0304_StatueAzothOrbB,100,,true,,ancient_ruins_40330,,,,,,,,,IO_0304_StatueAzothOrbB,,,,,,,,,,,,,,,,,,,,,,,@0313_0201_redefiningboundaries_gather_from_IO,,,,,,,,,,,,,
0313_0201_d_03_container_redefiningboundaries_subtask_3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0313_0201_d_03_01_travel,0313_0201_d_03_02_AzothRemnantC_ancient_shrine_40311,,,
0313_0201_d_03_01_travel,TaskGoToPOITag,,1,,,,,,true,,ancient_shrine_40311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0313_0201_redefiningboundaries_travel_c,,,,,,,,,,,,,
0313_0201_d_03_02_AzothRemnantC_ancient_shrine_40311,TaskGatherAndReturnItems,,1,1,0313_0201_AzothRemnantC,0305_StatueAzothOrbC,100,,true,,ancient_shrine_40311,,,,,,,,,IO_0305_StatueAzothOrbC,,,,,,,,,,,,,,,,,,,,,,,@0313_0201_redefiningboundaries_gather_from_IO,,,,,,,,,,,,,
0316_0201_d_00_container_tiesthatblind,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0316_0201_d_01_container_tiesthatblind_subtask_1,0316_0201_d_02_container_tiesthatblind_subtask_2,,,
0316_0201_d_01_container_tiesthatblind_subtask_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0316_0201_d_01_01_TaskGoToPOITag_ancient_bridge_40329,0316_0201_d_01_02_TaskAchievement_GetQuestLorePage_RangerBridge,,,
0316_0201_d_01_01_TaskGoToPOITag_ancient_bridge_40329,TaskGoToPOITag,,1,,,,,,true,,ancient_bridge_40329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0316_0201_tiesthatblind_goto_POI_tempestLane,,,,,,,,,,,,,
0316_0201_d_01_02_TaskAchievement_GetQuestLorePage_RangerBridge,TaskAchievement,,1,,Lore_unlock_03_GreatCleave_Title_06_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0316_0201_tiesthatblind_find_clues_at_POI_a,,9634.229 7783.700 461.939,,,,,,,,,,,
0316_0201_d_02_container_tiesthatblind_subtask_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0316_0201_d_02_01_TaskGoToPOITag_abandoned_village_40307,0316_0201_d_02_02_TaskAchievement_GetQuestLorePage_RangerDead,,,
0316_0201_d_02_01_TaskGoToPOITag_abandoned_village_40307,TaskGoToPOITag,,1,,,,,,true,,abandoned_village_40307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0316_0201_tiesthatblind_goto_POI_braidedborough,,,,,,,,,,,,,
0316_0201_d_02_02_TaskAchievement_GetQuestLorePage_RangerDead,TaskAchievement,,1,,Lore_unlock_03_GreatCleave_Title_06_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0316_0201_tiesthatblind_find_clues_at_POI_b,,9010.554 7781.017 527.061,,,,,,,,,,,
0317_0101_d_00_container_forarainyday,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0317_0101_d_00_container,,,,
0317_0101_d_00_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0317_0101_d_01_container_forarainyday_subtask_1,0317_0101_d_02_container_forarainyday_subtask_2,,,
0317_0101_d_01_container_forarainyday_subtask_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0317_0101_forarainyday_container_POI_a,,,,,,,,,0317_0101_d_01_01_TaskGoToPOITag_corrupted_fort_40315,0317_0101_d_01_02_container_corrupted_fort_40315,,,
0317_0101_d_01_01_TaskGoToPOITag_corrupted_fort_40315,TaskGoToPOITag,,1,,,,,,true,,corrupted_fort_40315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0317_0101_travel_corrupted_fort_40315,,9045.4 8067.6 542.2,,,,,,,,,,,
0317_0101_d_01_02_container_corrupted_fort_40315,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0317_0101_d_01_03_TaskGatherAndReturnItems_3_HiddenAmmo_a_corrupted_fort_40315,0317_0101_d_01_04_TaskGatherAndReturnItems_3_HiddenAmmo_a_corrupted_fort_40315,,,
0317_0101_d_01_03_TaskGatherAndReturnItems_3_HiddenAmmo_a_corrupted_fort_40315,TaskGatherAndReturnItems,,1,3,0317_0101_HiddenAmmo_a,0301_BuriedChest,100,,true,,corrupted_fort_40315,,true,,,,,,,IO_0301_BuriedChest,,,,,,,,,,,,,,,,,,,,,,,@0317_0101_forarainyday_get_item_from_container_at_POI,,9045.4 8067.6 542.2,,,,,,,,,,,
0317_0101_d_01_04_TaskGatherAndReturnItems_3_HiddenAmmo_a_corrupted_fort_40315,TaskGatherAndReturnItems,,1,3,0317_0101_HiddenAmmo_a,0302_HidingBarrel,100,,true,,corrupted_fort_40315,,true,,,,,,,IO_0302_HidingBarrel,,,,,,,,,,,,,,,,,,,,,,,@0317_0101_forarainyday_get_item_from_container_at_POI,,9045.4 8067.6 542.2,1,,,,,,,,,,
0317_0101_d_02_container_forarainyday_subtask_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0317_0101_forarainyday_container_POI_b,,,,,,,,,0317_0101_d_02_01_TaskGoToPOITag_corrupted_fort_40317,0317_0101_d_02_02_container_corrupted_fort_40317,,,
0317_0101_d_02_01_TaskGoToPOITag_corrupted_fort_40317,TaskGoToPOITag,,1,,,,,,true,,corrupted_fort_40317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0317_0101_travel_corrupted_fort_40317,,9256.8 7715.7 492.9,,,,,,,,,,,
0317_0101_d_02_02_container_corrupted_fort_40317,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0317_0101_d_02_03_TaskGatherAndReturnItems_4_HiddenAmmo_b_corrupted_fort_40317,0317_0101_d_02_04_TaskGatherAndReturnItems_4_HiddenAmmo_b_corrupted_fort_40317,,,
0317_0101_d_02_03_TaskGatherAndReturnItems_4_HiddenAmmo_b_corrupted_fort_40317,TaskGatherAndReturnItems,,1,4,0317_0101_HiddenAmmo_b,0301_BuriedChestA,100,,true,,corrupted_fort_40317,,true,,,,,,,IO_0301_BuriedChestA,,,,,,,,,,,,,,,,,,,,,,,@0317_0101_forarainyday_get_item_from_container_at_POI,,9256.8 7715.7 492.9,,,,,,,,,,,
0317_0101_d_02_04_TaskGatherAndReturnItems_4_HiddenAmmo_b_corrupted_fort_40317,TaskGatherAndReturnItems,,1,4,0317_0101_HiddenAmmo_b,0302_HidingBarrelA,100,,true,,corrupted_fort_40317,,true,,,,,,,IO_0302_HidingBarrelA,,,,,,,,,,,,,,,,,,,,,,,@0317_0101_forarainyday_get_item_from_container_at_POI,,9256.8 7715.7 492.9,1,,,,,,,,,,
0319_0101_d_00_container_rainbowheartshadowintent,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0319_0101_d_01_container_rainbowheartshadowintent_subtasks_bucket1,0319_0101_d_01_container_rainbowheartshadowintent_subtasks_bucket2,,,
0319_0101_d_01_container_rainbowheartshadowintent_subtasks_bucket1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0101_d_01_container_rainbowheartshadowintent_subtask_1,0319_0101_d_02_container_rainbowheartshadowintent_subtask_2,,,
0319_0101_d_01_container_rainbowheartshadowintent_subtask_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_task_1,,,1,,,,,,0319_0101_d_01_01_TaskGoToPOITag_corrupted_fort_40317,0319_0101_d_04_02_container_corrupted_fort_40317,,,
0319_0101_d_01_01_TaskGoToPOITag_corrupted_fort_40317,TaskGoToPOITag,,1,,,,,,true,,corrupted_fort_40317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_travel_corrupted_fort_40317,,,,,,,,,,,,,
0319_0101_d_04_02_container_corrupted_fort_40317,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0101_d_01_03_TaskHaveAndReturnItems_4_AcediaHeartgem_corrupted_fort_40317,0319_0101_d_01_04_TaskAchievement_GetQuestLorePage_AcediaCorrupted,,,
0319_0101_d_01_03_TaskHaveAndReturnItems_4_AcediaHeartgem_corrupted_fort_40317,TaskHaveAndReturnItems,,1,4,0319_0101_AcediaHeartgem,Ridgewatch,90,,true,,corrupted_fort_40317,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_rainbowheartshadowintent_get_items_from_target_at_POI,,,,,,,,,,,,,
0319_0101_d_01_04_TaskAchievement_GetQuestLorePage_AcediaCorrupted,TaskAchievement,,1,,Lore_unlock_03_GreatCleave_Title_05_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_rainbowheartshadowintent_acediajournal_twistedsmelter,,9234.528 7702.167 496.682,,,,,,,,,,,
0319_0101_d_02_container_rainbowheartshadowintent_subtask_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_task_2,,,1,,,,,,0319_0101_d_02_01_TaskGoToPOITag_corrupted_fort_40315,0319_0101_d_04_02_container_corrupted_fort_40315,,,
0319_0101_d_02_01_TaskGoToPOITag_corrupted_fort_40315,TaskGoToPOITag,,1,,,,,,true,,corrupted_fort_40315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_travel_corrupted_fort_40315,,,,,,,,,,,,,
0319_0101_d_04_02_container_corrupted_fort_40315,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0101_d_02_03_TaskHaveAndReturnItems_6_BreakawayHeartgem_corrupted_fort_40315,0319_0101_d_02_04_TaskAchievement_GetQuestLorePage_BreakawayCorrupted,,,
0319_0101_d_02_03_TaskHaveAndReturnItems_6_BreakawayHeartgem_corrupted_fort_40315,TaskHaveAndReturnItems,,1,6,0319_0101_BreakawayHeartgem,Spryscarp,90,,true,,corrupted_fort_40315,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_rainbowheartshadowintent_get_items_from_target_at_POI,,,,,,,,,,,,,
0319_0101_d_02_04_TaskAchievement_GetQuestLorePage_BreakawayCorrupted,TaskAchievement,,1,,Lore_unlock_03_GreatCleave_Title_05_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_rainbowheartshadowintent_breakawayjournal_bonemeal,,9062.669 8067.086 544.287,,,,,,,,,,,
0319_0101_d_01_container_rainbowheartshadowintent_subtasks_bucket2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0101_d_03_container_rainbowheartshadowintent_subtask_3,0319_0101_d_04_container_rainbowheartshadowintent_subtask_4,,,
0319_0101_d_03_container_rainbowheartshadowintent_subtask_3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_task_3,,,1,,,,,,0319_0101_d_03_01_TaskGoToPOITag_corrupted_fort_40318,0319_0101_d_04_02_container_corrupted_fort_40318,,,
0319_0101_d_03_01_TaskGoToPOITag_corrupted_fort_40318,TaskGoToPOITag,,1,,,,,,true,,corrupted_fort_40318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_travel_corrupted_fort_40318,,,,,,,,,,,,,
0319_0101_d_04_02_container_corrupted_fort_40318,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0319_0101_d_03_03_TaskHaveAndReturnItems_7_HollowingHeartgem_corrupted_fort_40318,0319_0101_d_03_04_TaskAchievement_GetQuestLorePage_HollowingCorrupted,,,
0319_0101_d_03_03_TaskHaveAndReturnItems_7_HollowingHeartgem_corrupted_fort_40318,TaskHaveAndReturnItems,,1,7,0319_0101_HollowingHeartgem,Barrenrock,90,,true,,corrupted_fort_40318,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_rainbowheartshadowintent_get_items_from_target_at_POI,,,,,,,,,,,,,
0319_0101_d_03_04_TaskAchievement_GetQuestLorePage_HollowingCorrupted,TaskAchievement,,1,,Lore_unlock_03_GreatCleave_Title_05_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_rainbowheartshadowintent_hollowingjournal_ritualmine,,9478.276 7966.097 398.217,,,,,,,,,,,
0319_0101_d_04_container_rainbowheartshadowintent_subtask_4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_task_4,,,1,,,,,,0319_0101_d_04_01_TaskGoToPOITag_corrupted_fort_40319,0319_0101_d_04_02_container_corrupted_fort_40319,,,
0319_0101_d_04_01_TaskGoToPOITag_corrupted_fort_40319,TaskGoToPOITag,,1,,,,,,true,,corrupted_fort_40319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0319_0101_travel_corrupted_fort_40319,,,,,,,,,,,,,
