TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
13A_SQ_02_KrummholmTransmutations_Task_CollectNotes,TaskAchievement,,,,1,Lore_unlock_13_WeaversFen_Title_12_02,,,,true,,abandoned_fishing_village_50237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_02_KrummholmTransmutations_Task_CollectNotes,,11637.070312 4311.867188 44.030388,,,false,,,,,,,,,,,,,
13A_SQ_03_FreeHazel_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_03_FreeHazel_Task_GoTo,13A_SQ_03_FreeHazel_Task_CollectNotes,13A_SQ_03_FreeHazel_Task_FreeHazel,,
13A_SQ_03_FreeHazel_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,abandoned_farm_mill_50202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_03_FreeHazel_Task_GoTo,,,,,,,,,,,,,,,,,,
13A_SQ_03_FreeHazel_Task_CollectNotes,TaskAchievement,,,,1,Lore_unlock_13_WeaversFen_Title_12_03,,,,true,,abandoned_farm_mill_50202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_03_FreeHazel_Task_CollectNotes,,11834.807 4528.965 106.889,,,false,,,,,,,,,,,,,
13A_SQ_03_FreeHazel_Task_FreeHazel,TaskHaveAndReturnItems,,1,,1,13A_SQ_03_FreeHazel_Toy,Ghost_Plagued_Named_02,100,,true,,abandoned_farm_mill_50202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_03_FreeHazel_Task_FreeHazel,,11829.390625 4571.360840 109.857498,,,,,,,,,,,,,,,,
13A_SQ_14_GetTorches_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_14_GetTorches_Task_Torches,13A_SQ_14_GetTorches_Pyro_01,,,
13A_SQ_14_GetTorches_Task_Torches,TaskHaveAndReturnItems,,1,,3,1330_0201_startingthefireitem,Undead_Hunter_13WF01,100,,true,,WeaversFen1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_14_GetTorches_interactTorches,,,,,,,,,,,,,,,,,,
13A_SQ_14_GetTorches_Pyro_01,TaskUnlockAchievement,,,,1,SwapActive_13A_Pyro_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13A_SQ_15_GetIlluminationEssences_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_15_GetIlluminationEssences_Task_GoTo,13A_SQ_15_GetIlluminationEssences_Task_GatherChest,13A_SQ_15_GetIlluminationEssences_Pyro_00,,
13A_SQ_15_GetIlluminationEssences_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,weaversfen_temple_50338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_15_GetIlluminationEssences_Task_GoTo,,,,,,,,,,,,,,,,,,
13A_SQ_15_GetIlluminationEssences_Task_GatherChest,TaskHaveAndReturnItems,,1,,6,1330_0202_burningfromtheinsideitem,Ancient,100,,true,,weaversfen_temple_50338,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_15_GetIlluminationEssences_Task_GatherChest,,,,,,,,,,,,,,,,,,
13A_SQ_15_GetIlluminationEssences_Pyro_00,TaskUnlockAchievement,,,,1,SwapActive_13A_Pyro_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13A_SQ_16_NavarrosKitchen_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_16_NavarrosKitchen_Task_GoTo,13A_SQ_16_NavarrosKitchen_Task_KillToken,,,
13A_SQ_16_NavarrosKitchen_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,crater_corruptedruinedfort_50335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_16_NavarrosKitchen_Task_GoTo,,,,,,,,,,,,,,,,,,
13A_SQ_16_NavarrosKitchen_Task_KillToken,TaskHaveAndReturnItems,,1,,1,1330_0203_Contraption,Damned_1H_Swordsman_M_Named_06,100,,true,,crater_corruptedruinedfort_50335,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_16_NavarrosKitchen_Task_KillToken,,,,,,,,,,,,,,,,,,
13A_SQ_04_MonsterBounty_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_04_MonsterBounty_Task_KillToken,13A_SQ_04_MonsterBounty_MonsterHunter_00,13A_SQ_04_MonsterBounty_MonsterHunter_01,,
13A_SQ_04_MonsterBounty_Task_KillToken,TaskHaveAndReturnItems,,1,,1,1331_0201_RavagerDrop,Withered_Brute_Named_07,100,,,,haunted_town_50201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_04_MonsterBounty_Task_Kill,,10701.836914 5823.229980 79.822311,,,,,,,,,,,,,,,,
13A_SQ_04_MonsterBounty_MonsterHunter_00,TaskUnlockAchievement,,,,1,SwapActive_13A_MonsterHunter_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_04_MonsterBounty_MonsterHunter_01,TaskUnlockAchievement,,,,1,SwapActive_13A_MonsterHunter_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_05_FindHunters_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_05_FindHunters_Task_GoTo,13A_SQ_05_FindHunters_container_FindAndKillMarkus,13A_SQ_05_FindHunterscontainer_FindAndKillJoan,13A_SQ_05_FindHunters_MonsterHunter_01,13A_SQ_05_FindHunters_MonsterHunter_02
13A_SQ_05_FindHunters_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,haunted_town_50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_05_FindHunters_Task_GoTo,,,,,,,,,,,,,,,,,,
13A_SQ_05_FindHunters_container_FindAndKillMarkus,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13A_SQ_05_FindHunters_Task_TriggerArea_FindAndKillMarkus,13A_SQ_05_FindHuntersTask_KillToken_FindAndKillMarkus,,,
13A_SQ_05_FindHunters_Task_TriggerArea_FindAndKillMarkus,TaskTriggerArea,,1,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,Sphere_Large_1331_Markus,@13A_SQ_05_FindHunters_Task_TriggerAreaMarkus,,10786.399 5656.622 94.7641,,,,,,,,,,,,,,,,
13A_SQ_05_FindHuntersTask_KillToken_FindAndKillMarkus,TaskHaveAndReturnItems,,1,,1,1331_0202_MarkusEmblem,Ghost_Plagued_Named_04,100,,true,,haunted_town_50201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_05_FindHunters_Task_KillMarkus,,10786.399 5656.622 94.7641,,,,,,,,,,,,,,,,
13A_SQ_05_FindHunterscontainer_FindAndKillJoan,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13A_SQ_05_FindHunters_Task_TriggerArea_FindAndKillJoan,13A_SQ_05_FindHunters_Task_KillToken_FindAndKillJoan,,,
13A_SQ_05_FindHunters_Task_TriggerArea_FindAndKillJoan,TaskTriggerArea,,1,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,Sphere_Large_1331_Joan,@13A_SQ_05_FindHunters_Task_TriggerAreaJoan,,10924.366 5549.296 84.92,,,,,,,,,,,,,,,,
13A_SQ_05_FindHunters_Task_KillToken_FindAndKillJoan,TaskHaveAndReturnItems,,1,,1,1331_0202_JoanEmblem,Undead_Hunter_Named_01,100,,true,,haunted_town_50201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_05_FindHunters_Task_KillJoan,,10924.366 5549.296 84.92,,,,,,,,,,,,,,,,
13A_SQ_05_FindHunters_MonsterHunter_01,TaskLockAchievement,,,,1,SwapActive_13A_MonsterHunter_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_05_FindHunters_MonsterHunter_02,TaskUnlockAchievement,,,,1,SwapActive_13A_MonsterHunter_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_06_KarburgHunters_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_06_KarburgHunters_Task_GoTo,13A_SQ_05_KarburgHunters_MonsterHunter_02,13A_SQ_05_KarburgHunters_MonsterHunter_03,13A_SQ_06_KarburgHunters_Task_KillToken,
13A_SQ_06_KarburgHunters_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,abandoned_fishing_village_50208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_06_KarburgHunters_Task_GoTo,,,,,,,,,,,,,,,,,,
13A_SQ_05_KarburgHunters_MonsterHunter_02,TaskLockAchievement,,,,1,SwapActive_13A_MonsterHunter_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_05_KarburgHunters_MonsterHunter_03,TaskUnlockAchievement,,,,1,SwapActive_13A_MonsterHunter_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_06_KarburgHunters_Task_KillToken,TaskHaveAndReturnItems,,1,,1,1331_0203_RuizEmblem,Ghost_Shackled_Named_04,100,,true,,abandoned_fishing_village_50208,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_06_KarburgHunters_Task_Kill,,11001.2646 5378.7583 75.6913,,,,,,,,,,,,,,,,
13A_SQ_17_KillGators_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_17_KillGators_Task_KillToken,13A_SQ_17_KillGators_AnimalHunter_00,13A_SQ_17_KillGators_AnimalHunter_01,,
13A_SQ_17_KillGators_Task_KillToken,TaskHaveAndReturnItems,,1,,3,1332_0201_AlligatorTooth,Alligator,100,,true,13,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_17_KillGators_Task_KillToken,,11557.293 4447.525 40.344,,,,,,,,,,,,,,,,
13A_SQ_17_KillGators_AnimalHunter_00,TaskUnlockAchievement,,,,1,SwapActive_13A_AnimalHunter_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_17_KillGators_AnimalHunter_01,TaskUnlockAchievement,,,,1,SwapActive_13A_AnimalHunter_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_18_KillBoar_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_18_KillBoar_Task_KillToken,13A_SQ_18_KillBoar_AnimalHunter_01,13A_SQ_18_KillBoar_AnimalHunter_02,,
13A_SQ_18_KillBoar_Task_KillToken,TaskHaveAndReturnItems,,1,,5,1332_0202_BoarTusk,Boar,100,,true,13,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_18_KillBoar_Task_KillToken,,11744.483 5405.03 39.899,,,,,,,,,,,,,,,,
13A_SQ_18_KillBoar_AnimalHunter_01,TaskLockAchievement,,,,1,SwapActive_13A_AnimalHunter_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_18_KillBoar_AnimalHunter_02,TaskUnlockAchievement,,,,1,SwapActive_13A_AnimalHunter_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_19_KillWolfPack_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_19_KillWolfPack_Task_KillToken,13A_SQ_19_KillWolfPack_AnimalHunter_02,13A_SQ_19_KillWolfPack_AnimalHunter_03,,
13A_SQ_19_KillWolfPack_Task_KillToken,TaskHaveAndReturnItems,,1,,5,1332_0203_WolfFang,Wolf,100,,true,13,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_19_KillWolfPack_Task_KillToken,,11623.946 6151.694 142.434,,,,,,,,,,,,,,,,
13A_SQ_19_KillWolfPack_AnimalHunter_02,TaskLockAchievement,,,,1,SwapActive_13A_AnimalHunter_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_19_KillWolfPack_AnimalHunter_03,TaskUnlockAchievement,,,,1,SwapActive_13A_AnimalHunter_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_20_KillWolfLeader_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_20_KillWolfLeader_Task_GoTo,13A_SQ_20_KillWolfLeader_Task_KillToken,,,
13A_SQ_20_KillWolfLeader_Task_GoTo,TaskGoToPOITag,,1,,,,,,,true,,wolf_den_50303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_20_KillWolfLeader_Task_GoTo,,,,,,,,,,,,,,,,,,
13A_SQ_20_KillWolfLeader_Task_KillToken,TaskHaveAndReturnItems,,1,,1,1332_0204_AlphaFang,Wolf_Alpha_13WF05,100,,true,13,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_20_KillWolfLeader_Task_KillToken,,11105.056 6557.066 200.174,,,,,,,,,,,,,,,,
13A_SQ_07_StudyRuins_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_07_StudyRuins_Task_GatherAndReturn,13A_SQ_08_BridgeStones_Architect_00,13A_SQ_07_StudyRuins_Architect_01,,
13A_SQ_07_StudyRuins_Task_GatherAndReturn,TaskGatherAndReturnItems,,,,5,1333_AncientStoneSample,1333_UpperStoneRubble_00,100,,,,,,,true,,,,,,,IO_1333_UpperStoneRubble_00,,,1333_UpperStoneRubble_interact_success,,,,,,,,,,,,,,,,,,,,@13A_SQ_07_StudyRuins_Task_GatherAndReturn,,10503.486 5691.469 155.536,,,,,,,,,,,,,,,,
13A_SQ_08_BridgeStones_Architect_00,TaskUnlockAchievement,,,,1,SwapActive_13A_Architect_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_07_StudyRuins_Architect_01,TaskUnlockAchievement,,,,1,SwapActive_13A_Architect_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_08_BridgeStones_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_08_BridgeStones_Task_GoTo,13A_SQ_08_BridgeStones_Task_GatherAndReturn,13A_SQ_08_BridgeStones_Architect_01,13A_SQ_08_BridgeStones_Architect_02,
13A_SQ_08_BridgeStones_Task_GoTo,TaskGoToPOITag,,,,,,,,,true,,ancient_bridge_50212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_08_BridgeStones_Task_GoTo,,,,,,,,,,,,,,,,,,
13A_SQ_08_BridgeStones_Task_GatherAndReturn,TaskGatherAndReturnItems,,,,3,1333_AncientStoneSample,1333_StoneRubble_00,100,,true,,ancient_bridge_50212,,,true,,,,,,,IO_1333_StoneRubble_00,,,1333_StoneRubble_interact_success,,,,,,,,,,,,,,,,,,,,@13A_SQ_08_BridgeStones_Task_GatherAndReturn,,10995.75 5135.237 69.752,,,,,,,,,,,,,,,,
13A_SQ_08_BridgeStones_Architect_01,TaskLockAchievement,,,,1,SwapActive_13A_Architect_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_08_BridgeStones_Architect_02,TaskUnlockAchievement,,,,1,SwapActive_13A_Architect_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_09_AndrometusStones_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_09_AndrometusStones_Task_GoTo,13A_SQ_08_AndrometusStones_Architect_02,13A_SQ_08_AndrometusStones_Architect_03,13A_SQ_09_AndrometusStones_Task_GatherAndReturn,
13A_SQ_09_AndrometusStones_Task_GoTo,TaskGoToPOITag,,,,,,,,,true,,ancient_ruins_50235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_09_AndrometusStones_Task_GoTo,,,,,,,,,,,,,,,,,,
13A_SQ_08_AndrometusStones_Architect_02,TaskLockAchievement,,,,1,SwapActive_13A_Architect_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_08_AndrometusStones_Architect_03,TaskUnlockAchievement,,,,1,SwapActive_13A_Architect_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
13A_SQ_09_AndrometusStones_Task_GatherAndReturn,TaskGatherAndReturnItems,,,,3,1333_AncientStoneSample,1333_LowerStoneRubble_00,100,,true,,ancient_ruins_50235,,,true,,,,,,,IO_1333_LowerStoneRubble_00,,,1333_LowerStoneRubble_interact_success,,,,,,,,,,,,,,,,,,,,@13A_SQ_09_AndrometusStones_Task_GatherAndReturn,,12050.282 5277.992 41.438,,,,,,,,,,,,,,,,
13A_SQ_21_SwampPerfume_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13A_SQ_21_SwampPerfume_container_GiveRecipe,13A_SQ_21_SwampPerfume_container_GatherMaterials,13A_SQ_21_SwampPerfume_container_CraftPerfume,,
13A_SQ_21_SwampPerfume_container_GiveRecipe,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13A_SQ_21_SwampPerfume_Task_GiveRecipe,,,,
13A_SQ_21_SwampPerfume_Task_GiveRecipe,TaskGiveItem,,,,1,WorkOrder_1334_0201_Perfume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_21_SwampPerfume_Task_GiveRecipe,,,1,,,,,,,,,,,,,,,
13A_SQ_21_SwampPerfume_container_GatherMaterials,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13A_SQ_21_SwampPerfume_Task_Gather_Spores,13A_SQ_21_SwampPerfume_Task_Skin_ElkGland,13A_SQ_21_SwampPerfume_Task_Loot_Chests_Laudanum,,
13A_SQ_21_SwampPerfume_Task_Gather_Spores,TaskGatherItems,,,,5,1334_0201_Spores,PigmentPlantBrown,100,,true,13,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_21_SwampPerfume_Task_Gather_Spores,,11652.545898 5979.679688 123.683701,,,,,,,,,,,,,,,,
13A_SQ_21_SwampPerfume_Task_Skin_ElkGland,TaskGatherItems,,,,3,1334_0201_ElkGland,Elk,100,,true,weaversfen3,weaversfen3,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_21_SwampPerfume_Task_Skin_ElkGland,,11705.433594 6112.319824 147.179611,,,,,,,,,,,,,,,,
13A_SQ_21_SwampPerfume_Task_Loot_Chests_Laudanum,TaskHaveItems,,,,5,1334_0201_Laudanum,,,100,true,,haunted_town_50216,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_21_SwampPerfume_Task_Loot_Chests_Laudanum,,,,,,,,,,,,,,,,,,
13A_SQ_21_SwampPerfume_container_CraftPerfume,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13A_SQ_21_SwampPerfume_Task_HavePerfume,,,,
13A_SQ_21_SwampPerfume_Task_HavePerfume,TaskHaveAndReturnItems,,1,,1,1334_0201_Perfume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13A_SQ_21_SwampPerfume_Task_CraftPerfume,,11432.967 5328.917 45.336,,,true,,,,,,,,,,,,,
