TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1612_0201_d_04_container_personaldemons_loreswap,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1612_0201_d_04_01_Achievement_Lore_MalatestaLetter,1612_0201_d_04_02_GiveAndTakeItem_MalatestaLetter,1612_0201_d_04_03_SliceSwap_1612_0201_MalatestaLetter_On,,
1612_0201_d_04_01_Achievement_Lore_MalatestaLetter,TaskAchievement,,1,,1,Lore_unlock_Tales_of_Brimstone_Sands_Title_14_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1612_0201_personaldemons_malatesta_letter,,6446.484 7939.597 116.922,,,false,,,,,,,,,,,,,,
1612_0201_d_04_02_GiveAndTakeItem_MalatestaLetter,TaskGiveAndTakeItem,,1,,1,1612_0201_MalatestaLetter,,,100,,true,,banditvillage_30309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1612_0201_d_04_03_SliceSwap_1612_0201_MalatestaLetter_On,TaskLockAchievement,,1,,1,SwapActive_1612_0201_MalatestaLetter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1612_0301_d_00_container_dutiesmaintained,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612_0301_d_02_transport_ClermontReport,1612_0301_d_03_have_ClermontReport,,,
1612_0301_d_01_Goto,TaskGoToPOITag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1612_0301_dutiesmaintained_goto_POI,,,,,,,,,,,,,,,,,,,
1612_0301_d_02_transport_ClermontReport,TaskGiveAndTakeItem,,1,,1,1612_0301_ClermontReport,,,100,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_transport_generic,,,1,,,,,,,,,,,,,,,,
1612_0301_d_03_have_ClermontReport,TaskHaveAndReturnItems,,1,,1,1612_0301_ClermontReport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_transport_generic,,,1,,,,,,,,,,,,,,,,
1606_0101_d_00_container_lost_manticore,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1606_0101_d_01_Goto,1606_0101_d_02_container_manticore_stage1,,,
1606_0101_d_01_Goto,TaskGoToPOITag,,1,,,,,,,,true,,ancient_citadel_30303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1606_0101_lost_manticore_goto_POI,,,,,,,,,,,,,,,,,,,
1606_0101_d_02_container_manticore_stage1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1606_0101_d_02_01_Kill_4_Scorpion,1606_0101_d_03_container_manticore_stage2,,,
1606_0101_d_02_01_Kill_4_Scorpion,TaskKillContribution,,1,,3,,,,,,true,,ancient_citadel_30303,,,,,,,,,,,,,Desert_Scorpion_Impaler,,,,,,,,,,,,,,,,,,,,@1606_0101_lost_manticore_kill_scorpion,,,,,,,,,,,,,,,,,,,
1606_0101_d_03_container_manticore_stage2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1606_0101_d_03_01_Kill_1_Manticore,1606_0101_d_03_02_HaveAndReturn_ScorpionStinger,1606_0101_d_03_03_SliceSwap_1606_AmbrosiusRoad_Off,1606_0101_d_03_04_SliceSwap_1606_AmbrosiusCamp_On,
1606_0101_d_03_01_Kill_1_Manticore,TaskKillContribution,,1,,1,,,,,,true,,ancient_citadel_30303,,,,,,,,,,,,,Desert_Scorpion_Named_00,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,7294.710 7217.319 225.524,,,,,,,,,,,,,,,,,
1606_0101_d_03_02_HaveAndReturn_ScorpionStinger,TaskHaveAndReturnItems,,1,,1,1606_0101_ScorpionStinger,Desert_Scorpion_Named_00,100,,,true,,ancient_citadel_30303,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1606_0101_lost_manticore_collect_trophy,,7294.710 7217.319 225.524,,,,,,,,,,,,,,,,,
1606_0101_d_03_03_SliceSwap_1606_AmbrosiusRoad_Off,TaskUnlockAchievement,,1,,1,SwapActive_1606_AmbrosiusRoad_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1606_0101_d_03_04_SliceSwap_1606_AmbrosiusCamp_On,TaskUnlockAchievement,,1,,1,SwapActive_1606_AmbrosiusCamp_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1666_0101_d_00_container_audiencewithpontifex,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666_0101_d_01_CharmionCinematic_Unlock,1666_0101_d_02_Interact_CharmionScroll,,,
1666_0101_d_01_CharmionCinematic_Unlock,TaskUnlockAchievement,,,,1,16_CharmionCinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1666_0101_d_02_Interact_CharmionScroll,TaskInteract,,,,1,,,,,,,,,,,,,,,,,,IO_1666_0101_CharmionScroll,,,1666_0101_CharmionScroll_Interact,,,,,,,,,,,,,,,,,,,,@1666_0101_audiencewithpontifex_interact_tome_cinematic,,6378.66 8485.24 163.48,,,true,2,,,,,,,,,,,,,
1604_0101_d_00_container_powerofgods,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604_0101_d_01_Goto,,,,
1604_0101_d_01_Goto,TaskGoToPOITag,,1,,,,,,,,true,,questgiver_30405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1604_0101_powerofgods_goto_POI,,,,,,,,,,,,,,,,,,,
1605_0101_d_00_container_sleepingvessels,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605_0101_d_01_Goto,1605_0101_d_02_GatherAndReturn_4_AncientGadget,,,
1605_0101_d_01_Goto,TaskGoToPOITag,,1,,,,,,,,true,,east_gate_30404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1605_0101_sleepingvessels_goto_POI,,,,,,,,,,,,,,,,,,,
1605_0101_d_02_GatherAndReturn_4_AncientGadget,TaskGatherAndReturnItems,,1,,4,1650_0101_AncientGadget,1650_0101_Idol,100,,,true,,east_gate_30404,,,1,,,,,,,IO_1650_0101_Idol,,,,,,,,,,,,,,,,,,,,,,,@1605_0101_sleepingvessels_collect_item,,,,,,,,,,,,,,,,,,,
1605_0201_d_00_container_immortalgems,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605_0201_d_01_Goto,1605_0201_d_02_container_gems,,,
1605_0201_d_01_Goto,TaskGoToPOITag,,1,,,,,,,,true,,ancient_walls_20404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1605_0201_immortalgems_goto_POI,,,,,,,,,,,,,,,,,,,
1605_0201_d_02_container_gems,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1605_0201_d_02_01_HaveAndReturn_6_AttunementGem,1605_0201_d_02_02_HaveAndReturn_6_AttunementGem,1605_0201_d_02_03_HaveAndReturn_6_AttunementGem,1605_0201_d_02_04_HaveAndReturn_6_AttunementGem,1605_0201_d_02_05_HaveAndReturn_6_AttunementGem
1605_0201_d_02_01_HaveAndReturn_6_AttunementGem,TaskHaveAndReturnItems,,1,,4,1650_0201_AttunementGem,AnubianIdol,100,,,true,,ancient_walls_20404,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1605_0201_immortalgems_collect_items_from_target,,,,,,,,,,,,,,,,,,,
1605_0201_d_02_02_HaveAndReturn_6_AttunementGem,TaskHaveAndReturnItems,,1,,4,1650_0201_AttunementGem,AnubianIdol,100,,,true,,ancient_walls_20404,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1605_0201_d_02_03_HaveAndReturn_6_AttunementGem,TaskHaveAndReturnItems,,1,,4,1650_0201_AttunementGem,Named,100,,,true,,ancient_walls_20404,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1605_0201_d_02_04_HaveAndReturn_6_AttunementGem,TaskHaveAndReturnItems,,1,,4,1650_0201_AttunementGem,Named,100,,,true,,ancient_walls_20404,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1605_0201_d_02_05_HaveAndReturn_6_AttunementGem,TaskHaveAndReturnItems,,1,,4,1650_0201_AttunementGem,AnubianGuardian_Scarab,100,,,true,,ancient_walls_20404,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1605_0301_d_00_container_awakenanubis,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605_0301_d_01_GiveAndTake_BlessedRelic,1605_0301_d_02_Goto,1605_0301_d_03_container_awakenanubis_sarcophaguswrap,,
1605_0301_d_01_GiveAndTake_BlessedRelic,TaskGiveAndTakeItem,,1,,1,1605_0301_BlessedRelic,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1605_0301_d_02_Goto,TaskGoToPOITag,,1,,,,,,,,true,,ancient_plaza_20403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1605_0301_awakenanubis_goto_poi,,,,,,,,,,,,,,,,,,,
1605_0301_d_03_container_awakenanubis_sarcophaguswrap,SimpleTaskContainer,,,,1,,,,,,,,,,,,,,,,,,IO_1650_0301_Tomb,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1605_0301_d_03_01_container_awakenanubis_sarcophagus,1605_0301_d_03_02_Kill_1_AnubianGuardianBrute,,,
1605_0301_d_03_01_container_awakenanubis_sarcophagus,PartialTaskContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1605_0301_d_03_01_01_GameEvent_1650_0301_Tomb_Interact,1605_0301_d_03_01_02_Kill_1_AnubianGuardianBrute,,,
1605_0301_d_03_01_01_GameEvent_1650_0301_Tomb_Interact,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_1650_0301_Tomb,,,1650_0301_Tomb_Interact,,,,,,,,,,,,,,,,,,,,@1605_0301_awakenanubis_interact_IO,,5466.273438 9516.702148 317.094391,,,true,,,,,,,,,,,,,,
1605_0301_d_03_01_02_Kill_1_AnubianGuardianBrute,TaskKillContribution,,,,1,,,,,,true,,,,,,,,,,,,IO_1650_0301_Tomb,,,AnubianGuardian_Brute_Named_00,,,,,,,,,,,,,,,,,,,,@1605_0301_awakenanubis_wave_event,,,1,,,,,,,,,,,,,,,,
1605_0301_d_03_02_Kill_1_AnubianGuardianBrute,TaskKillContribution,,,,1,,,,,,true,,,,,,,,,,,,,,,AnubianGuardian_Brute_Named_00,,,,,,,,,,,,,,,,,,,,@1605_0301_awakenanubis_wave_event,,5464.760 9530.863 310.507,,,,,,,,,,,,,,,,,
1605_0401_d_00_container_insufficientfaith,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605_0401_d_02_transport_npc_note,1605_0401_d_03_have_npc_note,,,
1605_0401_d_01_Goto,TaskGoToPOITag,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1605_0401_insufficientfaith_goto_POI,,,,,,,,,,,,,,,,,,,
1605_0401_d_02_transport_npc_note,TaskGiveAndTakeItem,,1,,1,MI_SummonsNote,,,100,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_transport_generic,,,1,,,,,,,,,,,,,,,,
1605_0401_d_03_have_npc_note,TaskHaveAndReturnItems,,1,,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@09_task_transport_generic,,,1,,,,,,,,,,,,,,,,
1601_0101_d_00_container_cursedcenturies,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601_0101_d_01_Goto,,,,
1601_0101_d_01_Goto,TaskGoToPOITag,,1,,,,,,,,true,,questgiver_20306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1601_0101_cursedcenturies_goto_POI,,,,,,,,,,,,,,,,,,,
1613_0101_d_00_container_assaultlegion,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613_0101_d_01_Goto,1613_0101_d_02_container_assaultlegion_kill,,,
1613_0101_d_01_Goto,TaskGoToPOITag,,,,,,,,,,true,,front_lines_20301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1613_0101_assaultlegion_goto_POI,,,,,,,,,,,,,,,,,,,
1613_0101_d_02_container_assaultlegion_kill,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1613_0101_d_02_01_Kill_12_Legion,1613_0101_d_02_02_Kill_3_LegionSignifier,,,
1613_0101_d_02_01_Kill_12_Legion,TaskKillContribution,,1,,12,,,,,,true,,front_lines_20301,,,,,,,,,,,,,Legion,,,,,,,,,,,,,,,,,,,,@1613_0101_assaultlegion_defeat_target,,,,,,,,,,,,,,,,,,,
1613_0101_d_02_02_Kill_3_LegionSignifier,TaskKillContribution,,1,,3,,,,,,true,,front_lines_20301,,,,,,,,,,,,,Legion_Signifer,,,,,,,,,,,,,,,,,,,,@1613_0101_assaultlegion_defeat_target,,,,,,,,,,,,,,,,,,,
1613_0201_d_00_container_hydrasbreath,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613_0201_d_01_Goto,1613_0201_d_02_container_hydrasbreath_stage1,1613_0201_d_04_container_hydrasbreath_stage2,,
1613_0201_d_01_Goto,TaskGoToPOITag,,,,,,,,,,true,,legion_siege_camp_20302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1613_0201_hydrasbreath_goto_POI,,,,,,,,,,,,,,,,,,,
1613_0201_d_02_container_hydrasbreath_stage1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1613_0201_d_02_01_HaveAndReturn_8_HydrasBreath,1613_0201_d_03_container_hydrasbreath_workbench,,,
1613_0201_d_02_01_HaveAndReturn_8_HydrasBreath,TaskHaveAndReturnItems,,1,,5,1655_0201_HydrasBreath,,,100,,true,,legion_siege_camp_20302,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1613_0201_hydrasbreath_search_chest_for_item,,,,,,,,,,,,,,,,,,,
1613_0201_d_03_container_hydrasbreath_workbench,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1613_0201_d_03_01_Interact_5_AlchemyWorkbench,,,,
1613_0201_d_03_01_Interact_5_AlchemyWorkbench,TaskGameEvent,,,,5,,,,,,true,,legion_siege_camp_20302,,,,,,,,,,IO_1655_0201_Table_01,,,1655_0201_Table_Interact,,,,,,,,,,,,,,,,,,,,@1613_0201_hydrasbreath_destroy_IO,,,,,true,,,,,,,,,,,,,,
1613_0201_d_04_container_hydrasbreath_stage2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1613_0201_d_04_01_Kill_Alchemist_Ignatius,1613_0201_d_04_02_HaveAndReturn_1_StrangeBottle,1613_0201_d_04_03_HaveAndReturn_1_GrecianNote,,
1613_0201_d_04_01_Kill_Alchemist_Ignatius,TaskKillContribution,,1,,1,,,,,,true,,legion_siege_camp_20302,,,,,,,,,,,,,Legion_Signifer_Named_00,,,,,,,,,,,,,,,,,,,,@1613_0201_hydrasbreath_defeat_target_named,,5268.300 7957.021 151.027,,,,,,,,,,,,,,,,,
1613_0201_d_04_02_HaveAndReturn_1_StrangeBottle,TaskHaveAndReturnItems,,1,,1,1613_0201_StrangeVial,Legion_Signifer_Named_00,100,,,true,,legion_siege_camp_20302,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1613_0201_hydrasbreath_loot_target_named,,,,,,,,,,,,,,,,,,,
1613_0201_d_04_03_HaveAndReturn_1_GrecianNote,TaskHaveAndReturnItems,,1,,1,1613_0201_GrecianScroll,Legion_Signifer_Named_00,100,,,true,,legion_siege_camp_20302,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1613_0301_d_00_container_blazeofglory,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613_0301_d_01_Goto,1613_0301_d_02_Kill_1_Legion_Legionnaire_Named_02,1613_0301_d_03_Interact_3_Artillery,,
1613_0301_d_01_Goto,TaskGoToPOITag,,,,,,,,,,true,,front_lines_20301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1613_0301_blazeofglory_goto_POI,,,,,,,,,,,,,,,,,,,
1613_0301_d_02_Kill_1_Legion_Legionnaire_Named_02,TaskKillContribution,,1,,1,,,,,,true,,front_lines_20301,,,,,,,,,,,,,Legion_Legionnaire_Named_02,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,5643.470 8050.108 144.364,,,,,,,,,,,,,,,,,
1613_0301_d_03_Interact_3_Artillery,TaskGameEvent,,,,3,,,,,,,,,,,,,,,,,,IO_1655_0301_Launcher_01,,,1655_0301_Launcher_Interact,,,,,,,,,,,,,,,,,,,,@1613_0301_blazeofglory_interact_IO,,5642 8059.85 144.3609,,,,,,,,,,,,,,,,,
1613_0401_d_00_container_lastcenturion,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613_0401_d_01_GiveItem_Panacea,1613_0401_d_02_Goto,1613_0401_d_03_Interact_EvandrusStatue,1613_0401_d_04_container_lastcenturion_swaps,
1613_0401_d_01_GiveItem_Panacea,TaskGiveItem,,,,1,1613_0401_Panacea,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1613_0401_d_02_Goto,TaskGoToPOITag,,,,,,,,,,true,,sulfurpool_20315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1613_0401_lastcenturion_goto_POI,,,,,,,,,,,,,,,,,,,
1613_0401_d_03_Interact_EvandrusStatue,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_1602_0401_StatuePanacea,,,1602_0401_StatuePanacea_Interact,,,,,,,,,,,,,,,,,,,,@1613_0401_lastcenturion_interact_statue,,5331.6489 7728.2705 183.0081,,,,,,,,,,,,,,,,,
1613_0401_d_04_container_lastcenturion_swaps,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1613_0401_d_04_01_SliceSwap_1602_StatueRubble_On,1613_0401_d_04_01_SliceSwap_1602_EvandrusDesert_On,,,
1613_0401_d_04_01_SliceSwap_1602_StatueRubble_On,TaskUnlockAchievement,,1,,1,SwapActive_1602_StatueRubble_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1613_0401_d_04_01_SliceSwap_1602_EvandrusDesert_On,TaskUnlockAchievement,,1,,1,SwapActive_1602_EvandrusDesert_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1613_0501_d_00_container_legendrestored,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613_0501_d_01_Goto,1613_0501_d_01_Goto_TV_Failsafe,,,
1613_0501_d_01_Goto,TaskGoToPOITag,,1,,,,,,,,true,,questgiver_20306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1613_0501_legendrestored_goto_POI,,5608.53 7716.60 89.31,,,,,,,,,,,,,,,,,
1613_0501_d_01_Goto_TV_Failsafe,TaskTriggerArea,,1,,,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_16_Kraus_Failsafe,,,,1,,,,,,,,,,,,,,,,
1604_0201_d_00_container_heronomore,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604_0201_d_01_container_heronomore_swaps,1604_0201_d_02_Goto,,,
1604_0201_d_01_container_heronomore_swaps,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1604_0201_d_01_01_SliceSwap_1602_EvandrusDesert_Off,1604_0201_d_01_02_SliceSwap_1602_EvandrusScout_On,,,
