TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_1303_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1303_tasks_first_container,M_ReturnToGiver,,,
FM_1303_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1303_leg_A_task,FM_1303_leg_B_task,FM_1303_leg_C_task,,
FM_1303_leg_A_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50237,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1303_leg_B_task,TaskKillContribution,,,5,,,,,true,,abandoned_farm_mill_50202,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1303_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50207,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1304_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1304_tasks_first_container,M_ReturnToGiver,,,
FM_1304_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1304_leg_A_task,FM_1304_leg_B_task,FM_1304_leg_C_task,,
FM_1304_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_50211,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1304_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_farm_village_50204,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1304_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_50215,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1305_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1305_tasks_first_container,M_ReturnToGiver,,,
FM_1305_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1305_leg_A_task,FM_1305_leg_B_task,FM_1305_leg_C_task,,
FM_1305_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_50235,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1305_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_50211,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1305_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_50215,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1306_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1306_tasks_first_container,M_ReturnToGiver,,,
FM_1306_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1306_leg_A_task,FM_1306_leg_B_task,FM_1306_leg_C_task,,
FM_1306_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_50215,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1306_leg_B_task,TaskKillContribution,,,5,,,,,true,,abandoned_farm_mill_50202,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1306_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_50235,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1307_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1307_tasks_first_container,M_ReturnToGiver,,,
FM_1307_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1307_leg_A_task,FM_1307_leg_B_task,FM_1307_leg_C_task,,
FM_1307_leg_A_task,TaskKillContribution,,,5,,,,,true,,weaversfen_temple_50338,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1307_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50208,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1307_leg_C_task,TaskKillContribution,,,8,,,,,true,,haunted_town_50201,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1308_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1308_tasks_first_container,M_ReturnToGiver,,,
FM_1308_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1308_leg_A_task,FM_1308_leg_B_task,FM_1308_leg_C_task,,
FM_1308_leg_A_task,TaskKillContribution,,,5,,,,,true,,abandoned_fishing_village_50208,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1308_leg_B_task,TaskKillContribution,,,5,,,,,true,,haunted_town_50216,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1308_leg_C_task,TaskKillContribution,,,5,,,,,true,,crater_corruptedruinedfort_50335,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1309_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1309_tasks_first_container,M_ReturnToGiver,,,
FM_1309_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1309_leg_A_task,FM_1309_leg_B_task,FM_1309_leg_C_task,,
FM_1309_leg_A_task,TaskKillContribution,,,5,,,,,true,,weaversfen_temple_50338,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1309_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50208,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1309_leg_C_task,TaskKillContribution,,,8,,,,,true,,haunted_town_50216,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1310_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1310_tasks_first_container,M_ReturnToGiver,,,
FM_1310_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1310_leg_A_task,FM_1310_leg_B_task,FM_1310_leg_C_task,,
FM_1310_leg_A_task,TaskKillContribution,,,5,,,,,true,,weaversfen_temple_50338,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1310_leg_B_task,TaskKillContribution,,,3,,,,,,,wolf_den_50303,,true,,,,,,,,,,Wolf_Black_13WF05,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1310_leg_C_task,TaskKillContribution,,,8,,,,,true,,haunted_town_50201,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1301_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1301_tasks_first_container,M_ReturnToGiver,,,
FM_S_1301_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1301_leg_A_task,FM_S_1301_leg_B_task,FM_S_1301_leg_C_task,,
FM_S_1301_leg_A_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50237,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1301_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_farm_village_50223,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1301_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50205,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1302_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1302_tasks_first_container,M_ReturnToGiver,,,
FM_S_1302_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1302_leg_A_task,FM_S_1302_leg_B_task,FM_S_1302_leg_C_task,,
FM_S_1302_leg_A_task,TaskKillContribution,,,6,,,,,true,,abandoned_fishing_village_50206,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1302_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50237,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1302_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_farm_village_50203,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1303_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1303_tasks_first_container,M_ReturnToGiver,,,
FM_S_1303_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1303_leg_A_task,FM_S_1303_leg_B_task,FM_S_1303_leg_C_task,,
FM_S_1303_leg_A_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50237,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1303_leg_B_task,TaskKillContribution,,,5,,,,,true,,abandoned_farm_mill_50202,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1303_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50207,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1304_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1304_tasks_first_container,M_ReturnToGiver,,,
FM_S_1304_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1304_leg_A_task,FM_S_1304_leg_B_task,FM_S_1304_leg_C_task,,
FM_S_1304_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_50211,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1304_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_farm_village_50204,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1304_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_50215,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1305_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1305_tasks_first_container,M_ReturnToGiver,,,
FM_S_1305_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1305_leg_A_task,FM_S_1305_leg_B_task,FM_S_1305_leg_C_task,,
FM_S_1305_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_50235,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1305_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_50211,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1305_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_50215,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1306_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1306_tasks_first_container,M_ReturnToGiver,,,
FM_S_1306_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1306_leg_A_task,FM_S_1306_leg_B_task,FM_S_1306_leg_C_task,,
FM_S_1306_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_50215,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1306_leg_B_task,TaskKillContribution,,,5,,,,,true,,abandoned_farm_mill_50202,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1306_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_50235,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1307_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1307_tasks_first_container,M_ReturnToGiver,,,
FM_S_1307_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1307_leg_A_task,FM_S_1307_leg_B_task,FM_S_1307_leg_C_task,,
FM_S_1307_leg_A_task,TaskKillContribution,,,5,,,,,true,,weaversfen_temple_50338,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1307_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50208,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1307_leg_C_task,TaskKillContribution,,,8,,,,,true,,haunted_town_50201,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1308_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1308_tasks_first_container,M_ReturnToGiver,,,
FM_S_1308_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1308_leg_A_task,FM_S_1308_leg_B_task,FM_S_1308_leg_C_task,,
FM_S_1308_leg_A_task,TaskKillContribution,,,5,,,,,true,,abandoned_fishing_village_50208,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1308_leg_B_task,TaskKillContribution,,,5,,,,,true,,haunted_town_50216,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1308_leg_C_task,TaskKillContribution,,,5,,,,,true,,crater_corruptedruinedfort_50335,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1309_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1309_tasks_first_container,M_ReturnToGiver,,,
FM_S_1309_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1309_leg_A_task,FM_S_1309_leg_B_task,FM_S_1309_leg_C_task,,
FM_S_1309_leg_A_task,TaskKillContribution,,,5,,,,,true,,weaversfen_temple_50338,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1309_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50208,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1309_leg_C_task,TaskKillContribution,,,8,,,,,true,,haunted_town_50216,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1310_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1310_tasks_first_container,M_ReturnToGiver,,,
FM_S_1310_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1310_leg_A_task,FM_S_1310_leg_B_task,FM_S_1310_leg_C_task,,
FM_S_1310_leg_A_task,TaskKillContribution,,,5,,,,,true,,weaversfen_temple_50338,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1310_leg_B_task,TaskKillContribution,,,3,,,,,,,wolf_den_50303,,true,,,,,,,,,,Wolf_Black_13WF05,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1310_leg_C_task,TaskKillContribution,,,8,,,,,true,,haunted_town_50201,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1301_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1301_tasks_first_container,M_ReturnToGiver,,,
FM_C_1301_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1301_leg_A_task,FM_C_1301_leg_B_task,FM_C_1301_leg_C_task,,
FM_C_1301_leg_A_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50237,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1301_leg_B_task,TaskKillContribution,,,8,,,,,true,,abandoned_farm_village_50223,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1301_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_fishing_village_50205,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1302_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1302_tasks_first_container,M_ReturnToGiver,,,
FM_C_1302_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1302_leg_A_task,FM_C_1302_leg_B_task,FM_C_1302_leg_C_task,,
FM_C_1302_leg_A_task,TaskKillContribution,,,6,,,,,true,,abandoned_fishing_village_50206,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
