TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
99E_MSQ_01_d_02_03_01_TriggerArea_VarangianCamp,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_99E_VarangianCamp,@99E_MSQ_01_EnterEdengrove_investigateCamp,,10491.7676 7195.8013 529,,,,,,,,,,,,,,,,
99E_MSQ_01_d_02_03_02_container_varangianCampTasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_02_03_02_01_Kill_Varangian,99E_MSQ_01_d_02_03_02_02_container_varangianLore,,,
99E_MSQ_01_d_02_03_02_01_Kill_Varangian,TaskKillContribution,,1,,4,,,,,,,,,,,,,,,,,,,,Varangian,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_defeatVarangians,,10491.7676 7195.8013 529,,,,,,,,,,,,,,,,
99E_MSQ_01_d_02_03_02_02_container_varangianLore,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_02_03_02_02_01_LorePage_VarangianCamp,99E_MSQ_01_d_02_03_02_02_02_Whisper_MyrddinLore_01,,,
99E_MSQ_01_d_02_03_02_02_01_LorePage_VarangianCamp,TaskAchievement,,,,1,Lore_unlock_14_Edengrove_Title_01_01,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_findVarangianLore,,10499.1211 7173.1401 534,,,false,,,,,,,,,,,,,
99E_MSQ_01_d_02_03_02_02_02_Whisper_MyrddinLore_01,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99E_MSQ_Myrddin_whisper_EG_01_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_02_04_SwapActive_99E_Sun_p2_On,TaskUnlockAchievement,,,,1,SwapActive_MSQ_Sun_EG_p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_container_enterEdengrove,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_01_container_westernPass,99E_MSQ_01_d_03_02_container_westernPassIGC,99E_MSQ_01_d_03_03_container_crescent,99E_MSQ_01_d_03_04_container_crescentCinematic,99E_MSQ_01_d_03_05_container_crescentPostCinematic
99E_MSQ_01_d_03_01_container_westernPass,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_01_01_TalkTo_Morgaine_02,99E_MSQ_01_d_03_01_02_SwapActive_99E_Morgaine_p1_Walkaway,99E_MSQ_01_d_03_01_03_TalkTo_Sun_00,99E_MSQ_01_d_03_01_04_SwapActive_99E_Sun_p2_Walkaway,99E_MSQ_01_d_03_01_05_SwapActive_99E_Sun_p3_On
99E_MSQ_01_d_03_01_01_TalkTo_Morgaine_02,TaskConversationTopic,,,,,99E_Morgaine_p1,,,,,,,,,,,,,,,,,Topic_99E_Morgaine_p1_02,,,,,,,,,,,,,,,,,,,,,,@99E_Default_Task_TalkTo,,10499.736328 7286.674316 499.940643,,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_01_02_SwapActive_99E_Morgaine_p1_Walkaway,TaskLockAchievement,,,,1,SwapActive_MSQ_Morgaine_EG_p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_01_03_TalkTo_Sun_00,TaskConversationTopic,,,,,99E_Sun_p2,,,,,,,,,,,,,,,,,Topic_99E_Sun_p2_01,,,,,,,,,,,,,,,,,,,,,,@99E_Default_Task_TalkTo,,10499.736328 7286.674316 499.940643,,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_01_04_SwapActive_99E_Sun_p2_Walkaway,TaskLockAchievement,,,,1,SwapActive_MSQ_Sun_EG_p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_01_05_SwapActive_99E_Sun_p3_On,TaskUnlockAchievement,,,,1,SwapActive_MSQ_Sun_EG_p3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_container_westernPassIGC,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_IGC_EdengroveStory,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_02_02_02_SwapActive_99E_Sun_p3_Off,99E_MSQ_01_d_03_02_01_TriggerArea_EdengroveEntryIGC,99E_MSQ_01_d_03_02_02_01_EnterEdengroveIGC_Active_On,99E_MSQ_01_d_03_02_03_01_EnterEdengroveIGC_Timer,99E_MSQ_01_d_03_02_04_container_EnterEdengroveIGC_Finished
99E_MSQ_01_d_03_02_01_TriggerArea_EdengroveEntryIGC,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_99E_EdengroveEntryIGC,@99E_MSQ_01_EnterEdengrove_followSun,,10626.0996 7542.9380 369,,,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_02_container_EnterEdengroveIGC_Setup,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10631.1514 7547.895 369.3682,1,,,,,,,,,,,99E_MSQ_01_d_03_02_02_01_EnterEdengroveIGC_Active_On,99E_MSQ_01_d_03_02_02_02_SwapActive_99E_Sun_p3_Off,99E_MSQ_01_d_03_02_03_01_EnterEdengroveIGC_Timer,99E_MSQ_01_d_03_02_04_02_EnterEdengroveIGC_Active_Off,
99E_MSQ_01_SunsEdenGroveHistory_IGC_Preload,TaskUnlockAchievement,,,,1,99E_MSQ_01_SunsEdenGroveHistory_IGC_Preload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_02_01_EnterEdengroveIGC_Active_On,TaskUnlockAchievement,,,,1,99E_MSQ_01_EnterEdengroveIGC_Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_02_02_SwapActive_99E_Sun_p3_Off,TaskLockAchievement,,,,1,SwapActive_MSQ_Sun_EG_p3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_03_container_EnterEdengroveIGC,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_edengroveHistory,,10631.1514 7547.895 369.3682,,,,,,,,,,,,99E_MSQ_01_d_03_02_03_01_EnterEdengroveIGC_Timer,,,,
99E_MSQ_01_d_03_02_03_01_EnterEdengroveIGC_Timer,TaskCutsceneComplete,,,,1,99E_MSQ_01_SunsEdenGroveHistory_IGC,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_03_02_container_SkipFallthru,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10631.1514 7547.895 369.3682,1,,,,,,,,,,,99E_MSQ_01_d_03_02_03_02_01_ESCcheck_Timer,99E_MSQ_01_d_03_02_03_02_02_EnterEdengroveIGC_ESCcheck,,,
99E_MSQ_01_d_03_02_03_02_01_ESCcheck_Timer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_03_02_02_EnterEdengroveIGC_ESCcheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_04_container_EnterEdengroveIGC_Finished,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10631.1514 7547.895 369.3682,1,,,,,,,,,,,99E_MSQ_01_d_03_02_04_01_EnterEdengroveIGC_Watched,99E_MSQ_01_d_03_02_04_02_EnterEdengroveIGC_Active_Off,,,
99E_MSQ_01_d_03_02_04_01_EnterEdengroveIGC_Watched,TaskUnlockAchievement,,,,1,99E_MSQ_01_EnterEdengroveIGC_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_04_02_EnterEdengroveIGC_Active_Off,TaskLockAchievement,,,,1,99E_MSQ_01_EnterEdengroveIGC_Active,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_04_03_SwapActive_99E_Sun_p4_On,TaskUnlockAchievement,,,,1,SwapActive_MSQ_Sun_EG_p4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_02_05_TalkTo_Sun_01,TaskConversationTopic,,,,,99E_Sun_p4,,,,,,,,,,,,,,,,,Topic_99E_Sun_p4_01,,,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_followSun2,,10703.3945 7392.4209 320.453,,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_03_container_crescent,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_02_04_03_SwapActive_99E_Sun_p4_On,99E_MSQ_01_d_03_02_05_TalkTo_Sun_01,99E_MSQ_01_d_03_03_01_GoToPOI_1,99E_MSQ_01_d_03_03_02_container_crescentPuzzle,
99E_MSQ_01_d_03_03_01_GoToPOI_1,TaskGoToPOITag,,,,1,,,,,true,,crater_feralarchway_50342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_gotoCrescent,,,,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_03_02_container_crescentPuzzle,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_03_02_01_Interact_AncientMuralA,99E_MSQ_01_d_03_03_02_02_container_crescentMuralB,99E_MSQ_01_d_03_03_02_03_Interact_AncientMuralC,99E_MSQ_01_d_03_03_02_05_SwapActive_99E_Sun_p4_Off,
99E_MSQ_01_d_03_03_02_01_Interact_AncientMuralA,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_AncientMuralA,,,99E_MSQ_01_Obs_AncientMuralA_interact,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_investigateMuralA,,10774.8994 7352.2354 303.3947,,false,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_03_02_02_container_crescentMuralB,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_03_02_02_01_Damage_MuralVines,99E_MSQ_01_d_03_03_02_02_02_Interact_AncientMuralB,,,
99E_MSQ_01_d_03_03_02_02_01_Damage_MuralVines,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_MuralVinesA,,,99E_MSQ_01_Dam_MuralVinesA_interact,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_investigateMuralB,,10742.6064 7432.8818 299.7586,,false,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_03_02_02_02_Interact_AncientMuralB,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_AncientMuralB,,,99E_MSQ_01_Obs_AncientMuralB_interact,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_investigateMuralB,,10743.8525 7433.5996 299.7129,,false,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_03_02_03_Interact_AncientMuralC,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_AncientMuralC,,,99E_MSQ_01_Obs_AncientMuralC_interact,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_investigateMuralC,,10702.828 7411.9634 304.6492,,false,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_03_02_05_SwapActive_99E_Sun_p4_Off,TaskLockAchievement,,,,1,SwapActive_MSQ_Sun_EG_p4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_container_crescentCinematic,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_04_01_container_Breadcrumbs01,99E_MSQ_01_d_03_04_02_TriggerArea_MuralFinal,99E_MSQ_01_d_03_04_03_container_crescentMuralD,,
99E_MSQ_01_d_03_04_01_container_Breadcrumbs01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_followBreadcrumbs,,,,,,,,,,,,,,99E_MSQ_01_d_03_04_01_01_Prox_MuralBreadcrumbA,99E_MSQ_01_d_03_04_01_02_Prox_MuralBreadcrumbB,99E_MSQ_01_d_03_04_01_03_Prox_MuralBreadcrumbC,99E_MSQ_01_d_03_04_01_04_container_Breadcrumbs02,
99E_MSQ_01_d_03_04_01_01_Prox_MuralBreadcrumbA,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_MuralBreadcrumbA,,,99E_MSQ_01_Prox_MuralBreadcrumbsA_interact,,,,,,,,,,,,,,,,,,,,,,10717.3828 7407.5215 304.48,1,true,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_01_02_Prox_MuralBreadcrumbB,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_MuralBreadcrumbB,,,99E_MSQ_01_Prox_MuralBreadcrumbsB_interact,,,,,,,,,,,,,,,,,,,,,,10730.2813 7371.4185 305.7845,1,true,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_01_03_Prox_MuralBreadcrumbC,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_MuralBreadcrumbC,,,99E_MSQ_01_Prox_MuralBreadcrumbsC_interact,,,,,,,,,,,,,,,,,,,,,,10714.1074 7333.5313 310.5129,1,true,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_01_04_container_Breadcrumbs02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_04_01_04_01_Prox_MuralBreadcrumbD,99E_MSQ_01_d_03_04_01_04_02_Prox_MuralBreadcrumbE,99E_MSQ_01_d_03_04_01_04_03_Prox_MuralBreadcrumbF,,
99E_MSQ_01_d_03_04_01_04_01_Prox_MuralBreadcrumbD,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_MuralBreadcrumbD,,,99E_MSQ_01_Prox_MuralBreadcrumbsD_interact,,,,,,,,,,,,,,,,,,,,,,10735.4248 7294.8936 313.9635,1,true,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_01_04_02_Prox_MuralBreadcrumbE,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_MuralBreadcrumbE,,,99E_MSQ_01_Prox_MuralBreadcrumbsE_interact,,,,,,,,,,,,,,,,,,,,,,10710.6416 7235.1416 318.4284,1,true,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_01_04_03_Prox_MuralBreadcrumbF,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_01_MuralBreadcrumbF,,,99E_MSQ_01_Prox_MuralBreadcrumbsF_interact,,,,,,,,,,,,,,,,,,,,,,10715.3271 7186.4351 318.3335,1,true,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_02_TriggerArea_MuralFinal,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_MuralVinesB,,Enter,99E_MSQ_01_Dam_MuralVinesB_interact,,,,,,,,,,,,,,,,,,,TriggerVol_99E_MuralFinal,@99E_MSQ_01_EnterEdengrove_AEMuralCinematic,,10703.2549 7191.6377 320.2943,,true,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_03_container_crescentMuralD,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,IO_99E_MSQ_MuralVinesB,,,99E_MSQ_01_Dam_MuralVinesB_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_04_03_01_SwapActive_99E_Sun_p5_On,99E_MSQ_01_d_03_04_03_02_Damage_MuralVinesB,99E_MSQ_01_d_03_04_03_03_AECinematic_Unlock,99E_MSQ_01_d_03_04_03_04_Interact_AEMural,
99E_MSQ_01_d_03_04_03_01_SwapActive_99E_Sun_p5_On,TaskUnlockAchievement,,,,1,SwapActive_MSQ_Sun_EG_p5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_03_02_Damage_MuralVinesB,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99E_MSQ_MuralVinesB,,,99E_MSQ_01_Dam_MuralVinesB_interact,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_AEMuralCinematic,,10703.2549 7191.6377 320.2943,,false,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_03_03_AECinematic_Unlock,TaskUnlockAchievement,,,,1,99E_BonesEarthCinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_04_03_04_Interact_AEMural,TaskInteract,,,,1,99E_MSQ_01_Cine_AncientMural,,,,,,,,,,,,,,,,IO_99E_MSQ_01_Cine_AncientMural,,,99E_MSQ_01_Cine_AncientMural_interact,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_AEMuralCinematic,,10702.377 7191.1475 319.8832,,true,true,,,,,,,,,,,,,
99E_MSQ_01_d_03_05_container_crescentPostCinematic,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_03_05_01_TalkTo_Sun_02,99E_MSQ_01_d_03_05_02_SwapActive_99E_Sun_p5_Walkaway,99E_MSQ_01_d_03_05_03_SwapActive_99E_Sun_p6v1_On,99E_MSQ_01_d_03_05_04_SwapActive_99E_Morgaine_p2v1_On,
99E_MSQ_01_d_03_05_01_TalkTo_Sun_02,TaskConversationTopic,,,,,99E_Sun_p5,,,,,,,,,,,,,,,,,Topic_99E_Sun_p5_01,,,,,,,,,,,,,,,,,,,,,,@99E_Default_Task_TalkTo,,10707.2461 7195.4106 319.3623,,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_05_02_SwapActive_99E_Sun_p5_Walkaway,TaskLockAchievement,,,,1,SwapActive_MSQ_Sun_EG_p5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_05_03_SwapActive_99E_Sun_p6v1_On,TaskUnlockAchievement,,,,1,SwapActive_MSQ_Sun_EG_p6v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_03_05_04_SwapActive_99E_Morgaine_p2v1_On,TaskUnlockAchievement,,,,1,SwapActive_MSQ_Morgaine_EG_p2v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99E_MSQ_01_d_04_container_QuestgiverHub,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99E_MSQ_01_d_04_01_GoTo_QuestgiverHub,99E_MSQ_01_d_04_02_TriggerArea_MorgaineHub,99E_MSQ_01_d_04_03_TalkTo_Sun_02a,,
99E_MSQ_01_d_04_01_GoTo_QuestgiverHub,TaskGoToPOITag,,,,1,,,,,true,,npchub_53012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99E_MSQ_01_EnterEdengrove_meetMorgaine2,,,,,,,,,,,,,,,,,,
99E_MSQ_01_d_04_02_TriggerArea_MorgaineHub,TaskTriggerArea,,,,1,,,,,true,,npchub_53012,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_99E_HubMorgaine,@99E_MSQ_01_EnterEdengrove_findMorgaine,,11155.072 7304.886 168.216,,,,,,,,,,,,,,,,
99E_MSQ_01_d_04_03_TalkTo_Sun_02a,TaskConversationTopic,,,,,99E_Sun_p6v1,,,,,,,,,,,,,,,,,Topic_99E_Sun_p6v1_01,,,,,,,,,,,,,,,,,,,,,,@99E_Default_Task_TalkTo,,,,,,,,,,,,,,,,,,
99E_MSQ_02_MyrddinClues_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99E_MSQ_02_d_01_container_angryEarthA,99E_MSQ_02_d_02_container_angryEarthB,99E_MSQ_02_d_03_container_angryEarthC,99E_MSQ_02_d_04_container_crystalCave,
