TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
06A_MSQ_07_MeetIronRose_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_07_MeetIronRose_swapNessa02Off,06A_MSQ_07_MeetIronRose_swapNessa03On,06A_MSQ_07_MeetIronRose_swapSaatvik02Off,06A_MSQ_07_MeetIronRose_swapSaatvik01On,
06A_MSQ_07_MeetIronRose_swapNessa02Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_07_MeetIronRose_swapNessa03On,TaskUnlockAchievement,,,,1,SwapActive_06_Nessa_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_07_MeetIronRose_swapSaatvik02Off,TaskLockAchievement,,,,1,SwapActive_06_SaatvikAgrawal_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_07_MeetIronRose_swapSaatvik01On,TaskLockAchievement,,,,1,SwapActive_06_SaatvikAgrawal_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_08_RescueGideon_camp_container,06A_MSQ_08_RescueGideon_rescue_container,06A_MSQ_08_RescueGideon_talk_container,06A_MSQ_08_RescueGideon_fight_container,
06A_MSQ_08_RescueGideon_camp_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_goto_campsite,06A_MSQ_08_RescueGideon_makeCamp,06A_MSQ_08_RescueGideon_goto_keep,,
06A_MSQ_08_RescueGideon_goto_campsite,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_campsite,@06A_MSQ_08_RescueGideon_goto_campsite,,8851.97 2789.41 78.13,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_makeCamp,TaskGameEvent,,1,,1,,,,,true,southwindsward8,southwindsward8,,,,,,,,,,,,,MakeCamp,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_makeCamp,,8851.97 2789.41 78.13,,true,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_goto_keep,TaskGoToPOITag,,1,,,,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_goto_keep,,,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_rescue_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_rescue_trigger,06A_MSQ_08_RescueGideon_swap_container,,,
06A_MSQ_08_RescueGideon_rescue_trigger,TaskTriggerArea,,,,1,,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_06A_rescue,@06A_MSQ_08_RescueGideon_rescue_trigger,,8822.84 2723.02 79.22,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_swapLeovix01Off,06A_MSQ_08_RescueGideon_swapLeovix02On,,,
06A_MSQ_08_RescueGideon_swapLeovix01Off,TaskUnlockAchievement,,,,1,SwapActive_06_LeovixSilva_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_swapLeovix02On,TaskUnlockAchievement,,,,1,SwapActive_06_LeovixSilva_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_talk_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_talk_Gideon,06A_MSQ_08_RescueGideon_swapGideon01Off,06A_MSQ_08_RescueGideon_swapGideon02On,,
06A_MSQ_08_RescueGideon_talk_Gideon,TaskConversationTopic,,,,,06_GideonStormsbane01,,,,true,,corrupted_farm_2_40103,,,,,,,,,,,06_GideonStormsbane_Rescue,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_08_RescueGideon_talk_Gideon,,8831.10 2720.67 84.18,,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_swapGideon01Off,TaskUnlockAchievement,,,,1,SwapActive_06_Gideon_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_swapGideon02On,TaskUnlockAchievement,,,,1,SwapActive_06_Gideon_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_08_RescueGideon_fight_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_08_RescueGideon_cotheran_trigger,06A_MSQ_08_RescueGideon_haveItem_armband,,,
