TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
04A_Side02_01_03_Task_FollowTrail1,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side01_01_Proximity_Trail5,,,04A_Side01_01_Proximity_Trail5_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_FollowTrail,,8544.59 4136.67 146.88,,,,,,,,,,,,,,,,,
04A_Side02_01_03_Task_FollowTrail2,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side01_01_Proximity_Trail6,,,04A_Side01_01_Proximity_Trail6_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_FollowTrail,,8550.26 4127.99 144.33 ,,,,,,,,,,,,,,,,,
04A_Side02_01_03_Task_FollowTrail3,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side01_01_Proximity_Trail7,,,04A_Side01_01_Proximity_Trail7_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_FollowTrail,,8547.60 4121.31 137.42,,,,,,,,,,,,,,,,,
04A_Side02_01_03_Task_FollowTrail4,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side01_01_Proximity_Trail8,,,04A_Side01_01_Proximity_Trail8_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_FollowTrail,,8545.86 4117.48 132.89,,,,,,,,,,,,,,,,,
04A_Side02_02_04a_container_FollowTrail3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_01_04_Task_FollowTrail1,04A_Side02_01_04_Task_FollowTrail2,04A_Side02_01_04_Task_FollowTrail3,04A_Side02_01_04_Task_FollowTrail4,04A_Side02_01_04_Task_FollowTrail5
04A_Side02_01_04_Task_FollowTrail1,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side01_01_Proximity_Trail9,,,04A_Side01_01_Proximity_Trail9_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_FollowTrail,,8550.70 4115.627 125.16,,,,,,,,,,,,,,,,,
04A_Side02_01_04_Task_FollowTrail2,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side01_01_Proximity_Trail10,,,04A_Side01_01_Proximity_Trail10_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_FollowTrail,,8546.91 4097.88 118.42,,,,,,,,,,,,,,,,,
04A_Side02_01_04_Task_FollowTrail3,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side01_01_Proximity_Trail11,,,04A_Side01_01_Proximity_Trail11_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_FollowTrail,,8546.62 4092.74 117.62,,,,,,,,,,,,,,,,,
04A_Side02_01_04_Task_FollowTrail4,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side01_01_Proximity_Trail12,,,04A_Side01_01_Proximity_Trail12_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_FollowTrail,,8548.20 4073.52 116.28,,,,,,,,,,,,,,,,,
04A_Side02_01_04_Task_FollowTrail5,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side01_01_Proximity_Trail13,,,04A_Side01_01_Proximity_Trail13_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_FollowTrail,,8556.32 4050.22 115.83,,,,,,,,,,,,,,,,,
04A_Side02_01_05_Task_Hidden_Shortcut,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_Side01_TrailFinish,@04A_Side02_01_02_Task_FollowTrail,,8546.91 4097.88 118.42,,,true,,,,,,,,,,,,,,
04A_Side02_01_06_container_KillWolvesGetPack,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side01_01_06a_Task_KillWolves,04A_Side02_01_06b_Task_GetPack,,,
04A_Side01_01_06a_Task_KillWolves,TaskKillContribution,,,,3,,,,,true,,northwindsward3,,,1,,,,,,,,,,Wolf_Timber_15,,,,,,,,,,,,,,,,,,,,@04A_Side01_01_04a_Task_KillWolves,,8550.19 4010.63 119.41,,,,,,,,,,,,,,,,,
04A_Side02_01_06b_Task_GetPack,TaskGatherAndReturnItems,,,,1,04aSide01_01_Backpack,04A_Side01_01_AbandonedPack,100,,,,,,,1,,,,,,,IO_04A_Side01_01_AbandonedPack,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_04b_Task_GetPack,,8571.18 4033.82 118.02,,,true,,,,,,,,,,,,,,
04A_Side01_02_NiceFurs_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side01_02_01_Task_GotoMidnight,04A_Side01_02_02_Task_KillWolves,,,
04A_Side01_02_01_Task_GotoMidnight,TaskGoToPOITag,,,,1,,,,,true,,wolf_den_40226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side01_02_01_Task_GotoMidnight,,,,,,,,,,,,,,,,,,,
04A_Side01_02_02_Task_KillWolves,TaskHaveAndReturnItems,,,,3,04aSide01_02_FineFur,Wolf,55,,true,,wolf_den_40226,,,1,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side01_02_02_Task_KillWolves,,,,,,,,,,,,,,,,,,,
04A_Side02_01_ObeliskNotes_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side02_01_01_Task_GetDevice_Orion,04A_Side02_01_02_Task_GotoDraco,04A_Side02_01_03_Task_GetDevice_Draco,,
04A_Side02_01_01_Task_GetDevice_Orion,TaskGatherAndReturnItems,,1,,1,04aSide02_01_OrionDevice,04A_Side02_01_AncientDevice,100,,true,,ancient_lookout_40110,,,1,,,,,,,IO_04A_Side02_01_AncientDevice,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_01_Task_GetDevice_Orion,,8632.535156 4048.919434 136.401733,,,,,,,,,,,,,,,,,
04A_Side02_01_02_Task_GotoDraco,TaskGoToPOITag,,,,1,,,,,true,,ancient_lookout_40109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_02_Task_GotoDraco,,,,,,,,,,,,,,,,,,,
04A_Side02_01_03_Task_GetDevice_Draco,TaskGatherAndReturnItems,,1,,1,04aSide02_01_DracoDevice,04A_Side02_01_AncientDevice_02,100,,true,,ancient_lookout_40109,,,1,,,,,,,IO_04A_Side02_01_AncientDevice_02,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_01_03_Task_GetDevice_Draco,,8636.845703 3787.804443 103.340210,,,,,,,,,,,,,,,,,
04A_Side02_02_ObeliskDefenders_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side02_02_01a_container_perseus,04A_Side02_02_01b_container_lupus,,,
04A_Side02_02_01a_container_perseus,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_02_01a_Task_GotoPerseus,04A_Side02_02_01a_Task_Encounter_01,,,
04A_Side02_02_01a_Task_GotoPerseus,TaskGoToPOITag,,,,1,,,,,true,,ancient_tower_40220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_02_01a_Task_GotoPerseus,,,,,,,,,,,,,,,,,,,
04A_Side02_02_01a_Task_Encounter_01,TaskGameEvent,,,,1,,,,,true,,ancient_tower_40220,,,,,,,,,,IO_04A_Side02_02_EncounterStart_01,,,04A_Side02_02_Encounter_01_Success,,,,,,,,,,,,,,,,,,,,@04A_Side02_02_01a_Task_Encounter_01,,8732.4199 4252.1235 182.2216,,,true,,,,,,,,,,,,,,
04A_Side02_02_01b_container_lupus,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_02_01b_Task_GotoLupus,04A_Side02_02_01b_Task_Encounter_02,,,
04A_Side02_02_01b_Task_GotoLupus,TaskGoToPOITag,,,,1,,,,,true,,ancient_tower_40219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_02_01b_Task_GotoLupus,,,,,,,,,,,,,,,,,,,
04A_Side02_02_01b_Task_Encounter_02,TaskGameEvent,,,,1,,,,,true,,ancient_tower_40219,,,,,,,,,,IO_04A_Side02_02_EncounterStart_02,,,04A_Side02_02_Encounter_02_Success,,,,,,,,,,,,,,,,,,,,@04A_Side02_02_01b_Task_Encounter_02,,8922.4463 4428.5576 156.5963,,,true,,,,,,,,,,,,,,
04A_Side02_03_LightBeacons_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side02_03_01_Container_Norma,04A_Side02_03_02_Container_Leo,04A_Side02_03_03_Container_Hercules,04A_Side02_03_04_Container_SliceSwaps_FindHeron,
04A_Side02_03_01_Container_Norma,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_03_01a_Task_GotoNorma,04A_Side02_03_01b_Task_Investigate_01,04A_Side02_03_01c_Task_Investigate_02,04A_Side02_03_01d_Task_Investigate_03,04A_Side02_03_01e_Task_Activate_Tower
04A_Side02_03_01a_Task_GotoNorma,TaskGoToPOITag,,,,1,,,,,true,,ancient_tower_40218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_03_01a_Task_GotoNorma,,,,,,,,,,,,,,,,,,,
04A_Side02_03_01b_Task_Investigate_01,TaskGameEvent,,,,1,,,,,true,,ancient_tower_40218,,,,,,,,,,IO_04A_Side02_03_Proximity_Investigate_01,,,04A_Side02_03_Proximity_Investigate_01_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_03_01b_Task_Investigate_01,,9095.804688 4496.944824 140.896378,,,,,,,,,,,,,,,,,
04A_Side02_03_01c_Task_Investigate_02,TaskGameEvent,,,,1,,,,,true,,ancient_tower_40218,,,,,,,,,,IO_04A_Side02_03_Proximity_Investigate_02,,,04A_Side02_03_Proximity_Investigate_02_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_03_01c_Task_Investigate_02,,9112.204102 4511.722168 154.806778,,,,,,,,,,,,,,,,,
04A_Side02_03_01d_Task_Investigate_03,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_Side02_Norma,@04A_Side02_03_01d_Task_Investigate_03,,9116.162109 4489.185059 154.776230,,,,,,,,,,,,,,,,,
04A_Side02_03_01e_Task_Activate_Tower,TaskGameEvent,,,,1,,,,,true,,ancient_tower_40218,,,,,,,,,,IO_04A_Side02_03_Proximity_Investigate_03,,,04A_Side02_03_Proximity_Investigate_03_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_03_01e_Task_Activate_Tower,,9116.162109 4489.185059 154.776230,,,,,,,,,,,,,,,,,
04A_Side02_03_02_Container_Leo,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_03_02a_Task_GotoLeo,04A_Side02_03_02e_Task_Activate_Tower,,,
04A_Side02_03_02a_Task_GotoLeo,TaskGoToPOITag,,,,1,,,,,true,,ancient_tower_40217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_03_02a_Task_GotoLeo,,,,,,,,,,,,,,,,,,,
04A_Side02_03_02e_Task_Activate_Tower,TaskGameEvent,,,,1,,,,,true,,ancient_tower_40217,,,,,,,,,,IO_04A_Side02_03_Proximity_Investigate_04,,,04A_Side02_03_Proximity_Investigate_04_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_03_02e_Task_Activate_Tower,,9398.061523 4502.430664 135.168747,,,,,,,,,,,,,,,,,
04A_Side02_03_03_Container_Hercules,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_03_03a_Task_GotoHercules,04A_Side02_03_03e_Task_Activate_Tower,,,
04A_Side02_03_03a_Task_GotoHercules,TaskGoToPOITag,,,,1,,,,,true,,ancient_tower_40216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_03_03a_Task_GotoHercules,,,,,,,,,,,,,,,,,,,
04A_Side02_03_03e_Task_Activate_Tower,TaskGameEvent,,,,1,,,,,true,,ancient_tower_40216,,,,,,,,,,IO_04A_Side02_03_Proximity_Investigate_05,,,04A_Side02_03_Proximity_Investigate_05_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side02_03_03e_Task_Activate_Tower,,9612.101562 4409.779297 119.560150,,,,,,,,,,,,,,,,,
04A_Side02_03_04_Container_SliceSwaps_FindHeron,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_03_04a_Swap_WilliamHeron_00_Off,04A_Side02_03_04b_Swap_WilliamHeron_01_On,04A_Side02_03_04c_Task_FindHeron,,
04A_Side02_03_04a_Swap_WilliamHeron_00_Off,TaskUnlockAchievement,,,,1,SwapActive_99A_WilliamHeron_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side02_03_04b_Swap_WilliamHeron_01_On,TaskUnlockAchievement,,,,1,SwapActive_99A_WilliamHeron_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side02_03_04c_Task_FindHeron,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_Side02_WilliamHeron_01,@04A_Side02_03_04c_Task_FindHeron,,9503.833984 4179.799316 107.353111,,,,,,,,,,,,,,,,,
04A_Side02_04_CollectAzoth_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side02_04_01_Container_Canis,04A_Side02_04_02_Container_Ursa,04A_Side02_04_03_Container_Leo,,
04A_Side02_04_01_Container_Canis,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_04_01a_Task_GotoCanus,04A_Side02_04_01b_Task_GetGuardianAzoth,,,
04A_Side02_04_01a_Task_GotoCanus,TaskGoToPOITag,,,,1,,,,,true,,ancient_tower_40215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_04_01a_Task_GotoCanus,,,,,,,,,,,,,,,,,,,
04A_Side02_04_01b_Task_GetGuardianAzoth,TaskHaveAndReturnItems,,,,3,04aSide02_04_GuardianAzoth,Ancient,100,,true,,ancient_tower_40215,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_04_01b_Task_GetGuardianAzoth,,,,,,,,,,,,,,,,,,,
04A_Side02_04_02_Container_Ursa,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_04_02a_Task_GotoUrsa,04A_Side02_04_02b_Task_GetGuardianAzoth,,,
04A_Side02_04_02a_Task_GotoUrsa,TaskGoToPOITag,,,,1,,,,,true,,ancient_lookout_40114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_04_02a_Task_GotoUrsa,,,,,,,,,,,,,,,,,,,
04A_Side02_04_02b_Task_GetGuardianAzoth,TaskHaveAndReturnItems,,,,6,04aSide02_04_GuardianAzoth,Ancient,100,,true,,ancient_lookout_40114,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_04_02b_Task_GetGuardianAzoth,,,,,,,,,,,,,,,,,,,
04A_Side02_04_03_Container_Leo,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side02_04_03a_Task_GotoMonoceros,04A_Side02_04_03b_Task_GetGuardianAzoth,,,
04A_Side02_04_03a_Task_GotoMonoceros,TaskGoToPOITag,,,,1,,,,,true,,ancient_lookout_40113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_04_03a_Task_GotoMonoceros,,,,,,,,,,,,,,,,,,,
04A_Side02_04_03b_Task_GetGuardianAzoth,TaskHaveAndReturnItems,,,,9,04aSide02_04_GuardianAzoth,Ancient,100,,true,,ancient_lookout_40113,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_04_03b_Task_GetGuardianAzoth,,,,,,,,,,,,,,,,,,,
04A_Side02_05_PlaceSphere_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side02_05_01_Task_GotoShattered,04A_Side02_05_02_Task_GetGuardianKeys,04A_Side02_05_03_Task_GetArmillarySphere,,
04A_Side02_05_01_Task_GotoShattered,TaskGoToPOITag,,,,1,,,,,true,,shattered_obelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_05_01_Task_GotoShattered,,,,,,,,,,,,,,,,,,,
04A_Side02_05_02_Task_GetGuardianKeys,TaskHaveAndReturnItems,,,,6,04aSide02_05_ArmillaryKey,Ancient,50,,true,,shattered_obelisk,,,1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_05_02_Task_GetGuardianKeys,,9312.029297 3923.078369 121.702774,,,,,,,,,,,,,,,,,
04A_Side02_05_03_Task_GetArmillarySphere,TaskGatherAndReturnItems,,1,,1,04aSide02_05_ArmillarySphere,04A_Side02_05_ArmillarySphere,100,,true,,shattered_obelisk,,,1,,,,,,,IO_04A_Side02_05_ArmillarySphere,,,,,,,,,,,,,,,,,,,,,,,@04A_Side02_05_03_Task_GetArmillarySphere,,9281.308594 3888.938721 126.467979,,,,,,,,,,,,,,,,,
0411_0413_d_00_Container_Amrine,ConsecutiveTaskContainer,,,,,,,,,,,amrine_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0411_0413_d_01_task_GoToPOI,,,,,,,,,,,,,,0411_0413_d_01_task_GoToPOI,0411_0413_d_02a_container_tasks,,,
0411_0413_d_01_task_GoToPOI,TaskGameMode,,1,,1,,,,,,,amrine_dungeon,DungeonAmrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0413_d_01_task_GoToPOI,,,,,,,,,,,,,,,,,,,
0411_0413_d_02a_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0411_0413_d_02_task_KillForeman,0411_0413_d_03_task_Ledger,,,
0411_0413_d_02_task_KillForeman,TaskKillContribution,,1,,1,,,,,,,,DungeonAmrine,,,,,,,,,,,,Ghost_Shackled_Named_05,,,,,,,,,,,,,,,,,,,,@0411_0413_d_02_task_KillForeman,,,,,,,,,,,,,,,,,,,
0411_0413_d_03_task_Ledger,TaskHaveAndReturnItems,,1,,1,0411_0413_ForemansLedger,Ghost_Shackled_Named_05,100,,,,,DungeonAmrine,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0413_d_03_task_Ledger,,,,,,,,,,,,,,,,,,,
0411_0414_d_00_container_Shattered,ConsecutiveTaskContainer,,,,,,,,,,,shattered_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0411_0414_d_01_task_GoToPOI,,,,,,,,,,,,,,0411_0414_d_01_task_GoToPOI,0411_0414_d_02a_container_tasks,,,
0411_0414_d_01_task_GoToPOI,TaskGameMode,,1,,1,,,,,,,shattered_dungeon,DungeonShatteredObelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0414_d_01_task_GoToPOI,,,,,,,,,,,,,,,,,,,
0411_0414_d_02a_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0411_0414_d_02_task_KillRegent,0411_0414_d_03_task_Diadem,,,
0411_0414_d_02_task_KillRegent,TaskKillContribution,,1,,1,,,,,,,,DungeonShatteredObelisk,,,,,,,,,,,,AncientGuardian_Heavy_Boss_Named_DG_Everfall_00,,,,,,,,,,,,,,,,,,,,@0411_0414_d_02_task_KillRegent,,,,,,,,,,,,,,,,,,,
0411_0414_d_03_task_Diadem,TaskHaveAndReturnItems,,1,,1,0411_0414_StartstoneDiadem,AncientGuardian_Heavy_Boss_Named_DG_Everfall_00,100,,,,,DungeonShatteredObelisk,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0414_d_03_task_Diadem,,,,,,,,,,,,,,,,,,,
04A_Side03_01_RecoverVase_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side03_01_01_Task_GotoArcturus,04A_Side03_01_02_Task_KillAncientsForVase,,,
04A_Side03_01_01_Task_GotoArcturus,TaskGoToPOITag,,,,1,,,,,true,,ancient_ruins_40223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side03_01_01_Task_GotoArcturus,,,,,,,,,,,,,,,,,,,
