TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
13_Summer_02_Maudlinbugs_fallthrough,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13_Summer_02_Maudlinbugs_returnBugs,13_Summer_02_Maudlinbugs_content,,,
13_Summer_02_Maudlinbugs_returnBugs,TaskHaveItems,,,,1,BaitMaudlinbugT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_02_Maudlinbugs_content,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13_Summer_02_Maudlinbugs_GoTo_MaudlinbugSpawn,13_Summer_02_Maudlinbugs_PerformSong,,,
13_Summer_02_Maudlinbugs_GoTo_MaudlinbugSpawn,TaskTriggerArea,,1,,1,,,,,,,,,,,,,,,,,,,Stay Inside,,,,,,,,,,,,,,,,,,,,Maudlinbug_Waltz,@13_Summer_02_Maudlinbugs_GoTo,,,,,,,,,,,,,,,,,,,
13_Summer_02_Maudlinbugs_PerformSong,TaskPerformSong,,,,1,WaltzEasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_02_Maudlinbugs_playForBugs,,,,,,,,,,,,,,,,,,,
13_Summer_03_CatchSturgeon_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Summer_03_CatchSturgeon_sturgeonwrapper,,,,
13_Summer_03_CatchSturgeon_sturgeonwrapper,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13_Summer_03_CatchSturgeon_partialcontainer1,,,,
13_Summer_03_CatchSturgeon_partialcontainer1,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_03_CatchSturgeon_catchSturgeon1,,,,,,,,,,,,,,,13_Summer_03_CatchSturgeon_catch1SturgeonS,13_Summer_03_CatchSturgeon_catch1SturgeonM,13_Summer_03_CatchSturgeon_catch1SturgeonL,,
13_Summer_03_CatchSturgeon_catch1SturgeonS,TaskFishingCatchFish,,,,1,FishingSummerMedleySturgeonSmallT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_03_CatchSturgeon_catch1SturgeonM,TaskFishingCatchFish,,,,1,FishingSummerMedleySturgeonMediumT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_03_CatchSturgeon_catch1SturgeonL,TaskFishingCatchFish,,,,1,FishingSummerMedleySturgeonLargeT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_03_CatchSturgeon_partialcontainer2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_03_CatchSturgeon_catchSturgeon2,,,,,,,,,,,,,,,13_Summer_03_CatchSturgeon_catch2SturgeonS,13_Summer_03_CatchSturgeon_catch2SturgeonM,13_Summer_03_CatchSturgeon_catch2SturgeonL,,
13_Summer_03_CatchSturgeon_catch2SturgeonS,TaskFishingCatchFish,,,,1,FishingSummerMedleySturgeonSmallT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_03_CatchSturgeon_catch2SturgeonM,TaskFishingCatchFish,,,,1,FishingSummerMedleySturgeonMediumT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_03_CatchSturgeon_catch2SturgeonL,TaskFishingCatchFish,,,,1,FishingSummerMedleySturgeonLargeT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_03_CatchSturgeon_partialcontainer3,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_03_CatchSturgeon_catchSturgeon3,,,,,,,,,,,,,,,13_Summer_03_CatchSturgeon_catch3SturgeonS,13_Summer_03_CatchSturgeon_catch3SturgeonM,13_Summer_03_CatchSturgeon_catch3SturgeonL,,
13_Summer_03_CatchSturgeon_catch3SturgeonS,TaskFishingCatchFish,,,,1,FishingSummerMedleySturgeonSmallT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_03_CatchSturgeon_catch3SturgeonM,TaskFishingCatchFish,,,,1,FishingSummerMedleySturgeonMediumT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_03_CatchSturgeon_catch3SturgeonL,TaskFishingCatchFish,,,,1,FishingSummerMedleySturgeonLargeT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_04_Carpenter_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Summer_04_Carpenter_TopicTalk,13_Summer_04_Carpenter_InteractIO,13_Summer_04_Carpenter_TaskDone,13_Summer_GoToMedleyfaireVillage_container,13_Summer_04_Carpenter_container2
13_Summer_04_Carpenter_container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13_Summer_04_Carpenter_Carpenter01On,13_Summer_05_Carpenter_Carpenter00Off,,,
13_Summer_04_Carpenter_TopicTalk,TaskConversationTopic,,,,1,1347_PartyGuest_03,,,,,,,,,,,,,,,,,1347_PartyGuest_03_TaskTopic,,,,,,,,,,,,,,,,,,,,,,@13_Summer_04_Carpenter_TopicTalk,,,,,,,,,,,,,,,,,,,
13_Summer_04_Carpenter_InteractIO,TaskGatherCyclicState,,,,1,Cyclic_13_Summer_Carpenter,,1,,,,,,,,,,,,,,IO_Cyclic_13_Summer_Carpenter,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_04_Carpenter_InteractIO,,9490.8 2591.2 87,,,,,,,,,,,,,,,,,
13_Summer_04_Carpenter_TaskDone,TaskUnlockAchievement,,,,1,FinishCarpenterTask_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_04_Carpenter_Carpenter01On,TaskUnlockAchievement,,,,1,SwapActive_1347_PartyGuest_03_01_on_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_05_Florist_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Summer_05_Florist_TopicTalk,13_Summer_05_Florist_InteractIO1,13_Summer_05_Florist_InteractIO2,13_Summer_05_Florist_InteractIO3,13_Summer_05_Florist_container2
13_Summer_05_Carpenter_Carpenter00Off,TaskUnlockAchievement,,,,1,SwapActive_1347_PartyGuest_03_00_off_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_05_Florist_TopicTalk,TaskConversationTopic,,,,1,1345_PartyGuest_01,,,,,,,,,,,,,,,,,1345_PartyGuest_01_TaskTopic,,,,,,,,,,,,,,,,,,,,,,@13_Summer_05_Florist_TopicTalk,,,,,,,,,,,,,,,,,,,
13_Summer_05_Florist_InteractIO1,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_13_Summer_FlowerBoxA,,,13_Summer_FlowerBox_interact,,,,,,,,,,,,,,,,,,,,@13_Summer_05_Florist_InteractIO1,,9143 4599 131,,,,,,,,,,,,,,,,,
13_Summer_05_Florist_InteractIO2,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_13_Summer_FlowerBoxB,,,13_Summer_FlowerBox_interact,,,,,,,,,,,,,,,,,,,,@13_Summer_05_Florist_InteractIO2,,9143 4599 131,,,,,,,,,,,,,,,,,
13_Summer_05_Florist_InteractIO3,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_13_Summer_FlowerBoxC,,,13_Summer_FlowerBox_interact,,,,,,,,,,,,,,,,,,,,@13_Summer_05_Florist_InteractIO3,,9143 4599 131,,,,,,,,,,,,,,,,,
13_Summer_05_Florist_TaskDone,TaskUnlockAchievement,,,,1,FinishFloristTask_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_05_Florist_Florist01On,TaskUnlockAchievement,,,,1,SwapActive_1345_PartyGuest_01_01_on_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_05_Florist_container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13_Summer_05_Florist_TaskDone,13_Summer_GoToMedleyfaireVillage_container,13_Summer_05_Florist_Florist01On,13_Summer_06_Florist_Florist00Off,
13_Summer_06_Beekeep_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Summer_06_Beekeep_TopicTalk,13_Summer_06_Beekeep_GiveWorkOrder,13_Summer_07_Beekeep_MakeRecipe,13_Summer_06_Beekeep_InteractIO,13_Summer_06_Beekeep_container2
13_Summer_06_Beekeep_container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13_Summer_06_Beekeep_TaskDone,13_Summer_GoToMedleyfaireVillage_container,13_Summer_06_Beekeep_Beekeep01On,13_Summer_07_Beekeep_Beekeep00Off,
13_Summer_06_Florist_Florist00Off,TaskUnlockAchievement,,,,1,SwapActive_1345_PartyGuest_01_00_off_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_06_Beekeep_TopicTalk,TaskConversationTopic,,,,1,1349_PartyGuest_05,,,,,,,,,,,,,,,,,1349_PartyGuest_05_TaskTopic,,,,,,,,,,,,,,,,,,,,,,@13_Summer_06_Beekeep_TopicTalk,,,,,,,,,,,,,,,,,,,
13_Summer_06_Beekeep_GiveWorkOrder,TaskGiveItem,,,,5,WorkOrder_SE_BeeSmoker,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_07_Beekeep_MakeRecipe,TaskHaveItems,,,,5,SE_BeeSmoker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_07_Baker_MakeRecipe,,9858.4 5160.5 168,,,,,,,,,,,,,,,,,
13_Summer_06_Beekeep_InteractIO,TaskGameEvent,,,,5,,,,,,,,,,,,,,,,,IO_13_Summer_Apiary,,,13_Summer_Apiary_interact,,,,,,,,,,,,,,,,,,,,@13_Summer_06_Beekeep_InteractIO,,9858.4 5160.5 168,,,,,,,,,,,,,,,,,
13_Summer_06_Beekeep_TaskDone,TaskUnlockAchievement,,,,1,FinishBeekeeperTask_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_06_Beekeep_Beekeep01On,TaskUnlockAchievement,,,,1,SwapActive_1349_PartyGuest_05_01_on_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_07_Baker_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Summer_07_Baker_TopicTalk,13_Summer_07_Baker_CyclicIO,13_Summer_07_Baker_TaskDone,13_Summer_GoToMedleyfaireVillage_container,13_Summer_07_Baker_container2
13_Summer_07_Baker_container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13_Summer_07_Baker_Baker01On,13_Summer_08_Baker_Baker00Off,,,
13_Summer_07_Beekeep_Beekeep00Off,TaskUnlockAchievement,,,,1,SwapActive_1349_PartyGuest_05_00_off_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_07_Baker_TopicTalk,TaskConversationTopic,,,,1,1346_PartyGuest_02,,,,,,,,,,,,,,,,,1346_PartyGuest_02_TaskTopic,,,,,,,,,,,,,,,,,,,,,,@13_Summer_07_Baker_TopicTalk,,,,,,,,,,,,,,,,,,,
13_Summer_07_Baker_CyclicIO,TaskGatherCyclicState,,,,1,Cyclic_13_Summer_Oven,,2,,,,,,,,,,,,,,IO_Cyclic_13_Summer_Oven,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_07_Baker_InteractIO,,8296.4 3500.8 100,,,,,,,,,,,,,,,,,
13_Summer_07_Baker_TaskDone,TaskUnlockAchievement,,,,1,FinishBakerTask_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_07_Baker_Baker01On,TaskUnlockAchievement,,,,1,SwapActive_1346_PartyGuest_02_01_on_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_08_Poet_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Summer_08_Poet_TopicTalk,13_Summer_08_Poet_DanceForPoet,13_Summer_08_Poet_TaskDone,13_Summer_GoToMedleyfaireVillage_container,13_Summer_08_Poet_container2
13_Summer_08_Poet_container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Summer_08_Poet_Poet01On,13_Summer_09_Poet_Poet00Off,,,
13_Summer_08_Baker_Baker00Off,TaskUnlockAchievement,,,,1,SwapActive_1346_PartyGuest_02_00_off_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_08_Poet_TopicTalk,TaskConversationTopic,,,,1,1348_PartyGuest_04,,,,,,,,,,,,,,,,,1348_PartyGuest_04_TaskTopic,,,,,,,,,,,,,,,,,,,,,,@13_Summer_08_Poet_TopicTalk,,,,,,,,,,,,,,,,,,,
13_Summer_08_Poet_DanceForPoet,TaskPerformEmote,,,,1,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_08_Poet_DanceForPoet,,11118.4 4426 65,,,,,,,,,,,,,,,,,
13_Summer_08_Poet_TaskDone,TaskUnlockAchievement,,,,1,FinishPoetTask_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_08_Poet_Poet01On,TaskUnlockAchievement,,,,1,SwapActive_1348_PartyGuest_04_01_on_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_09_PlayWithBand_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_Summer_09_PlayWithBand_container3,13_Summer_GoToMedleyfaireVillage_container,,,
13_Summer_09_PlayWithBand_container2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_09_PlayWithBand_container2,,,,,,,,,,,,,,,13_Summer_09_PlayWithBand_trigger1,13_Summer_09_PlayWithBand_trigger2,13_Summer_09_PlayWithBand_trigger3,,
13_Summer_09_PlayWithBand_container3,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13_Summer_09_PlayWithBand_playLocation1,13_Summer_09_PlayWithBand_playLocation2,13_Summer_09_PlayWithBand_playLocation3,,
13_Summer_09_Poet_Poet00Off,TaskUnlockAchievement,,,,1,SwapActive_1348_PartyGuest_04_00_off_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_09_PlayWithBand_trigger1,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Stay Inside,,,,,,,,,,,,,,,,,,,,SummerLocation1,@13_Summer_09_PlayWithBand_playLocation1_trigger,,9308 2827 76,,,,,,,,,,,,,,,,,
13_Summer_09_PlayWithBand_playLocation1,TaskPerformSong,,,,1,FlourishEasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_09_PlayWithBand_playLocation1,,9308 2827 76,1,,,,,,,,,,,,,,,,
13_Summer_09_PlayWithBand_trigger2,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Stay Inside,,,,,,,,,,,,,,,,,,,,SummerLocation2,@13_Summer_09_PlayWithBand_playLocation2_trigger,,8903 4120 132,,,,,,,,,,,,,,,,,
13_Summer_09_PlayWithBand_playLocation2,TaskPerformSong,,,,1,FlourishEasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_09_PlayWithBand_playLocation2,,8903 4120 132,1,,,,,,,,,,,,,,,,
13_Summer_09_PlayWithBand_trigger3,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Stay Inside,,,,,,,,,,,,,,,,,,,,SummerLocation3,@13_Summer_09_PlayWithBand_playLocation3_trigger,,9497 6254 245,,,,,,,,,,,,,,,,,
13_Summer_09_PlayWithBand_playLocation3,TaskPerformSong,,,,1,FlourishEasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_09_PlayWithBand_playLocation3,,9497 6254 245,,,,,,,,,,,,,,,,,
13_Summer_GoToMedleyfaireVillage_container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13_Summer_GoToMedley1,13_Summer_GoToMedley2,13_Summer_GoToMedley3,13_Summer_GoToMedley4,
13_Summer_GoToMedley1,TaskGoToPOITag,,,,1,,,,,,,summervillage_30149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@13_Summer_GoToMedley1,,,,,,,,,,,,,,,,,,,
13_Summer_GoToMedley2,TaskGoToPOITag,,,,1,,,,,,,summervillage_50252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_GoToMedley3,TaskGoToPOITag,,,,1,,,,,,,summervillage_50304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
13_Summer_GoToMedley4,TaskGoToPOITag,,,,1,,,,,,,summervillage_40349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
