TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
99D_MSQ_02_ClimbRuins_readLore1,TaskAchievement,,,,1,Lore_unlock_03_GreatCleave_Title_11_01,,,,,,ancient_ruins_40330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99D_MSQ_02_ClimbRuins_readLore1,,10164.60 7304.29 439.00,,,,,,,,,,,,,,,,
99D_MSQ_02_ClimbRuins_voicedLore1,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99D_Thorpe_VoicedLoreNote_00_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99D_MSQ_02_ClimbRuins_interactSecrets,TaskHaveAndReturnItems,,,,1,99D_MSQ_02_AncientGatePlans,99D_MSQ_02_Fountain,100,,,,ancient_ruins_40330,,,,,,,,,,IO_99D_MSQ_02_Fountain,,,,,,,,,,,,,,,,,,,,,,,@99D_MSQ_02_ClimbRuins_interactSecrets,,10249.14 7296.32 445.76,,,,,,,,,,,,,,,,
99D_MSQ_02_ClimbRuins_trigger_whispers,TaskTriggerGameEvent,,,,,,,,,,,,,,,,,,,,,,,,99D_Isabella_whisper_GC_00_interact,,,,,,,,,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,
99D_MSQ_02_ClimbRuins_unlockShrine,TaskUnlockAchievement,,,,1,spiritshrine_53005_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99D_MSQ_02_ClimbRuins_partialContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99D_MSQ_02_ClimbRuins_enter_Outpost,99D_MSQ_02_ClimbRuins_optional_useShrine,,,
99D_MSQ_02_ClimbRuins_enter_Outpost,TaskGoToPOITag,,,,,,,,,true,,outpost_43_2_40325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99D_MSQ_02_ClimbRuins_enter_Outpost,,,,,,,,,,,,,,,,,,
99D_MSQ_02_ClimbRuins_optional_useShrine,TaskGoToPOITag,,,,,,,,,true,,spiritshrine_53005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99D_MSQ_02_ClimbRuins_optional_useShrine,,,,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99D_MSQ_03_ThorpeBackstory_reset_container,99D_MSQ_03_ThorpeBackstory_travel_container,99D_MSQ_03_ThorpeBackstory_outsideFort_container,99D_MSQ_03_ThorpeBackstory_cinematic_container,
99D_MSQ_03_ThorpeBackstory_reset_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99D_MSQ_03_ThorpeBackstory_lock_showIGC,99D_MSQ_03_ThorpeBackstory_lock_2Dcinematic_achievement,99D_MSQ_03_ThorpeBackstory_lock_turnOnIGC,99D_MSQ_03_ThorpeBackstory_lock_turnOffIGC,
99D_MSQ_03_ThorpeBackstory_lock_showIGC,TaskLockAchievement,,,,1,Thorpe_IGC_SwapOnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_lock_2Dcinematic_achievement,TaskLockAchievement,,,,1,99D_Unlock_ThorpeCinematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_lock_turnOnIGC,TaskLockAchievement,,,,1,Unlock_99D_MSQ_03_ThorpeBackstoryIGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_lock_turnOffIGC,TaskLockAchievement,,,,1,Watched_99D_MSQ_03_ThorpeBackstoryIGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_travel_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99D_MSQ_03_ThorpeBackstory_GoToPOI,99D_MSQ_03_ThorpeBackstory_talkToYonas,99D_MSQ_03_ThorpeBackstory_swap_container,,
99D_MSQ_03_ThorpeBackstory_GoToPOI,TaskGoToPOITag,,,,,,,,,,greatcleave7,greatcleave7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99D_MSQ_03_ThorpeBackstory_GoToPOI,,9607.51 7548.63 328.46,,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_talkToYonas,TaskConversationTopic,,,,1,99D_Yonas_B,,,,,greatcleave7,greatcleave7,,,,,,,,,,,99D_MSQ_03_Yonas_ThorpeNews,,,,,,,,,,,,,,,,,,,,,,@99D_MSQ_03_ThorpeBackstory_talkToYonas,,9607.51 7548.63 328.46,,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99D_MSQ_03_ThorpeBackstory_swapGalahadCOff,99D_MSQ_03_ThorpeBackstory_swapGalahadDOn,,,
99D_MSQ_03_ThorpeBackstory_swapGalahadCOff,TaskLockAchievement,,,,1,SwapActive_MSQ_Galahad_GC_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_swapGalahadDOn,TaskUnlockAchievement,,,,1,SwapActive_MSQ_Galahad_GC_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_outsideFort_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99D_MSQ_03_ThorpeBackstory_defeatGeneral,99D_MSQ_03_ThorpeBackstory_insideFort_container,,,
99D_MSQ_03_ThorpeBackstory_defeatGeneral,TaskKillContribution,,,,3,,,,,true,,corrupted_fort_40316,,,,,,,,,,,,,Damned_Pistoleer_M-F_03GC07a,,,,,,,,,,,,,,,,,,,,@99D_MSQ_03_ThorpeBackstory_defeatGeneral,,,,,,,,,,,,,,,,,,
99D_MSQ_03_ThorpeBackstory_insideFort_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99D_MSQ_03_ThorpeBackstory_chop_container,99D_MSQ_03_ThorpeBackstory_damageBallista,99D_MSQ_03_ThorpeBackstory_lore_container,,
99D_MSQ_03_ThorpeBackstory_chop_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99D_MSQ_03_ThorpeBackstory_chopBarricade1,,,,
